,country,city,venue,date,composer,work,listing_url
1950,Canada,Halifax,Lilian Piercey Concert Hall,2018-September-14,"Chausson, Ernest (1855-1899)","Chanson perpétuelle, for voice, strings and piano, Op.37",https://bachtrack.com/concert-listing/lilian-piercey-concert-hall/measha-brueggergosman-classica-vocem/14-september-2018/19-00
1951,Canada,Halifax,Lilian Piercey Concert Hall,2018-September-14,"Strauss, Richard (1864-1949)",Vier letzte Lieder (Four Last Songs),https://bachtrack.com/concert-listing/lilian-piercey-concert-hall/measha-brueggergosman-classica-vocem/14-september-2018/19-00
1952,Russia,Moscow,Stanislavsky and Nemirovich-Danchenko Moscow Music Theatre: Main Stage,2018-September-14,"Prokofiev, Sergei (1891-1953)",War and Peace,https://bachtrack.com/opera-listing/stanislavsky-and-nemirovich-danchenko-moscow-music-theatre-main-stage/war-and-peace/14-september-2018/19-00
1953,Russia,Moscow,Stanislavsky and Nemirovich-Danchenko Moscow Music Theatre: Main Stage,2018-September-15,"Prokofiev, Sergei (1891-1953)",War and Peace,https://bachtrack.com/opera-listing/stanislavsky-and-nemirovich-danchenko-moscow-music-theatre-main-stage/war-and-peace/14-september-2018/19-00
1954,Russia,Moscow,Stanislavsky and Nemirovich-Danchenko Moscow Music Theatre: Main Stage,2018-September-16,"Prokofiev, Sergei (1891-1953)",War and Peace,https://bachtrack.com/opera-listing/stanislavsky-and-nemirovich-danchenko-moscow-music-theatre-main-stage/war-and-peace/14-september-2018/19-00
1955,Australia,Hobart,Theatre Royal,2018-September-14,"Puccini, Giacomo (1858-1924)",Madama Butterfly,https://bachtrack.com/opera-listing/theatre-royal-913/madama-butterfly/14-september-2018/19-30
1956,Australia,Hobart,Theatre Royal,2018-September-15,"Puccini, Giacomo (1858-1924)",Madama Butterfly,https://bachtrack.com/opera-listing/theatre-royal-913/madama-butterfly/14-september-2018/19-30
1957,United Kingdom,Eastbourne,Eastbourne Congress Theatre,2018-September-14,"Puccini, Giacomo (1858-1924)",Madama Butterfly,https://bachtrack.com/opera-listing/eastbourne-congress-theatre/madama-butterfly/14-september-2018/19-30
1958,Germany,Berlin,Komische Oper Berlin,2018-September-15,"Bock, Jerry (1928-2010)",Fiddler on the Roof,https://bachtrack.com/opera-listing/komische-oper-berlin/anatevka-fiddler-on-the-roof/15-september-2018/19-30
1959,Germany,Berlin,Komische Oper Berlin,2018-September-21,"Bock, Jerry (1928-2010)",Fiddler on the Roof,https://bachtrack.com/opera-listing/komische-oper-berlin/anatevka-fiddler-on-the-roof/15-september-2018/19-30
1960,Germany,Berlin,Komische Oper Berlin,2018-October-07,"Bock, Jerry (1928-2010)",Fiddler on the Roof,https://bachtrack.com/opera-listing/komische-oper-berlin/anatevka-fiddler-on-the-roof/15-september-2018/19-30
1961,Germany,Berlin,Komische Oper Berlin,2018-October-26,"Bock, Jerry (1928-2010)",Fiddler on the Roof,https://bachtrack.com/opera-listing/komische-oper-berlin/anatevka-fiddler-on-the-roof/15-september-2018/19-30
1962,Germany,Berlin,Komische Oper Berlin,2018-November-09,"Bock, Jerry (1928-2010)",Fiddler on the Roof,https://bachtrack.com/opera-listing/komische-oper-berlin/anatevka-fiddler-on-the-roof/15-september-2018/19-30
1963,Germany,Berlin,Komische Oper Berlin,2018-November-26,"Bock, Jerry (1928-2010)",Fiddler on the Roof,https://bachtrack.com/opera-listing/komische-oper-berlin/anatevka-fiddler-on-the-roof/15-september-2018/19-30
1964,Germany,Berlin,Komische Oper Berlin,2018-November-27,"Bock, Jerry (1928-2010)",Fiddler on the Roof,https://bachtrack.com/opera-listing/komische-oper-berlin/anatevka-fiddler-on-the-roof/15-september-2018/19-30
1965,Germany,Berlin,Komische Oper Berlin,2018-December-11,"Bock, Jerry (1928-2010)",Fiddler on the Roof,https://bachtrack.com/opera-listing/komische-oper-berlin/anatevka-fiddler-on-the-roof/15-september-2018/19-30
1966,Germany,Berlin,Komische Oper Berlin,2018-December-15,"Bock, Jerry (1928-2010)",Fiddler on the Roof,https://bachtrack.com/opera-listing/komische-oper-berlin/anatevka-fiddler-on-the-roof/15-september-2018/19-30
1967,Germany,Berlin,Komische Oper Berlin,2018-December-20,"Bock, Jerry (1928-2010)",Fiddler on the Roof,https://bachtrack.com/opera-listing/komische-oper-berlin/anatevka-fiddler-on-the-roof/15-september-2018/19-30
1968,Germany,Berlin,Komische Oper Berlin,2018-December-26,"Bock, Jerry (1928-2010)",Fiddler on the Roof,https://bachtrack.com/opera-listing/komische-oper-berlin/anatevka-fiddler-on-the-roof/15-september-2018/19-30
1969,Germany,Berlin,Komische Oper Berlin,2019-January-06,"Bock, Jerry (1928-2010)",Fiddler on the Roof,https://bachtrack.com/opera-listing/komische-oper-berlin/anatevka-fiddler-on-the-roof/15-september-2018/19-30
1970,Germany,Berlin,Komische Oper Berlin,2019-January-18,"Bock, Jerry (1928-2010)",Fiddler on the Roof,https://bachtrack.com/opera-listing/komische-oper-berlin/anatevka-fiddler-on-the-roof/15-september-2018/19-30
1971,Germany,Berlin,Komische Oper Berlin,2019-January-30,"Bock, Jerry (1928-2010)",Fiddler on the Roof,https://bachtrack.com/opera-listing/komische-oper-berlin/anatevka-fiddler-on-the-roof/15-september-2018/19-30
1972,Germany,Berlin,Komische Oper Berlin,2019-February-07,"Bock, Jerry (1928-2010)",Fiddler on the Roof,https://bachtrack.com/opera-listing/komische-oper-berlin/anatevka-fiddler-on-the-roof/15-september-2018/19-30
1973,Latvia,Riga,Latvian National Opera,2018-September-15,"Stravinsky, Igor (1882-1971)",The Rake's Progress,https://bachtrack.com/opera-listing/latvian-national-opera/the-rakes-progress/15-september-2018/19-00
1974,Canada,Montreal,Place des Arts: Salle Wilfrid-Pelletier,2018-September-15,"Verdi, Giuseppe (1813-1901)",Rigoletto,https://bachtrack.com/opera-listing/place-des-arts-salle-wilfrid-pelletier/rigoletto/15-september-2018/19-30
1975,Canada,Montreal,Place des Arts: Salle Wilfrid-Pelletier,2018-September-18,"Verdi, Giuseppe (1813-1901)",Rigoletto,https://bachtrack.com/opera-listing/place-des-arts-salle-wilfrid-pelletier/rigoletto/15-september-2018/19-30
1976,Canada,Montreal,Place des Arts: Salle Wilfrid-Pelletier,2018-September-20,"Verdi, Giuseppe (1813-1901)",Rigoletto,https://bachtrack.com/opera-listing/place-des-arts-salle-wilfrid-pelletier/rigoletto/15-september-2018/19-30
1977,Canada,Montreal,Place des Arts: Salle Wilfrid-Pelletier,2018-September-22,"Verdi, Giuseppe (1813-1901)",Rigoletto,https://bachtrack.com/opera-listing/place-des-arts-salle-wilfrid-pelletier/rigoletto/15-september-2018/19-30
1978,Austria,Vienna,Theater an der Wien,2018-September-15,"Handel, George Frideric (1685-1759)",Alcina,https://bachtrack.com/opera-listing/theater-an-der-wien/alcina/15-september-2018/19-00
1979,Austria,Vienna,Theater an der Wien,2018-September-17,"Handel, George Frideric (1685-1759)",Alcina,https://bachtrack.com/opera-listing/theater-an-der-wien/alcina/15-september-2018/19-00
1980,Austria,Vienna,Theater an der Wien,2018-September-19,"Handel, George Frideric (1685-1759)",Alcina,https://bachtrack.com/opera-listing/theater-an-der-wien/alcina/15-september-2018/19-00
1981,Austria,Vienna,Theater an der Wien,2018-September-22,"Handel, George Frideric (1685-1759)",Alcina,https://bachtrack.com/opera-listing/theater-an-der-wien/alcina/15-september-2018/19-00
1982,Austria,Vienna,Theater an der Wien,2018-September-24,"Handel, George Frideric (1685-1759)",Alcina,https://bachtrack.com/opera-listing/theater-an-der-wien/alcina/15-september-2018/19-00
1983,Austria,Vienna,Theater an der Wien,2018-September-26,"Handel, George Frideric (1685-1759)",Alcina,https://bachtrack.com/opera-listing/theater-an-der-wien/alcina/15-september-2018/19-00
1984,United Kingdom,Leeds,Leeds Grand Theatre,2018-September-16,"Puccini, Giacomo (1858-1924)",Tosca,https://bachtrack.com/opera-listing/leeds-grand-theatre/tosca/16-september-2018/15-00
1985,United Kingdom,Leeds,Leeds Grand Theatre,2018-September-22,"Puccini, Giacomo (1858-1924)",Tosca,https://bachtrack.com/opera-listing/leeds-grand-theatre/tosca/16-september-2018/15-00
1986,United Kingdom,Leeds,Leeds Grand Theatre,2018-September-28,"Puccini, Giacomo (1858-1924)",Tosca,https://bachtrack.com/opera-listing/leeds-grand-theatre/tosca/16-september-2018/15-00
1987,United Kingdom,Leeds,Leeds Grand Theatre,2018-October-03,"Puccini, Giacomo (1858-1924)",Tosca,https://bachtrack.com/opera-listing/leeds-grand-theatre/tosca/16-september-2018/15-00
1988,United Kingdom,Leeds,Leeds Grand Theatre,2018-October-05,"Puccini, Giacomo (1858-1924)",Tosca,https://bachtrack.com/opera-listing/leeds-grand-theatre/tosca/16-september-2018/15-00
1989,United Kingdom,Leeds,Leeds Grand Theatre,2018-October-11,"Puccini, Giacomo (1858-1924)",Tosca,https://bachtrack.com/opera-listing/leeds-grand-theatre/tosca/16-september-2018/15-00
1990,United Kingdom,Leeds,Leeds Grand Theatre,2018-October-13,"Puccini, Giacomo (1858-1924)",Tosca,https://bachtrack.com/opera-listing/leeds-grand-theatre/tosca/16-september-2018/15-00
1991,Austria,Vienna,Staatsoper,2018-September-16,"Verdi, Giuseppe (1813-1901)",La traviata,https://bachtrack.com/opera-listing/staatsoper/la-traviata/16-september-2018/00-00
1992,Austria,Vienna,Staatsoper,2018-September-20,"Verdi, Giuseppe (1813-1901)",La traviata,https://bachtrack.com/opera-listing/staatsoper/la-traviata/16-september-2018/00-00
1993,Austria,Vienna,Staatsoper,2018-September-23,"Verdi, Giuseppe (1813-1901)",La traviata,https://bachtrack.com/opera-listing/staatsoper/la-traviata/16-september-2018/00-00
1994,Belgium,Liège,Opéra Royal de Wallonie-Liège,2018-September-16,"Verdi, Giuseppe (1813-1901)",Il trovatore,https://bachtrack.com/opera-listing/opera-royal-de-wallonie-liege/il-trovatore/16-september-2018/15-00
1995,Belgium,Liège,Opéra Royal de Wallonie-Liège,2018-September-19,"Verdi, Giuseppe (1813-1901)",Il trovatore,https://bachtrack.com/opera-listing/opera-royal-de-wallonie-liege/il-trovatore/16-september-2018/15-00
1996,Belgium,Liège,Opéra Royal de Wallonie-Liège,2018-September-22,"Verdi, Giuseppe (1813-1901)",Il trovatore,https://bachtrack.com/opera-listing/opera-royal-de-wallonie-liege/il-trovatore/16-september-2018/15-00
1997,Belgium,Liège,Opéra Royal de Wallonie-Liège,2018-September-25,"Verdi, Giuseppe (1813-1901)",Il trovatore,https://bachtrack.com/opera-listing/opera-royal-de-wallonie-liege/il-trovatore/16-september-2018/15-00
1998,Belgium,Liège,Opéra Royal de Wallonie-Liège,2018-September-28,"Verdi, Giuseppe (1813-1901)",Il trovatore,https://bachtrack.com/opera-listing/opera-royal-de-wallonie-liege/il-trovatore/16-september-2018/15-00
1999,United Kingdom,Saffron Walden,Saffron Hall,2018-September-16,"Wagner, Richard (1813-1883)",Parsifal,https://bachtrack.com/opera-listing/saffron-hall/parsifal/16-september-2018/14-30
2000,United Kingdom,London,Cadogan Hall,2018-September-16,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/cadogan-hall/russian-state-opera-presents-carmen/16-september-2018/18-00
2001,United Kingdom,Basildon,Towngate Theatre,2018-September-17,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/towngate-theatre/carmen/17-september-2018/19-30
2002,Belgium,Brussels,La Monnaie | De Munt: Grand Hall,2018-September-18,"Mozart, Wolfgang Amadeus (1756-1791)",Die Zauberflöte (The Magic Flute),https://bachtrack.com/opera-listing/la-monnaie-de-munt-grand-hall/die-zauberflote/18-september-2018/20-00
2003,Belgium,Brussels,La Monnaie | De Munt: Grand Hall,2018-September-20,"Mozart, Wolfgang Amadeus (1756-1791)",Die Zauberflöte (The Magic Flute),https://bachtrack.com/opera-listing/la-monnaie-de-munt-grand-hall/die-zauberflote/18-september-2018/20-00
2004,Belgium,Brussels,La Monnaie | De Munt: Grand Hall,2018-September-21,"Mozart, Wolfgang Amadeus (1756-1791)",Die Zauberflöte (The Magic Flute),https://bachtrack.com/opera-listing/la-monnaie-de-munt-grand-hall/die-zauberflote/18-september-2018/20-00
2005,Belgium,Brussels,La Monnaie | De Munt: Grand Hall,2018-September-23,"Mozart, Wolfgang Amadeus (1756-1791)",Die Zauberflöte (The Magic Flute),https://bachtrack.com/opera-listing/la-monnaie-de-munt-grand-hall/die-zauberflote/18-september-2018/20-00
2006,Belgium,Brussels,La Monnaie | De Munt: Grand Hall,2018-September-25,"Mozart, Wolfgang Amadeus (1756-1791)",Die Zauberflöte (The Magic Flute),https://bachtrack.com/opera-listing/la-monnaie-de-munt-grand-hall/die-zauberflote/18-september-2018/20-00
2007,Belgium,Brussels,La Monnaie | De Munt: Grand Hall,2018-September-26,"Mozart, Wolfgang Amadeus (1756-1791)",Die Zauberflöte (The Magic Flute),https://bachtrack.com/opera-listing/la-monnaie-de-munt-grand-hall/die-zauberflote/18-september-2018/20-00
2008,Belgium,Brussels,La Monnaie | De Munt: Grand Hall,2018-September-27,"Mozart, Wolfgang Amadeus (1756-1791)",Die Zauberflöte (The Magic Flute),https://bachtrack.com/opera-listing/la-monnaie-de-munt-grand-hall/die-zauberflote/18-september-2018/20-00
2009,Belgium,Brussels,La Monnaie | De Munt: Grand Hall,2018-September-28,"Mozart, Wolfgang Amadeus (1756-1791)",Die Zauberflöte (The Magic Flute),https://bachtrack.com/opera-listing/la-monnaie-de-munt-grand-hall/die-zauberflote/18-september-2018/20-00
2010,Belgium,Brussels,La Monnaie | De Munt: Grand Hall,2018-September-30,"Mozart, Wolfgang Amadeus (1756-1791)",Die Zauberflöte (The Magic Flute),https://bachtrack.com/opera-listing/la-monnaie-de-munt-grand-hall/die-zauberflote/18-september-2018/20-00
2011,Belgium,Brussels,La Monnaie | De Munt: Grand Hall,2018-October-02,"Mozart, Wolfgang Amadeus (1756-1791)",Die Zauberflöte (The Magic Flute),https://bachtrack.com/opera-listing/la-monnaie-de-munt-grand-hall/die-zauberflote/18-september-2018/20-00
2012,Belgium,Brussels,La Monnaie | De Munt: Grand Hall,2018-October-03,"Mozart, Wolfgang Amadeus (1756-1791)",Die Zauberflöte (The Magic Flute),https://bachtrack.com/opera-listing/la-monnaie-de-munt-grand-hall/die-zauberflote/18-september-2018/20-00
2013,Australia,Launceston,Princess Theatre,2018-September-18,"Puccini, Giacomo (1858-1924)",Madama Butterfly,https://bachtrack.com/opera-listing/princess-theatre-1/madame-butterfly/18-september-2018/19-30
2014,United Kingdom,Sheffield,Sheffield City Hall: Irwin Mitchell Oval Hall,2018-September-18,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/sheffield-city-hall-irwin-mitchell-oval-hall/carmen/18-september-2018/19-30
2015,Spain,Madrid,Teatro Real,2018-September-19,"Gounod, Charles-Francois (1818-1893)",Faust,https://bachtrack.com/opera-listing/teatro-real/faust/19-september-2018/20-00
2016,Spain,Madrid,Teatro Real,2018-September-20,"Gounod, Charles-Francois (1818-1893)",Faust,https://bachtrack.com/opera-listing/teatro-real/faust/19-september-2018/20-00
2017,Spain,Madrid,Teatro Real,2018-September-22,"Gounod, Charles-Francois (1818-1893)",Faust,https://bachtrack.com/opera-listing/teatro-real/faust/19-september-2018/20-00
2018,Spain,Madrid,Teatro Real,2018-September-23,"Gounod, Charles-Francois (1818-1893)",Faust,https://bachtrack.com/opera-listing/teatro-real/faust/19-september-2018/20-00
2019,Spain,Madrid,Teatro Real,2018-September-24,"Gounod, Charles-Francois (1818-1893)",Faust,https://bachtrack.com/opera-listing/teatro-real/faust/19-september-2018/20-00
2020,Spain,Madrid,Teatro Real,2018-September-27,"Gounod, Charles-Francois (1818-1893)",Faust,https://bachtrack.com/opera-listing/teatro-real/faust/19-september-2018/20-00
2021,Spain,Madrid,Teatro Real,2018-September-28,"Gounod, Charles-Francois (1818-1893)",Faust,https://bachtrack.com/opera-listing/teatro-real/faust/19-september-2018/20-00
2022,Spain,Madrid,Teatro Real,2018-September-30,"Gounod, Charles-Francois (1818-1893)",Faust,https://bachtrack.com/opera-listing/teatro-real/faust/19-september-2018/20-00
2023,Spain,Madrid,Teatro Real,2018-October-01,"Gounod, Charles-Francois (1818-1893)",Faust,https://bachtrack.com/opera-listing/teatro-real/faust/19-september-2018/20-00
2024,Spain,Madrid,Teatro Real,2018-October-03,"Gounod, Charles-Francois (1818-1893)",Faust,https://bachtrack.com/opera-listing/teatro-real/faust/19-september-2018/20-00
2025,Spain,Madrid,Teatro Real,2018-October-04,"Gounod, Charles-Francois (1818-1893)",Faust,https://bachtrack.com/opera-listing/teatro-real/faust/19-september-2018/20-00
2026,Spain,Madrid,Teatro Real,2018-October-06,"Gounod, Charles-Francois (1818-1893)",Faust,https://bachtrack.com/opera-listing/teatro-real/faust/19-september-2018/20-00
2027,Spain,Madrid,Teatro Real,2018-October-07,"Gounod, Charles-Francois (1818-1893)",Faust,https://bachtrack.com/opera-listing/teatro-real/faust/19-september-2018/20-00
2028,United Kingdom,Scunthorpe,Baths Hall,2018-September-19,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/baths-hall/carmen/19-september-2018/19-30
2029,United Kingdom,Cheltenham,Cheltenham Everyman Theatre,2018-September-20,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/cheltenham-everyman-theatre/carmen/20-september-2018/19-30
2030,United States,Philadelphia,"Kimmel Center, Perelman Theater",2018-September-21,"Donizetti, Gaetano (1797-1848)",Lucia di Lammermoor,https://bachtrack.com/opera-listing/kimmel-center-perelman-theater/lucia-di-lammermoor/21-september-2018/20-00
2031,United States,Philadelphia,"Kimmel Center, Perelman Theater",2018-September-23,"Donizetti, Gaetano (1797-1848)",Lucia di Lammermoor,https://bachtrack.com/opera-listing/kimmel-center-perelman-theater/lucia-di-lammermoor/21-september-2018/20-00
2032,United States,Philadelphia,"Kimmel Center, Perelman Theater",2018-September-26,"Donizetti, Gaetano (1797-1848)",Lucia di Lammermoor,https://bachtrack.com/opera-listing/kimmel-center-perelman-theater/lucia-di-lammermoor/21-september-2018/20-00
2033,United States,Philadelphia,"Kimmel Center, Perelman Theater",2018-September-28,"Donizetti, Gaetano (1797-1848)",Lucia di Lammermoor,https://bachtrack.com/opera-listing/kimmel-center-perelman-theater/lucia-di-lammermoor/21-september-2018/20-00
2034,United States,Philadelphia,"Kimmel Center, Perelman Theater",2018-September-30,"Donizetti, Gaetano (1797-1848)",Lucia di Lammermoor,https://bachtrack.com/opera-listing/kimmel-center-perelman-theater/lucia-di-lammermoor/21-september-2018/20-00
2035,United States,Philadelphia,Theatre of Living Arts,2018-September-22,"Poulenc, Francis (1899-1963)",La Voix humaine,https://bachtrack.com/opera-listing/theatre-of-living-arts/ne-quittez-pas-a-reimagined-la-voix-humaine/22-september-2018/20-00
2036,United States,Philadelphia,Theatre of Living Arts,2018-September-23,"Poulenc, Francis (1899-1963)",La Voix humaine,https://bachtrack.com/opera-listing/theatre-of-living-arts/ne-quittez-pas-a-reimagined-la-voix-humaine/22-september-2018/20-00
2037,United States,Philadelphia,Theatre of Living Arts,2018-September-27,"Poulenc, Francis (1899-1963)",La Voix humaine,https://bachtrack.com/opera-listing/theatre-of-living-arts/ne-quittez-pas-a-reimagined-la-voix-humaine/22-september-2018/20-00
2038,United States,Philadelphia,Theatre of Living Arts,2018-September-29,"Poulenc, Francis (1899-1963)",La Voix humaine,https://bachtrack.com/opera-listing/theatre-of-living-arts/ne-quittez-pas-a-reimagined-la-voix-humaine/22-september-2018/20-00
2039,United States,Philadelphia,Theatre of Living Arts,2018-September-30,"Poulenc, Francis (1899-1963)",La Voix humaine,https://bachtrack.com/opera-listing/theatre-of-living-arts/ne-quittez-pas-a-reimagined-la-voix-humaine/22-september-2018/20-00
2040,United States,Los Angeles,Dorothy Chandler Pavilion,2018-September-22,"Verdi, Giuseppe (1813-1901)",Don Carlo(s),https://bachtrack.com/opera-listing/dorothy-chandler-pavilion/don-carlos/22-september-2018/18-00
2041,United States,Los Angeles,Dorothy Chandler Pavilion,2018-September-29,"Verdi, Giuseppe (1813-1901)",Don Carlo(s),https://bachtrack.com/opera-listing/dorothy-chandler-pavilion/don-carlos/22-september-2018/18-00
2042,United States,Los Angeles,Dorothy Chandler Pavilion,2018-October-04,"Verdi, Giuseppe (1813-1901)",Don Carlo(s),https://bachtrack.com/opera-listing/dorothy-chandler-pavilion/don-carlos/22-september-2018/18-00
2043,United States,Los Angeles,Dorothy Chandler Pavilion,2018-October-07,"Verdi, Giuseppe (1813-1901)",Don Carlo(s),https://bachtrack.com/opera-listing/dorothy-chandler-pavilion/don-carlos/22-september-2018/18-00
2044,United States,Los Angeles,Dorothy Chandler Pavilion,2018-October-11,"Verdi, Giuseppe (1813-1901)",Don Carlo(s),https://bachtrack.com/opera-listing/dorothy-chandler-pavilion/don-carlos/22-september-2018/18-00
2045,United States,Los Angeles,Dorothy Chandler Pavilion,2018-October-14,"Verdi, Giuseppe (1813-1901)",Don Carlo(s),https://bachtrack.com/opera-listing/dorothy-chandler-pavilion/don-carlos/22-september-2018/18-00
2046,Germany,Munich,Nationaltheater,2018-September-22,"Mozart, Wolfgang Amadeus (1756-1791)",Le nozze di Figaro (The Marriage of Figaro),https://bachtrack.com/opera-listing/nationaltheater-1927/le-nozze-di-figaro/22-september-2018/18-00
2047,Germany,Munich,Nationaltheater,2018-September-26,"Mozart, Wolfgang Amadeus (1756-1791)",Le nozze di Figaro (The Marriage of Figaro),https://bachtrack.com/opera-listing/nationaltheater-1927/le-nozze-di-figaro/22-september-2018/18-00
2048,Germany,Munich,Nationaltheater,2018-September-28,"Mozart, Wolfgang Amadeus (1756-1791)",Le nozze di Figaro (The Marriage of Figaro),https://bachtrack.com/opera-listing/nationaltheater-1927/le-nozze-di-figaro/22-september-2018/18-00
2049,Austria,Vienna,Staatsoper,2018-September-22,"Massenet, Jules (1842-1912)",Werther,https://bachtrack.com/opera-listing/staatsoper/werther/22-september-2018/00-00
2050,Austria,Vienna,Staatsoper,2018-September-25,"Massenet, Jules (1842-1912)",Werther,https://bachtrack.com/opera-listing/staatsoper/werther/22-september-2018/00-00
2051,Austria,Vienna,Staatsoper,2018-September-28,"Massenet, Jules (1842-1912)",Werther,https://bachtrack.com/opera-listing/staatsoper/werther/22-september-2018/00-00
2052,Germany,Frankfurt am Main,Oper Frankfurt,2018-September-22,"Puccini, Giacomo (1858-1924)",Tosca,https://bachtrack.com/opera-listing/oper-frankfurt/tosca/22-september-2018/19-30
2053,Germany,Frankfurt am Main,Oper Frankfurt,2018-September-27,"Puccini, Giacomo (1858-1924)",Tosca,https://bachtrack.com/opera-listing/oper-frankfurt/tosca/22-september-2018/19-30
2054,Germany,Frankfurt am Main,Oper Frankfurt,2018-October-05,"Puccini, Giacomo (1858-1924)",Tosca,https://bachtrack.com/opera-listing/oper-frankfurt/tosca/22-september-2018/19-30
2055,Germany,Frankfurt am Main,Oper Frankfurt,2018-October-14,"Puccini, Giacomo (1858-1924)",Tosca,https://bachtrack.com/opera-listing/oper-frankfurt/tosca/22-september-2018/19-30
2056,Germany,Frankfurt am Main,Oper Frankfurt,2018-October-18,"Puccini, Giacomo (1858-1924)",Tosca,https://bachtrack.com/opera-listing/oper-frankfurt/tosca/22-september-2018/19-30
2057,Germany,Frankfurt am Main,Oper Frankfurt,2018-October-20,"Puccini, Giacomo (1858-1924)",Tosca,https://bachtrack.com/opera-listing/oper-frankfurt/tosca/22-september-2018/19-30
2058,Germany,Berlin,"Berlin State Opera, Unter den Linden",2018-September-22,"Weber, Carl Maria von (1786-1826)",Der Freischütz,https://bachtrack.com/opera-listing/berlin-state-opera-unter-den-linden/der-freischutz/22-september-2018/19-30
2059,Germany,Berlin,"Berlin State Opera, Unter den Linden",2018-September-28,"Weber, Carl Maria von (1786-1826)",Der Freischütz,https://bachtrack.com/opera-listing/berlin-state-opera-unter-den-linden/der-freischutz/22-september-2018/19-30
2060,Germany,Berlin,"Berlin State Opera, Unter den Linden",2018-September-30,"Weber, Carl Maria von (1786-1826)",Der Freischütz,https://bachtrack.com/opera-listing/berlin-state-opera-unter-den-linden/der-freischutz/22-september-2018/19-30
2061,Germany,Berlin,"Berlin State Opera, Unter den Linden",2018-October-03,"Weber, Carl Maria von (1786-1826)",Der Freischütz,https://bachtrack.com/opera-listing/berlin-state-opera-unter-den-linden/der-freischutz/22-september-2018/19-30
2062,Germany,Berlin,"Berlin State Opera, Unter den Linden",2018-October-06,"Weber, Carl Maria von (1786-1826)",Der Freischütz,https://bachtrack.com/opera-listing/berlin-state-opera-unter-den-linden/der-freischutz/22-september-2018/19-30
2063,United Kingdom,Shrewsbury,Theatre Severn,2018-September-22,"Puccini, Giacomo (1858-1924)",Madama Butterfly,https://bachtrack.com/opera-listing/theatre-severn/madama-butterfly/22-september-2018/19-30
2064,Germany,Munich,Nationaltheater,2018-September-23,"Wagner, Richard (1813-1883)",Die Meistersinger von Nürnberg,https://bachtrack.com/opera-listing/nationaltheater-1927/die-meistersinger-von-nurnberg/23-september-2018/16-00
2065,Germany,Munich,Nationaltheater,2018-September-30,"Wagner, Richard (1813-1883)",Die Meistersinger von Nürnberg,https://bachtrack.com/opera-listing/nationaltheater-1927/die-meistersinger-von-nurnberg/23-september-2018/16-00
2066,Switzerland,Zürich,Opernhaus,2018-September-23,"Schreker, Franz (1878-1934)",Die Gezeichneten (The Branded),https://bachtrack.com/opera-listing/opernhaus-1069/die-gezeichneten-the-branded/23-september-2018/19-00
2067,Switzerland,Zürich,Opernhaus,2018-September-26,"Schreker, Franz (1878-1934)",Die Gezeichneten (The Branded),https://bachtrack.com/opera-listing/opernhaus-1069/die-gezeichneten-the-branded/23-september-2018/19-00
2068,Switzerland,Zürich,Opernhaus,2018-October-02,"Schreker, Franz (1878-1934)",Die Gezeichneten (The Branded),https://bachtrack.com/opera-listing/opernhaus-1069/die-gezeichneten-the-branded/23-september-2018/19-00
2069,Switzerland,Zürich,Opernhaus,2018-October-09,"Schreker, Franz (1878-1934)",Die Gezeichneten (The Branded),https://bachtrack.com/opera-listing/opernhaus-1069/die-gezeichneten-the-branded/23-september-2018/19-00
2070,Switzerland,Zürich,Opernhaus,2018-October-12,"Schreker, Franz (1878-1934)",Die Gezeichneten (The Branded),https://bachtrack.com/opera-listing/opernhaus-1069/die-gezeichneten-the-branded/23-september-2018/19-00
2071,Switzerland,Zürich,Opernhaus,2018-October-17,"Schreker, Franz (1878-1934)",Die Gezeichneten (The Branded),https://bachtrack.com/opera-listing/opernhaus-1069/die-gezeichneten-the-branded/23-september-2018/19-00
2072,Switzerland,Zürich,Opernhaus,2018-October-20,"Schreker, Franz (1878-1934)",Die Gezeichneten (The Branded),https://bachtrack.com/opera-listing/opernhaus-1069/die-gezeichneten-the-branded/23-september-2018/19-00
2073,Switzerland,Zürich,Opernhaus,2018-October-23,"Schreker, Franz (1878-1934)",Die Gezeichneten (The Branded),https://bachtrack.com/opera-listing/opernhaus-1069/die-gezeichneten-the-branded/23-september-2018/19-00
2074,Germany,Berlin,Deutsche Oper,2018-September-23,"Wagner, Richard (1813-1883)",Tristan und Isolde,https://bachtrack.com/opera-listing/deutsche-oper/tristan-und-isolde/23-september-2018/17-00
2075,Germany,Berlin,Deutsche Oper,2018-September-29,"Wagner, Richard (1813-1883)",Tristan und Isolde,https://bachtrack.com/opera-listing/deutsche-oper/tristan-und-isolde/23-september-2018/17-00
2076,Germany,Berlin,Deutsche Oper,2018-October-03,"Wagner, Richard (1813-1883)",Tristan und Isolde,https://bachtrack.com/opera-listing/deutsche-oper/tristan-und-isolde/23-september-2018/17-00
