,country,city,venue,date,composer,work,listing_url
0,Switzerland,Geneva,L'Opéra des Nations,2018-June-01,"Mozart, Wolfgang Amadeus (1756-1791)",Don Giovanni,https://bachtrack.com/opera-listing/lopera-des-nations/don-giovanni/01-june-2018/19-30
1,Switzerland,Geneva,L'Opéra des Nations,2018-June-03,"Mozart, Wolfgang Amadeus (1756-1791)",Don Giovanni,https://bachtrack.com/opera-listing/lopera-des-nations/don-giovanni/01-june-2018/19-30
2,Switzerland,Geneva,L'Opéra des Nations,2018-June-08,"Mozart, Wolfgang Amadeus (1756-1791)",Don Giovanni,https://bachtrack.com/opera-listing/lopera-des-nations/don-giovanni/01-june-2018/19-30
3,Switzerland,Geneva,L'Opéra des Nations,2018-June-11,"Mozart, Wolfgang Amadeus (1756-1791)",Don Giovanni,https://bachtrack.com/opera-listing/lopera-des-nations/don-giovanni/01-june-2018/19-30
4,Switzerland,Geneva,L'Opéra des Nations,2018-June-13,"Mozart, Wolfgang Amadeus (1756-1791)",Don Giovanni,https://bachtrack.com/opera-listing/lopera-des-nations/don-giovanni/01-june-2018/19-30
5,Switzerland,Geneva,L'Opéra des Nations,2018-June-15,"Mozart, Wolfgang Amadeus (1756-1791)",Don Giovanni,https://bachtrack.com/opera-listing/lopera-des-nations/don-giovanni/01-june-2018/19-30
6,Switzerland,Geneva,L'Opéra des Nations,2018-June-17,"Mozart, Wolfgang Amadeus (1756-1791)",Don Giovanni,https://bachtrack.com/opera-listing/lopera-des-nations/don-giovanni/01-june-2018/19-30
7,United Kingdom,Aldeburgh,"Britten Studio, Snape Maltings",2018-June-08,"Howard, Emily (b. 1979)",To See The Invisible,https://bachtrack.com/opera-listing/britten-studio-snape-maltings/to-see-the-invisible/08-june-2018/21-30
8,United Kingdom,Aldeburgh,"Britten Studio, Snape Maltings",2018-June-10,"Howard, Emily (b. 1979)",To See The Invisible,https://bachtrack.com/opera-listing/britten-studio-snape-maltings/to-see-the-invisible/08-june-2018/21-30
9,United Kingdom,Aldeburgh,"Britten Studio, Snape Maltings",2018-June-11,"Howard, Emily (b. 1979)",To See The Invisible,https://bachtrack.com/opera-listing/britten-studio-snape-maltings/to-see-the-invisible/08-june-2018/21-30
10,Spain,Barcelona,Gran Teatre del Liceu,2018-June-08,"Puccini, Giacomo (1858-1924)",Manon Lescaut,https://bachtrack.com/opera-listing/gran-teatre-del-liceu/manon-lescaut/08-june-2018/20-00
11,Spain,Barcelona,Gran Teatre del Liceu,2018-June-11,"Puccini, Giacomo (1858-1924)",Manon Lescaut,https://bachtrack.com/opera-listing/gran-teatre-del-liceu/manon-lescaut/08-june-2018/20-00
12,Spain,Barcelona,Gran Teatre del Liceu,2018-June-14,"Puccini, Giacomo (1858-1924)",Manon Lescaut,https://bachtrack.com/opera-listing/gran-teatre-del-liceu/manon-lescaut/08-june-2018/20-00
13,Spain,Barcelona,Gran Teatre del Liceu,2018-June-17,"Puccini, Giacomo (1858-1924)",Manon Lescaut,https://bachtrack.com/opera-listing/gran-teatre-del-liceu/manon-lescaut/08-june-2018/20-00
14,Spain,Barcelona,Gran Teatre del Liceu,2018-June-20,"Puccini, Giacomo (1858-1924)",Manon Lescaut,https://bachtrack.com/opera-listing/gran-teatre-del-liceu/manon-lescaut/08-june-2018/20-00
15,Spain,Barcelona,Gran Teatre del Liceu,2018-June-22,"Puccini, Giacomo (1858-1924)",Manon Lescaut,https://bachtrack.com/opera-listing/gran-teatre-del-liceu/manon-lescaut/08-june-2018/20-00
16,United Kingdom,Moreton-in-Marsh,Longborough Festival Opera,2018-June-06,"Wagner, Richard (1813-1883)",Der fliegende Holländer (The Flying Dutchman),https://bachtrack.com/opera-listing/longborough-festival-opera/der-fliegende-hollander-the-flying-dutchman-longborough-festival-opera/06-june-2018/17-00
17,United Kingdom,Moreton-in-Marsh,Longborough Festival Opera,2018-June-09,"Wagner, Richard (1813-1883)",Der fliegende Holländer (The Flying Dutchman),https://bachtrack.com/opera-listing/longborough-festival-opera/der-fliegende-hollander-the-flying-dutchman-longborough-festival-opera/06-june-2018/17-00
18,United Kingdom,Moreton-in-Marsh,Longborough Festival Opera,2018-June-11,"Wagner, Richard (1813-1883)",Der fliegende Holländer (The Flying Dutchman),https://bachtrack.com/opera-listing/longborough-festival-opera/der-fliegende-hollander-the-flying-dutchman-longborough-festival-opera/06-june-2018/17-00
19,United Kingdom,Moreton-in-Marsh,Longborough Festival Opera,2018-June-13,"Wagner, Richard (1813-1883)",Der fliegende Holländer (The Flying Dutchman),https://bachtrack.com/opera-listing/longborough-festival-opera/der-fliegende-hollander-the-flying-dutchman-longborough-festival-opera/06-june-2018/17-00
20,Austria,Vienna,Staatsoper,2018-June-11,"Weber, Carl Maria von (1786-1826)",Der Freischütz,https://bachtrack.com/opera-listing/staatsoper/der-freischutz/11-june-2018/19-00
21,Austria,Vienna,Staatsoper,2018-June-14,"Weber, Carl Maria von (1786-1826)",Der Freischütz,https://bachtrack.com/opera-listing/staatsoper/der-freischutz/11-june-2018/19-00
22,Austria,Vienna,Staatsoper,2018-June-17,"Weber, Carl Maria von (1786-1826)",Der Freischütz,https://bachtrack.com/opera-listing/staatsoper/der-freischutz/11-june-2018/19-00
23,Austria,Vienna,Staatsoper,2018-June-20,"Weber, Carl Maria von (1786-1826)",Der Freischütz,https://bachtrack.com/opera-listing/staatsoper/der-freischutz/11-june-2018/19-00
24,Austria,Vienna,Staatsoper,2018-June-25,"Weber, Carl Maria von (1786-1826)",Der Freischütz,https://bachtrack.com/opera-listing/staatsoper/der-freischutz/11-june-2018/19-00
25,Austria,Vienna,Staatsoper,2018-June-28,"Weber, Carl Maria von (1786-1826)",Der Freischütz,https://bachtrack.com/opera-listing/staatsoper/der-freischutz/11-june-2018/19-00
26,Netherlands,Amsterdam,Dutch National Opera and Ballet,2018-June-03,"Offenbach, Jacques (1819-1880)",Les Contes d'Hoffmann (Tales of Hoffmann),https://bachtrack.com/opera-listing/dutch-national-opera-and-ballet/les-contes-dhoffmann/03-june-2018/14-00
27,Netherlands,Amsterdam,Dutch National Opera and Ballet,2018-June-06,"Offenbach, Jacques (1819-1880)",Les Contes d'Hoffmann (Tales of Hoffmann),https://bachtrack.com/opera-listing/dutch-national-opera-and-ballet/les-contes-dhoffmann/03-june-2018/14-00
28,Netherlands,Amsterdam,Dutch National Opera and Ballet,2018-June-11,"Offenbach, Jacques (1819-1880)",Les Contes d'Hoffmann (Tales of Hoffmann),https://bachtrack.com/opera-listing/dutch-national-opera-and-ballet/les-contes-dhoffmann/03-june-2018/14-00
29,Netherlands,Amsterdam,Dutch National Opera and Ballet,2018-June-15,"Offenbach, Jacques (1819-1880)",Les Contes d'Hoffmann (Tales of Hoffmann),https://bachtrack.com/opera-listing/dutch-national-opera-and-ballet/les-contes-dhoffmann/03-june-2018/14-00
30,Netherlands,Amsterdam,Dutch National Opera and Ballet,2018-June-21,"Offenbach, Jacques (1819-1880)",Les Contes d'Hoffmann (Tales of Hoffmann),https://bachtrack.com/opera-listing/dutch-national-opera-and-ballet/les-contes-dhoffmann/03-june-2018/14-00
31,Netherlands,Amsterdam,Dutch National Opera and Ballet,2018-June-24,"Offenbach, Jacques (1819-1880)",Les Contes d'Hoffmann (Tales of Hoffmann),https://bachtrack.com/opera-listing/dutch-national-opera-and-ballet/les-contes-dhoffmann/03-june-2018/14-00
32,Netherlands,Amsterdam,Dutch National Opera and Ballet,2018-June-28,"Offenbach, Jacques (1819-1880)",Les Contes d'Hoffmann (Tales of Hoffmann),https://bachtrack.com/opera-listing/dutch-national-opera-and-ballet/les-contes-dhoffmann/03-june-2018/14-00
33,Netherlands,Amsterdam,Dutch National Opera and Ballet,2018-July-02,"Offenbach, Jacques (1819-1880)",Les Contes d'Hoffmann (Tales of Hoffmann),https://bachtrack.com/opera-listing/dutch-national-opera-and-ballet/les-contes-dhoffmann/03-june-2018/14-00
34,United Kingdom,London,Guildhall School of Music & Drama: Silk Street Theatre,2018-June-04,"Hindemith, Paul (1895-1963)",The Long Christmas Dinner,https://bachtrack.com/opera-listing/guildhall-school-of-music-drama-silk-street-theatre/hindemith-the-long-christmas-dinner-berkeley-a-dinner-engagement/04-june-2018/19-00
35,United Kingdom,London,Guildhall School of Music & Drama: Silk Street Theatre,2018-June-06,"Hindemith, Paul (1895-1963)",The Long Christmas Dinner,https://bachtrack.com/opera-listing/guildhall-school-of-music-drama-silk-street-theatre/hindemith-the-long-christmas-dinner-berkeley-a-dinner-engagement/04-june-2018/19-00
36,United Kingdom,London,Guildhall School of Music & Drama: Silk Street Theatre,2018-June-08,"Hindemith, Paul (1895-1963)",The Long Christmas Dinner,https://bachtrack.com/opera-listing/guildhall-school-of-music-drama-silk-street-theatre/hindemith-the-long-christmas-dinner-berkeley-a-dinner-engagement/04-june-2018/19-00
37,United Kingdom,London,Guildhall School of Music & Drama: Silk Street Theatre,2018-June-11,"Hindemith, Paul (1895-1963)",The Long Christmas Dinner,https://bachtrack.com/opera-listing/guildhall-school-of-music-drama-silk-street-theatre/hindemith-the-long-christmas-dinner-berkeley-a-dinner-engagement/04-june-2018/19-00
38,France,Paris,Palais Garnier (Opéra de Paris),2018-June-06,"Donizetti, Gaetano (1797-1848)",Don Pasquale,https://bachtrack.com/opera-listing/palais-garnier-opera-de-paris/don-pasquale/06-june-2018/19-30
39,France,Paris,Palais Garnier (Opéra de Paris),2018-June-09,"Donizetti, Gaetano (1797-1848)",Don Pasquale,https://bachtrack.com/opera-listing/palais-garnier-opera-de-paris/don-pasquale/06-june-2018/19-30
40,France,Paris,Palais Garnier (Opéra de Paris),2018-June-11,"Donizetti, Gaetano (1797-1848)",Don Pasquale,https://bachtrack.com/opera-listing/palais-garnier-opera-de-paris/don-pasquale/06-june-2018/19-30
41,France,Paris,Palais Garnier (Opéra de Paris),2018-June-13,"Donizetti, Gaetano (1797-1848)",Don Pasquale,https://bachtrack.com/opera-listing/palais-garnier-opera-de-paris/don-pasquale/06-june-2018/19-30
42,France,Paris,Palais Garnier (Opéra de Paris),2018-June-16,"Donizetti, Gaetano (1797-1848)",Don Pasquale,https://bachtrack.com/opera-listing/palais-garnier-opera-de-paris/don-pasquale/06-june-2018/19-30
43,France,Paris,Palais Garnier (Opéra de Paris),2018-June-19,"Donizetti, Gaetano (1797-1848)",Don Pasquale,https://bachtrack.com/opera-listing/palais-garnier-opera-de-paris/don-pasquale/06-june-2018/19-30
44,France,Paris,Palais Garnier (Opéra de Paris),2018-June-22,"Donizetti, Gaetano (1797-1848)",Don Pasquale,https://bachtrack.com/opera-listing/palais-garnier-opera-de-paris/don-pasquale/06-june-2018/19-30
45,France,Paris,Palais Garnier (Opéra de Paris),2018-June-26,"Donizetti, Gaetano (1797-1848)",Don Pasquale,https://bachtrack.com/opera-listing/palais-garnier-opera-de-paris/don-pasquale/06-june-2018/19-30
46,France,Paris,Palais Garnier (Opéra de Paris),2018-June-29,"Donizetti, Gaetano (1797-1848)",Don Pasquale,https://bachtrack.com/opera-listing/palais-garnier-opera-de-paris/don-pasquale/06-june-2018/19-30
47,France,Paris,Palais Garnier (Opéra de Paris),2018-July-02,"Donizetti, Gaetano (1797-1848)",Don Pasquale,https://bachtrack.com/opera-listing/palais-garnier-opera-de-paris/don-pasquale/06-june-2018/19-30
48,France,Paris,Palais Garnier (Opéra de Paris),2018-July-06,"Donizetti, Gaetano (1797-1848)",Don Pasquale,https://bachtrack.com/opera-listing/palais-garnier-opera-de-paris/don-pasquale/06-june-2018/19-30
49,France,Paris,Palais Garnier (Opéra de Paris),2018-July-09,"Donizetti, Gaetano (1797-1848)",Don Pasquale,https://bachtrack.com/opera-listing/palais-garnier-opera-de-paris/don-pasquale/06-june-2018/19-30
50,France,Paris,Palais Garnier (Opéra de Paris),2018-July-12,"Donizetti, Gaetano (1797-1848)",Don Pasquale,https://bachtrack.com/opera-listing/palais-garnier-opera-de-paris/don-pasquale/06-june-2018/19-30
51,United Kingdom,London,Lilian Baylis House,2018-June-09,"Handel, George Frideric (1685-1759)",Acis and Galatea,https://bachtrack.com/opera-listing/lilian-baylis-house/acis-and-galatea/09-june-2018/19-00
52,United Kingdom,London,Lilian Baylis House,2018-June-11,"Handel, George Frideric (1685-1759)",Acis and Galatea,https://bachtrack.com/opera-listing/lilian-baylis-house/acis-and-galatea/09-june-2018/19-00
53,United Kingdom,London,Lilian Baylis House,2018-June-12,"Handel, George Frideric (1685-1759)",Acis and Galatea,https://bachtrack.com/opera-listing/lilian-baylis-house/acis-and-galatea/09-june-2018/19-00
54,United Kingdom,London,Lilian Baylis House,2018-June-13,"Handel, George Frideric (1685-1759)",Acis and Galatea,https://bachtrack.com/opera-listing/lilian-baylis-house/acis-and-galatea/09-june-2018/19-00
55,United Kingdom,London,Lilian Baylis House,2018-June-15,"Handel, George Frideric (1685-1759)",Acis and Galatea,https://bachtrack.com/opera-listing/lilian-baylis-house/acis-and-galatea/09-june-2018/19-00
56,United Kingdom,London,Lilian Baylis House,2018-June-16,"Handel, George Frideric (1685-1759)",Acis and Galatea,https://bachtrack.com/opera-listing/lilian-baylis-house/acis-and-galatea/09-june-2018/19-00
57,Italy,Milan,La Scala,2018-June-05,"Schubert, Franz (1797-1828)",Fierrabras,https://bachtrack.com/opera-listing/la-scala/fierrabras/05-june-2018/20-00
58,Italy,Milan,La Scala,2018-June-09,"Schubert, Franz (1797-1828)",Fierrabras,https://bachtrack.com/opera-listing/la-scala/fierrabras/05-june-2018/20-00
59,Italy,Milan,La Scala,2018-June-12,"Schubert, Franz (1797-1828)",Fierrabras,https://bachtrack.com/opera-listing/la-scala/fierrabras/05-june-2018/20-00
60,Italy,Milan,La Scala,2018-June-15,"Schubert, Franz (1797-1828)",Fierrabras,https://bachtrack.com/opera-listing/la-scala/fierrabras/05-june-2018/20-00
61,Italy,Milan,La Scala,2018-June-19,"Schubert, Franz (1797-1828)",Fierrabras,https://bachtrack.com/opera-listing/la-scala/fierrabras/05-june-2018/20-00
62,Italy,Milan,La Scala,2018-June-27,"Schubert, Franz (1797-1828)",Fierrabras,https://bachtrack.com/opera-listing/la-scala/fierrabras/05-june-2018/20-00
63,Italy,Milan,La Scala,2018-June-30,"Schubert, Franz (1797-1828)",Fierrabras,https://bachtrack.com/opera-listing/la-scala/fierrabras/05-june-2018/20-00
64,United Kingdom,Glyndebourne,Glyndebourne Opera House,2018-May-20,"Strauss, Richard (1864-1949)",Der Rosenkavalier,https://bachtrack.com/listing-der-rosenkavalier-willis-sorensen-lindsey-sherratt-sutphen-ticciati-glyndebourne-may-2018
65,United Kingdom,Glyndebourne,Glyndebourne Opera House,2018-May-24,"Strauss, Richard (1864-1949)",Der Rosenkavalier,https://bachtrack.com/listing-der-rosenkavalier-willis-sorensen-lindsey-sherratt-sutphen-ticciati-glyndebourne-may-2018
66,United Kingdom,Glyndebourne,Glyndebourne Opera House,2018-May-27,"Strauss, Richard (1864-1949)",Der Rosenkavalier,https://bachtrack.com/listing-der-rosenkavalier-willis-sorensen-lindsey-sherratt-sutphen-ticciati-glyndebourne-may-2018
67,United Kingdom,Glyndebourne,Glyndebourne Opera House,2018-May-30,"Strauss, Richard (1864-1949)",Der Rosenkavalier,https://bachtrack.com/listing-der-rosenkavalier-willis-sorensen-lindsey-sherratt-sutphen-ticciati-glyndebourne-may-2018
68,United Kingdom,Glyndebourne,Glyndebourne Opera House,2018-June-02,"Strauss, Richard (1864-1949)",Der Rosenkavalier,https://bachtrack.com/listing-der-rosenkavalier-willis-sorensen-lindsey-sherratt-sutphen-ticciati-glyndebourne-may-2018
69,United Kingdom,Glyndebourne,Glyndebourne Opera House,2018-June-08,"Strauss, Richard (1864-1949)",Der Rosenkavalier,https://bachtrack.com/listing-der-rosenkavalier-willis-sorensen-lindsey-sherratt-sutphen-ticciati-glyndebourne-may-2018
70,United Kingdom,Glyndebourne,Glyndebourne Opera House,2018-June-12,"Strauss, Richard (1864-1949)",Der Rosenkavalier,https://bachtrack.com/listing-der-rosenkavalier-willis-sorensen-lindsey-sherratt-sutphen-ticciati-glyndebourne-may-2018
71,United Kingdom,Glyndebourne,Glyndebourne Opera House,2018-June-16,"Strauss, Richard (1864-1949)",Der Rosenkavalier,https://bachtrack.com/listing-der-rosenkavalier-willis-sorensen-lindsey-sherratt-sutphen-ticciati-glyndebourne-may-2018
72,United Kingdom,Glyndebourne,Glyndebourne Opera House,2018-June-19,"Strauss, Richard (1864-1949)",Der Rosenkavalier,https://bachtrack.com/listing-der-rosenkavalier-willis-sorensen-lindsey-sherratt-sutphen-ticciati-glyndebourne-may-2018
73,United Kingdom,Glyndebourne,Glyndebourne Opera House,2018-June-22,"Strauss, Richard (1864-1949)",Der Rosenkavalier,https://bachtrack.com/listing-der-rosenkavalier-willis-sorensen-lindsey-sherratt-sutphen-ticciati-glyndebourne-may-2018
74,United Kingdom,Glyndebourne,Glyndebourne Opera House,2018-June-26,"Strauss, Richard (1864-1949)",Der Rosenkavalier,https://bachtrack.com/listing-der-rosenkavalier-willis-sorensen-lindsey-sherratt-sutphen-ticciati-glyndebourne-may-2018
75,France,Paris,Théâtre des Champs-Élysées,2018-June-12,"Saint-Saëns, Camille (1835-1921)",Samson et Dalila (Samson and Delilah),https://bachtrack.com/opera-listing/theatre-des-champs-elysees/samson-et-dalila/12-june-2018/19-30
76,France,Paris,Théâtre des Champs-Élysées,2018-June-15,"Saint-Saëns, Camille (1835-1921)",Samson et Dalila (Samson and Delilah),https://bachtrack.com/opera-listing/theatre-des-champs-elysees/samson-et-dalila/12-june-2018/19-30
77,Switzerland,Bern,Stadttheater,2018-April-07,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/stadttheater/carmen/07-april-2018/19-30
78,Switzerland,Bern,Stadttheater,2018-April-10,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/stadttheater/carmen/07-april-2018/19-30
79,Switzerland,Bern,Stadttheater,2018-April-22,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/stadttheater/carmen/07-april-2018/19-30
80,Switzerland,Bern,Stadttheater,2018-April-24,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/stadttheater/carmen/07-april-2018/19-30
81,Switzerland,Bern,Stadttheater,2018-April-26,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/stadttheater/carmen/07-april-2018/19-30
82,Switzerland,Bern,Stadttheater,2018-May-04,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/stadttheater/carmen/07-april-2018/19-30
83,Switzerland,Bern,Stadttheater,2018-May-06,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/stadttheater/carmen/07-april-2018/19-30
84,Switzerland,Bern,Stadttheater,2018-May-12,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/stadttheater/carmen/07-april-2018/19-30
85,Switzerland,Bern,Stadttheater,2018-May-18,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/stadttheater/carmen/07-april-2018/19-30
86,Switzerland,Bern,Stadttheater,2018-May-26,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/stadttheater/carmen/07-april-2018/19-30
87,Switzerland,Bern,Stadttheater,2018-June-03,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/stadttheater/carmen/07-april-2018/19-30
88,Switzerland,Bern,Stadttheater,2018-June-06,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/stadttheater/carmen/07-april-2018/19-30
89,Switzerland,Bern,Stadttheater,2018-June-10,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/stadttheater/carmen/07-april-2018/19-30
90,Switzerland,Bern,Stadttheater,2018-June-12,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/stadttheater/carmen/07-april-2018/19-30
91,Switzerland,Bern,Stadttheater,2018-June-17,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/stadttheater/carmen/07-april-2018/19-30
92,Switzerland,Bern,Stadttheater,2018-June-21,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/stadttheater/carmen/07-april-2018/19-30
93,Belgium,Liège,Opéra Royal de Wallonie-Liège,2018-June-12,"Verdi, Giuseppe (1813-1901)",Macbeth,https://bachtrack.com/opera-listing/opera-royal-de-wallonie-liege/macbeth/12-june-2018/20-00
94,Belgium,Liège,Opéra Royal de Wallonie-Liège,2018-June-14,"Verdi, Giuseppe (1813-1901)",Macbeth,https://bachtrack.com/opera-listing/opera-royal-de-wallonie-liege/macbeth/12-june-2018/20-00
95,Belgium,Liège,Opéra Royal de Wallonie-Liège,2018-June-17,"Verdi, Giuseppe (1813-1901)",Macbeth,https://bachtrack.com/opera-listing/opera-royal-de-wallonie-liege/macbeth/12-june-2018/20-00
96,Belgium,Liège,Opéra Royal de Wallonie-Liège,2018-June-20,"Verdi, Giuseppe (1813-1901)",Macbeth,https://bachtrack.com/opera-listing/opera-royal-de-wallonie-liege/macbeth/12-june-2018/20-00
97,Belgium,Liège,Opéra Royal de Wallonie-Liège,2018-June-23,"Verdi, Giuseppe (1813-1901)",Macbeth,https://bachtrack.com/opera-listing/opera-royal-de-wallonie-liege/macbeth/12-june-2018/20-00
98,Belgium,Liège,Opéra Royal de Wallonie-Liège,2018-June-26,"Verdi, Giuseppe (1813-1901)",Macbeth,https://bachtrack.com/opera-listing/opera-royal-de-wallonie-liege/macbeth/12-june-2018/20-00
99,Poland,Warsaw,Teatr Wielki,2018-June-07,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/teatr-wielki/carmen/07-june-2018/19-00
100,Poland,Warsaw,Teatr Wielki,2018-June-08,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/teatr-wielki/carmen/07-june-2018/19-00
101,Poland,Warsaw,Teatr Wielki,2018-June-09,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/teatr-wielki/carmen/07-june-2018/19-00
102,Poland,Warsaw,Teatr Wielki,2018-June-10,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/teatr-wielki/carmen/07-june-2018/19-00
103,Poland,Warsaw,Teatr Wielki,2018-June-12,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/teatr-wielki/carmen/07-june-2018/19-00
104,Poland,Warsaw,Teatr Wielki,2018-June-13,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/teatr-wielki/carmen/07-june-2018/19-00
105,Poland,Warsaw,Teatr Wielki,2018-June-14,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/teatr-wielki/carmen/07-june-2018/19-00
106,Poland,Warsaw,Teatr Wielki,2018-June-15,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/teatr-wielki/carmen/07-june-2018/19-00
107,Poland,Warsaw,Teatr Wielki,2018-June-16,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/teatr-wielki/carmen/07-june-2018/19-00
108,Poland,Warsaw,Teatr Wielki,2018-June-17,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/teatr-wielki/carmen/07-june-2018/19-00
109,France,Paris,"Salle Favart, Opéra Comique",2018-June-02,"Gounod, Charles-Francois (1818-1893)",La Nonne sanglante,https://bachtrack.com/opera-listing/opera-comique/la-nonne-sanglante/02-june-2018/20-00
110,France,Paris,"Salle Favart, Opéra Comique",2018-June-04,"Gounod, Charles-Francois (1818-1893)",La Nonne sanglante,https://bachtrack.com/opera-listing/opera-comique/la-nonne-sanglante/02-june-2018/20-00
111,France,Paris,"Salle Favart, Opéra Comique",2018-June-06,"Gounod, Charles-Francois (1818-1893)",La Nonne sanglante,https://bachtrack.com/opera-listing/opera-comique/la-nonne-sanglante/02-june-2018/20-00
112,France,Paris,"Salle Favart, Opéra Comique",2018-June-08,"Gounod, Charles-Francois (1818-1893)",La Nonne sanglante,https://bachtrack.com/opera-listing/opera-comique/la-nonne-sanglante/02-june-2018/20-00
113,France,Paris,"Salle Favart, Opéra Comique",2018-June-10,"Gounod, Charles-Francois (1818-1893)",La Nonne sanglante,https://bachtrack.com/opera-listing/opera-comique/la-nonne-sanglante/02-june-2018/20-00
114,France,Paris,"Salle Favart, Opéra Comique",2018-June-12,"Gounod, Charles-Francois (1818-1893)",La Nonne sanglante,https://bachtrack.com/opera-listing/opera-comique/la-nonne-sanglante/02-june-2018/20-00
115,France,Paris,"Salle Favart, Opéra Comique",2018-June-14,"Gounod, Charles-Francois (1818-1893)",La Nonne sanglante,https://bachtrack.com/opera-listing/opera-comique/la-nonne-sanglante/02-june-2018/20-00
116,Italy,Bologna,Teatro Comunale,2018-June-06,"Verdi, Giuseppe (1813-1901)",Don Carlo(s),https://bachtrack.com/opera-listing/teatro-comunale-1281/don-carlo/06-june-2018/00-00
117,Italy,Bologna,Teatro Comunale,2018-June-08,"Verdi, Giuseppe (1813-1901)",Don Carlo(s),https://bachtrack.com/opera-listing/teatro-comunale-1281/don-carlo/06-june-2018/00-00
118,Italy,Bologna,Teatro Comunale,2018-June-10,"Verdi, Giuseppe (1813-1901)",Don Carlo(s),https://bachtrack.com/opera-listing/teatro-comunale-1281/don-carlo/06-june-2018/00-00
119,Italy,Bologna,Teatro Comunale,2018-June-12,"Verdi, Giuseppe (1813-1901)",Don Carlo(s),https://bachtrack.com/opera-listing/teatro-comunale-1281/don-carlo/06-june-2018/00-00
120,Italy,Bologna,Teatro Comunale,2018-June-14,"Verdi, Giuseppe (1813-1901)",Don Carlo(s),https://bachtrack.com/opera-listing/teatro-comunale-1281/don-carlo/06-june-2018/00-00
121,Czech Republic,Prague,Karlín Music Theatre,2018-February-20,"Puccini, Giacomo (1858-1924)",Turandot,https://bachtrack.com/opera-listing/karlin-music-theatre/turandot/20-february-2018/17-00
122,Czech Republic,Prague,Karlín Music Theatre,2018-April-17,"Puccini, Giacomo (1858-1924)",Turandot,https://bachtrack.com/opera-listing/karlin-music-theatre/turandot/20-february-2018/17-00
123,Czech Republic,Prague,Karlín Music Theatre,2018-May-08,"Puccini, Giacomo (1858-1924)",Turandot,https://bachtrack.com/opera-listing/karlin-music-theatre/turandot/20-february-2018/17-00
124,Czech Republic,Prague,Karlín Music Theatre,2018-May-21,"Puccini, Giacomo (1858-1924)",Turandot,https://bachtrack.com/opera-listing/karlin-music-theatre/turandot/20-february-2018/17-00
125,Czech Republic,Prague,Karlín Music Theatre,2018-June-12,"Puccini, Giacomo (1858-1924)",Turandot,https://bachtrack.com/opera-listing/karlin-music-theatre/turandot/20-february-2018/17-00
126,Czech Republic,Prague,Karlín Music Theatre,2018-June-24,"Puccini, Giacomo (1858-1924)",Turandot,https://bachtrack.com/opera-listing/karlin-music-theatre/turandot/20-february-2018/17-00
127,Czech Republic,Prague,National Theatre (Národní divadlo),2017-October-30,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/national-theatre-narodni-divadlo/carmen/30-october-2017/19-00
128,Czech Republic,Prague,National Theatre (Národní divadlo),2017-November-25,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/national-theatre-narodni-divadlo/carmen/30-october-2017/19-00
129,Czech Republic,Prague,National Theatre (Národní divadlo),2017-December-07,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/national-theatre-narodni-divadlo/carmen/30-october-2017/19-00
130,Czech Republic,Prague,National Theatre (Národní divadlo),2017-December-26,"Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/national-theatre-narodni-divadlo/carmen/30-october-2017/19-00
