,date,language,work,work_url
26925,2002-02-10,in italienischer Sprache,Turandot,https://archiv.wiener-staatsoper.at/performances/3223
26926,2002-02-11,in italienischer Sprache,Madama Butterfly,https://archiv.wiener-staatsoper.at/performances/8737
26927,2002-02-12,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/3437
26928,2002-02-13,in italienischer Sprache,Turandot,https://archiv.wiener-staatsoper.at/performances/3224
26929,2002-02-15,in italienischer Sprache,La traviata,https://archiv.wiener-staatsoper.at/performances/6879
26930,2002-02-16,in italienischer Sprache,Madama Butterfly,https://archiv.wiener-staatsoper.at/performances/8741
26931,2002-02-17,in italienischer Sprache,Turandot,https://archiv.wiener-staatsoper.at/performances/3226
26932,2002-02-18,in italienischer Sprache,La traviata,https://archiv.wiener-staatsoper.at/performances/6880
26933,2002-02-21,in italienischer Sprache,La traviata,https://archiv.wiener-staatsoper.at/performances/6881
26934,2002-02-22,in italienischer Sprache,Le nozze di Figaro,https://archiv.wiener-staatsoper.at/performances/5541
26935,2002-02-23,in deutscher Sprache,Siegfried,https://archiv.wiener-staatsoper.at/performances/11987
26936,2002-02-24,in deutscher Sprache,Jenůfa,https://archiv.wiener-staatsoper.at/performances/732
26937,2002-02-25,in italienischer Sprache,Le nozze di Figaro,https://archiv.wiener-staatsoper.at/performances/5543
26938,2002-02-26,in deutscher Sprache,Lulu,https://archiv.wiener-staatsoper.at/performances/14791
26939,2002-02-27,in deutscher Sprache,Jenůfa,https://archiv.wiener-staatsoper.at/performances/733
26940,2002-02-28,in deutscher Sprache,Siegfried,https://archiv.wiener-staatsoper.at/performances/11988
26941,2002-03-01,in deutscher Sprache,Lulu,https://archiv.wiener-staatsoper.at/performances/14792
26942,2002-03-02,in deutscher Sprache,Jenůfa,https://archiv.wiener-staatsoper.at/performances/734
26943,2002-03-03,in französischer Sprache,Les Contes d'Hoffmann,https://archiv.wiener-staatsoper.at/performances/13311
26944,2002-03-04,in deutscher Sprache,Lulu,https://archiv.wiener-staatsoper.at/performances/14793
26945,2002-03-05,in deutscher Sprache,Jenůfa,https://archiv.wiener-staatsoper.at/performances/735
26946,2002-03-06,in französischer Sprache,Les Contes d'Hoffmann,https://archiv.wiener-staatsoper.at/performances/13312
26947,2002-03-07,in deutscher Sprache,Lulu,https://archiv.wiener-staatsoper.at/performances/14794
26948,2002-03-08,in deutscher Sprache,Jenůfa,https://archiv.wiener-staatsoper.at/performances/736
26949,2002-03-09,in deutscher Sprache,Die lustige Witwe,https://archiv.wiener-staatsoper.at/performances/14859
26950,2002-03-10,in französischer Sprache,Les Contes d'Hoffmann,https://archiv.wiener-staatsoper.at/performances/13314
26951,2002-03-12,in deutscher Sprache,Die lustige Witwe,https://archiv.wiener-staatsoper.at/performances/14861
26952,2002-03-13,in italienischer Sprache,La Bohème (Puccini),https://archiv.wiener-staatsoper.at/performances/13473
26953,2002-03-15,in deutscher Sprache,Die lustige Witwe,https://archiv.wiener-staatsoper.at/performances/14860
26954,2002-03-16,in italienischer Sprache,La Bohème (Puccini),https://archiv.wiener-staatsoper.at/performances/13479
26955,2002-03-17,in deutscher Sprache,Fidelio,https://archiv.wiener-staatsoper.at/performances/6238
26956,2002-03-19,in deutscher Sprache,Die lustige Witwe,https://archiv.wiener-staatsoper.at/performances/14862
26957,2002-03-20,in italienischer Sprache,La Bohème (Puccini),https://archiv.wiener-staatsoper.at/performances/13482
26958,2002-03-21,in deutscher Sprache,Fidelio,https://archiv.wiener-staatsoper.at/performances/6239
26959,2002-03-22,in deutscher Sprache,Die Zauberflöte,https://archiv.wiener-staatsoper.at/performances/7929
26960,2002-03-24,in deutscher Sprache,Fidelio,https://archiv.wiener-staatsoper.at/performances/6240
26961,2002-03-25,in deutscher Sprache,Die Zauberflöte,https://archiv.wiener-staatsoper.at/performances/7930
26962,2002-03-28,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/1810
26963,2002-03-30,in englischer Sprache,Billy Budd,https://archiv.wiener-staatsoper.at/performances/7642
26964,2002-03-31,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/1811
26965,2002-04-01,in deutscher Sprache,Das Rheingold,https://archiv.wiener-staatsoper.at/performances/11304
26966,2002-04-02,in italienischer Sprache,Don Carlo (Ital.),https://archiv.wiener-staatsoper.at/performances/10664
26967,2002-04-03,in englischer Sprache,Billy Budd,https://archiv.wiener-staatsoper.at/performances/7643
26968,2002-04-04,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/1812
26969,2002-04-05,in italienischer Sprache,Don Carlo (Ital.),https://archiv.wiener-staatsoper.at/performances/10665
26970,2002-04-06,in englischer Sprache,Billy Budd,https://archiv.wiener-staatsoper.at/performances/7644
26971,2002-04-07,in deutscher Sprache,Die Walküre,https://archiv.wiener-staatsoper.at/performances/11066
26972,2002-04-08,in italienischer Sprache,Don Carlo (Ital.),https://archiv.wiener-staatsoper.at/performances/10666
26973,2002-04-09,in englischer Sprache,Billy Budd,https://archiv.wiener-staatsoper.at/performances/7645
26974,2002-04-11,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/3442
26975,2002-04-12,in englischer Sprache,Billy Budd,https://archiv.wiener-staatsoper.at/performances/7646
26976,2002-04-13,in italienischer Sprache,Tosca,https://archiv.wiener-staatsoper.at/performances/5517
26977,2002-04-14,in deutscher Sprache,Siegfried,https://archiv.wiener-staatsoper.at/performances/11989
26978,2002-04-15,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/3448
26979,2002-04-16,in italienischer Sprache,Tosca,https://archiv.wiener-staatsoper.at/performances/5521
26980,2002-04-17,in französischer Sprache,La Juive,https://archiv.wiener-staatsoper.at/performances/638
26981,2002-04-18,in deutscher Sprache,Die Zauberflöte,https://archiv.wiener-staatsoper.at/performances/7931
26982,2002-04-20,in deutscher Sprache,Götterdämmerung,https://archiv.wiener-staatsoper.at/performances/12050
26983,2002-04-21,in deutscher Sprache,Die Zauberflöte,https://archiv.wiener-staatsoper.at/performances/7932
26984,2002-04-21,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15415
26985,2002-04-23,in französischer Sprache,La Juive,https://archiv.wiener-staatsoper.at/performances/639
26986,2002-04-25,in deutscher Sprache,Die Zauberflöte,https://archiv.wiener-staatsoper.at/performances/7933
26987,2002-04-26,in deutscher Sprache,Die Meistersinger von Nürnberg,https://archiv.wiener-staatsoper.at/performances/1638
26988,2002-04-26,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15421
26989,2002-04-27,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15422
26990,2002-04-28,in französischer Sprache,La Juive,https://archiv.wiener-staatsoper.at/performances/640
26991,2002-04-29,in italienischer Sprache,Il barbiere di Siviglia,https://archiv.wiener-staatsoper.at/performances/11702
26992,2002-04-29,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15423
26993,2002-04-30,in deutscher Sprache,Die Meistersinger von Nürnberg,https://archiv.wiener-staatsoper.at/performances/1639
26994,2002-05-01,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15424
26995,2002-05-02,in italienischer Sprache,Il barbiere di Siviglia,https://archiv.wiener-staatsoper.at/performances/11704
26996,2002-05-04,in italienischer Sprache,La sonnambula,https://archiv.wiener-staatsoper.at/performances/2701
26997,2002-05-04,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15425
26998,2002-05-05,in deutscher Sprache,Die Meistersinger von Nürnberg,https://archiv.wiener-staatsoper.at/performances/1640
26999,2002-05-06,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15426
27000,2002-05-07,in französischer Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/669
27001,2002-05-08,in italienischer Sprache,La sonnambula,https://archiv.wiener-staatsoper.at/performances/2710
27002,2002-05-09,in deutscher Sprache,Die Walküre,https://archiv.wiener-staatsoper.at/performances/11069
27003,2002-05-09,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15427
27004,2002-05-10,in italienischer Sprache,Roberto Devereux,https://archiv.wiener-staatsoper.at/performances/11784
27005,2002-05-11,in französischer Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/670
27006,2002-05-12,in deutscher Sprache,Die Walküre,https://archiv.wiener-staatsoper.at/performances/11072
27007,2002-05-12,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15428
27008,2002-05-13,in italienischer Sprache,La sonnambula,https://archiv.wiener-staatsoper.at/performances/2712
27009,2002-05-14,in italienischer Sprache,Roberto Devereux,https://archiv.wiener-staatsoper.at/performances/11786
27010,2002-05-15,in französischer Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/671
27011,2002-05-15,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15429
27012,2002-05-16,in italienischer Sprache,La sonnambula,https://archiv.wiener-staatsoper.at/performances/2716
27013,2002-05-17,in italienischer Sprache,Ernani ,https://archiv.wiener-staatsoper.at/performances/14642
27014,2002-05-17,in italienischer Sprache, Hernani,https://archiv.wiener-staatsoper.at/performances/14642
27015,2002-05-18,in italienischer Sprache,Roberto Devereux,https://archiv.wiener-staatsoper.at/performances/11788
27016,2002-05-18,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15430
27017,2002-05-19,in französischer Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/672
27018,2002-05-20,in italienischer Sprache,Ernani ,https://archiv.wiener-staatsoper.at/performances/14645
27019,2002-05-20,in italienischer Sprache, Hernani,https://archiv.wiener-staatsoper.at/performances/14645
27020,2002-05-20,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15431
27021,2002-05-21,in französischer Sprache,Les Contes d'Hoffmann,https://archiv.wiener-staatsoper.at/performances/13315
27022,2002-05-22,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15432
27023,2002-05-23,in italienischer Sprache,Ernani ,https://archiv.wiener-staatsoper.at/performances/14647
27024,2002-05-23,in italienischer Sprache, Hernani,https://archiv.wiener-staatsoper.at/performances/14647
27025,2002-05-23,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15433
27026,2002-05-25,in französischer Sprache,Les Contes d'Hoffmann,https://archiv.wiener-staatsoper.at/performances/13317
27027,2002-05-26,in deutscher Sprache,Tannhäuser und der Sängerkrieg auf Wartburg,https://archiv.wiener-staatsoper.at/performances/7051
27028,2002-05-26,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15434
27029,2002-05-28,in französischer Sprache,Les Contes d'Hoffmann,https://archiv.wiener-staatsoper.at/performances/13318
27030,2002-05-28,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15435
27031,2002-05-29,in deutscher Sprache,Jenůfa,https://archiv.wiener-staatsoper.at/performances/737
27032,2002-05-30,in deutscher Sprache,Tannhäuser und der Sängerkrieg auf Wartburg,https://archiv.wiener-staatsoper.at/performances/7054
27033,2002-05-30,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15436
27034,2002-06-01,in deutscher Sprache,Jenůfa,https://archiv.wiener-staatsoper.at/performances/738
27035,2002-06-01,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15437
27036,2002-06-02,in deutscher Sprache,Tannhäuser und der Sängerkrieg auf Wartburg,https://archiv.wiener-staatsoper.at/performances/7055
27037,2002-06-02,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15438
27038,2002-06-03,in französischer Sprache,La Juive,https://archiv.wiener-staatsoper.at/performances/641
27039,2002-06-04,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15439
27040,2002-06-05,in deutscher Sprache,Jenůfa,https://archiv.wiener-staatsoper.at/performances/739
27041,2002-06-06,in italienischer Sprache,Le nozze di Figaro,https://archiv.wiener-staatsoper.at/performances/5544
27042,2002-06-06,in italienischer Sprache,Lucia di Lammermoor,https://archiv.wiener-staatsoper.at/performances/11725
27043,2002-06-07,in französischer Sprache,La Juive,https://archiv.wiener-staatsoper.at/performances/642
27044,2002-06-08,in italienischer Sprache,Le nozze di Figaro,https://archiv.wiener-staatsoper.at/performances/5546
27045,2002-06-08,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15440
27046,2002-06-09,in deutscher Sprache,Jenůfa,https://archiv.wiener-staatsoper.at/performances/740
27047,2002-06-09,in italienischer Sprache,Le nozze di Figaro,https://archiv.wiener-staatsoper.at/performances/5548
27048,2002-06-10,in italienischer Sprache,Lucia di Lammermoor,https://archiv.wiener-staatsoper.at/performances/11728
27049,2002-06-12,in französischer Sprache,La Juive,https://archiv.wiener-staatsoper.at/performances/643
27050,2002-06-12,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15441
27051,2002-06-13,in italienischer Sprache,Tosca,https://archiv.wiener-staatsoper.at/performances/5522
27052,2002-06-14,in italienischer Sprache,Lucia di Lammermoor,https://archiv.wiener-staatsoper.at/performances/11729
27053,2002-06-15,in deutscher Sprache,Der Riese vom Steinfeld,https://archiv.wiener-staatsoper.at/performances/651
27054,2002-06-15,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15442
27055,2002-06-17,in italienischer Sprache,Così fan tutte,https://archiv.wiener-staatsoper.at/performances/1047
27056,2002-06-17,in italienischer Sprache,Lucia di Lammermoor,https://archiv.wiener-staatsoper.at/performances/11731
27057,2002-06-18,in deutscher Sprache,Der Riese vom Steinfeld,https://archiv.wiener-staatsoper.at/performances/652
27058,2002-06-19,in italienischer Sprache,Così fan tutte,https://archiv.wiener-staatsoper.at/performances/1048
27059,2002-06-19,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15443
27060,2002-06-20,in italienischer Sprache,Così fan tutte,https://archiv.wiener-staatsoper.at/performances/1049
27061,2002-06-20,in französischer Sprache,Carmen,https://archiv.wiener-staatsoper.at/performances/15027
27062,2002-06-21,in deutscher Sprache,Der Riese vom Steinfeld,https://archiv.wiener-staatsoper.at/performances/653
27063,2002-06-22,in deutscher Sprache,Salome,https://archiv.wiener-staatsoper.at/performances/12314
27064,2002-06-23,in französischer Sprache,Carmen,https://archiv.wiener-staatsoper.at/performances/15029
27065,2002-06-24,in deutscher Sprache,Der Riese vom Steinfeld,https://archiv.wiener-staatsoper.at/performances/654
27066,2002-06-25,in italienischer Sprache,Turandot,https://archiv.wiener-staatsoper.at/performances/3227
27067,2002-06-26,in italienischer Sprache,Don Giovanni,https://archiv.wiener-staatsoper.at/performances/12961
27068,2002-06-26,in französischer Sprache,Carmen,https://archiv.wiener-staatsoper.at/performances/15030
27069,2002-06-27,in deutscher Sprache,Der Riese vom Steinfeld,https://archiv.wiener-staatsoper.at/performances/655
27070,2002-06-28,in italienischer Sprache,Don Giovanni,https://archiv.wiener-staatsoper.at/performances/12962
27071,2002-06-29,in italienischer Sprache,Turandot,https://archiv.wiener-staatsoper.at/performances/3228
27072,2002-06-30,in italienischer Sprache,Don Giovanni,https://archiv.wiener-staatsoper.at/performances/12963
27073,2002-06-30,in französischer Sprache,Carmen,https://archiv.wiener-staatsoper.at/performances/15031
27074,2002-09-01,in italienischer Sprache,Don Carlo (Ital.),https://archiv.wiener-staatsoper.at/performances/10667
27075,2002-09-02,in italienischer Sprache,Lucia di Lammermoor,https://archiv.wiener-staatsoper.at/performances/11733
27076,2002-09-03,in deutscher Sprache,Die Zauberflöte,https://archiv.wiener-staatsoper.at/performances/7934
27077,2002-09-04,in italienischer Sprache,Don Carlo (Ital.),https://archiv.wiener-staatsoper.at/performances/10668
27078,2002-09-05,in deutscher Sprache,Der Riese vom Steinfeld,https://archiv.wiener-staatsoper.at/performances/656
27079,2002-09-06,in italienischer Sprache,Lucia di Lammermoor,https://archiv.wiener-staatsoper.at/performances/11736
27080,2002-09-07,in italienischer Sprache,Don Carlo (Ital.),https://archiv.wiener-staatsoper.at/performances/10669
27081,2002-09-08,in deutscher Sprache,Die Zauberflöte,https://archiv.wiener-staatsoper.at/performances/7935
27082,2002-09-09,in deutscher Sprache,Der Riese vom Steinfeld,https://archiv.wiener-staatsoper.at/performances/657
27083,2002-09-10,in italienischer Sprache,Lucia di Lammermoor,https://archiv.wiener-staatsoper.at/performances/11737
27084,2002-09-11,in deutscher Sprache,Die Zauberflöte,https://archiv.wiener-staatsoper.at/performances/7936
27085,2002-09-12,in deutscher Sprache,Der Riese vom Steinfeld,https://archiv.wiener-staatsoper.at/performances/658
27086,2002-09-14,in französischer Sprache,Les Contes d'Hoffmann,https://archiv.wiener-staatsoper.at/performances/13319
27087,2002-09-15,in deutscher Sprache,Der Riese vom Steinfeld,https://archiv.wiener-staatsoper.at/performances/659
27088,2002-09-15,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15444
27089,2002-09-17,in französischer Sprache,Les Contes d'Hoffmann,https://archiv.wiener-staatsoper.at/performances/13320
27090,2002-09-17,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15445
27091,2002-09-18,in italienischer Sprache,Roberto Devereux,https://archiv.wiener-staatsoper.at/performances/11790
27092,2002-09-20,in englischer Sprache,Billy Budd,https://archiv.wiener-staatsoper.at/performances/7647
27093,2002-09-21,in französischer Sprache,Les Contes d'Hoffmann,https://archiv.wiener-staatsoper.at/performances/13321
27094,2002-09-21,in deutscher Sprache,Die Reise des kleinen Prinzen,https://archiv.wiener-staatsoper.at/performances/15678
27095,2002-09-22,in italienischer Sprache,Roberto Devereux,https://archiv.wiener-staatsoper.at/performances/11793
27096,2002-09-22,in deutscher Sprache,Die Reise des kleinen Prinzen,https://archiv.wiener-staatsoper.at/performances/15679
27097,2002-09-22,in deutscher Sprache,Die Reise des kleinen Prinzen,https://archiv.wiener-staatsoper.at/performances/15680
27098,2002-09-23,in englischer Sprache,Billy Budd,https://archiv.wiener-staatsoper.at/performances/7648
27099,2002-09-23,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15446
27100,2002-09-24,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/3452
27101,2002-09-25,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15447
27102,2002-09-26,in italienischer Sprache,Roberto Devereux,https://archiv.wiener-staatsoper.at/performances/11794
27103,2002-09-27,in englischer Sprache,Billy Budd,https://archiv.wiener-staatsoper.at/performances/7649
27104,2002-09-27,in deutscher Sprache,Die Reise des kleinen Prinzen,https://archiv.wiener-staatsoper.at/performances/15681
27105,2002-09-28,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/3458
27106,2002-09-28,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15448
27107,2002-09-29,in französischer Sprache,Carmen,https://archiv.wiener-staatsoper.at/performances/15032
27108,2002-09-29,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15449
27109,2002-09-30,in italienischer Sprache,Roberto Devereux,https://archiv.wiener-staatsoper.at/performances/11795
27110,2002-09-30,in deutscher Sprache,Die Reise des kleinen Prinzen,https://archiv.wiener-staatsoper.at/performances/15682
27111,2002-10-01,in englischer Sprache,Billy Budd,https://archiv.wiener-staatsoper.at/performances/7650
27112,2002-10-01,in deutscher Sprache,Die Reise des kleinen Prinzen,https://archiv.wiener-staatsoper.at/performances/15683
27113,2002-10-02,in deutscher Sprache,Ariadne auf Naxos,https://archiv.wiener-staatsoper.at/performances/11909
27114,2002-10-02,in deutscher Sprache,Die Reise des kleinen Prinzen,https://archiv.wiener-staatsoper.at/performances/15684
27115,2002-10-03,in französischer Sprache,Carmen,https://archiv.wiener-staatsoper.at/performances/15034
27116,2002-10-03,in deutscher Sprache,Die Reise des kleinen Prinzen,https://archiv.wiener-staatsoper.at/performances/15685
27117,2002-10-04,in italienischer Sprache,Nabucco,https://archiv.wiener-staatsoper.at/performances/14215
27118,2002-10-05,in deutscher Sprache,Ariadne auf Naxos,https://archiv.wiener-staatsoper.at/performances/11912
27119,2002-10-06,in französischer Sprache,Carmen,https://archiv.wiener-staatsoper.at/performances/15035
27120,2002-10-07,in italienischer Sprache,Nabucco,https://archiv.wiener-staatsoper.at/performances/14216
27121,2002-10-09,in deutscher Sprache,Ariadne auf Naxos,https://archiv.wiener-staatsoper.at/performances/11913
27122,2002-10-10,in italienischer Sprache,Nabucco,https://archiv.wiener-staatsoper.at/performances/14217
27123,2002-10-10,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15450
27124,2002-10-12,in italienischer Sprache,Tosca,https://archiv.wiener-staatsoper.at/performances/5523
27125,2002-10-12,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15451
27126,2002-10-13,in deutscher Sprache,Fidelio,https://archiv.wiener-staatsoper.at/performances/6241
27127,2002-10-14,in italienischer Sprache,Simon Boccanegra,https://archiv.wiener-staatsoper.at/performances/9248
27128,2002-10-15,in italienischer Sprache,Nabucco,https://archiv.wiener-staatsoper.at/performances/14218
27129,2002-10-15,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15452
27130,2002-10-16,in deutscher Sprache,Das Rheingold,https://archiv.wiener-staatsoper.at/performances/11305
27131,2002-10-17,in deutscher Sprache,Fidelio,https://archiv.wiener-staatsoper.at/performances/6242
27132,2002-10-17,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15453
27133,2002-10-18,in italienischer Sprache,Simon Boccanegra,https://archiv.wiener-staatsoper.at/performances/9249
27134,2002-10-19,in italienischer Sprache,Nabucco,https://archiv.wiener-staatsoper.at/performances/14219
27135,2002-10-19,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15454
27136,2002-10-20,in deutscher Sprache,Die Walküre,https://archiv.wiener-staatsoper.at/performances/11073
27137,2002-10-21,in italienischer Sprache,Simon Boccanegra,https://archiv.wiener-staatsoper.at/performances/9250
27138,2002-10-21,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15455
27139,2002-10-22,in deutscher Sprache,Fidelio,https://archiv.wiener-staatsoper.at/performances/6243
27140,2002-10-23,in französischer Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/673
27141,2002-10-23,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15456
27142,2002-10-25,in italienischer Sprache,Simon Boccanegra,https://archiv.wiener-staatsoper.at/performances/9251
27143,2002-10-26,in französischer Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/674
27144,2002-10-27,in deutscher Sprache,Siegfried,https://archiv.wiener-staatsoper.at/performances/11991
27145,2002-10-27,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15457
27146,2002-10-28,in italienischer Sprache,Simon Boccanegra,https://archiv.wiener-staatsoper.at/performances/9252
27147,2002-10-29,in französischer Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/675
27148,2002-10-29,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15458
27149,2002-10-30,in italienischer Sprache,Un ballo in maschera,https://archiv.wiener-staatsoper.at/performances/8567
27150,2002-10-31,in italienischer Sprache,Simon Boccanegra,https://archiv.wiener-staatsoper.at/performances/9253
27151,2002-11-01,in deutscher Sprache,Götterdämmerung,https://archiv.wiener-staatsoper.at/performances/12051
27152,2002-11-02,in französischer Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/676
27153,2002-11-03,in italienischer Sprache,Un ballo in maschera,https://archiv.wiener-staatsoper.at/performances/8570
27154,2002-11-05,in italienischer Sprache,Il barbiere di Siviglia,https://archiv.wiener-staatsoper.at/performances/11705
27155,2002-11-05,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15459
27156,2002-11-06,in französischer Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/677
27157,2002-11-07,in italienischer Sprache,Un ballo in maschera,https://archiv.wiener-staatsoper.at/performances/8572
27158,2002-11-08,in deutscher Sprache,Die Frau ohne Schatten,https://archiv.wiener-staatsoper.at/performances/835
27159,2002-11-08,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15460
27160,2002-11-09,in deutscher Sprache,Jenůfa,https://archiv.wiener-staatsoper.at/performances/741
27161,2002-11-10,in deutscher Sprache,Das Traumfresserchen,https://archiv.wiener-staatsoper.at/performances/15461
27162,2002-11-11,in italienischer Sprache,Un ballo in maschera,https://archiv.wiener-staatsoper.at/performances/8574
27163,2002-11-12,in deutscher Sprache,Jenůfa,https://archiv.wiener-staatsoper.at/performances/742
27164,2002-11-13,in deutscher Sprache,Lulu,https://archiv.wiener-staatsoper.at/performances/14795
27165,2002-11-14,in deutscher Sprache,Die Frau ohne Schatten,https://archiv.wiener-staatsoper.at/performances/837
27166,2002-11-15,in italienischer Sprache,Un ballo in maschera,https://archiv.wiener-staatsoper.at/performances/8575
27167,2002-11-16,in deutscher Sprache,Lulu,https://archiv.wiener-staatsoper.at/performances/14796
27168,2002-11-17,in deutscher Sprache,Jenůfa,https://archiv.wiener-staatsoper.at/performances/743
27169,2002-11-18,in deutscher Sprache,Die Frau ohne Schatten,https://archiv.wiener-staatsoper.at/performances/838
27170,2002-11-19,in deutscher Sprache,Lulu,https://archiv.wiener-staatsoper.at/performances/14797
27171,2002-11-20,in deutscher Sprache,Jenůfa,https://archiv.wiener-staatsoper.at/performances/744
27172,2002-11-21,in italienischer Sprache,Turandot,https://archiv.wiener-staatsoper.at/performances/3229
27173,2002-11-23,in italienischer Sprache,La traviata,https://archiv.wiener-staatsoper.at/performances/6882
27174,2002-11-24,in italienischer Sprache,Turandot,https://archiv.wiener-staatsoper.at/performances/3231
27175,2002-11-26,in italienischer Sprache,Nabucco,https://archiv.wiener-staatsoper.at/performances/14220
27176,2002-11-27,in italienischer Sprache,Turandot,https://archiv.wiener-staatsoper.at/performances/3232
27177,2002-11-28,in italienischer Sprache,La traviata,https://archiv.wiener-staatsoper.at/performances/6883
27178,2002-11-29,in italienischer Sprache,Nabucco,https://archiv.wiener-staatsoper.at/performances/14221
27179,2002-11-30,in deutscher Sprache,Salome,https://archiv.wiener-staatsoper.at/performances/12315
27180,2002-12-01,in italienischer Sprache,Turandot,https://archiv.wiener-staatsoper.at/performances/3233
27181,2002-12-02,in italienischer Sprache,Nabucco,https://archiv.wiener-staatsoper.at/performances/14222
27182,2002-12-03,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/3461
27183,2002-12-05,in deutscher Sprache,Salome,https://archiv.wiener-staatsoper.at/performances/9722
27184,2002-12-06,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/3470
27185,2002-12-08,in deutscher Sprache,Salome,https://archiv.wiener-staatsoper.at/performances/9723
27186,2002-12-09,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/3474
27187,2002-12-11,in deutscher Sprache,Die Jakobsleiter,https://archiv.wiener-staatsoper.at/performances/13837
