,date,language,work,work_url
0,1869-06-03,in deutscher Sprache,La Muette de Portici,https://archiv.wiener-staatsoper.at/performances/24166
1,1869-06-17,in deutscher Sprache,Guillaume Tell,https://archiv.wiener-staatsoper.at/performances/31370
2,1869-07-10,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/33982
3,1869-07-10,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/33982
4,1869-07-10,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/33982
5,1869-09-05,in deutscher Sprache,Guillaume Tell,https://archiv.wiener-staatsoper.at/performances/32458
6,1869-09-21,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/43675
7,1869-09-25,in deutscher Sprache,Guillaume Tell,https://archiv.wiener-staatsoper.at/performances/32455
8,1869-09-26,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/43676
9,1869-10-01,in deutscher Sprache,Guillaume Tell,https://archiv.wiener-staatsoper.at/performances/32457
10,1869-10-09,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/43677
11,1869-10-10,in deutscher Sprache,Guillaume Tell,https://archiv.wiener-staatsoper.at/performances/32456
12,1869-10-15,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/33983
13,1869-10-15,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/33983
14,1869-10-15,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/33983
15,1869-10-24,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/33984
16,1869-10-24,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/33984
17,1869-10-24,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/33984
18,1869-10-25,in deutscher Sprache,Guillaume Tell,https://archiv.wiener-staatsoper.at/performances/34885
19,1869-10-31,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/43678
20,1869-11-07,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/33985
21,1869-11-07,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/33985
22,1869-11-07,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/33985
23,1869-11-14,in deutscher Sprache,Guillaume Tell,https://archiv.wiener-staatsoper.at/performances/32454
24,1869-11-20,in deutscher Sprache,Armide,https://archiv.wiener-staatsoper.at/performances/24043
25,1869-11-21,in deutscher Sprache,Armide,https://archiv.wiener-staatsoper.at/performances/42941
26,1869-11-25,in deutscher Sprache,Armide,https://archiv.wiener-staatsoper.at/performances/42942
27,1869-11-28,in deutscher Sprache,Armide,https://archiv.wiener-staatsoper.at/performances/42943
28,1869-11-29,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/33986
29,1869-11-29,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/33986
30,1869-11-29,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/33986
31,1869-12-04,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/43679
32,1869-12-08,in deutscher Sprache,Armide,https://archiv.wiener-staatsoper.at/performances/42944
33,1869-12-09,in deutscher Sprache,Guillaume Tell,https://archiv.wiener-staatsoper.at/performances/32453
34,1869-12-12,in deutscher Sprache,Le Prophète,https://archiv.wiener-staatsoper.at/performances/28707
35,1869-12-14,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/33988
36,1869-12-14,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/33988
37,1869-12-14,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/33988
38,1869-12-21,in deutscher Sprache,Armide,https://archiv.wiener-staatsoper.at/performances/42945
39,1869-12-28,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/43680
40,1870-01-11,in deutscher Sprache,Armide,https://archiv.wiener-staatsoper.at/performances/42946
41,1870-01-12,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/33989
42,1870-01-12,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/33989
43,1870-01-12,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/33989
44,1870-01-17,in deutscher Sprache,Guillaume Tell,https://archiv.wiener-staatsoper.at/performances/32452
45,1870-01-19,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/43681
46,1870-02-06,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/33990
47,1870-02-06,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/33990
48,1870-02-06,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/33990
49,1870-02-12,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/43697
50,1870-02-26,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/43682
51,1870-03-03,in deutscher Sprache,Armide,https://archiv.wiener-staatsoper.at/performances/42947
52,1870-03-21,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/43683
53,1870-03-24,in deutscher Sprache,Faust,https://archiv.wiener-staatsoper.at/performances/34307
54,1870-03-28,in deutscher Sprache,Faust,https://archiv.wiener-staatsoper.at/performances/34308
55,1870-04-01,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/33991
56,1870-04-01,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/33991
57,1870-04-01,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/33991
58,1870-04-03,in deutscher Sprache,Faust,https://archiv.wiener-staatsoper.at/performances/34311
59,1870-04-06,in deutscher Sprache,Faust,https://archiv.wiener-staatsoper.at/performances/34312
60,1870-04-24,in deutscher Sprache,Faust,https://archiv.wiener-staatsoper.at/performances/34313
61,1870-04-27,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/24424
62,1870-04-27,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/24424
63,1870-04-28,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/34837
64,1870-04-28,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/34837
65,1870-05-01,in deutscher Sprache,Armide,https://archiv.wiener-staatsoper.at/performances/42948
66,1870-05-03,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/34839
67,1870-05-03,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/34839
68,1870-05-05,in deutscher Sprache,Faust,https://archiv.wiener-staatsoper.at/performances/34314
69,1870-05-06,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/43684
70,1870-05-08,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/34840
71,1870-05-08,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/34840
72,1870-05-12,in deutscher Sprache,Faust,https://archiv.wiener-staatsoper.at/performances/34315
73,1870-05-14,in deutscher Sprache,Un ballo in maschera,https://archiv.wiener-staatsoper.at/performances/27132
74,1870-05-15,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/33992
75,1870-05-15,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/33992
76,1870-05-15,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/33992
77,1870-05-17,in deutscher Sprache,Guillaume Tell,https://archiv.wiener-staatsoper.at/performances/32451
78,1870-05-18,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/34841
79,1870-05-18,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/34841
80,1870-06-01,in deutscher Sprache,Faust,https://archiv.wiener-staatsoper.at/performances/34464
81,1870-06-04,in deutscher Sprache,Guillaume Tell,https://archiv.wiener-staatsoper.at/performances/32450
82,1870-06-05,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/34843
83,1870-06-05,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/34843
84,1870-06-13,in deutscher Sprache,Faust,https://archiv.wiener-staatsoper.at/performances/34316
85,1870-06-26,in deutscher Sprache,Faust,https://archiv.wiener-staatsoper.at/performances/34317
86,1870-09-02,in deutscher Sprache,Faust,https://archiv.wiener-staatsoper.at/performances/34320
87,1870-09-05,in deutscher Sprache,Guillaume Tell,https://archiv.wiener-staatsoper.at/performances/32448
88,1870-09-07,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/34844
89,1870-09-07,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/34844
90,1870-09-08,in deutscher Sprache,Mignon,https://archiv.wiener-staatsoper.at/performances/25088
91,1870-09-14,in deutscher Sprache,Faust,https://archiv.wiener-staatsoper.at/performances/34321
92,1870-09-18,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/33993
93,1870-09-18,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/33993
94,1870-09-18,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/33993
95,1870-09-30,in deutscher Sprache,Guillaume Tell,https://archiv.wiener-staatsoper.at/performances/32449
96,1870-10-02,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/33994
97,1870-10-02,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/33994
98,1870-10-02,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/33994
99,1870-10-04,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/31379
100,1870-10-05,in deutscher Sprache,Faust,https://archiv.wiener-staatsoper.at/performances/34309
101,1870-10-07,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/32710
102,1870-10-09,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/32711
103,1870-10-16,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/34845
104,1870-10-16,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/34845
105,1870-10-20,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/32712
106,1870-10-23,in deutscher Sprache,Armide,https://archiv.wiener-staatsoper.at/performances/42949
107,1870-10-28,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/32713
108,1870-10-31,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/33995
109,1870-10-31,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/33995
110,1870-10-31,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/33995
111,1870-11-03,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/34846
112,1870-11-03,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/34846
113,1870-11-07,in deutscher Sprache,Faust,https://archiv.wiener-staatsoper.at/performances/34319
114,1870-11-12,in deutscher Sprache,La Juive,https://archiv.wiener-staatsoper.at/performances/28936
115,1870-11-13,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/34851
116,1870-11-13,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/34851
117,1870-11-19,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/32714
118,1870-11-30,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/33996
119,1870-11-30,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/33996
120,1870-11-30,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/33996
121,1870-12-06,in deutscher Sprache,Guillaume Tell,https://archiv.wiener-staatsoper.at/performances/32447
122,1870-12-08,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/32715
123,1870-12-14,in deutscher Sprache,Faust,https://archiv.wiener-staatsoper.at/performances/34318
124,1870-12-18,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/34847
125,1870-12-18,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/34847
126,1871-01-05,in deutscher Sprache,Guillaume Tell,https://archiv.wiener-staatsoper.at/performances/32444
127,1871-01-13,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/34848
128,1871-01-13,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/34848
129,1871-01-15,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/32716
130,1871-01-22,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/34849
131,1871-01-22,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/34849
132,1871-01-25,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/33997
133,1871-01-25,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/33997
134,1871-01-25,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/33997
135,1871-01-27,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31918
136,1871-01-30,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31916
137,1871-02-03,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31915
138,1871-02-10,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/33998
139,1871-02-10,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/33998
140,1871-02-10,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/33998
141,1871-02-14,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31919
142,1871-02-19,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/34850
143,1871-02-19,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/34850
144,1871-02-25,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31920
145,1871-03-04,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31906
146,1871-03-05,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/33999
147,1871-03-05,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/33999
148,1871-03-05,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/33999
149,1871-03-11,in deutscher Sprache,Belisar,https://archiv.wiener-staatsoper.at/performances/25283
150,1871-03-14,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31907
151,1871-03-22,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/34852
152,1871-03-22,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/34852
153,1871-03-23,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31908
154,1871-03-30,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/34853
155,1871-03-30,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/34853
156,1871-04-13,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31909
157,1871-04-18,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/32717
158,1871-04-22,in deutscher Sprache,Guillaume Tell,https://archiv.wiener-staatsoper.at/performances/32445
159,1871-04-27,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/34854
160,1871-04-27,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/34854
161,1871-04-28,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31910
162,1871-05-03,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/32718
163,1871-05-06,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/43685
164,1871-05-07,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/34000
165,1871-05-07,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/34000
166,1871-05-07,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/34000
167,1871-05-09,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31911
168,1871-05-14,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/34855
169,1871-05-14,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/34855
170,1871-05-20,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/32719
171,1871-05-24,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/34856
172,1871-05-24,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/34856
173,1871-08-21,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/43698
174,1871-09-10,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/34857
175,1871-09-10,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/34857
176,1871-09-13,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/34001
177,1871-09-13,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/34001
178,1871-09-13,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/34001
179,1871-09-22,in deutscher Sprache,Euryanthe,https://archiv.wiener-staatsoper.at/performances/27599
180,1871-10-09,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/34858
181,1871-10-09,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/34858
182,1871-10-13,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/32720
183,1871-10-23,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31903
184,1871-10-26,in deutscher Sprache,Armide,https://archiv.wiener-staatsoper.at/performances/42950
185,1871-10-27,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/34859
186,1871-10-27,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/34859
187,1871-11-10,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/32721
188,1871-11-15,in deutscher Sprache,Armide,https://archiv.wiener-staatsoper.at/performances/42940
189,1871-11-24,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/34860
190,1871-11-24,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/34860
191,1871-11-25,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/43686
192,1871-11-28,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31904
193,1871-12-08,in deutscher Sprache,Hans Heiling,https://archiv.wiener-staatsoper.at/performances/26312
194,1871-12-12,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/34002
195,1871-12-12,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/34002
196,1871-12-12,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/34002
197,1871-12-13,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31922
198,1871-12-15,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31905
199,1871-12-25,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/34861
200,1871-12-25,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/34861
201,1872-01-05,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/32722
202,1872-01-09,in deutscher Sprache,Guillaume Tell,https://archiv.wiener-staatsoper.at/performances/32446
203,1872-01-12,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/34003
204,1872-01-12,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/34003
205,1872-01-12,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/34003
206,1872-01-22,in deutscher Sprache,La Juive,https://archiv.wiener-staatsoper.at/performances/28939
207,1872-01-26,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/32723
208,1872-02-02,in deutscher Sprache,Hans Heiling,https://archiv.wiener-staatsoper.at/performances/26384
209,1872-02-09,in deutscher Sprache,Guillaume Tell,https://archiv.wiener-staatsoper.at/performances/31371
210,1872-02-11,in deutscher Sprache,Die lustigen Weiber von Windsor,https://archiv.wiener-staatsoper.at/performances/26983
211,1872-02-16,in deutscher Sprache,Die lustigen Weiber von Windsor,https://archiv.wiener-staatsoper.at/performances/27180
212,1872-02-18,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31467
213,1872-02-21,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/32724
214,1872-02-23,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/34862
215,1872-02-23,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/34862
216,1872-02-29,in deutscher Sprache,Armide,https://archiv.wiener-staatsoper.at/performances/24079
217,1872-03-15,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/34004
218,1872-03-15,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/34004
219,1872-03-15,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/34004
220,1872-03-16,in deutscher Sprache,Der Waffenschmied,https://archiv.wiener-staatsoper.at/performances/23406
221,1872-03-19,in deutscher Sprache,Der Waffenschmied,https://archiv.wiener-staatsoper.at/performances/23667
222,1872-04-05,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/32725
223,1872-04-07,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/34005
224,1872-04-07,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/34005
225,1872-04-07,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/34005
226,1872-04-08,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31914
227,1872-04-13,in deutscher Sprache,Die lustigen Weiber von Windsor,https://archiv.wiener-staatsoper.at/performances/27181
228,1872-04-14,in deutscher Sprache,Hans Heiling,https://archiv.wiener-staatsoper.at/performances/26385
229,1872-04-21,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/32727
230,1872-04-24,in deutscher Sprache,Feramors,https://archiv.wiener-staatsoper.at/performances/32859
231,1872-04-27,in deutscher Sprache,Feramors,https://archiv.wiener-staatsoper.at/performances/32860
232,1872-04-29,in deutscher Sprache,Guillaume Tell,https://archiv.wiener-staatsoper.at/performances/32286
233,1872-04-30,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/24425
234,1872-04-30,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/24425
235,1872-05-10,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/43687
236,1872-05-13,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31471
237,1872-05-16,in deutscher Sprache,La Muette de Portici,https://archiv.wiener-staatsoper.at/performances/28063
238,1872-05-24,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/34006
239,1872-05-24,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/34006
240,1872-05-24,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/34006
241,1872-05-25,in deutscher Sprache,Der Wasserträger,https://archiv.wiener-staatsoper.at/performances/23579
242,1872-05-31,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/24426
243,1872-05-31,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/24426
244,1872-06-04,in deutscher Sprache,La Juive,https://archiv.wiener-staatsoper.at/performances/28940
245,1872-06-10,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/24427
246,1872-06-10,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/24427
247,1872-06-12,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/32728
248,1872-08-04,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/34007
249,1872-08-04,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/34007
250,1872-08-04,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/34007
251,1872-08-06,in deutscher Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/21054
252,1872-08-07,in deutscher Sprache,La Juive,https://archiv.wiener-staatsoper.at/performances/28941
253,1872-08-10,in deutscher Sprache,Guillaume Tell,https://archiv.wiener-staatsoper.at/performances/32287
254,1872-08-16,in deutscher Sprache,La Muette de Portici,https://archiv.wiener-staatsoper.at/performances/28070
255,1872-08-17,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31472
256,1872-08-18,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/24428
257,1872-08-18,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/24428
258,1872-08-20,in deutscher Sprache,Hans Heiling,https://archiv.wiener-staatsoper.at/performances/26389
259,1872-08-26,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/43688
260,1872-09-06,in deutscher Sprache,Guillaume Tell,https://archiv.wiener-staatsoper.at/performances/32288
261,1872-09-09,in deutscher Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/21055
262,1872-09-11,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/43689
263,1872-09-15,in deutscher Sprache,Die Afrikanerin ,https://archiv.wiener-staatsoper.at/performances/24429
264,1872-09-15,in deutscher Sprache, L'Africaine,https://archiv.wiener-staatsoper.at/performances/24429
265,1872-09-23,in deutscher Sprache,La Juive,https://archiv.wiener-staatsoper.at/performances/28942
266,1872-09-26,in deutscher Sprache,Der Waffenschmied,https://archiv.wiener-staatsoper.at/performances/23668
267,1872-09-27,in deutscher Sprache,Hans Heiling,https://archiv.wiener-staatsoper.at/performances/26388
268,1872-10-02,in deutscher Sprache,Der Waffenschmied,https://archiv.wiener-staatsoper.at/performances/23669
269,1872-10-03,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/34008
270,1872-10-03,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/34008
