,work,composer,librettist,theatre,date
4787,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Volunteer Hall, Galashiels",1995-09-05
4788,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",Rothesay Pavilion,1995-09-07
4789,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Town Hall, Pitlochry",1995-09-09
4790,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Carnegie Hall, Clashmore",1995-09-12
4791,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",Thurso High School,1995-09-14
4792,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Arts Theatre, Orkney",1995-09-16
4793,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Town Hall, Elgin",1995-09-19
4794,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",Haddo House Hall,1995-09-21
4795,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Village Hall, Ullapool",1995-09-23
4796,Jacobin,Antonín Dvořák,Marie Červinková-Riegrová,"Theatre Royal, Glasgow",1995-09-02
4797,Jacobin,Antonín Dvořák,Marie Červinková-Riegrová,"Theatre Royal, Glasgow",1995-09-08
4798,Don Giovanni,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Theatre Royal, Glasgow",1995-09-06
4799,Don Giovanni,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Theatre Royal, Glasgow",1995-09-09
4800,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Village Hall, Glenuig, by Lochailort",1995-09-26
4801,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",Woodend Barn,1995-09-28
4802,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Victoria Halls, Helensburgh",1995-09-30
4803,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",Motherwell Theatre,1995-10-03
4804,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Theatre Royal, Dumfries",1995-10-05
4805,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",Linlithgow Academy Theatre,1995-10-07
4806,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",Corran Hall,1995-10-10
4807,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",Ryan Centre,1995-10-12
4808,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Town Hall, Ayr",1995-10-14
4809,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",Tron Theatre,1995-10-17
4810,Jacobin,Antonín Dvořák,Marie Červinková-Riegrová,"Theatre Royal, Glasgow",1995-09-28
4811,Jacobin,Antonín Dvořák,Marie Červinková-Riegrová,"Theatre Royal, Glasgow",1995-09-30
4812,Belle Hélène,Jacques Offenbach,"Henri Meilhac
				Ludovic Halévy","Theatre Royal, Glasgow",1995-10-25
4813,Belle Hélène,Jacques Offenbach,"Henri Meilhac
				Ludovic Halévy","Theatre Royal, Glasgow",1995-10-28
4814,Belle Hélène,Jacques Offenbach,"Henri Meilhac
				Ludovic Halévy","Theatre Royal, Glasgow",1995-10-30
4815,Belle Hélène,Jacques Offenbach,"Henri Meilhac
				Ludovic Halévy","Theatre Royal, Glasgow",1995-11-02
4816,Belle Hélène,Jacques Offenbach,"Henri Meilhac
				Ludovic Halévy","Theatre Royal, Glasgow",1995-11-04
4817,Belle Hélène,Jacques Offenbach,"Henri Meilhac
				Ludovic Halévy","Theatre Royal, Newcastle",1995-11-07
4818,Belle Hélène,Jacques Offenbach,"Henri Meilhac
				Ludovic Halévy","Theatre Royal, Newcastle",1995-11-10
4819,Belle Hélène,Jacques Offenbach,"Henri Meilhac
				Ludovic Halévy","Theatre Royal, Newcastle",1995-11-18
4820,Belle Hélène,Jacques Offenbach,"Henri Meilhac
				Ludovic Halévy","Festival Theatre, Edinburgh",1995-11-21
4821,Don Giovanni,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Theatre Royal, Glasgow",1995-10-26
4822,Don Giovanni,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Theatre Royal, Glasgow",1995-10-31
4823,Don Giovanni,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Theatre Royal, Newcastle",1995-11-11
4824,Don Giovanni,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Theatre Royal, Newcastle",1995-11-14
4825,Don Giovanni,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Theatre Royal, Newcastle",1995-11-17
4826,Don Giovanni,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Festival Theatre, Edinburgh",1995-11-22
4827,Don Giovanni,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Festival Theatre, Edinburgh",1995-11-24
4828,Medea,,,Tramway,1995-11-03
4829,Jacobin,Antonín Dvořák,Marie Červinková-Riegrová,"Theatre Royal, Newcastle",1995-11-08
4830,Jacobin,Antonín Dvořák,Marie Červinková-Riegrová,"Theatre Royal, Newcastle",1995-11-16
4831,Jacobin,Antonín Dvořák,Marie Červinková-Riegrová,"Festival Theatre, Edinburgh",1995-11-23
4832,Macbeth,Giuseppe Verdi,Francesco Maria  Piave,Gardyne Theatre,1995-11-08
4833,Macbeth,Giuseppe Verdi,Francesco Maria  Piave,Gardyne Theatre,1995-11-09
4834,Macbeth,Giuseppe Verdi,Francesco Maria  Piave,Gardyne Theatre,1995-11-10
4835,Macbeth,Giuseppe Verdi,Francesco Maria  Piave,Gardyne Theatre,1995-11-11
4836,Belle Hélène,Jacques Offenbach,"Henri Meilhac
				Ludovic Halévy","Festival Theatre, Edinburgh",1995-11-25
4837,Hansel and Gretel,Engelbert Humperdinck,Adelheid Wette,"Theatre Royal, Glasgow",1995-01-12
4838,Hansel and Gretel,Engelbert Humperdinck,Adelheid Wette,"Theatre Royal, Glasgow",1995-01-17
4839,Finta giardiniera,,,New Athenaeum Theatre,1995-01-20
4840,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Theatre Royal, Glasgow",1995-01-24
4841,Hansel and Gretel,Engelbert Humperdinck,Adelheid Wette,"Theatre Royal, Glasgow",1996-01-25
4842,Hansel and Gretel,Engelbert Humperdinck,Adelheid Wette,"Theatre Royal, Glasgow",1996-01-31
4843,Hansel and Gretel,Engelbert Humperdinck,Adelheid Wette,"Theatre Royal, Glasgow",1996-02-03
4844,Hansel and Gretel,Engelbert Humperdinck,Adelheid Wette,"Theatre Royal, Glasgow",1996-02-06
4845,Hansel and Gretel,Engelbert Humperdinck,Adelheid Wette,"Theatre Royal, Glasgow",1996-02-08
4846,Hansel and Gretel,Engelbert Humperdinck,Adelheid Wette,"Theatre Royal, Glasgow",1996-02-10
4847,Hansel and Gretel,Engelbert Humperdinck,Adelheid Wette,"His Majesty's Theatre, Aberdeen",1996-02-15
4848,Hansel and Gretel,Engelbert Humperdinck,Adelheid Wette,"His Majesty's Theatre, Aberdeen",1996-02-17
4849,Hansel and Gretel,Engelbert Humperdinck,Adelheid Wette,Eden Court Theatre,1996-02-21
4850,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Theatre Royal, Glasgow",1996-01-27
4851,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Theatre Royal, Glasgow",1996-01-30
4852,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Theatre Royal, Glasgow",1996-02-01
4853,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Theatre Royal, Glasgow",1996-02-07
4854,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"His Majesty's Theatre, Aberdeen",1996-02-14
4855,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"His Majesty's Theatre, Aberdeen",1996-02-16
4856,Traviata,Giuseppe Verdi,Francesco Maria  Piave,Eden Court Theatre,1996-02-20
4857,Acis and Galatea,George Frideric Handel,John Gay,"Festival Theatre, Edinburgh",1996-01-28
4858,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Festival Theatre, Edinburgh",1996-02-28
4859,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Festival Theatre, Edinburgh",1996-03-02
4860,Hansel and Gretel,Engelbert Humperdinck,Adelheid Wette,"Festival Theatre, Edinburgh",1996-02-29
4861,Hansel and Gretel,Engelbert Humperdinck,Adelheid Wette,"Festival Theatre, Edinburgh",1996-03-01
4862,Voix Humaine,Francis Poulenc,Jean Cocteau,Usher Hall,1996-03-15
4863,Voix Humaine,Francis Poulenc,Jean Cocteau,"Royal Concert Hall, Glasgow",1996-03-16
4864,Alcestis,Christoph Willibald Gluck,"Raniero da Calzabigi
				M F L G Leblanc du Roullet","Theatre Royal, Glasgow",1996-04-02
4865,Alcestis,Christoph Willibald Gluck,"Raniero da Calzabigi
				M F L G Leblanc du Roullet","Theatre Royal, Glasgow",1996-04-04
4866,Alcestis,Christoph Willibald Gluck,"Raniero da Calzabigi
				M F L G Leblanc du Roullet","Theatre Royal, Glasgow",1996-04-10
4867,Alcestis,Christoph Willibald Gluck,"Raniero da Calzabigi
				M F L G Leblanc du Roullet","Theatre Royal, Glasgow",1996-04-13
4868,Otello,Giuseppe Verdi,Arrigo Boito,Haddo House Hall,1996-04-09
4869,Otello,Giuseppe Verdi,Arrigo Boito,Haddo House Hall,1996-04-11
4870,Otello,Giuseppe Verdi,Arrigo Boito,Haddo House Hall,1996-04-13
4871,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"Cottier Theatre, Glasgow",1996-05-02
4872,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"Cottier Theatre, Glasgow",1996-05-04
4873,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"Cottier Theatre, Glasgow",1996-05-06
4874,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"Cottier Theatre, Glasgow",1996-05-10
4875,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"Cottier Theatre, Glasgow",1996-05-12
4876,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"Cottier Theatre, Glasgow",1996-05-15
4877,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"Cottier Theatre, Glasgow",1996-05-17
4878,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"Cottier Theatre, Glasgow",1996-05-20
4879,Turandot,Giacomo Puccini,"Giuseppe Adami
				Renato Simoni","Theatre Royal, Glasgow",1996-05-14
4880,Turandot,Giacomo Puccini,"Giuseppe Adami
				Renato Simoni","Theatre Royal, Glasgow",1996-05-18
4881,Turandot,Giacomo Puccini,"Giuseppe Adami
				Renato Simoni","Theatre Royal, Glasgow",1996-05-21
4882,Turandot,Giacomo Puccini,"Giuseppe Adami
				Renato Simoni","Theatre Royal, Glasgow",1996-05-23
4883,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Theatre Royal, Glasgow",1996-05-22
4884,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Theatre Royal, Glasgow",1996-05-25
4885,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Theatre Royal, Newcastle",1996-06-04
4886,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Theatre Royal, Newcastle",1996-06-06
4887,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Theatre Royal, Newcastle",1996-06-08
4888,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Festival Theatre, Edinburgh",1996-06-13
4889,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Festival Theatre, Edinburgh",1996-06-19
4890,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Festival Theatre, Edinburgh",1996-06-21
4891,Turandot,Giacomo Puccini,"Giuseppe Adami
				Renato Simoni","Theatre Royal, Glasgow",1996-05-29
4892,Turandot,Giacomo Puccini,"Giuseppe Adami
				Renato Simoni","Theatre Royal, Glasgow",1996-06-01
4893,Turandot,Giacomo Puccini,"Giuseppe Adami
				Renato Simoni","Theatre Royal, Newcastle",1996-06-07
4894,Turandot,Giacomo Puccini,"Giuseppe Adami
				Renato Simoni","Festival Theatre, Edinburgh",1996-06-15
4895,Turandot,Giacomo Puccini,"Giuseppe Adami
				Renato Simoni","Festival Theatre, Edinburgh",1996-06-18
4896,Turandot,Giacomo Puccini,"Giuseppe Adami
				Renato Simoni","Festival Theatre, Edinburgh",1996-06-22
4897,Alcestis,Christoph Willibald Gluck,"Raniero da Calzabigi
				M F L G Leblanc du Roullet","Theatre Royal, Glasgow",1996-05-30
4898,Alcestis,Christoph Willibald Gluck,"Raniero da Calzabigi
				M F L G Leblanc du Roullet","Theatre Royal, Newcastle",1996-06-05
4899,Alcestis,Christoph Willibald Gluck,"Raniero da Calzabigi
				M F L G Leblanc du Roullet","Festival Theatre, Edinburgh",1996-06-14
4900,Alcestis,Christoph Willibald Gluck,"Raniero da Calzabigi
				M F L G Leblanc du Roullet","Festival Theatre, Edinburgh",1996-06-20
4901,Fidelio,Ludwig van Beethoven,"Josef Sonnleithner
				Friedrich Treitschke",Usher Hall,1996-08-12
4902,Orpheus and Euridice,Christoph Willibald Gluck,"Raniero da Calzabigi
				Pierre Louis Moline","Festival Theatre, Edinburgh",1996-08-16
4903,Orpheus and Euridice,Christoph Willibald Gluck,"Raniero da Calzabigi
				Pierre Louis Moline","Festival Theatre, Edinburgh",1996-08-17
4904,Orpheus and Euridice,Christoph Willibald Gluck,"Raniero da Calzabigi
				Pierre Louis Moline","Festival Theatre, Edinburgh",1996-08-19
4905,Orpheus and Euridice,Christoph Willibald Gluck,"Raniero da Calzabigi
				Pierre Louis Moline","Festival Theatre, Edinburgh",1996-08-20
4906,Gurrelieder,,,Usher Hall,1996-08-21
4907,Inés de Castro,James MacMillan,John Clifford,"Festival Theatre, Edinburgh",1996-08-23
4908,Inés de Castro,James MacMillan,John Clifford,"Festival Theatre, Edinburgh",1996-08-25
4909,Iphigénie en Tauride,Christoph Willibald Gluck,Nicolas François Guillard,"Festival Theatre, Edinburgh",1996-08-29
4910,Iphigénie en Tauride,Christoph Willibald Gluck,Nicolas François Guillard,"Festival Theatre, Edinburgh",1996-08-31
4911,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Gardyne Theatre,1996-09-03
4912,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Haddo House Hall,1996-09-05
4913,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Village Hall, Ullapool",1996-09-07
4914,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Community Centre, Portree",1996-09-10
4915,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Shielbridge Hall,1996-09-12
4916,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Thurso High School,1996-09-14
4917,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Arts Theatre, Orkney",1996-09-17
4918,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Kinlochbervie High School,1996-09-19
4919,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Linlithgow Academy Theatre,1996-09-21
4920,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Carnegie Hall, Dunfermline",1996-09-24
4921,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Volunteer Hall, Galashiels",1996-09-26
4922,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Village Hall, Whiting Bay",1996-09-28
4923,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Ryan Centre,1996-10-01
4924,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Woodend Barn,1996-10-03
4925,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Carnegie Hall, Clashmore",1996-10-05
4926,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Gaiety Theatre, Ayr",1996-10-08
4927,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Town Hall, Alloa",1996-10-10
4928,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Corran Hall,1996-10-12
4929,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Eastwood Park Theatre,1996-10-15
4930,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Buccleuch Centre,1996-10-17
4931,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Victoria Halls, Helensburgh",1996-10-19
4932,"Idomeneo, Re di Creta",Wolfgang Amadeus Mozart,Giambattista Varesco,"Theatre Royal, Glasgow",1996-10-03
4933,"Idomeneo, Re di Creta",Wolfgang Amadeus Mozart,Giambattista Varesco,"Theatre Royal, Glasgow",1996-10-05
4934,"Idomeneo, Re di Creta",Wolfgang Amadeus Mozart,Giambattista Varesco,"Theatre Royal, Glasgow",1996-10-08
4935,"Idomeneo, Re di Creta",Wolfgang Amadeus Mozart,Giambattista Varesco,"Theatre Royal, Glasgow",1996-10-10
4936,"Idomeneo, Re di Creta",Wolfgang Amadeus Mozart,Giambattista Varesco,"Festival Theatre, Edinburgh",1996-10-17
4937,"Idomeneo, Re di Creta",Wolfgang Amadeus Mozart,Giambattista Varesco,"Festival Theatre, Edinburgh",1996-10-19
4938,Pearl Fishers,Georges Bizet,"Eugène Cormon
				Michel Carré","Festival Theatre, Edinburgh",1996-10-18
4939,Inés de Castro,James MacMillan,John Clifford,"Theatre Royal, Glasgow",1996-10-25
4940,Inés de Castro,James MacMillan,John Clifford,"Theatre Royal, Glasgow",1996-11-02
4941,Inés de Castro,James MacMillan,John Clifford,"Theatre Royal, Glasgow",1996-11-07
4942,Inés de Castro,James MacMillan,John Clifford,"Festival Theatre, Edinburgh",1996-11-20
4943,Trovatore,Giuseppe Verdi,"Salvadore Cammarano
				Leone Emanuele Bardare","Theatre Royal, Glasgow",1996-11-06
4944,Trovatore,Giuseppe Verdi,"Salvadore Cammarano
				Leone Emanuele Bardare","Theatre Royal, Glasgow",1996-11-09
4945,Trovatore,Giuseppe Verdi,"Salvadore Cammarano
				Leone Emanuele Bardare","Theatre Royal, Glasgow",1996-11-12
4946,Trovatore,Giuseppe Verdi,"Salvadore Cammarano
				Leone Emanuele Bardare","Theatre Royal, Glasgow",1996-11-14
4947,Trovatore,Giuseppe Verdi,"Salvadore Cammarano
				Leone Emanuele Bardare","King's Theatre, Glasgow",1996-11-16
4948,Trovatore,Giuseppe Verdi,"Salvadore Cammarano
				Leone Emanuele Bardare","Festival Theatre, Edinburgh",1996-11-19
4949,Trovatore,Giuseppe Verdi,"Salvadore Cammarano
				Leone Emanuele Bardare","Festival Theatre, Edinburgh",1996-11-21
4950,Trovatore,Giuseppe Verdi,"Salvadore Cammarano
				Leone Emanuele Bardare","Festival Theatre, Edinburgh",1996-11-23
4951,Cavalleria Rusticana,Pietro Mascagni,"Giovanni Targioni-Tozzetti
				Guido Menasci",Gardyne Theatre,1996-11-13
4952,Cavalleria Rusticana,Pietro Mascagni,"Giovanni Targioni-Tozzetti
				Guido Menasci",Gardyne Theatre,1996-11-14
4953,Cavalleria Rusticana,Pietro Mascagni,"Giovanni Targioni-Tozzetti
				Guido Menasci",Gardyne Theatre,1996-11-15
4954,Cavalleria Rusticana,Pietro Mascagni,"Giovanni Targioni-Tozzetti
				Guido Menasci",Gardyne Theatre,1996-11-16
4955,Pagliacci,Ruggero Leoncavallo,Ruggero Leoncavallo,Gardyne Theatre,1996-11-13
4956,Pagliacci,Ruggero Leoncavallo,Ruggero Leoncavallo,Gardyne Theatre,1996-11-14
4957,Pagliacci,Ruggero Leoncavallo,Ruggero Leoncavallo,Gardyne Theatre,1996-11-15
4958,Pagliacci,Ruggero Leoncavallo,Ruggero Leoncavallo,Gardyne Theatre,1996-11-16
4959,Trovatore,Giuseppe Verdi,"Salvadore Cammarano
				Leone Emanuele Bardare","Theatre Royal, Newcastle",1996-11-26
4960,Trovatore,Giuseppe Verdi,"Salvadore Cammarano
				Leone Emanuele Bardare","Theatre Royal, Newcastle",1996-11-30
4961,Inés de Castro,James MacMillan,John Clifford,"Theatre Royal, Newcastle",1996-11-28
4962,Pearl Fishers,Georges Bizet,"Eugène Cormon
				Michel Carré","Theatre Royal, Glasgow",1996-11-29
4963,Scottish Opera Collection,,,Caird Hall,1996-12-04
4964,Scottish Opera Collection,,,Albert Halls,1996-12-06
4965,Scottish Opera Collection,,,"Music Hall, Aberdeen",1996-12-10
4966,Scottish Opera Collection,,,"City Hall, Perth",1996-12-11
4967,Scottish Opera Collection,,,Loreburn Hall,1996-12-14
4968,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Theatre Royal, Glasgow",1996-01-15
4969,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Theatre Royal, Glasgow",1996-01-18
4970,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Festival Theatre, Edinburgh",1996-01-21
4971,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Festival Theatre, Edinburgh",1996-01-23
4972,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Festival Theatre, Edinburgh",1997-01-25
4973,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Theatre Royal, Glasgow",1997-01-28
4974,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Theatre Royal, Glasgow",1997-02-01
4975,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Theatre Royal, Glasgow",1997-02-13
4976,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Theatre Royal, Glasgow",1997-02-19
4977,Belshazzar,George Frideric Handel,Charles Jennens,Stevenson Hall,1997-02-06
4978,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","Theatre Royal, Glasgow",1997-02-12
4979,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","Theatre Royal, Glasgow",1997-02-14
4980,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","Theatre Royal, Glasgow",1997-02-15
4981,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","Theatre Royal, Glasgow",1997-02-18
4982,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","Theatre Royal, Glasgow",1997-02-20
4983,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","Theatre Royal, Glasgow",1997-02-22
4984,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","Festival Theatre, Edinburgh",1997-02-25
4985,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","Festival Theatre, Edinburgh",1997-02-27
