,Work,Theatre,City,country,date
3130,Let's Make an Opera,Palace Theatre,Sydney,NSW,1951-09-07
3131,Rigoletto,Princess Theatre,Melbourne,VIC,1951-05-01
3132,The Barber of Seville,Princess Theatre,Melbourne,VIC,1951-02-01
3133,Let's Make an Opera,Sydney,Sydney,NSW,1951-01-01
3134,Scenes from Grand Opera,Tivoli Theatre,Adelaide,SA,1950-11-29
3135,La Boheme,National Theatre,Launceston,TAS,1950-11-18
3136,Erna Berger,Broken Hill Town Hall,Broken Hill,NSW,1950-07-04
3137,Madam Butterfly,Theatre Royal,Hobart,TAS,1950-04-26
3138,Varsity Revue 'Keep it Clean',Tivoli Theatre,Adelaide,SA,1949-12-20
3139,Tannhauser,Princess Theatre,Melbourne,VIC,1949-11-22
3140,Cosi Fan Tutte,Elder Conservatorium of Music,Adelaide,SA,1949-11-19
3141,The Bartered Bride,National Theatre,Launceston,TAS,1949-11-19
3142,Don Pasquale,Princess Theatre,Melbourne,VIC,1949-11-19
3143,Eugene Onegin,Princess Theatre,Melbourne,VIC,1949-11-08
3144,Don Giovanni,Princess Theatre,Melbourne,VIC,1949-11-05
3145,Rigoletto,Theatre Royal,Adelaide,SA,1949-08-04
3146,Cavaleria Rusticana and Pagliacci,Theatre Royal,Adelaide,SA,1949-07-30
3147,Faust,Theatre Royal,Adelaide,SA,1949-07-28
3148,Madame Butterfly,Theatre Royal,Adelaide,SA,1949-07-25
3149,Carmen,Theatre Royal,Adelaide,SA,1949-07-16
3150,La Traviata,Princess Theatre,Melbourne,VIC,1949-06-04
3151,Fidelio,Princess Theatre,Melbourne,VIC,1949-05-01
3152,Tales of Hoffman,Princess Theatre,Melbourne,VIC,1949-04-28
3153,The Bartered Bride,Princess Theatre,Melbourne,VIC,1949-01-01
3154,Madam Butterfly,Princess Theatre,Melbourne,VIC,1949-01-01
3155,The Little Sweep,Australia,,[Unknown],1949-01-01
3156,Cosi Fan Tutte,Princess Theatre,Melbourne,VIC,1949-01-01
3157,Hugh the Drover,Princess Theatre,Melbourne,VIC,1949-01-01
3158,Carmen,National Theatre,Launceston,TAS,1948-11-27
3159,The Magic Flute,Princess Theatre,Melbourne,VIC,1948-11-18
3160,Carmen,Tivoli Theatre,Adelaide,SA,1948-08-19
3161,Rigoletto,Princess Theatre,Melbourne,VIC,1948-03-01
3162,Carmen,Princess Theatre,Melbourne,VIC,1948-01-01
3163,Faust,National Theatre,Launceston,TAS,1947-11-15
3164,Hansel and Gretel,The Hut,The University of Adelaide,SA,1947-05-12
3165,Carmen,National Theatre,St Kilda,VIC,1947-04-11
3166,The Maid of the Mountains,National Theatre,Launceston,TAS,1946-11-16
3167,The Marriage of Figaro,National Theatre,St Kilda,VIC,1946-05-01
3168,Barber of Seville / Cosi Fan Tutte,Tivoli Theatre,Adelaide,SA,1945-10-19
3169,The Chocolate Soldier,National Theatre,Launceston,TAS,1945-09-15
3170,The Marriage of Figaro,The Hut,The University of Adelaide,SA,1945-09-11
3171,Cosi Fan Tutte,Tivoli Theatre,Adelaide,SA,1945-05-31
3172,Der Freischutz,National Theatre,Launceston,TAS,1945-04-16
3173,Il Seraglio,National Theatre,Launceston,TAS,1944-07-22
3174,Hansel and Gretel (Fairy Tale Opera),National Theatre,Launceston,TAS,1943-12-04
3175,Jane Eyre,Minerva Theatre,Kings Cross,NSW,1943-11-11
3176,The Desert Song,Crystal Theatre,Broken Hill,NSW,1943-08-14
3177,Trial by Jury,Crystal Theatre,Broken Hill,NSW,1941-05-12
3178,The Gondoliers,Repertory Theatre,Adelaide,SA,1941-05-08
3179,Dido and Aeneas,University of Adelaide,Adelaide,SA,1940-08-22
3180,Faust ,Brisbane City Hall,Brisbane,QLD,1940-05-14
3181,The Gondoliers,Australia Hall,Adelaide,SA,1938-07-28
3182,Hinemoa,Adelaide Town Hall,Adelaide,SA,1936-11-15
3183,Pierrette / St George and the Dragon,The Playhouse,Melbourne,VIC,1931-09-24
3184,"Miss Amy Castles (The Australian Jenny Lind"")""",Albert Hall,Yarralumla,ACT,1930-07-31
3185,Dorothy Helmrich,New South Wales Conservatorium of Music,Sydney,NSW,1929-05-08
3186,Grand Opera in English,Albert Hall,Yarralumla,ACT,1929-02-25
3187,Don Pasquale,Theatre Royal,Adelaide,SA,1928-10-01
3188,Aida,Theatre Royal,Adelaide,SA,1928-09-24
3189,Turandot,Theatre Royal,Adelaide,SA,1928-09-17
3190,The Student Prince,His Majesty's Theatre,Brisbane,QLD,1928-04-30
3191,Don Pasquale,Theatre Royal,Adelaide,SA,1924-10-06
3192,Aida,Theatre Royal,Adelaide,SA,1924-10-04
3193,La Boheme,Theatre Royal,Adelaide,SA,1924-09-29
3194,Samson and Delilah,Theatre Royal,Adelaide,SA,1924-09-27
3195,The Barber of Seville,Theatre Royal,Adelaide,SA,1924-09-23
3196,Lucia di Lammermoor,Theatre Royal,Adelaide,SA,1924-09-20
3197,Grand Opera Season,Her Majesty's Theatre (1887-1933),Sydney,NSW,1924-06-21
3198,The Ugly Duckling,Theatre Royal,Adelaide,SA,1922-10-05
3199,Firefly,Her Majesty's Theatre (1887-1933),Sydney,NSW,1921-04-30
3200,Miss Hook of Holland,National Theatre,Launceston,TAS,1920-08-09
3201,Grand Opera Season,Theatre Royal (1875-1972),Sydney,NSW,1920-03-24
3202,"Tales of Hoffman, Il Trovatore, La Boheme and Madame Butterfly",Theatre Royal,Adelaide,SA,1919-10-04
3203,The Rajah of Shivapore,The Playhouse,Sydney,NSW,1917-12-15
3204,Gonsalez Italian Grand Opera,Grand Opera House (1916-1932),Sydney,NSW,1917-06-23
3205,Gonsalez Italian Grand Opera,Grand Opera House (1916-1932),Sydney,NSW,1916-08-28
3206,Ma Mie Rosette,Her Majesty's Theatre (1887-1933),Sydney,NSW,1916-08-12
3207,Gonsalez Italian Grand Opera,Princess Theatre,Melbourne,VIC,1916-06-01
3208,Ma Mie Rosette,Her Majesty's Theatre,Melbourne,VIC,1915-11-17
3209,Ma Mie Rosette,Her Majesty's Theatre,Melbourne,VIC,1915-09-18
3210,The Chocolate Soldier,Her Majesty's Theatre,Melbourne,VIC,1915-07-21
3211,The Chocolate Soldier,Her Majesty's Theatre (1887-1933),Sydney,NSW,1915-06-26
3212,Ma Mie Rosette,Her Majesty's Theatre (1887-1933),Sydney,NSW,1915-06-05
3213,A Quaker Courtship,Sydney Repertory Theatre (1913-1924),Sydney,NSW,1914-09-09
3214,Giovanni,Sydney Repertory Theatre (1913-1924),Sydney,NSW,1914-08-03
3216,Quinlan Grand Opera Company,Her Majesty's Theatre (1887-1933),Sydney,NSW,1913-10-11
3217,Manon Lescaut,Her Majesty's Theatre,Melbourne,VIC,1913-09-26
3218,Götterdämmerung,Her Majesty's Theatre,Melbourne,VIC,1913-08-29
3219,Louise,Her Majesty's Theatre,Melbourne,VIC,1913-08-28
3220,Siegfried,Her Majesty's Theatre,Melbourne,VIC,1913-08-25
3221,Die Walküre,Her Majesty's Theatre,Melbourne,VIC,1913-08-22
3222,Das Rheingold,Her Majesty's Theatre,Melbourne,VIC,1913-08-19
3223,Quinlan Grand Opera Company,Her Majesty's Theatre,Melbourne,VIC,1913-08-16
3224,Quinlan Grand Opera Company,Her Majesty's Theatre (1887-1933),Sydney,NSW,1912-07-13
3225,Tristan und Isolde,His Majesty's Theatre,Melbourne,VIC,1912-06-14
3226,La Fanciulla del West,Her Majesty's Theatre,Melbourne,VIC,1912-06-11
3227,Quinlan Grand Opera Company,Her Majesty's Theatre,Melbourne,VIC,1912-06-08
3228,The Tales of Hoffmann,Her Majesty's Theatre,Melbourne,VIC,1912-06-08
3229,Stella,Her Majesty's Theatre,Melbourne,VIC,1912-05-04
3230,Rosmersholm,St Patrick's Hall,Melbourne,VIC,1911-12-05
3231,La Tosca,Theatre Royal (1875-1972),Sydney,NSW,1911-10-11
3232,Samson et Dalila,Her Majesty's Theatre (1887-1933),Sydney,NSW,1911-09-05
3233,Tom Jones,Theatre Royal,Melbourne,VIC,1910-10-01
3234,Madama Butterfly,Theatre Royal (1875-1972),Sydney,NSW,1910-03-26
3235,The Lady Dandies,Her Majesty's Theatre,Melbourne,VIC,1909-11-20
3236,The French Maid,Princess Theatre,Melbourne,VIC,1909-11-20
3237,The Duchess of Dantzic,Her Majesty's Theatre (1887-1933),Sydney,NSW,1909-01-02
3238,The Lady Dandies,Her Majesty's Theatre (1887-1933),Sydney,NSW,1908-03-21
3239,Die Walkure,Princess Theatre,Melbourne,VIC,1907-05-04
3240,Hansel and Gretel,Princess Theatre,Melbourne,VIC,1907-04-06
3241,Romeo et Juliette,Princess Theatre,Melbourne,VIC,1907-04-02
3242,The Emperor,Palace Theatre,Sydney,NSW,1906-11-07
3243,"Blanche Arral, Prima Donna of Four Continents",Theatre Royal,Adelaide,SA,1906-11-03
3244,A Moorish Maid,Palace Theatre,Sydney,NSW,1906-04-28
3245,Veronique,Melbourne Town Hall,Melbourne,VIC,1905-11-11
3246,"The Coquette or, A Suicide Policy",Palace Theatre,Sydney,NSW,1905-08-28
3247,King Dodo,Criterion Theatre,Sydney,NSW,1905-06-10
3248,"Tapu or, A Tale of a Maori Pah",Her Majesty's Theatre (1887-1933),Sydney,NSW,1904-07-09
3249,Ma Mie Rosette,Her Majesty's Theatre,Melbourne,VIC,1904-03-16
3250,The Serenade,Princess Theatre,Melbourne,VIC,1903-07-18
3251,My Lady Molly,Her Majesty's Theatre,Melbourne,VIC,1903-05-09
3252,"The Emerald Isle or, The Caves of Carric-Cleena",Her Majesty's Theatre,Melbourne,VIC,1903-03-17
3254,The Fortune Teller,Theatre Royal (1875-1972),Sydney,NSW,1903-01-17
3255,Melba Australian Concert Tour: Second Concert,Adelaide Town Hall,Adelaide,SA,1902-11-15
3256,Melba Australian Concert Tour: First Concert,Adelaide Town Hall,Adelaide,SA,1902-11-12
3257,Fedora,Her Majesty's Theatre,Melbourne,VIC,1901-12-14
3258,Dorcas,Criterion Theatre,Sydney,NSW,1901-11-30
3259,Wang,Criterion Theatre,Sydney,NSW,1901-11-09
3260,Otello,Her Majesty's Theatre (1887-1933),Sydney,NSW,1901-09-07
3261,La Boheme,Her Majesty's Theatre,Melbourne,VIC,1901-07-13
3262,Il Trovatore,Theatre Royal (1875-1972),Sydney,NSW,1901-06-08
3263,Lucia di Lammermoor,Her Majesty's Theatre,Melbourne,VIC,1901-06-06
3264,The Flying Dutchman,Theatre Royal (1875-1972),Sydney,NSW,1901-06-02
3265,Aida,Her Majesty's Theatre,Melbourne,VIC,1901-06-01
3266,The Flying Dutchman,Theatre Royal (1875-1972),Sydney,NSW,1901-06-01
3267,Mignon,Theatre Royal (1875-1972),Sydney,NSW,1901-05-25
3268,Maritana,Theatre Royal (1875-1972),Sydney,NSW,1901-05-23
3269,Tannhauser,Theatre Royal (1875-1972),Sydney,NSW,1901-05-22
3270,Carmen,Theatre Royal (1875-1972),Sydney,NSW,1901-05-21
3271,Lohengrin,Theatre Royal (1875-1972),Sydney,NSW,1901-05-20
3272,Faust,Theatre Royal (1875-1972),Sydney,NSW,1901-05-18
3273,The Flying Dutchman,Princess Theatre,Melbourne,VIC,1901-04-29
3274,Maritana,Theatre Royal (1875-1972),Sydney,NSW,1901-01-22
3275,Tannhauser,Theatre Royal (1875-1972),Sydney,NSW,1901-01-14
3276,The Bohemian Girl,Theatre Royal (1875-1972),Sydney,NSW,1901-01-01
3277,Lohengrin,Theatre Royal (1875-1972),Sydney,NSW,1900-12-20
3278,Carmen,Theatre Royal (1875-1972),Sydney,NSW,1900-12-15
3279,Faust,Theatre Royal (1875-1972),Sydney,NSW,1900-12-04
3280,Il Trovatore,Theatre Royal (1875-1972),Sydney,NSW,1900-12-01
3281,The Scarlet Feather,Princess Theatre,Melbourne,VIC,1900-11-26
3282,The Rose of Persia,Her Majesty's Theatre (1887-1933),Sydney,NSW,1900-07-21
3283,Lady Dolly,Palace Theatre,Sydney,NSW,1900-03-31
3284,Little Christopher Columbus,Lyceum Theatre (1892-1918),Sydney,NSW,1899-11-04
3285,The Belle of New York,Princess Theatre,Melbourne,VIC,1899-04-01
3286,La Poupee,Her Majesty's Theatre (1887-1933),Sydney,NSW,1898-09-10
3287,Madame Albani,Exhibition Building,Adelaide,SA,1898-03-16
3288,Madame Albani,Melbourne Town Hall,Melbourne,VIC,1898-03-05
3289,Madame Albani,Sydney Town Hall,Sydney,NSW,1898-02-23
3290,A Royal Pardon,Theatre Royal,Coolgardie,WA,1897-05-15
3291,Club Life,Criterion Theatre,Sydney,NSW,1895-12-12
3292,Ma Mie Rosette,Princess Theatre,Melbourne,VIC,1894-06-16
3293,Maid Marian and Robin Hood,Princess Theatre,Melbourne,VIC,1894-06-16
3294,L'Amico Fritz,Theatre Royal,Adelaide,SA,1893-10-26
3295,Pagliacci / Turquoisette,Theatre Royal,Adelaide,SA,1893-10-23
3296,Immomeena,Theatre Royal,Adelaide,SA,1893-10-07
3297,Cavalleria Rusticana,Princess Theatre,Melbourne,VIC,1893-09-25
3298,I Pagliacci / Turquoisette,Princess Theatre,Melbourne,VIC,1893-09-09
3299,La Fille de Madame Angot,Victoria Theatre,Newcastle,NSW,1892-09-13
3300,Faust,Victoria Theatre,Newcastle,NSW,1892-08-26
3301,Martha,Victoria Theatre,Newcastle,NSW,1892-08-25
3302,Carmen,Victoria Theatre,Newcastle,NSW,1892-08-24
3303,Lucrezia Borgia,Victoria Theatre,Newcastle,NSW,1892-08-23
3304,Mignon,Victoria Theatre,Newcastle,NSW,1892-08-22
3305,Maritana,Victoria Theatre,Newcastle,NSW,1892-08-20
3306,Lucrezia Borgia,Victoria Theatre,Newcastle,NSW,1892-08-19
3307,The Bohemian Girl,Victoria Theatre,Newcastle,NSW,1892-08-18
3308,Il Trovatore,Victoria Theatre,Newcastle,NSW,1892-08-17
3309,Maritana,Victoria Theatre,Newcastle,NSW,1892-08-16
3310,Il Trovatore,Victoria Theatre,Newcastle,NSW,1892-08-15
3311,The Bohemian Girl,Victoria Theatre,Newcastle,NSW,1892-08-13
3312,Girofle-Girofla,Victoria Theatre,Newcastle,NSW,1892-05-28
3313,Falka,Victoria Theatre,Newcastle,NSW,1892-05-27
3314,Girofle-Girofla,Victoria Theatre,Newcastle,NSW,1892-05-25
3315,Les Cloches de Corneville,Victoria Theatre,Newcastle,NSW,1892-05-23
3316,La Cigale - The Grasshopper and the Ant,Princess Theatre,Melbourne,VIC,1892-02-12
3317,Patience,Victoria Theatre,Newcastle,NSW,1892-02-08
3318,The Mikado,Victoria Theatre,Newcastle,NSW,1892-02-06
3319,La Mascotte,Victoria Theatre,Newcastle,NSW,1892-02-04
3320,The Pirates of Penzance,Victoria Theatre,Newcastle,NSW,1892-02-02
3321,The Mikado,Victoria Theatre,Newcastle,NSW,1892-01-30
3322,The Merry Monarch,Princess Theatre,Melbourne,VIC,1891-12-26
3323,Les Cloches de Corneville,Victoria Theatre,Newcastle,NSW,1891-12-16
3324,Evangeline,Victoria Theatre,Newcastle,NSW,1891-09-12
3325,Der Arme Jonathan,Prince of Wales Opera House,Melbourne,VIC,1891-06-04
3326,The Old Guard,Princess Theatre,Melbourne,VIC,1891-04-11
3327,Marjorie,Princess Theatre,Melbourne,VIC,1890-12-20
3328,Paul Jones,Prince of Wales Opera House,Melbourne,VIC,1890-03-27
3329,"Sylvia or, The Marquis and the Maid",Theatre Royal,Adelaide,SA,1890-01-04
3330,The Sultan of Mocha,Alexandra Theatre,Melbourne,VIC,1889-11-09
3331,Moustique,Grand Opera House (1879-1894),Sydney,NSW,1889-07-02
3332,The Beggar Student,Grand Opera House (1879-1894),Sydney,NSW,1889-06-03
3333,Pepita,Princess Theatre,Melbourne,VIC,1889-02-09
3334,Il Guarany,Prince of Wales Opera House,Melbourne,VIC,1888-11-17
3335,"Muutchaka; or, The Last of His Tribe",Camperdown Mechanic's Hall,Camperdown,VIC,1888-05-23
3336,Dorothy,Theatre Royal (1875-1972),Sydney,NSW,1888-05-05
3337,Faust,Princess Theatre,Melbourne,VIC,1888-03-17
3338,Erminie,Theatre Royal (1875-1972),Sydney,NSW,1888-03-10
3339,Faust,Princess Theatre,Melbourne,VIC,1888-03-03
3340,Erminie,Princess Theatre,Melbourne,VIC,1887-12-26
3341,The Two Students,Alexandra Theatre,Melbourne,VIC,1887-12-24
3342,La Gioconda,Theatre Royal,Melbourne,VIC,1887-11-05
3343,The Capulets and Montagues,Theatre Royal,Melbourne,VIC,1887-10-25
3344,Dorothy,Princess Theatre,Melbourne,VIC,1887-08-20
3345,Dick,Prince of Wales Opera House,Melbourne,VIC,1887-08-06
3346,Babiole,Bijou Theatre,Melbourne,VIC,1887-07-19
3347,Federation,Camperdown Mechanic's Hall,Camperdown,VIC,1887-06-21
3348,Tsar and Carpenter,Alexandra Theatre,Melbourne,VIC,1887-05-16
3349,Belisario,Theatre Royal (1875-1972),Sydney,NSW,1887-04-01
3350,I Promessi Sposi,Alexandra Theatre,Melbourne,VIC,1887-02-10
3351,Roberto Devereux,Alexandra Theatre,Melbourne,VIC,1887-01-17
3352,Populaire,Government House Ballroom,Sydney,NSW,1886-12-07
3353,Nell Gwynne,Prince of Wales Opera House,Melbourne,VIC,1886-07-17
3354,Princess Toto,Prince of Wales Opera House,Melbourne,VIC,1886-06-12
3355,Falka,Prince of Wales Opera House,Melbourne,VIC,1886-04-24
3356,Isidora,Bijou Theatre,Melbourne,VIC,1885-07-07
3357,La Petite Mademoiselle,Theatre Royal,Melbourne,VIC,1885-04-04
3358,Don Checco,Old Masonic Hall,Sydney,NSW,1884-12-25
3359,Bobodil,Princess Theatre,Melbourne,VIC,1884-11-22
3360,Estrella,Theatre Royal (1875-1972),Sydney,NSW,1884-09-27
3361,The Merry Duchess,Theatre Royal (1875-1972),Sydney,NSW,1884-08-23
3362,Paul et Virginie,Gaiety Theatre,Sydney,NSW,1884-01-28
3363,Rip Van Winkle,Prince of Wales Opera House,Melbourne,VIC,1884-01-01
3364,Les Manteaux Noirs,Grand Opera House (1879-1894),Sydney,NSW,1883-07-11
3365,Manola,Prince of Wales Opera House,Melbourne,VIC,1882-12-26
3366,The King's Dragoons,Prince of Wales Opera House,Melbourne,VIC,1882-11-18
3367,"Billee Taylor, or The Rewards of Virtue",Princess Theatre,Melbourne,VIC,1882-08-26
3368,Madame Favart,Prince of Wales Opera House,Melbourne,VIC,1881-12-05
3369,La Fille du Tambour-major,Prince of Wales Opera House,Melbourne,VIC,1881-11-19
3370,Madame Favart,Prince of Wales Opera House,Melbourne,VIC,1881-10-29
3371,La Fille du Tambour-major,Theatre Royal (1875-1972),Sydney,NSW,1881-10-10
3372,Madame Favart,Theatre Royal (1875-1972),Sydney,NSW,1881-09-17
3373,Olivette,Theatre Royal (1875-1972),Sydney,NSW,1881-08-13
3374,Mignon,Gaiety Theatre,Sydney,NSW,1881-07-25
3375,H.M.S. Pinafore,Prince of Wales Opera House,Melbourne,VIC,1881-07-02
3376,La Fille du Tambour-major,Theatre Royal (1875-1972),Sydney,NSW,1881-06-18
3377,La Fille du Tambour-major,Theatre Royal,Adelaide,SA,1881-05-02
3378,The Pirates of Penzance,Prince of Wales Opera House,Melbourne,VIC,1881-01-01
3379,La Fille du Tambour-major,Prince of Wales Opera House,Melbourne,VIC,1880-12-27
3380,Satanella,Theatre Royal (1875-1972),Sydney,NSW,1880-12-23
3381,The Chimes of Normandy,Theatre Royal (1875-1972),Sydney,NSW,1880-12-22
3382,Maritana,Theatre Royal (1875-1972),Sydney,NSW,1880-12-21
3383,Girofle-Girofla,Theatre Royal (1875-1972),Sydney,NSW,1880-12-20
3384,Carmen,Theatre Royal (1875-1972),Sydney,NSW,1880-12-14
3385,Les Diamants de la Couronne,Theatre Royal (1875-1972),Sydney,NSW,1880-12-06
3386,The Bohemian Girl,Theatre Royal (1875-1972),Sydney,NSW,1880-12-04
3387,Der Freischutz,Theatre Royal (1875-1972),Sydney,NSW,1880-12-02
3388,La Fille de Madame Angot,Theatre Royal (1875-1972),Sydney,NSW,1880-12-01
3390,Maritana,Theatre Royal (1875-1972),Sydney,NSW,1880-11-29
3391,The Rose of Castile,Theatre Royal (1875-1972),Sydney,NSW,1880-11-27
3392,World of Wonders: Selections from Various Operas; Sweethearts,St George's Hall,Perth,WA,1880-06-10
3393,The Royal Middy,Prince of Wales Opera House,Melbourne,VIC,1880-03-27
3394,The Enchanted Cat,Grand Opera House (1879-1894),Sydney,NSW,1879-09-06
3395,The Little Duke,Academy of Music,Melbourne,VIC,1879-08-09
3396,The Sorcerer,Academy of Music,Melbourne,VIC,1879-07-28
3397,Carmen,Prince of Wales Opera House,Melbourne,VIC,1879-05-14
3398,The Chimes of Normandy,Academy of Music,Melbourne,VIC,1878-11-23
3400,La Forza del Destino (The Force of Destiny),Prince of Wales Opera House,Melbourne,VIC,1878-06-10
3401,Die Shone Galathee,Queen's Theatre,Sydney,NSW,1878-03-02
3402,The Merry Wives of Windsor,Theatre Royal,Melbourne,VIC,1877-10-06
3403,Poulet and Poulette,Theatre Royal (1875-1972),Sydney,NSW,1877-10-06
3404,Aida,Theatre Royal,Melbourne,VIC,1877-09-06
3405,Lohengrin,Prince of Wales Opera House,Melbourne,VIC,1877-08-18
3406,Les Brigands,Prince of Wales Opera House,Melbourne,VIC,1877-07-07
3407,La Vestale,Theatre Royal (1875-1972),Sydney,NSW,1877-06-23
3408,The Hermit's Bell,St George's Hall,Melbourne,VIC,1877-06-09
3409,Madame l'Archiduc,Prince of Wales Opera House,Melbourne,VIC,1877-05-26
3410,Ruy Blas,Theatre Royal (1875-1972),Sydney,NSW,1876-12-09
3411,La Petite Mariee,Prince of Wales Opera House,Melbourne,VIC,1876-12-06
3412,Les Pres St Gervais,Prince of Wales Opera House,Melbourne,VIC,1876-07-10
3413,La Jolie Parfumeuse,Prince of Wales Opera House,Melbourne,VIC,1875-11-17
3414,Castle Grim,Prince of Wales Opera House,Melbourne,VIC,1875-06-11
3415,Anne Bolena,Royal Victoria Theatre,Sydney,NSW,1875-05-31
3416,Dinorah,Royal Victoria Theatre,Sydney,NSW,1875-05-21
3417,La Perichole,Prince of Wales Opera House,Melbourne,VIC,1875-05-01
3418,The Hundred Virgins,Prince of Wales Opera House,Melbourne,VIC,1875-02-27
3419,Le Petit Faust,Prince of Wales Opera House,Melbourne,VIC,1875-02-15
3420,The Waterman,Prince of Wales Opera House,Melbourne,VIC,1874-11-27
3421,L'Oeil Creve,Prince of Wales Opera House,Melbourne,VIC,1874-10-21
3422,La Fille de Madame Angot,Prince of Wales Opera House,Melbourne,VIC,1874-09-24
3423,Il Barraio di Preston,Prince of Wales Opera House,Melbourne,VIC,1874-09-04
3424,Chilperic,Prince of Wales Opera House,Melbourne,VIC,1874-07-25
3425,La Princess de Trebizonde,Prince of Wales Opera House,Melbourne,VIC,1874-06-22
3426,I Lombardi,Prince of Wales Opera House,Melbourne,VIC,1874-05-25
3427,La Juive,Prince of Wales Opera House,Melbourne,VIC,1874-04-15
3428,"Nemesis, or Not Wisely But Too Well",Prince of Wales Opera House,Melbourne,VIC,1874-02-02
3429,Poliuto,Royal Victoria Theatre,Sydney,NSW,1873-10-22
3430,Genevieve de Brabant,Prince of Wales Opera House,Melbourne,VIC,1873-09-11
3431,Bonsoir Voisin,Prince of Wales Opera House,Melbourne,VIC,1873-06-16
3432,Mosè in Egitto,Prince of Wales Opera House,Melbourne,VIC,1873-05-06
3433,L'Ebreo,Prince of Wales Opera House,Melbourne,VIC,1873-03-13
3434,Barbe Bleue,Princess Theatre,Melbourne,VIC,1872-04-23
3435,Orphee aux Enfers,Princess Theatre,Melbourne,VIC,1872-03-30
3436,Il Matrimonio Segreto,Prince of Wales Theatre (1863-1872),Sydney,NSW,1871-09-21
3437,The Rose of Auvergne,Princess Theatre,Melbourne,VIC,1871-08-30
3438,"The Cobbler and the Fairy Godmother or, Death and the Doctor",Princess Theatre,Melbourne,VIC,1871-08-11
3439,"Pipele, or The Porter of Paris",Princess Theatre,Melbourne,VIC,1871-07-18
3440,Saffo,Princess Theatre,Melbourne,VIC,1871-07-12
3441,La Grande-Duchesse de Gerolstein,Princess Theatre,Melbourne,VIC,1871-02-27
3442,Ione,Theatre Royal,Melbourne,VIC,1870-08-01
3443,The Sicilian Vespers,Prince of Wales Theatre (1863-1872),Sydney,NSW,1870-05-12
3444,I Puritani,Prince of Wales Theatre (1863-1872),Sydney,NSW,1869-07-06
3445,Wilton Variety Troupe,School of Arts Assembly Room,Raymond Terrace,NSW,1869-03-06
3446,Grand Operatic Concerts,City Hall,Newcastle,NSW,1868-08-24
3447,Music for the Million!,Assembly Rooms,Newcastle,NSW,1868-02-22
3448,The Two Foscari,Haymarket Theatre,Melbourne,VIC,1868-02-13
3449,William Tell,Theatre Royal,Melbourne,VIC,1867-12-09
3450,Lurline,Royal Victoria Theatre,Adelaide,SA,1867-10-28
3451,Roberto Il Diavolo,Theatre Royal,Melbourne,VIC,1866-11-09
3452,L'Africaine,Prince of Wales Theatre (1863-1872),Sydney,NSW,1866-05-21
3453,Semiramide,Theatre Royal,Melbourne,VIC,1866-01-22
