,work,composer,date
2596,Die Entführung aus dem Serail,Wolfgang A. Mozart,1955-08-21
2597,Die Entführung aus dem Serail,Wolfgang A. Mozart,1955-08-28
2598,Palestrina,Hans Pfitzner,1955-08-01
2599,Palestrina,Hans Pfitzner,1955-08-09
2600,Palestrina,Hans Pfitzner,1955-08-19
2601,Palestrina,Hans Pfitzner,1955-08-25
2602,Scenic Oratorios – La Danse des Morts,,1955-08-11
2603,Scenic Oratorios – La Danse des Morts,,1955-08-15
2604,Scenic Oratorios – La Danse des Morts,,1955-08-21
2605,Scenic Oratorios – La Danse des Morts,,1955-08-28
2606,Die Zauberflöte,Wolfgang A. Mozart,1955-07-25
2607,Die Zauberflöte,Wolfgang A. Mozart,1955-08-02
2608,Die Zauberflöte,Wolfgang A. Mozart,1955-08-08
2609,Die Zauberflöte,Wolfgang A. Mozart,1955-08-16
2610,Die Zauberflöte,Wolfgang A. Mozart,1955-08-26
2611,Scenic Oratorios – Persephone,,1955-08-11
2612,Scenic Oratorios – Persephone,,1955-08-15
2613,Scenic Oratorios – Persephone,,1955-08-21
2614,Scenic Oratorios – Persephone,,1955-08-28
2615,Irische Legende,Werner Egk,1955-08-17
2616,Irische Legende,Werner Egk,1955-08-20
2617,Irische Legende,Werner Egk,1955-08-23
2618,Irische Legende,Werner Egk,1955-08-27
2619,Don Giovanni,Wolfgang A. Mozart,1954-08-03
2620,Don Giovanni,Wolfgang A. Mozart,1954-08-06
2621,Don Giovanni,Wolfgang A. Mozart,1954-08-10
2622,Don Giovanni,Wolfgang A. Mozart,1954-08-13
2623,Don Giovanni,Wolfgang A. Mozart,1954-08-18
2624,Penelope,Rolf Liebermann,1954-08-17
2625,Penelope,Rolf Liebermann,1954-08-20
2626,Penelope,Rolf Liebermann,1954-08-23
2627,Penelope,Rolf Liebermann,1954-08-27
2628,Ariadne auf Naxos,Richard Strauss,1954-08-07
2629,Ariadne auf Naxos,Richard Strauss,1954-08-11
2630,Ariadne auf Naxos,Richard Strauss,1954-08-14
2631,Ariadne auf Naxos,Richard Strauss,1954-08-19
2632,Ariadne auf Naxos,Richard Strauss,1954-08-24
2633,Der Freischütz,Carl Maria von Weber,1954-07-26
2634,Der Freischütz,Carl Maria von Weber,1954-07-30
2635,Der Freischütz,Carl Maria von Weber,1954-08-05
2636,Der Freischütz,Carl Maria von Weber,1954-08-16
2637,Der Freischütz,Carl Maria von Weber,1954-08-28
2638,Ballet Evening – Salzburger Divertimento,,1954-08-12
2639,Ballet Evening – Salzburger Divertimento,,1954-08-15
2640,Ballet Evening – Salzburger Divertimento,,1954-08-22
2641,Ballet Evening – Salzburger Divertimento,,2017-08-29
2642,Così fan tutte,Wolfgang A. Mozart,1954-07-29
2643,Così fan tutte,Wolfgang A. Mozart,1954-08-02
2644,Così fan tutte,Wolfgang A. Mozart,1954-08-08
2645,Così fan tutte,Wolfgang A. Mozart,1954-08-15
2646,Così fan tutte,Wolfgang A. Mozart,1954-08-22
2647,Der Prozess,Gottfried von Einem,1953-08-17
2648,Der Prozess,Gottfried von Einem,1953-08-22
2649,Der Prozess,Gottfried von Einem,1953-08-24
2650,Der Prozess,Gottfried von Einem,1953-08-27
2651,Le nozze di Figaro,Wolfgang A. Mozart,1953-08-07
2652,Le nozze di Figaro,Wolfgang A. Mozart,1953-08-11
2653,Le nozze di Figaro,Wolfgang A. Mozart,1953-08-14
2654,Le nozze di Figaro,Wolfgang A. Mozart,1953-08-29
2655,Così fan tutte,Wolfgang A. Mozart,1953-07-31
2656,Così fan tutte,Wolfgang A. Mozart,1953-08-04
2657,Così fan tutte,Wolfgang A. Mozart,1953-08-09
2658,Così fan tutte,Wolfgang A. Mozart,1953-08-15
2659,Così fan tutte,Wolfgang A. Mozart,1953-08-23
2660,Der Rosenkavalier,Richard Strauss,1953-07-28
2661,Der Rosenkavalier,Richard Strauss,1953-08-06
2662,Der Rosenkavalier,Richard Strauss,1953-08-10
2663,Der Rosenkavalier,Richard Strauss,1953-08-13
2664,Der Rosenkavalier,Richard Strauss,1953-08-21
2665,Der Rosenkavalier,Richard Strauss,1953-08-25
2666,Don Giovanni,Wolfgang A. Mozart,1953-07-27
2667,Don Giovanni,Wolfgang A. Mozart,1953-08-03
2668,Don Giovanni,Wolfgang A. Mozart,1953-08-08
2669,Don Giovanni,Wolfgang A. Mozart,1953-08-18
2670,Don Giovanni,Wolfgang A. Mozart,1953-08-28
2671,Die Liebe der Danae,Richard Strauss,1952-08-14
2672,Die Liebe der Danae,Richard Strauss,1952-08-19
2673,Die Liebe der Danae,Richard Strauss,1952-08-25
2674,Die Liebe der Danae,Richard Strauss,1952-08-30
2675,Die Zauberflöte,Wolfgang A. Mozart,1952-07-31
2676,Die Zauberflöte,Wolfgang A. Mozart,1952-08-07
2677,Die Zauberflöte,Wolfgang A. Mozart,1952-08-18
2678,Die Zauberflöte,Wolfgang A. Mozart,1952-08-26
2679,Don Pasquale,Gaetano Donizetti,1952-08-03
2680,Don Pasquale,Gaetano Donizetti,1952-08-06
2681,Don Pasquale,Gaetano Donizetti,1952-08-12
2682,Don Pasquale,Gaetano Donizetti,1952-08-15
2683,Don Pasquale,Gaetano Donizetti,1952-08-24
2684,Le nozze di Figaro,Wolfgang A. Mozart,1952-07-26
2685,Le nozze di Figaro,Wolfgang A. Mozart,1952-08-02
2686,Le nozze di Figaro,Wolfgang A. Mozart,1952-08-08
2687,Le nozze di Figaro,Wolfgang A. Mozart,1952-08-23
2688,Le nozze di Figaro,Wolfgang A. Mozart,1952-08-29
2689,Otello,Giuseppe Verdi,1952-07-29
2690,Otello,Giuseppe Verdi,1952-08-04
2691,Otello,Giuseppe Verdi,1952-08-16
2692,Otello,Giuseppe Verdi,1952-08-22
2693,Otello,Giuseppe Verdi,1952-08-28
2694,Otello,Giuseppe Verdi,1951-08-07
2695,Otello,Giuseppe Verdi,1951-08-11
2696,Otello,Giuseppe Verdi,1951-08-18
2697,Otello,Giuseppe Verdi,1951-08-21
2698,Otello,Giuseppe Verdi,1951-08-30
2699,Idomeneo,Wolfgang A. Mozart,1951-07-27
2700,Idomeneo,Wolfgang A. Mozart,1951-08-04
2701,Idomeneo,Wolfgang A. Mozart,1951-08-09
2702,Idomeneo,Wolfgang A. Mozart,1951-08-14
2703,Idomeneo,Wolfgang A. Mozart,1951-08-25
2704,Wozzeck,Alban Berg,1951-08-16
2705,Wozzeck,Alban Berg,1951-08-20
2706,Wozzeck,Alban Berg,1951-08-24
2707,Wozzeck,Alban Berg,1951-08-27
2708,Die Zauberflöte,Wolfgang A. Mozart,1951-08-01
2709,Die Zauberflöte,Wolfgang A. Mozart,1951-08-06
2710,Die Zauberflöte,Wolfgang A. Mozart,1951-08-10
2711,Die Zauberflöte,Wolfgang A. Mozart,1951-08-17
2712,Die Zauberflöte,Wolfgang A. Mozart,1951-08-29
2713,Capriccio,Richard Strauss,1950-08-12
2714,Capriccio,Richard Strauss,1950-08-19
2715,Capriccio,Richard Strauss,1950-08-26
2716,Capriccio,Richard Strauss,1950-08-30
2717,Die Zauberflöte,Wolfgang A. Mozart,1950-07-29
2718,Die Zauberflöte,Wolfgang A. Mozart,1950-08-03
2719,Die Zauberflöte,Wolfgang A. Mozart,1950-08-16
2720,Die Zauberflöte,Wolfgang A. Mozart,1950-08-21
2721,Romeo and Juliet,Boris Blacher,1950-08-09
2722,Romeo and Juliet,Boris Blacher,1950-08-15
2723,Romeo and Juliet,Boris Blacher,1950-08-25
2724,Romeo and Juliet,Boris Blacher,1950-08-28
2725,The Rape of Lucretia,Benjamin Britten,1950-08-09
2726,The Rape of Lucretia,Benjamin Britten,1950-08-15
2727,The Rape of Lucretia,Benjamin Britten,1950-08-25
2728,The Rape of Lucretia,Benjamin Britten,1950-08-28
2729,Don Giovanni,Wolfgang A. Mozart,1950-07-27
2730,Don Giovanni,Wolfgang A. Mozart,1950-07-31
2731,Don Giovanni,Wolfgang A. Mozart,1950-08-04
2732,Don Giovanni,Wolfgang A. Mozart,1950-08-18
2733,Don Giovanni,Wolfgang A. Mozart,1950-08-29
2734,Fidelio,Ludwig v. Beethoven,1950-08-05
2735,Fidelio,Ludwig v. Beethoven,1950-08-11
2736,Fidelio,Ludwig v. Beethoven,1950-08-14
2737,Fidelio,Ludwig v. Beethoven,1950-08-17
2738,Fidelio,Ludwig v. Beethoven,1950-08-22
2739,Die Zauberflöte,Wolfgang A. Mozart,1949-07-27
2740,Die Zauberflöte,Wolfgang A. Mozart,1949-08-05
2741,Die Zauberflöte,Wolfgang A. Mozart,1949-08-11
2742,Die Zauberflöte,Wolfgang A. Mozart,1949-08-19
2743,Fidelio,Ludwig v. Beethoven,1949-07-30
2744,Fidelio,Ludwig v. Beethoven,1949-08-03
2745,Fidelio,Ludwig v. Beethoven,1949-08-08
2746,Fidelio,Ludwig v. Beethoven,1949-08-16
2747,Fidelio,Ludwig v. Beethoven,1949-08-20
2748,La Clemenza di Tito,Wolfgang A. Mozart,1949-08-10
2749,La Clemenza di Tito,Wolfgang A. Mozart,1949-08-15
2750,La Clemenza di Tito,Wolfgang A. Mozart,1949-08-26
2751,La Clemenza di Tito,Wolfgang A. Mozart,1949-08-28
2752,Orfeo ed Euridice,Christoph Willibald Gluck,1949-08-02
2753,Orfeo ed Euridice,Christoph Willibald Gluck,1949-08-06
2754,Orfeo ed Euridice,Christoph Willibald Gluck,1949-08-13
2755,Orfeo ed Euridice,Christoph Willibald Gluck,1949-08-23
2756,Der Rosenkavalier,Richard Strauss,1949-08-12
2757,Der Rosenkavalier,Richard Strauss,1949-08-18
2758,Der Rosenkavalier,Richard Strauss,1949-08-25
2759,Der Rosenkavalier,Richard Strauss,1949-08-29
2760,Antigonae,Carl Orff,1949-08-09
2761,Antigonae,Carl Orff,1949-08-17
2762,Antigonae,Carl Orff,1949-08-22
2763,Antigonae,Carl Orff,1949-08-27
2764,Le vin herbé,Frank Martin,1948-08-15
2765,Le vin herbé,Frank Martin,1948-08-20
2766,Le vin herbé,Frank Martin,1948-08-24
2767,Le vin herbé,Frank Martin,1948-08-28
2768,Orfeo ed Euridice,Christoph Willibald Gluck,1948-07-28
2769,Orfeo ed Euridice,Christoph Willibald Gluck,1948-08-02
2770,Orfeo ed Euridice,Christoph Willibald Gluck,1948-08-07
2771,Orfeo ed Euridice,Christoph Willibald Gluck,1948-08-10
2772,Orfeo ed Euridice,Christoph Willibald Gluck,1948-08-13
2773,Orfeo ed Euridice,Christoph Willibald Gluck,1948-08-16
2774,Die Entführung aus dem Serail,Wolfgang A. Mozart,1948-08-01
2775,Die Entführung aus dem Serail,Wolfgang A. Mozart,1948-08-09
2776,Die Entführung aus dem Serail,Wolfgang A. Mozart,1948-08-19
2777,Die Entführung aus dem Serail,Wolfgang A. Mozart,1948-08-26
2778,Le nozze di Figaro,Wolfgang A. Mozart,1948-08-11
2779,Le nozze di Figaro,Wolfgang A. Mozart,1948-08-14
2780,Le nozze di Figaro,Wolfgang A. Mozart,1948-08-17
2781,Le nozze di Figaro,Wolfgang A. Mozart,1948-08-21
2782,Le nozze di Figaro,Wolfgang A. Mozart,1948-08-27
2783,Fidelio,Ludwig v. Beethoven,1948-07-31
2784,Fidelio,Ludwig v. Beethoven,1948-08-03
2785,Fidelio,Ludwig v. Beethoven,1948-08-06
2786,Arabella,Richard Strauss,1947-08-12
2787,Arabella,Richard Strauss,1947-08-18
2788,Arabella,Richard Strauss,1947-08-23
2789,Arabella,Richard Strauss,1947-08-29
2790,Le nozze di Figaro,Wolfgang A. Mozart,1947-07-28
2791,Le nozze di Figaro,Wolfgang A. Mozart,1947-08-04
2792,Le nozze di Figaro,Wolfgang A. Mozart,1947-08-16
2793,Le nozze di Figaro,Wolfgang A. Mozart,1947-08-25
2794,Dantons Tod,Gottfried von Einem,1947-08-06
2795,Dantons Tod,Gottfried von Einem,1947-08-09
2796,Dantons Tod,Gottfried von Einem,1947-08-14
2797,Dantons Tod,Gottfried von Einem,1947-08-22
2798,Dantons Tod,Gottfried von Einem,1947-08-28
2799,Cosí fan tutte,Wolfgang A. Mozart,1947-08-01
2800,Cosí fan tutte,Wolfgang A. Mozart,1947-08-08
2801,Cosí fan tutte,Wolfgang A. Mozart,1947-08-19
2802,Cosí fan tutte,Wolfgang A. Mozart,1947-08-26
2803,Don Giovanni,Wolfgang A. Mozart,1946-08-01
2804,Don Giovanni,Wolfgang A. Mozart,1946-08-08
2805,Don Giovanni,Wolfgang A. Mozart,1946-08-13
2806,Don Giovanni,Wolfgang A. Mozart,1946-08-20
2807,Don Giovanni,Wolfgang A. Mozart,1946-08-24
2808,Der Rosenkavalier,Richard Strauss,1946-08-06
2809,Der Rosenkavalier,Richard Strauss,1946-08-12
2810,Der Rosenkavalier,Richard Strauss,1946-08-17
2811,Der Rosenkavalier,Richard Strauss,1946-08-22
2812,Der Rosenkavalier,Richard Strauss,1946-08-24
2813,Der Rosenkavalier,Richard Strauss,1946-08-27
2814,Le nozze di Figaro,Wolfgang A. Mozart,1946-08-10
2815,Le nozze di Figaro,Wolfgang A. Mozart,1946-08-16
2816,Le nozze di Figaro,Wolfgang A. Mozart,1946-08-19
2817,Le nozze di Figaro,Wolfgang A. Mozart,1946-08-26
2818,Le nozze di Figaro,Wolfgang A. Mozart,1946-08-29
2819,Die Entführung aus dem Serail,Wolfgang A. Mozart,1945-08-15
2820,Die Entführung aus dem Serail,Wolfgang A. Mozart,1945-08-18
2821,Die Entführung aus dem Serail,Wolfgang A. Mozart,1945-08-22
2822,Die Entführung aus dem Serail,Wolfgang A. Mozart,1945-08-25
2823,Die Entführung aus dem Serail,Wolfgang A. Mozart,1945-08-28
2824,Die Entführung aus dem Serail,Wolfgang A. Mozart,1945-09-01
2825,Die Liebe der Danae,Richard Strauss,1944-08-16
2826,Arabella,Richard Strauss,1943-08-08
2827,Arabella,Richard Strauss,1943-08-12
2828,Arabella,Richard Strauss,1943-08-16
2829,Arabella,Richard Strauss,1943-08-19
2830,Arabella,Richard Strauss,1943-08-24
2831,Arabella,Richard Strauss,1943-08-27
2832,Die Zauberflöte,Wolfgang A. Mozart,1943-08-04
2833,Die Zauberflöte,Wolfgang A. Mozart,1943-08-10
2834,Die Zauberflöte,Wolfgang A. Mozart,1943-08-14
2835,Die Zauberflöte,Wolfgang A. Mozart,1943-08-18
2836,Die Zauberflöte,Wolfgang A. Mozart,1943-08-22
2837,Die Zauberflöte,Wolfgang A. Mozart,1943-08-29
2838,Le nozze di Figaro,Wolfgang A. Mozart,1942-08-05
2839,Le nozze di Figaro,Wolfgang A. Mozart,1942-08-10
2840,Le nozze di Figaro,Wolfgang A. Mozart,1942-08-16
2841,Le nozze di Figaro,Wolfgang A. Mozart,1942-08-22
2842,Le nozze di Figaro,Wolfgang A. Mozart,1942-08-25
2843,Le nozze di Figaro,Wolfgang A. Mozart,1942-08-30
2844,Arabella,Richard Strauss,1942-08-09
2845,Arabella,Richard Strauss,1942-08-12
2846,Arabella,Richard Strauss,1942-08-15
2847,Arabella,Richard Strauss,1942-08-18
2848,Arabella,Richard Strauss,1942-08-24
2849,Arabella,Richard Strauss,1942-08-28
2850,Le nozze di Figaro,Wolfgang A. Mozart,1941-08-06
2851,Le nozze di Figaro,Wolfgang A. Mozart,1941-08-12
2852,Le nozze di Figaro,Wolfgang A. Mozart,1941-08-17
2853,Le nozze di Figaro,Wolfgang A. Mozart,1941-08-24
2854,Der Rosenkavalier,Richard Strauss,1941-08-04
2855,Der Rosenkavalier,Richard Strauss,1941-08-10
2856,Der Rosenkavalier,Richard Strauss,1941-08-15
2857,Der Rosenkavalier,Richard Strauss,1941-08-21
2858,Ballet of the Salzburg Festival,,1941-08-14
2859,Ballet of the Salzburg Festival,,1941-08-17
2860,Ballet of the Salzburg Festival,,1941-08-23
2861,Die Zauberflöte,Wolfgang A. Mozart,1941-08-02
2862,Die Zauberflöte,Wolfgang A. Mozart,1941-08-09
2863,Die Zauberflöte,Wolfgang A. Mozart,1941-08-14
2864,Die Zauberflöte,Wolfgang A. Mozart,1941-08-19
2865,Don Giovanni,Wolfgang A. Mozart,1941-08-08
2866,Don Giovanni,Wolfgang A. Mozart,1941-08-13
2867,Don Giovanni,Wolfgang A. Mozart,1941-08-18
2868,Don Giovanni,Wolfgang A. Mozart,1941-08-22
2869,Die Entführung aus dem Serail,Wolfgang A. Mozart,1939-08-07
2870,Die Entführung aus dem Serail,Wolfgang A. Mozart,1939-08-14
2871,Die Entführung aus dem Serail,Wolfgang A. Mozart,1939-08-22
2872,Don Giovanni,Wolfgang A. Mozart,1939-08-09
2873,Don Giovanni,Wolfgang A. Mozart,1939-08-18
2874,Don Giovanni,Wolfgang A. Mozart,1939-08-27
2875,Der Rosenkavalier,Richard Strauss,1939-08-01
2876,Der Rosenkavalier,Richard Strauss,1939-08-08
2877,Der Rosenkavalier,Richard Strauss,1939-08-15
2878,Der Rosenkavalier,Richard Strauss,1939-08-24
2879,Der Rosenkavalier,Richard Strauss,1939-08-29
2880,Der Freischütz,Carl Maria von Weber,1939-08-03
2881,Der Freischütz,Carl Maria von Weber,1939-08-11
2882,Der Freischütz,Carl Maria von Weber,1939-08-19
2883,Der Freischütz,Carl Maria von Weber,1939-08-30
2884,Il barbiere di Siviglia,Gioachino Rossini,1939-08-16
2885,Il barbiere di Siviglia,Gioachino Rossini,1939-08-25
2886,Falstaff,Giuseppe Verdi,1939-08-05
2887,Falstaff,Giuseppe Verdi,1939-08-23
2888,Le nozze di Figaro,Wolfgang A. Mozart,1939-08-13
2889,Le nozze di Figaro,Wolfgang A. Mozart,1939-08-21
2890,Le nozze di Figaro,Wolfgang A. Mozart,1939-08-31
2891,Don Giovanni,Wolfgang A. Mozart,1938-07-25
2892,Don Giovanni,Wolfgang A. Mozart,1938-08-03
2893,Don Giovanni,Wolfgang A. Mozart,1938-08-15
2894,Don Giovanni,Wolfgang A. Mozart,1938-08-27
2895,Die Meistersinger von Nürnberg,Richard Wagner,1938-07-23
2896,Die Meistersinger von Nürnberg,Richard Wagner,1938-08-10
2897,Die Meistersinger von Nürnberg,Richard Wagner,1938-08-19
2898,Die Meistersinger von Nürnberg,Richard Wagner,1938-08-29
2899,Tannhäuser,Richard Wagner,1938-07-29
2900,Tannhäuser,Richard Wagner,1938-08-04
2901,Tannhäuser,Richard Wagner,1938-08-16
2902,Tannhäuser,Richard Wagner,1938-08-26
2903,Der Rosenkavalier,Richard Strauss,1938-07-26
2904,Der Rosenkavalier,Richard Strauss,1938-08-02
2905,Der Rosenkavalier,Richard Strauss,1938-08-12
2906,Der Rosenkavalier,Richard Strauss,1938-08-22
2907,Falstaff,Giuseppe Verdi,1938-08-06
2908,Falstaff,Giuseppe Verdi,1938-08-13
2909,Falstaff,Giuseppe Verdi,1938-08-18
2910,Falstaff,Giuseppe Verdi,1938-08-23
2911,Fidelio,Ludwig v. Beethoven,1938-07-30
2912,Fidelio,Ludwig v. Beethoven,1938-08-08
2913,Fidelio,Ludwig v. Beethoven,1938-08-20
2914,Fidelio,Ludwig v. Beethoven,1938-08-31
2915,Le nozze di Figaro,Wolfgang A. Mozart,1938-08-01
2916,Le nozze di Figaro,Wolfgang A. Mozart,1938-08-11
2917,Le nozze di Figaro,Wolfgang A. Mozart,1938-08-25
2918,Don Giovanni,Wolfgang A. Mozart,1937-08-02
2919,Don Giovanni,Wolfgang A. Mozart,1937-08-13
2920,Don Giovanni,Wolfgang A. Mozart,1937-08-28
2921,Die Meistersinger von Nürnberg,Richard Wagner,1937-08-05
2922,Die Meistersinger von Nürnberg,Richard Wagner,1937-08-12
2923,Die Meistersinger von Nürnberg,Richard Wagner,1937-08-20
2924,Orfeo ed Euridice,Christoph Willibald Gluck,1937-07-31
2925,Orfeo ed Euridice,Christoph Willibald Gluck,1937-08-14
2926,Falstaff,Giuseppe Verdi,1937-07-26
2927,Falstaff,Giuseppe Verdi,1937-08-09
2928,Falstaff,Giuseppe Verdi,1937-08-23
2929,Euryanthe,Carl Maria von Weber,1937-08-18
2930,Euryanthe,Carl Maria von Weber,1937-08-25
2931,Der Rosenkavalier,Richard Strauss,1937-07-27
2932,Der Rosenkavalier,Richard Strauss,1937-08-06
2933,Der Rosenkavalier,Richard Strauss,1937-08-24
2934,Le nozze di Figaro,Wolfgang A. Mozart,1937-08-11
2935,Le nozze di Figaro,Wolfgang A. Mozart,1937-08-19
2936,Le nozze di Figaro,Wolfgang A. Mozart,1937-08-30
2937,Die Zauberflöte,Wolfgang A. Mozart,1937-07-30
2938,Die Zauberflöte,Wolfgang A. Mozart,1937-08-07
2939,Die Zauberflöte,Wolfgang A. Mozart,1937-08-16
2940,Die Zauberflöte,Wolfgang A. Mozart,1937-08-31
2941,Elektra,Richard Strauss,1937-08-08
2942,Elektra,Richard Strauss,1937-08-22
2943,Fidelio,Ludwig v. Beethoven,1937-07-24
2944,Fidelio,Ludwig v. Beethoven,1937-08-26
2945,Fidelio,Ludwig v. Beethoven,1936-07-25
2946,Fidelio,Ludwig v. Beethoven,1936-08-05
2947,Fidelio,Ludwig v. Beethoven,1936-08-16
2948,Fidelio,Ludwig v. Beethoven,1936-08-31
2949,Così fan tutte,Wolfgang A. Mozart,1936-07-29
2950,Così fan tutte,Wolfgang A. Mozart,1936-08-25
2951,Die Meistersinger von Nürnberg,Richard Wagner,1936-08-08
2952,Die Meistersinger von Nürnberg,Richard Wagner,1936-08-14
2953,Die Meistersinger von Nürnberg,Richard Wagner,1936-08-18
2954,Die Meistersinger von Nürnberg,Richard Wagner,1936-08-22
2955,Tristan und Isolde,Richard Wagner,1936-08-27
2956,Orfeo ed Euridice,Christoph Willibald Gluck,1936-08-01
2957,Orfeo ed Euridice,Christoph Willibald Gluck,1936-08-17
2958,Le nozze di Figaro,Wolfgang A. Mozart,1936-07-27
2959,Le nozze di Figaro,Wolfgang A. Mozart,1936-08-29
2960,Falstaff,Giuseppe Verdi,1936-07-31
2961,Falstaff,Giuseppe Verdi,1936-08-10
2962,Falstaff,Giuseppe Verdi,1936-08-20
2963,Falstaff,Giuseppe Verdi,1936-08-26
2964,Don Giovanni,Wolfgang A. Mozart,1936-07-28
2965,Don Giovanni,Wolfgang A. Mozart,1936-08-04
2966,Don Giovanni,Wolfgang A. Mozart,1936-08-13
2967,Don Giovanni,Wolfgang A. Mozart,1936-08-24
2968,Der Corregidor,Hugo Wolf,1936-08-11
2969,Der Corregidor,Hugo Wolf,1936-08-21
2970,Die Entführung aus dem Serail,Wolfgang A. Mozart,1935-08-12
2971,Die Entführung aus dem Serail,Wolfgang A. Mozart,1935-08-21
2972,Die Entführung aus dem Serail,Wolfgang A. Mozart,1935-08-29
2973,Don Giovanni,Wolfgang A. Mozart,1935-08-01
2974,Don Giovanni,Wolfgang A. Mozart,1935-08-08
2975,Don Giovanni,Wolfgang A. Mozart,1935-08-15
2976,Don Giovanni,Wolfgang A. Mozart,1935-08-23
2977,Don Giovanni,Wolfgang A. Mozart,1935-08-28
2978,Così fan tutte,Wolfgang A. Mozart,1935-08-05
2979,Così fan tutte,Wolfgang A. Mozart,1935-08-19
2980,Le nozze di Figaro,Wolfgang A. Mozart,1935-08-13
2981,Le nozze di Figaro,Wolfgang A. Mozart,1935-08-30
2982,Tristan und Isolde,Richard Wagner,1935-07-27
2983,Fidelio,Ludwig v. Beethoven,1935-08-07
2984,Fidelio,Ludwig v. Beethoven,1935-08-14
2985,Fidelio,Ludwig v. Beethoven,1935-08-24
2986,Fidelio,Ludwig v. Beethoven,1935-08-31
2987,Falstaff,Giuseppe Verdi,1935-07-29
2988,Falstaff,Giuseppe Verdi,1935-08-03
2989,Falstaff,Giuseppe Verdi,1935-08-17
2990,Falstaff,Giuseppe Verdi,1935-08-26
2991,Der Rosenkavalier,Richard Strauss,1935-07-30
2992,Der Rosenkavalier,Richard Strauss,1935-08-09
2993,Der Rosenkavalier,Richard Strauss,1935-08-27
2994,Così fan tutte,Wolfgang A. Mozart,1934-08-28
2995,Die ägyptische Helena,Richard Strauss,1934-08-09
2996,Die Frau ohne Schatten,Richard Strauss,1934-08-20
2997,Der Rosenkavalier,Richard Strauss,1934-08-01
2998,Der Rosenkavalier,Richard Strauss,1934-08-18
2999,Der Rosenkavalier,Richard Strauss,1934-08-29
3000,Elektra,Richard Strauss,1934-08-17
3001,Le nozze di Figaro,Wolfgang A. Mozart,1934-08-03
3002,Fidelio,Ludwig v. Beethoven,1934-07-29
3003,Fidelio,Ludwig v. Beethoven,1934-07-28
3004,Fidelio,Ludwig v. Beethoven,1934-08-14
3005,Don Giovanni,Wolfgang A. Mozart,1934-08-04
3006,Don Giovanni,Wolfgang A. Mozart,1934-08-08
3007,Don Giovanni,Wolfgang A. Mozart,1934-08-16
3008,Don Giovanni,Wolfgang A. Mozart,1934-08-20
3009,Don Giovanni,Wolfgang A. Mozart,1934-08-25
3010,Tristan und Isolde,Richard Wagner,1934-07-30
3011,Tristan und Isolde,Richard Wagner,1934-08-24
3012,Tristan und Isolde,Richard Wagner,1934-08-31
3013,Oberon,Carl Maria von Weber,1934-08-13
3014,Oberon,Carl Maria von Weber,1934-08-22
3015,Die Frau ohne Schatten,Richard Strauss,1933-08-22
3016,Le nozze di Figaro,Wolfgang A. Mozart,1933-08-03
3017,Le nozze di Figaro,Wolfgang A. Mozart,1933-08-11
3018,Die Zauberflöte,Wolfgang A. Mozart,1933-08-12
3019,Die Zauberflöte,Wolfgang A. Mozart,1933-08-23
3020,Tristan und Isolde,Richard Wagner,1933-08-04
3021,Tristan und Isolde,Richard Wagner,1933-08-16
3022,Tristan und Isolde,Richard Wagner,1933-08-26
3023,Die ägyptische Helena,Richard Strauss,1933-08-14
3024,Die ägyptische Helena,Richard Strauss,1933-08-24
3025,Fidelio,Ludwig v. Beethoven,1933-07-29
3026,Oberon,Carl Maria von Weber,1933-08-09
3027,Oberon,Carl Maria von Weber,1933-08-19
3028,Oberon,Carl Maria von Weber,1933-08-28
3029,Der Rosenkavalier,Richard Strauss,1933-08-01
3030,Der Rosenkavalier,Richard Strauss,1933-08-10
3031,Der Rosenkavalier,Richard Strauss,1933-08-29
3032,Orfeo ed Euridice,Christoph Willibald Gluck,1933-07-31
3033,Orfeo ed Euridice,Christoph Willibald Gluck,1933-08-07
3034,Così fan tutte,Wolfgang A. Mozart,1933-08-05
3035,Così fan tutte,Wolfgang A. Mozart,1933-08-18
3036,Fidelio,Ludwig v. Beethoven,1932-08-24
3037,Fidelio,Ludwig v. Beethoven,1932-08-31
3038,Der Rosenkavalier,Richard Strauss,1932-07-30
3039,Der Rosenkavalier,Richard Strauss,1932-08-09
3040,Der Rosenkavalier,Richard Strauss,1932-08-22
3041,Der Rosenkavalier,Richard Strauss,1932-08-29
3042,Le nozze di Figaro,Wolfgang A. Mozart,1932-08-15
3043,Die Frau ohne Schatten,Richard Strauss,1932-08-19
3044,Die Frau ohne Schatten,Richard Strauss,1932-08-26
3045,Orfeo ed Euridice,Christoph Willibald Gluck,1932-08-02
3046,Orfeo ed Euridice,Christoph Willibald Gluck,1932-08-13
3047,Orfeo ed Euridice,Christoph Willibald Gluck,1932-08-23
3048,The last judgment,Felix Emmel,1932-08-08
3049,The last judgment,Felix Emmel,1932-08-17
3050,The magic flute,Wolfgang A. Mozart,1932-08-06
3051,The magic flute,Wolfgang A. Mozart,1932-08-16
3052,Così fan tutte,Wolfgang A. Mozart,1932-08-04
3053,Così fan tutte,Wolfgang A. Mozart,1932-08-30
3054,Oberon,Carl Maria von Weber,1932-08-12
3055,Oberon,Carl Maria von Weber,1932-08-20
3056,Oberon,Carl Maria von Weber,1932-08-27
3057,Die Entführung aus dem Serail,Wolfgang A. Mozart,1932-07-31
3058,Die Entführung aus dem Serail,Wolfgang A. Mozart,1932-08-07
3059,Die Entführung aus dem Serail,Wolfgang A. Mozart,1932-08-14
