,work,composer,date
2531,Dido and Aeneas,Henry Purcell,2013-02-12
2532,Dido and Aeneas,Henry Purcell,2014-05-09
2533,Dido and Aeneas,Henry Purcell,2014-05-10
2534,Dido and Aeneas,Henry Purcell,2014-05-11
2535,Dido and Aeneas,Henry Purcell,2014-05-13
2536,Die Frau ohne schatten,Richard Strauss,2011-03-31
2537,Die Frau ohne schatten,Richard Strauss,2011-04-02
2538,Le Dilettante d’Avignon,Fromental Halévy,1831-03-01
2539,Le Dilettante d’Avignon,Fromental Halévy,1831-03-04
2540,Le Dilettante d’Avignon,Fromental Halévy,1831-03-09
2541,Le Dilettante d’Avignon,Fromental Halévy,1831-04-18
2542,Le Dilettante d’Avignon,Fromental Halévy,1831-05-09
2543,Le Dilettante d’Avignon,Fromental Halévy,2014-04-18
2544,Le Dilettante d’Avignon,Fromental Halévy,2016-12-04
2545,Le Dilettante d’Avignon,Fromental Halévy,2017-03-09
2546,Le Dilettante d’Avignon,Fromental Halévy,2017-05-06
2547,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,1819-11-09
2548,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,1819-12-13
2549,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,1859-02-04
2550,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,1862-11-30
2551,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,1864-07-20
2552,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,1867-12-09
2553,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,1868-02-16
2554,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,1868-08-10
2555,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,1870-06-22
2556,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,1875-10-31
2557,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,1876-02-13
2558,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,1880-04-04
2559,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,1891-03-19
2560,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,1900-12-23
2561,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,1912-01-28
2562,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,1919-12-21
2563,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,1920-12-20
2564,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,1942-03-15
2565,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,1943-11-21
2566,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2006-10-20
2567,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2010-09-21
2568,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2010-09-28
2569,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2010-09-29
2570,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2010-09-30
2571,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2010-10-09
2572,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2010-10-10
2573,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2010-10-12
2574,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2010-10-13
2575,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2010-10-15
2576,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2010-10-24
2577,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2010-11-06
2578,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2011-09-17
2579,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2011-11-07
2580,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2011-11-18
2581,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2012-01-01
2582,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2012-01-24
2583,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2012-01-24
2584,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2012-01-24
2585,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2012-01-25
2586,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2012-01-26
2587,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2012-02-28
2588,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2012-02-29
2589,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2012-05-15
2590,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2012-05-17
2591,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2012-05-21
2592,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2012-06-13
2593,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2012-06-15
2594,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2012-06-18
2595,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2012-06-22
2596,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2012-06-24
2597,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2012-09-08
2598,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2012-10-23
2599,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2012-12-11
2600,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2012-12-11
2601,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2013-01-27
2602,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2013-02-03
2603,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2013-02-05
2604,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2013-02-08
2605,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2013-02-10
2606,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2013-03-15
2607,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2013-03-17
2608,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2013-03-19
2609,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2013-03-22
2610,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2013-03-24
2611,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2013-03-26
2612,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2013-03-28
2613,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2013-05-03
2614,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2013-06-06
2615,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2013-06-08
2616,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2013-06-10
2617,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2013-06-12
2618,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2013-06-14
2619,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2013-06-16
2620,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2013-07-06
2621,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2017-07-14
2622,"Il Dissoluto punito, ossia il Don Giovanni",Wolfgang Amadeus Mozart,2018-07-14
2623,Le Domino noir,Daniel-François-Esprit Auber,1852-04-22
2624,Le Domino noir,Daniel-François-Esprit Auber,1865-10-14
2625,Le Domino noir,Daniel-François-Esprit Auber,1866-10-26
2626,Le Domino noir,Daniel-François-Esprit Auber,1869-07-01
2627,Le Domino noir,Daniel-François-Esprit Auber,1869-07-24
2628,Le Domino noir,Daniel-François-Esprit Auber,1882-01-29
2629,Le Domino noir,Daniel-François-Esprit Auber,1882-11-13
2630,Le Domino noir,Daniel-François-Esprit Auber,1882-11-15
2631,Le Domino noir,Daniel-François-Esprit Auber,1882-11-19
2632,Le Domino noir,Daniel-François-Esprit Auber,1885-01-15
2633,Le Domino noir,Daniel-François-Esprit Auber,1885-01-18
2634,Le Domino noir,Daniel-François-Esprit Auber,1885-01-29
2635,Le Domino noir,Daniel-François-Esprit Auber,1885-03-08
2636,Le Domino noir,Daniel-François-Esprit Auber,1885-04-10
2637,Le Domino noir,Daniel-François-Esprit Auber,1885-04-28
2638,Le Domino noir,Daniel-François-Esprit Auber,1888-12-19
2639,Le Domino noir,Daniel-François-Esprit Auber,1888-12-21
2640,Le Domino noir,Daniel-François-Esprit Auber,1889-03-03
2641,Le Domino noir,Daniel-François-Esprit Auber,1898-01-28
2642,Le Domino noir,Daniel-François-Esprit Auber,1898-01-30
2643,Le Domino noir,Daniel-François-Esprit Auber,1898-02-06
2644,Le Domino noir,Daniel-François-Esprit Auber,1898-02-10
2645,Le Domino noir,Daniel-François-Esprit Auber,1898-03-27
2646,Le Domino noir,Daniel-François-Esprit Auber,1995-10-01
2647,Le Domino noir,Daniel-François-Esprit Auber,2016-12-04
2648,Le Domino noir,Daniel-François-Esprit Auber,2018-01-12
2649,Le Domino noir,Daniel-François-Esprit Auber,2018-01-13
2650,Le Domino noir,Daniel-François-Esprit Auber,2018-08-05
2651,Don Juan,Wolfgang Amadeus Mozart,1910-02-18
2652,Don Juan,Wolfgang Amadeus Mozart,1910-02-20
2653,Don Juan,Wolfgang Amadeus Mozart,1910-03-02
2654,Don Juan,Wolfgang Amadeus Mozart,1910-03-13
2655,Don Pasquale,Gaetano Donizetti,1864-08-24
2656,Don Pasquale,Gaetano Donizetti,1868-08-10
2657,Don Pasquale,Gaetano Donizetti,2011-03-11
2658,Don Pasquale,Gaetano Donizetti,2011-03-13
2659,Don Pasquale,Gaetano Donizetti,2011-03-15
2660,Don Pasquale,Gaetano Donizetti,2011-05-13
2661,Don Pasquale,Gaetano Donizetti,2011-05-15
2662,Don Pasquale,Gaetano Donizetti,2011-07-03
2663,Don Pasquale,Gaetano Donizetti,2011-07-05
2664,Don Pasquale,Gaetano Donizetti,2011-07-07
2665,Don Pasquale,Gaetano Donizetti,2011-10-28
2666,Don Pasquale,Gaetano Donizetti,2013-02-22
2667,Don Pasquale,Gaetano Donizetti,2013-04-19
2668,Don Pasquale,Gaetano Donizetti,2013-04-21
2669,Don Pasquale,Gaetano Donizetti,2013-04-23
2670,Don Pasquale,Gaetano Donizetti,2013-04-26
2671,Don Pasquale,Gaetano Donizetti,2013-04-28
2672,Don Pasquale,Gaetano Donizetti,2013-04-30
2673,Don Pasquale,Gaetano Donizetti,2013-05-30
2674,Don Pasquale,Gaetano Donizetti,2013-07-06
2675,Don Pasquale,Gaetano Donizetti,2014-03-14
2676,Don Pasquale,Gaetano Donizetti,2014-03-16
2677,Don Pasquale,Gaetano Donizetti,2014-03-18
2678,Don Pasquale,Gaetano Donizetti,2014-03-20
2679,Don Quichotte,Jules Massenet,1911-11-03
2680,Don Quichotte,Jules Massenet,1911-11-05
2681,Don Quichotte,Jules Massenet,1911-11-08
2682,Don Quichotte,Jules Massenet,1911-11-10
2683,Don Quichotte,Jules Massenet,1911-11-12
2684,Don Quichotte,Jules Massenet,1911-11-16
2685,Don Quichotte,Jules Massenet,1911-11-26
2686,Don Quichotte,Jules Massenet,1911-12-01
2687,Don Quichotte,Jules Massenet,1911-12-25
2688,Don Quichotte,Jules Massenet,1912-01-22
2689,L’Éclair,Fromental Halévy,1866-04-14
2690,L’Éclair,Fromental Halévy,1886-04-03
2691,L’Éclair,Fromental Halévy,1886-04-09
2692,L’Éclair,Fromental Halévy,1886-04-11
2693,"Edmond et Caroline, ou la Lettre et la réponse",Charles-Frédéric Kreubé,1819-10-25
2694,"Edmond et Caroline, ou la Lettre et la réponse",Charles-Frédéric Kreubé,1819-11-12
2695,"Edmond et Caroline, ou la Lettre et la réponse",Charles-Frédéric Kreubé,1825-12-31
2696,"Edmond et Caroline, ou la Lettre et la réponse",Charles-Frédéric Kreubé,1826-01-03
2697,"Edmond et Caroline, ou la Lettre et la réponse",Charles-Frédéric Kreubé,1826-01-24
2698,"Edmond et Caroline, ou la Lettre et la réponse",Charles-Frédéric Kreubé,1826-02-07
2699,"Edmond et Caroline, ou la Lettre et la réponse",Charles-Frédéric Kreubé,1826-02-18
2700,"Élisca, ou l’Habitante de Madagascar",André-Ernest-Modeste Grétry,1814-12-05
2701,"Élisca, ou l’Habitante de Madagascar",André-Ernest-Modeste Grétry,1815-03-01
2702,"Élisca, ou l’Habitante de Madagascar",André-Ernest-Modeste Grétry,1827-09-18
2703,"Élisca, ou l’Habitante de Madagascar",André-Ernest-Modeste Grétry,1827-12-11
2704,"Élisca, ou l’Amour maternel",André-Ernest-Modeste Grétry,1826-02-11
2705,"Élisca, ou l’Amour maternel",André-Ernest-Modeste Grétry,1827-10-09
2706,L’Elisir d’amore,Gaetano Donizetti,1860-11-14
2707,L’Elisir d’amore,Gaetano Donizetti,1864-08-24
2708,L’Elisir d’amore,Gaetano Donizetti,1866-08-07
2709,L’Elisir d’amore,Gaetano Donizetti,2011-01-12
2710,L’Elisir d’amore,Gaetano Donizetti,2011-01-15
2711,L’Elisir d’amore,Gaetano Donizetti,2011-01-18
2712,L’Elisir d’amore,Gaetano Donizetti,2011-01-20
2713,L’Elisir d’amore,Gaetano Donizetti,2011-01-23
2714,L’Elisir d’amore,Gaetano Donizetti,2011-01-25
2715,L’Elisir d’amore,Gaetano Donizetti,2011-01-27
2716,L’Elisir d’amore,Gaetano Donizetti,2011-03-15
2717,L’Elisir d’amore,Gaetano Donizetti,2011-03-18
2718,L’Elisir d’amore,Gaetano Donizetti,2011-03-20
2719,L’Elisir d’amore,Gaetano Donizetti,2011-03-22
2720,L’Elisir d’amore,Gaetano Donizetti,2011-03-24
2721,L’Elisir d’amore,Gaetano Donizetti,2011-05-09
2722,L’Elisir d’amore,Gaetano Donizetti,2011-05-11
2723,L’Elisir d’amore,Gaetano Donizetti,2011-05-20
2724,L’Elisir d’amore,Gaetano Donizetti,2011-05-22
2725,L’Elisir d’amore,Gaetano Donizetti,2011-05-26
2726,L’Elisir d’amore,Gaetano Donizetti,2011-05-28
2727,L’Elisir d’amore,Gaetano Donizetti,2011-05-31
2728,L’Elisir d’amore,Gaetano Donizetti,2011-10-28
2729,L’Elisir d’amore,Gaetano Donizetti,2011-11-04
2730,L’Elisir d’amore,Gaetano Donizetti,2011-11-06
2731,L’Elisir d’amore,Gaetano Donizetti,2012-05-04
2732,L’Elisir d’amore,Gaetano Donizetti,2012-07-03
2733,L’Elisir d’amore,Gaetano Donizetti,2012-07-04
2734,L’Elisir d’amore,Gaetano Donizetti,2012-07-06
2735,L’Elisir d’amore,Gaetano Donizetti,2012-07-07
2736,L’Elisir d’amore,Gaetano Donizetti,2012-09-01
2737,L’Elisir d’amore,Gaetano Donizetti,2012-11-08
2738,L’Elisir d’amore,Gaetano Donizetti,2012-11-09
2739,L’Elisir d’amore,Gaetano Donizetti,2012-11-11
2740,L’Elisir d’amore,Gaetano Donizetti,2012-11-16
2741,L’Elisir d’amore,Gaetano Donizetti,2012-11-17
2742,L’Elisir d’amore,Gaetano Donizetti,2012-11-23
2743,L’Elisir d’amore,Gaetano Donizetti,2012-11-25
2744,L’Elisir d’amore,Gaetano Donizetti,2012-11-27
2745,L’Elisir d’amore,Gaetano Donizetti,2012-12-18
2746,L’Elisir d’amore,Gaetano Donizetti,2013-02-25
2747,L’Elisir d’amore,Gaetano Donizetti,2013-03-18
2748,L’Elisir d’amore,Gaetano Donizetti,2013-03-19
2749,L’Elisir d’amore,Gaetano Donizetti,2013-05-31
2750,L’Elisir d’amore,Gaetano Donizetti,2013-07-06
2751,"Emma, ou la Promesse imprudente",Daniel-François-Esprit Auber,1821-12-13
2752,"Emma, ou la Promesse imprudente",Daniel-François-Esprit Auber,1821-12-17
2753,"Emma, ou la Promesse imprudente",Daniel-François-Esprit Auber,1821-12-21
2754,"Emma, ou la Promesse imprudente",Daniel-François-Esprit Auber,1822-01-04
2755,"Emma, ou la Promesse imprudente",Daniel-François-Esprit Auber,1822-02-04
2756,"Emma, ou la Promesse imprudente",Daniel-François-Esprit Auber,1822-02-17
2757,"Emma, ou la Promesse imprudente",Daniel-François-Esprit Auber,1822-02-26
2758,"Emma, ou la Promesse imprudente",Daniel-François-Esprit Auber,1823-02-25
2759,"Emma, ou la Promesse imprudente",Daniel-François-Esprit Auber,1823-12-25
2760,"Emma, ou la Promesse imprudente",Daniel-François-Esprit Auber,1825-07-14
2761,"Emma, ou la Promesse imprudente",Daniel-François-Esprit Auber,1825-07-19
2762,"Emma, ou la Promesse imprudente",Daniel-François-Esprit Auber,1825-08-14
2763,"Emma, ou la Promesse imprudente",Daniel-François-Esprit Auber,1825-10-06
2764,"Emma, ou la Promesse imprudente",Daniel-François-Esprit Auber,1825-12-01
2765,"Emma, ou la Promesse imprudente",Daniel-François-Esprit Auber,1825-12-17
2766,"Emma, ou la Promesse imprudente",Daniel-François-Esprit Auber,1826-01-15
2767,"Emma, ou la Promesse imprudente",Daniel-François-Esprit Auber,1826-02-09
2768,"Emma, ou la Promesse imprudente",Daniel-François-Esprit Auber,1826-02-23
2769,"Emma, ou la Promesse imprudente",Daniel-François-Esprit Auber,1826-02-23
2770,"Emma, ou la Promesse imprudente",Daniel-François-Esprit Auber,1826-02-26
2771,"Emma, ou la Promesse imprudente",Daniel-François-Esprit Auber,1827-09-10
2772,"Emma, ou la Promesse imprudente",Daniel-François-Esprit Auber,1827-09-16
2773,"Emma, ou la Promesse imprudente",Daniel-François-Esprit Auber,1827-12-21
2774,"Emma, ou la Promesse imprudente",Daniel-François-Esprit Auber,1830-11-23
2775,"Emma, ou la Promesse imprudente",Daniel-François-Esprit Auber,1831-03-25
2776,"L’Emprunt secret, ou le Prêteur sans le vouloir",Louis-Barthélémy Pradher,1814-04-20
2777,L’Enfant prodigue,Pierre Gaveaux,1817-05-25
2778,L’Enfant prodigue,Pierre Gaveaux,1817-06-04
2779,L’Enfant prodigue,Pierre Gaveaux,1817-10-23
2780,L’Enfant prodigue,Pierre Gaveaux,1821-01-04
2781,L’Enfant prodigue,Pierre Gaveaux,1821-02-21
2782,Esclarmonde,Jules Massenet,1893-12-13
2783,Esclarmonde,Jules Massenet,1893-12-20
2784,Esclarmonde,Jules Massenet,2012-06-08
2785,L’Étoile,Emmanuel Chabrier,2008-03-03
2786,L’Étoile,Emmanuel Chabrier,2010-01-01
2787,L’Étoile,Emmanuel Chabrier,2010-12-31
2788,L’Étoile,Emmanuel Chabrier,2011-01-02
2789,L’Étoile,Emmanuel Chabrier,2011-05-27
2790,L’Étoile,Emmanuel Chabrier,2012-12-28
2791,L’Étoile,Emmanuel Chabrier,2012-12-29
2792,L’Étoile,Emmanuel Chabrier,2012-12-30
2793,L’Étoile,Emmanuel Chabrier,2013-01-01
2794,L’Étoile,Emmanuel Chabrier,2013-01-03
2795,L’Étoile,Emmanuel Chabrier,2014-03-07
2796,L’Étoile,Emmanuel Chabrier,2014-03-08
2797,L’Étoile,Emmanuel Chabrier,2014-03-09
2798,L’Étoile,Emmanuel Chabrier,2014-03-29
2799,L’Étoile,Emmanuel Chabrier,2014-03-30
2800,L’Étoile,Emmanuel Chabrier,2017-05-12
2801,L’Étoile,Emmanuel Chabrier,2017-05-13
2802,L’Étoile,Emmanuel Chabrier,2017-05-14
2803,L’Étoile du Nord,Giacomo Meyerbeer,1854-03-17
2804,L’Étoile du Nord,Giacomo Meyerbeer,1864-08-24
2805,L’Étoile du Nord,Giacomo Meyerbeer,1865-12-16
2806,L’Étoile du Nord,Giacomo Meyerbeer,1868-07-11
2807,L’Étoile du Nord,Giacomo Meyerbeer,1868-08-11
2808,L’Étoile du Nord,Giacomo Meyerbeer,1868-08-29
2809,L’Étoile du Nord,Giacomo Meyerbeer,1868-09-21
2810,L’Étoile du Nord,Giacomo Meyerbeer,1868-10-02
2811,L’Étoile du Nord,Giacomo Meyerbeer,1872-11-17
2812,L’Étoile du Nord,Giacomo Meyerbeer,1872-12-22
2813,L’Étoile du Nord,Giacomo Meyerbeer,1873-10-26
2814,L’Étoile du Nord,Giacomo Meyerbeer,1875-01-10
2815,L’Étoile du Nord,Giacomo Meyerbeer,1875-12-26
2816,L’Étoile du Nord,Giacomo Meyerbeer,1877-01-21
2817,L’Étoile du Nord,Giacomo Meyerbeer,1877-10-21
2818,L’Étoile du Nord,Giacomo Meyerbeer,1880-11-14
2819,L’Étoile du Nord,Giacomo Meyerbeer,1881-12-11
2820,L’Étoile du Nord,Giacomo Meyerbeer,1882-08-11
2821,L’Étoile du Nord,Giacomo Meyerbeer,1883-01-07
2822,L’Étoile du Nord,Giacomo Meyerbeer,1886-02-25
2823,L’Étoile du Nord,Giacomo Meyerbeer,1886-03-02
2824,L’Étoile du Nord,Giacomo Meyerbeer,1886-03-05
2825,L’Étoile du Nord,Giacomo Meyerbeer,1886-03-09
2826,L’Étoile du Nord,Giacomo Meyerbeer,1886-03-18
2827,L’Étoile du Nord,Giacomo Meyerbeer,1886-03-21
2828,L’Étoile du Nord,Giacomo Meyerbeer,1886-03-29
2829,L’Étoile du Nord,Giacomo Meyerbeer,1886-04-08
2830,L’Étoile du Nord,Giacomo Meyerbeer,1886-04-20
2831,L’Étoile du Nord,Giacomo Meyerbeer,1895-02-07
2832,Falstaff,Giuseppe Verdi,2010-11-06
2833,Falstaff,Giuseppe Verdi,2011-03-13
2834,Falstaff,Giuseppe Verdi,2011-03-15
2835,Falstaff,Giuseppe Verdi,2011-03-18
2836,Falstaff,Giuseppe Verdi,2011-03-20
2837,Falstaff,Giuseppe Verdi,2011-03-22
2838,Falstaff,Giuseppe Verdi,2011-03-31
2839,Falstaff,Giuseppe Verdi,2011-04-03
2840,Falstaff,Giuseppe Verdi,2011-09-29
2841,Falstaff,Giuseppe Verdi,2011-10-02
2842,Falstaff,Giuseppe Verdi,2011-10-04
2843,Falstaff,Giuseppe Verdi,2012-03-25
2844,Falstaff,Giuseppe Verdi,2013-01-01
2845,Falstaff,Giuseppe Verdi,2013-07-06
2846,La Fanciulla del West,Giacomo Puccini,2011-09-16
2847,La Fanciulla del West,Giacomo Puccini,2011-09-17
2848,La Fanciulla del West,Giacomo Puccini,2011-09-18
2849,"Fanfan et Colas, ou les Frères de lait",Louis Jadin,1824-07-24
2850,Le Farfadet,Adolphe Adam,1859-11-22
2851,Le Farfadet,Adolphe Adam,1860-11-14
2852,Le Farfadet,Adolphe Adam,1861-05-01
2853,Le Farfadet,Adolphe Adam,1884-01-21
2854,Le Farfadet,Adolphe Adam,1884-01-26
2855,Le Farfadet,Adolphe Adam,1884-02-14
2856,Le Farfadet,Adolphe Adam,1887-10-19
2857,Le Farfadet,Adolphe Adam,1887-10-24
2858,Le Farfadet,Adolphe Adam,1887-10-30
2859,Le Farfadet,Adolphe Adam,1887-11-04
2860,Le Farfadet,Adolphe Adam,1888-01-08
2861,Le Farfadet,Adolphe Adam,1888-02-02
2862,Le Farfadet,Adolphe Adam,1889-12-05
2863,Le Farfadet,Adolphe Adam,1889-12-11
2864,Le Farfadet,Adolphe Adam,1889-12-13
2865,Le Farfadet,Adolphe Adam,1889-12-15
2866,Le Farfadet,Adolphe Adam,1889-12-21
2867,Le Farfadet,Adolphe Adam,1889-12-25
2868,Le Farfadet,Adolphe Adam,1890-01-01
2869,Le Farfadet,Adolphe Adam,1890-01-05
2870,Le Farfadet,Adolphe Adam,1890-01-29
2871,Le Farfadet,Adolphe Adam,1890-03-16
2872,Le Farfadet,Adolphe Adam,1890-04-28
2873,Le Farfadet,Adolphe Adam,1903-12-02
2874,Le Farfadet,Adolphe Adam,1903-12-04
2875,Le Farfadet,Adolphe Adam,1903-12-06
2876,Le Farfadet,Adolphe Adam,1903-12-13
2877,Le Farfadet,Adolphe Adam,1904-01-03
2878,Le Farfadet,Adolphe Adam,1904-01-17
2879,Le Farfadet,Adolphe Adam,2016-04-06
2880,Le Farfadet,Adolphe Adam,2016-04-14
2881,"La Fausse croisade, ou l’Habit de page",Jean-Frédéric-Auguste Lemière de Corvey,1819-12-05
2882,La Fausse magie,André-Ernest-Modeste Grétry,1777-12-12
2883,La Fausse magie,André-Ernest-Modeste Grétry,1778-01-09
2884,La Fausse magie,André-Ernest-Modeste Grétry,1778-02-09
2885,La Fausse magie,André-Ernest-Modeste Grétry,1778-03-03
2886,La Fausse magie,André-Ernest-Modeste Grétry,1778-04-08
2887,La Fausse magie,André-Ernest-Modeste Grétry,1778-06-15
2888,La Fausse magie,André-Ernest-Modeste Grétry,1778-07-22
2889,La Fausse magie,André-Ernest-Modeste Grétry,1815-03-08
2890,La Fausse magie,André-Ernest-Modeste Grétry,1816-04-25
2891,La Fausse magie,André-Ernest-Modeste Grétry,1816-07-23
2892,La Fausse magie,André-Ernest-Modeste Grétry,1816-12-31
2893,La Fausse magie,André-Ernest-Modeste Grétry,1817-06-09
2894,La Fausse magie,André-Ernest-Modeste Grétry,1817-11-19
2895,La Fausse magie,André-Ernest-Modeste Grétry,1818-04-17
2896,La Fausse magie,André-Ernest-Modeste Grétry,1818-06-19
2897,La Fausse magie,André-Ernest-Modeste Grétry,1818-07-22
2898,La Fausse magie,André-Ernest-Modeste Grétry,1818-09-19
2899,La Fausse magie,André-Ernest-Modeste Grétry,1818-10-21
2900,La Fausse magie,André-Ernest-Modeste Grétry,1818-11-12
2901,La Fausse magie,André-Ernest-Modeste Grétry,1818-12-22
2902,La Fausse magie,André-Ernest-Modeste Grétry,1819-01-14
2903,La Fausse magie,André-Ernest-Modeste Grétry,1819-02-16
2904,La Fausse magie,André-Ernest-Modeste Grétry,1819-03-23
2905,La Fausse magie,André-Ernest-Modeste Grétry,1819-06-28
2906,La Fausse magie,André-Ernest-Modeste Grétry,1819-07-28
2907,La Fausse magie,André-Ernest-Modeste Grétry,1819-08-26
2908,La Fausse magie,André-Ernest-Modeste Grétry,1820-04-12
2909,La Fausse magie,André-Ernest-Modeste Grétry,1820-08-24
2910,La Fausse magie,André-Ernest-Modeste Grétry,1820-09-19
2911,La Fausse magie,André-Ernest-Modeste Grétry,1821-01-05
2912,La Fausse magie,André-Ernest-Modeste Grétry,1821-02-20
2913,La Fausse magie,André-Ernest-Modeste Grétry,1821-06-25
2914,La Fausse magie,André-Ernest-Modeste Grétry,1821-10-09
2915,La Fausse magie,André-Ernest-Modeste Grétry,1822-01-19
2916,La Fausse magie,André-Ernest-Modeste Grétry,1822-05-15
2917,La Fausse magie,André-Ernest-Modeste Grétry,1822-06-07
2918,La Fausse magie,André-Ernest-Modeste Grétry,1823-08-14
