,country,city,composer,work,venue,dates,dates_url
14540,Spain,Madrid,Wagner,Der Fliegende Holländer,"Teatro Real, Madrid","17, 18, 20, 23, 26, 27, 29, 30 December 2016, 2, 3 January 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madfliege1216
14541,Spain,Valencia,Haydn,Philemon und Baucis,Palau de les Arts Reina Sofia,"8, 11, 12, 15 January 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=valphilem0117
14542,Spain,Las Palmas de Gran Canaria,Granados,Goyescas,Festival de Musica de Canarias,"14, 16 January 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=cangoyesc0117
14543,Spain,Barcelona,Massenet,Werther,Gran Teatre del Liceu,"15, 17, 18, 19, 23, 24, 25, 27, 28, 29, 31 January, 1, 3, 4 February 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcnwerthe0117
14544,Spain,Bilbao,Verdi,Stiffelio,Opera de la ABAO,"21, 24, 27, 30 January 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=blbstiffe0117
14545,Spain,Oviedo,Verdi,Rigoletto,Ópera de Oviedo,"26, 29 January, 1, 3, 4 February 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ovirigole0117
14546,Spain,Madrid,Britten,Billy Budd,"Teatro Real, Madrid","31 January, 3, 6, 9, 12, 15, 18, 22, 25, 28 February 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madbilly0117
14547,Spain,Valencia,Verdi,La Traviata,Palau de les Arts Reina Sofia,"9, 12, 15, 18, 21, 22, 23 February 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=valtravia0217
14548,Spain,Seville,Mozart,Die Zauberflöte,Teatro de la Maestranza,"12, 14, 16, 18 February 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=sevzauber0217
14549,Spain,Madrid,García-Tomás/Magrané,disPLACE,"Teatro Real, Madrid","17, 18, 19 February 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=maddispla0217
14550,Spain,Bilbao,Mozart,Don Giovanni,Opera de la ABAO,"18, 21, 24, 27 February 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=blbgiovan0217
14551,Spain,Madrid,Mendoza,La Ciudad de las Mentiras,"Teatro Real, Madrid","20, 21, 23, 24, 26 February 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madlaciud0217
14552,Spain,Barcelona,Francesconi,Quartett,Gran Teatre del Liceu,"22, 26, 27 February, 2, 3 March 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcnfraqua0217
14553,Spain,Barcelona,Vivaldi,Il Teuzzone,Gran Teatre del Liceu,"24, 25 February 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcnteuzzo0217
14554,Spain,Barcelona,Massenet,Thaïs,Gran Teatre del Liceu,"1, 4 March 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcnthais0317
14555,Spain,Madrid,Panisello,Le Malentendu,"Teatro Real, Madrid","20, 22, 23 March 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madlemale0317
14556,Spain,Barcelona,Verdi,Rigoletto,Gran Teatre del Liceu,"21, 22, 24, 25, 26, 28, 29, 30 March, 1, 2, 3, 5, 6 April 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcnrigole0317
14557,Spain,Madrid,Handel,Rodelinda,"Teatro Real, Madrid","24, 25, 26, 29, 30, 31 March, 1, 2, 5 April 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madrodeli0317
14558,Spain,Valencia,Donizetti,Lucrezia Borgia,Palau de les Arts Reina Sofia,"26, 29 March, 1, 5, 8 April 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vallucrez0317
14559,Spain,Madrid,Montsalvatge,El gato con botas,"Teatro Real, Madrid","31(m) March, 5(m) April 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madgatbot0417
14560,Spain,Madrid,Ginastera,Bomarzo,"Teatro Real, Madrid","24, 28 April, 2, 5, 7 May 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madbomarz0517
14561,Spain,Barcelona,Wagner,Der Fliegende Holländer,Gran Teatre del Liceu,"2, 6, 10, 14, 18, 22, 26, 28 May 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcnfliege0517
14562,Spain,Barcelona,Donizetti,La fille du régiment,Gran Teatre del Liceu,"16, 19, 21, 24, 27, 29 May 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcnfille0517
14563,Spain,Bilbao,Giordano,Andrea Chenier,Opera de la ABAO,"10, 23, 26, 29 May 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=blbandrea0517
14564,Spain,Valencia,Massenet,Werther,Palau de les Arts Reina Sofia,"20, 23, 26, 28, 31 May 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=valwerthe0517
14565,Spain,Madrid,Rimsky-Korsakov,Le coq d'or,"Teatro Real, Madrid","25, 28, 29, 31 May, 1, 3, 4, 5, 9 June 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madgolden0517
14566,Spain,Seville,Puccini,La bohème,Teatro de la Maestranza,"28, 31 May, 2, 5, 7, 10 June 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=sevboheme0517
14567,Spain,Valencia,Britten,The Turn of the Screw,Palau de les Arts Reina Sofia,"2, 4, 6, 10 June 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=valscrew0617
14568,Spain,Valencia,Hasse,Piramo e Tisbe,Palau de les Arts Reina Sofia,15 June 2017,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=valpiramo0617
14569,Spain,Barcelona,Mozart,Don Giovanni,Gran Teatre del Liceu,"19, 20, 21, 22, 26, 27, 28, 30 June, 1, 2 July 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcngiovan0617
14570,Spain,Valencia,Rossini,Tancredi,Palau de les Arts Reina Sofia,"23, 25, 27, 29 June, 1 July 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=valtancre0617
14571,Spain,Madrid,Puccini,Madama Butterfly,"Teatro Real, Madrid","27, 28, 30 June, 1, 3, 4, 6, 7, 9, 12, 13, 15, 16, 19, 20, 21 July 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madbutter0617
14572,Spain,Madrid,Verdi,Macbeth,"Teatro Real, Madrid","11, 14, 17 July 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madmacbet0717
14573,Spain,Barcelona,Verdi,Il Trovatore,Gran Teatre del Liceu,"17, 18, 20, 21, 23, 24, 26, 28, 29 July 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcntrovat0717
14574,Spain,Barcelona,Lehar,Die Lustige Witwe,Gran Teatre del Liceu,27 July 2017,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcnwidow0717
14575,Spain,Peralada,Puccini,Madama Butterfly,Festival Castell Peralada,"7, 9 August 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=fcpbutter0817
14576,Spain,Oviedo,Wagner,Siegfried,Ópera de Oviedo,"6, 9, 13, 16 September 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ovisiegfr0917
14577,Spain,Barcelona,Rossini,Il viaggio a Reims,Gran Teatre del Liceu,"13, 14, 15, 17, 18, 19, 20 September 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcnviaggi0917
14578,Spain,Madrid,Mozart,Lucio Silla,"Teatro Real, Madrid","13, 15, 16, 17, 18, 20, 21, 22, 23 September 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madlucio0917
14579,Spain,Oviedo,Verdi,Il Trovatore,Ópera de Oviedo,"5, 8, 11, 13, 14 October 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ovitrovat1017
14580,Spain,Barcelona,Verdi,Un Ballo in Maschera,Gran Teatre del Liceu,"7, 8, 10, 11, 15, 16, 18, 20, 21, 23, 24, 26, 28, 29 October 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcnballo1017
14581,Spain,Madrid,Bizet,Carmen,"Teatro Real, Madrid","11, 12, 14, 15, 18, 19, 21, 22, 24, 25, 27, 28, 30 October, 3, 4, 10, 14, 17 November 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madcarmen1017
14582,Spain,Valencia,Puccini,Madama Butterfly,Palau de les Arts Reina Sofia,"11, 14, 17, 20, 22 October 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=valbutter1017
14583,Spain,Bilbao,Verdi,I Masnadieri,Opera de la ABAO,"21, 24, 27, 30 October 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=blbmasnad1017
14584,Spain,Seville,Beethoven,Fidelio,Teatro de la Maestranza,"24, 27, 30 October 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=sevfideli1017
14585,Spain,Valencia,Gluck,Le cinesi,Palau de les Arts Reina Sofia,2 November 2017,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=valcinesi1117
14586,Spain,Madrid,Donizetti,La Favorite,"Teatro Real, Madrid","2, 6 November 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madfavori1117
14587,Spain,Oviedo,Donizetti,L'elisir d'amore,Ópera de Oviedo,"12, 14, 16, 17, 18 November 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ovielisir1117
14588,Spain,Bilbao,Donizetti,Don Pasquale,Opera de la ABAO,"18, 21, 24, 27 November 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=blbpasqua1117
14589,Spain,Seville,Donizetti,La fille du régiment,Teatro de la Maestranza,"26, 29 November, 2, 5 December 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=sevfille1117
14590,Spain,Barcelona,Wagner,Tristan und Isolde,Gran Teatre del Liceu,"28 November, 2, 4, 7, 10, 12, 15 December 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcntrista1117
14591,Spain,Barcelona,Monteverdi,L'incoronazione di Poppea,Gran Teatre del Liceu,"1, 3 December 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcnpoppea1217
14592,Spain,Oviedo,Giordano,Andrea Chenier,Ópera de Oviedo,"7, 10, 13, 16 December 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=oviandrea1217
14593,Spain,Valencia,Verdi,Don Carlo,Palau de les Arts Reina Sofia,"9, 12, 15, 18, 21 December 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=valcarlo1217
14594,Spain,Madrid,Puccini,La bohème,"Teatro Real, Madrid","11, 12, 14, 15, 17, 18, 19, 20, 23, 25, 26, 27, 29, 30 December 2017, 2, 3, 4, 7, 8 January 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madboheme1217
14595,Spain,Seville,Casali,Alí Babá y los cuarenta ladrones,Teatro de la Maestranza,"28, 29 December 2017",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=sevcasali1217
14596,Spain,Barcelona,Donizetti,L'elisir d'amore,Gran Teatre del Liceu,"7, 9, 12, 14, 16, 18, 22, 24, 26, 28 January 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcnelisir0118
14597,Spain,Barcelona,Donizetti,Poliuto,Gran Teatre del Liceu,"10, 13 January 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcnpoliut0118
14598,Spain,Las Palmas de Gran Canaria,Prokofiev,Ivan the Terrible,Festival de Musica de Canarias,"11, 12, 13 January 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=canivante0118
14599,Spain,Bilbao,Massenet,Manon,Opera de la ABAO,"20, 23, 26, 29 January 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=blbmanon0118
14600,Spain,Madrid,Heggie,Dead Man Walking,"Teatro Real, Madrid","26, 29, 31 January, 3, 6, 9 February 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=maddead0118
14601,Spain,Oviedo,Debussy,Pelléas et Mélisande,Ópera de Oviedo,"28, 30 January, 1, 3 February 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ovipellea0118
14602,Spain,Valencia,Britten,Peter Grimes,Palau de les Arts Reina Sofia,"1, 4, 7, 10, 13 February 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=valgrimes0218
14603,Spain,Madrid,Weill,Street Scene,"Teatro Real, Madrid","13, 14, 16, 17, 18 February, 26, 27, 29, 30 May, 1 June 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madstreet0218
14604,Spain,Barcelona,Gounod,Roméo et Juliette,Gran Teatre del Liceu,"14, 17, 19, 22, 24, 27 February, 2, 4 March 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcnromeo0218
14605,Spain,Seville,Verdi,Falstaff,Teatro de la Maestranza,"16, 19, 22, 24 February 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=sevfalsta0218
14606,Spain,Bilbao,"Strauss, R",Salome,Opera de la ABAO,"17, 20, 23, 26 February 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=blbsalome0218
14607,Spain,Madrid,Verdi,Aida,"Teatro Real, Madrid","7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25 March 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madaida0318
14608,Spain,Valencia,Haydn,Il mondo della luna,Palau de les Arts Reina Sofia,"8, 10, 12, 14 March 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=valmondo0318
14609,Spain,Barcelona,Giordano,Andrea Chenier,Gran Teatre del Liceu,"9, 10, 12, 13, 15, 17, 18, 19, 21, 22, 24, 25, 27, 28 March 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcnandrea0318
14610,Spain,Seville,Handel,Rinaldo,Teatro de la Maestranza,10 March 2018,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=sevrinald0318
14611,Spain,Barcelona,Handel,Ariodante,Gran Teatre del Liceu,14 March 2018,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcnarioda0318
14612,Spain,Madrid,Handel,Ariodante,"Teatro Real, Madrid",18 March 2018,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madarioda0318
14613,Spain,Valencia,Verdi,Il Corsaro,Palau de les Arts Reina Sofia,"28 March, 1, 5, 8, 10 April 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=valcorsar0318
14614,Spain,Barcelona,Verdi,Attila,Gran Teatre del Liceu,"6, 8 April 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcnattila0418
14615,Spain,Madrid,Britten,Gloriana,"Teatro Real, Madrid","12, 13, 14, 16, 17, 18, 22, 23, 24 April 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madgloria0418
14616,Spain,Barcelona,Rubinstein,The Demon,Gran Teatre del Liceu,"23, 26, 29 April, 2, 5, 8, 11 May 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcndemon0418
14617,Spain,Valencia,Puccini,Tosca,Palau de les Arts Reina Sofia,"6, 9, 12, 15, 18, 21 May 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=valtosca0518
14618,Spain,Madrid,Zimmermann,Die Soldaten,"Teatro Real, Madrid","16, 19, 22, 24, 28, 31 May, 3 June 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madsoldat0518
14619,Spain,Bilbao,Bellini,Norma,Opera de la ABAO,"19, 22, 25, 27, 28 May 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=blbnorma0518
14620,Spain,Seville,Cilea,Adriana Lecouvreur,Teatro de la Maestranza,"21, 24, 27, 30 May, 2 June 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=sevadrian0518
14621,Spain,Barcelona,Puccini,Manon Lescaut,Gran Teatre del Liceu,"7, 8, 10, 11, 13, 14, 16, 17, 19, 20, 21, 22 June 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcnmlesca0618
14622,Spain,Valencia,Berlioz,La Damnation de Faust,Palau de les Arts Reina Sofia,"20, 23, 26, 29 June, 1 July 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=valdamnat0618
14623,Spain,Madrid,Donizetti,Lucia di Lammermoor,"Teatro Real, Madrid","22, 23, 25, 26, 28, 29 June, 1, 2, 4, 5, 7, 8, 10, 11, 13 July 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madlucia0618
14624,Spain,Valencia,Mozart,La clemenza di Tito,Palau de les Arts Reina Sofia,"24, 28 June 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=valclemen0618
14625,Spain,Barcelona,Donizetti,La Favorite,Gran Teatre del Liceu,"8, 10, 11, 13, 14, 16, 17, 19, 20, 21, 22, 24 July 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcnfavori0718
14626,Spain,Madrid,Massenet,Thaïs,"Teatro Real, Madrid",26 July 2018,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madthais0718
14627,Spain,Peralada,Massenet,Thaïs,Festival Castell Peralada,29 July 2018,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=fcpthais0718
14628,Spain,Oviedo,Muñiz,Fuenteovejuna,Ópera de Oviedo,"9, 11, 13, 15 September 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ovifuente0918
14629,Spain,Madrid,Gounod,Faust,"Teatro Real, Madrid","19, 20, 22, 23, 24, 27, 28, 30 September, 1, 3, 4, 6, 7 October 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madfaust0918
14630,Spain,Barcelona,Bellini,I Puritani,Gran Teatre del Liceu,"5, 7, 8, 10, 11, 13, 14, 16, 19, 21 October 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcnpurita1018
14631,Spain,Oviedo,Rossini,Il Turco in Italia,Ópera de Oviedo,"9, 11, 12, 13 October 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=oviturco1018
14632,Spain,Valencia,Puccini,Turandot,Palau de les Arts Reina Sofia,"17, 20, 23, 26, 28, 31 October 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=valturand1018
14633,Spain,Barcelona,Bernstein,Candide,Gran Teatre del Liceu,"18, 20 October 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcncandid1018
14634,Spain,Bilbao,Puccini,La bohème,Opera de la ABAO,"20, 23, 26, 27, 29 October 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=blbboheme1018
14635,Spain,Madrid,Saariaho,Only the sound remains,"Teatro Real, Madrid","23, 26, 29, 31 October, 5, 7, 9 November 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madonlyth1018
14636,Spain,Seville,Donizetti,Lucia di Lammermoor,Teatro de la Maestranza,"26, 29 October, 1, 4 November 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=sevlucia1018
14637,Spain,Madrid,Gervasoni,Com que voz,"Teatro Real, Madrid","26, 27, 28 October 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madcomque1018
14638,Spain,Seville,Marco,Tenorio,Teatro de la Maestranza,31 October 2018,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=sevtenori1018
14639,Spain,Barcelona,Janacek,Kat'a Kabanova,Gran Teatre del Liceu,"8, 11, 15, 18, 20, 22 November 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcnkatya1118
14640,Spain,Oviedo,Puccini,Tosca,Ópera de Oviedo,"15, 18, 21, 23, 24 November 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ovitosca1118
14641,Spain,Bilbao,Beethoven,Fidelio,Opera de la ABAO,"24, 27, 30 November, 3 December 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=blbfideli1118
14642,Spain,Seville,Ullmann,Der Kaiser von Atlantis,Teatro de la Maestranza,"30 November, 2, 4 December 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=sevemper1118
14643,Spain,Seville,Krenek,Der Diktator,Teatro de la Maestranza,"30 November, 2, 4 December 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=sevdiktat1118
14644,Spain,Madrid,Puccini,Turandot,"Teatro Real, Madrid","30 November, 2, 3, 5, 6, 8, 9, 11, 12, 15, 16, 19, 20, 23, 26, 27, 29, 30 December 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madturand1118
14645,Spain,Valencia,Mozart,Die Zauberflöte,Palau de les Arts Reina Sofia,"1, 4, 7, 9, 13, 15 December 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=valzauber1218
14646,Spain,Barcelona,Rossini,L'Italiana in Algeri,Gran Teatre del Liceu,"13, 14, 15, 17, 18, 19, 21, 22, 23 December 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcnitalia1218
14647,Spain,Oviedo,Mozart,La clemenza di Tito,Ópera de Oviedo,"16, 18, 20, 22 December 2018",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=oviclemen1218
14648,Spain,Barcelona,Puccini,Madama Butterfly,Gran Teatre del Liceu,"12, 13, 15, 16, 19, 20, 21, 22, 28, 29 January 2019",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcnbutter0119
14649,Spain,Madrid,Wagner,Das Rheingold,"Teatro Real, Madrid","17, 19, 22, 25, 27, 30 January, 1 February 2019",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madrheing0119
14650,Spain,Bilbao,Verdi,I Lombardi alla Prima Crociata,Opera de la ABAO,"19, 22, 25, 28 January 2019",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=blblombar0119
14651,Spain,Oviedo,Bizet,Carmen,Ópera de Oviedo,"24, 27, 30 January, 1, 2 February 2019",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ovicarmen0119
14652,Spain,Valencia,Verdi,I Masnadieri,Palau de les Arts Reina Sofia,"6, 9, 12, 15, 17 February 2019",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=valmasnad0219
14653,Spain,Barcelona,Casablancas,L'enigma di Lea,Gran Teatre del Liceu,"9, 10, 12, 13 February 2019",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcnenigma0219
14654,Spain,Bilbao,Rossini,Semiramide,Opera de la ABAO,"16, 19, 22, 25 February 2019",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=blbsemir0219
14655,Spain,Madrid,Mozart,Idomeneo,"Teatro Real, Madrid","19, 20, 21, 23, 25, 26, 27, 28 February, 1 March 2019",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madidomen0219
14656,Spain,Barcelona,Handel,Rodelinda,Gran Teatre del Liceu,"2, 5, 8, 11, 13, 15 March 2019",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcnrodeli0319
14657,Spain,Madrid,García-Tomás,Je suis narcissiste,"Teatro Real, Madrid","7, 8, 9, 10 March 2019",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madjenarc0319
14658,Spain,Barcelona,Thomas,Hamlet,Gran Teatre del Liceu,"7, 10 March 2019",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcnhamlet0319
14659,Spain,Madrid,Cavalli,La Calisto,"Teatro Real, Madrid","10, 17, 18, 20, 21, 23, 24, 25, 26 March 2019",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madcalist0319
14660,Spain,Seville,Verdi,Il Trovatore,Teatro de la Maestranza,"20, 23, 26, 29 March 2019",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=sevtrovat0319
14661,Spain,Valencia,Tchaikovsky,Iolanta,Palau de les Arts Reina Sofia,"22, 24, 28, 31 March 2019",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=valiolnta0319
14662,Spain,Madrid,Purcell,Dido and Aeneas,"Teatro Real, Madrid","31 March, 1, 3, 4 April 2019",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=maddido0319
14663,Spain,Barcelona,Ponchielli,La Gioconda,Gran Teatre del Liceu,"1, 2, 4, 5, 7, 8, 11, 13, 14, 15 April 2019",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcngiocon0419
14664,Spain,Valencia,Penella,La malquerida,Palau de les Arts Reina Sofia,"11, 14, 16, 18 April 2019",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=valmalque0419
14665,Spain,Seville,Handel,Israel in Egypt,Teatro de la Maestranza,13 April 2019,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=sevisrael0419
14666,Spain,Madrid,Verdi,Falstaff,"Teatro Real, Madrid","23, 24, 25, 27, 28, 30 April, 1, 2, 6, 7, 8 May 2019",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madfalsta0419
14667,Spain,Valencia,Verdi,Rigoletto,Palau de les Arts Reina Sofia,"11, 14, 17, 19, 22 May 2019",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=valrigole0519
14668,Spain,Barcelona,Bizet,Les pêcheurs de perles,Gran Teatre del Liceu,"13, 14, 16, 17, 19, 20, 22, 23, 24, 25 May 2019",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcnperles0519
14669,Spain,Madrid,Handel,Agrippina,"Teatro Real, Madrid",16 May 2019,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madagripp0519
14670,Spain,Bilbao,Bizet,Les pêcheurs de perles,Opera de la ABAO,"18, 21, 24, 27 May 2019",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=blbperles0519
14671,Spain,Barcelona,Handel,Agrippina,Gran Teatre del Liceu,18 May 2018,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcnagripp0519
14672,Spain,Madrid,"Strauss, R",Capriccio,"Teatro Real, Madrid","27, 29, 31 May, 2, 4, 6, 9, 11, 14 June 2019",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madcapric0519
14673,Spain,Seville,Giordano,Andrea Chenier,Teatro de la Maestranza,"5, 8, 11, 14 June 2019",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=sevandrea0619
14674,Spain,Barcelona,Puccini,Tosca,Gran Teatre del Liceu,"9, 11, 13, 14, 16, 17, 19, 20, 21, 22, 25, 26, 27, 28 June 2019",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcntosca0619
14675,Spain,Madrid,Gerhard,La peste,"Teatro Real, Madrid","15, 16, 17 June 2019",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madlapest0619
14676,Spain,Valencia,Donizetti,Lucia di Lammermoor,Palau de les Arts Reina Sofia,"22, 25, 28, 30 June, 3, 6 July 2019",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vallucia0619
14677,Spain,Madrid,Verdi,Il Trovatore,"Teatro Real, Madrid","3, 4, 6, 8, 9, 12, 13, 16, 18, 19, 21, 23, 24, 25 July 2019",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madtrovat0719
14678,Spain,Madrid,Verdi,Giovanna d'Arco,"Teatro Real, Madrid","14, 17, 20 July 2019",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=madgdarco0719
14679,Spain,Barcelona,Verdi,Luisa Miller,Gran Teatre del Liceu,"14, 15, 17, 18, 20, 21, 23, 24, 26, 27 July 2019",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bcnluisa0719
