,composer,complete_name,dates,uri,work
417,Massenet,Jules Massenet,(1842–1912),http://operabase.com/visual.cgi??lang=en&is=opera&by=Massenet,Manon 
418,Massenet,Jules Massenet,(1842–1912),http://operabase.com/visual.cgi??lang=en&is=opera&by=Massenet,Don Quichotte 
419,Massenet,Jules Massenet,(1842–1912),http://operabase.com/visual.cgi??lang=en&is=opera&by=Massenet,Cendrillon 
420,Massenet,Jules Massenet,(1842–1912),http://operabase.com/visual.cgi??lang=en&is=opera&by=Massenet,Thais 
421,Massenet,Jules Massenet,(1842–1912),http://operabase.com/visual.cgi??lang=en&is=opera&by=Massenet,Cleopatre 
422,Massenet,Jules Massenet,(1842–1912),http://operabase.com/visual.cgi??lang=en&is=opera&by=Massenet,Le Portrait de Manon 
423,Massenet,Jules Massenet,(1842–1912),http://operabase.com/visual.cgi??lang=en&is=opera&by=Massenet,Le Cid 
424,Massenet,Jules Massenet,(1842–1912),http://operabase.com/visual.cgi??lang=en&is=opera&by=Massenet,Esclarmonde 
425,Massenet,Jules Massenet,(1842–1912),http://operabase.com/visual.cgi??lang=en&is=opera&by=Massenet,La Navarraise 
426,Massenet,Jules Massenet,(1842–1912),http://operabase.com/visual.cgi??lang=en&is=opera&by=Massenet,Herodiade 
427,Massenet,Jules Massenet,(1842–1912),http://operabase.com/visual.cgi??lang=en&is=opera&by=Massenet,Don Cesar de Bazan 
428,Massenet,Jules Massenet,(1842–1912),http://operabase.com/visual.cgi??lang=en&is=opera&by=Massenet,Cherubin 
429,Massenet,Jules Massenet,(1842–1912),http://operabase.com/visual.cgi??lang=en&is=opera&by=Massenet,Therese 
430,Massenet,Jules Massenet,(1842–1912),http://operabase.com/visual.cgi??lang=en&is=opera&by=Massenet,Le Mage 
431,Massenet,Jules Massenet,(1842–1912),http://operabase.com/visual.cgi??lang=en&is=opera&by=Massenet,Le Roi de Lahore 
432,Gluck,Christoph Willibald Gluck,(1714–1787),http://operabase.com/visual.cgi??lang=en&is=opera&by=Gluck,Orfeo ed Euridice 
433,Gluck,Christoph Willibald Gluck,(1714–1787),http://operabase.com/visual.cgi??lang=en&is=opera&by=Gluck,Iphigenie en Tauride 
434,Gluck,Christoph Willibald Gluck,(1714–1787),http://operabase.com/visual.cgi??lang=en&is=opera&by=Gluck,Alceste 
435,Gluck,Christoph Willibald Gluck,(1714–1787),http://operabase.com/visual.cgi??lang=en&is=opera&by=Gluck,Armide 
436,Gluck,Christoph Willibald Gluck,(1714–1787),http://operabase.com/visual.cgi??lang=en&is=opera&by=Gluck,Iphigenie en Aulide 
437,Gluck,Christoph Willibald Gluck,(1714–1787),http://operabase.com/visual.cgi??lang=en&is=opera&by=Gluck,L'Ivrogne corrige 
438,Gluck,Christoph Willibald Gluck,(1714–1787),http://operabase.com/visual.cgi??lang=en&is=opera&by=Gluck,Le cinesi 
439,Gluck,Christoph Willibald Gluck,(1714–1787),http://operabase.com/visual.cgi??lang=en&is=opera&by=Gluck,Il parnaso confuso 
440,Gluck,Christoph Willibald Gluck,(1714–1787),http://operabase.com/visual.cgi??lang=en&is=opera&by=Gluck,Ezio 
441,Gluck,Christoph Willibald Gluck,(1714–1787),http://operabase.com/visual.cgi??lang=en&is=opera&by=Gluck,Bauci e Filemone 
442,Gluck,Christoph Willibald Gluck,(1714–1787),http://operabase.com/visual.cgi??lang=en&is=opera&by=Gluck,La clemenza di Tito 
443,Gluck,Christoph Willibald Gluck,(1714–1787),http://operabase.com/visual.cgi??lang=en&is=opera&by=Gluck,La rencontre imprevue 
444,Gluck,Christoph Willibald Gluck,(1714–1787),http://operabase.com/visual.cgi??lang=en&is=opera&by=Gluck,Il trionfo di Clelia 
445,Gluck,Christoph Willibald Gluck,(1714–1787),http://operabase.com/visual.cgi??lang=en&is=opera&by=Gluck,Demofoonte 
446,Monteverdi,Claudio Monteverdi,(1567–1643),http://operabase.com/visual.cgi??lang=en&is=opera&by=Monteverdi,L'orfeo 
447,Monteverdi,Claudio Monteverdi,(1567–1643),http://operabase.com/visual.cgi??lang=en&is=opera&by=Monteverdi,L'incoronazione di Poppea 
448,Monteverdi,Claudio Monteverdi,(1567–1643),http://operabase.com/visual.cgi??lang=en&is=opera&by=Monteverdi,Il ritorno d'Ulisse in patria 
449,Monteverdi,Claudio Monteverdi,(1567–1643),http://operabase.com/visual.cgi??lang=en&is=opera&by=Monteverdi,Il combattimento di Tancredi e Clorinda 
450,Monteverdi,Claudio Monteverdi,(1567–1643),http://operabase.com/visual.cgi??lang=en&is=opera&by=Monteverdi,Vespro della Beata Vergine 
451,Monteverdi,Claudio Monteverdi,(1567–1643),http://operabase.com/visual.cgi??lang=en&is=opera&by=Monteverdi,L'Arianna 
452,Monteverdi,Claudio Monteverdi,(1567–1643),http://operabase.com/visual.cgi??lang=en&is=opera&by=Monteverdi,Madrigali 
453,Monteverdi,Claudio Monteverdi,(1567–1643),http://operabase.com/visual.cgi??lang=en&is=opera&by=Monteverdi,Il ballo delle Ingrate 
454,Monteverdi,Claudio Monteverdi,(1567–1643),http://operabase.com/visual.cgi??lang=en&is=opera&by=Monteverdi,Madrigali guerrieri ed amorosi 
455,Purcell,Henry Purcell,(1659–1695),http://operabase.com/visual.cgi??lang=en&is=opera&by=Purcell,Dido and Aeneas 
456,Purcell,Henry Purcell,(1659–1695),http://operabase.com/visual.cgi??lang=en&is=opera&by=Purcell,King Arthur 
457,Purcell,Henry Purcell,(1659–1695),http://operabase.com/visual.cgi??lang=en&is=opera&by=Purcell,The Fairy Queen 
458,Purcell,Henry Purcell,(1659–1695),http://operabase.com/visual.cgi??lang=en&is=opera&by=Purcell,The Indian Queen 
459,Purcell,Henry Purcell,(1659–1695),http://operabase.com/visual.cgi??lang=en&is=opera&by=Purcell,The Tempest 
460,Purcell,Henry Purcell,(1659–1695),http://operabase.com/visual.cgi??lang=en&is=opera&by=Purcell,The Fairy Queen (reduction) [c]
461,Purcell,Henry Purcell,(1659–1695),http://operabase.com/visual.cgi??lang=en&is=opera&by=Purcell,Don Quixote 
462,Purcell,Henry Purcell,(1659–1695),http://operabase.com/visual.cgi??lang=en&is=opera&by=Purcell,Hail! Bright Cecilia 
463,Beethoven,Ludwig van Beethoven,(1770–1827),http://operabase.com/visual.cgi??lang=en&is=opera&by=Beethoven,Fidelio 
464,Beethoven,Ludwig van Beethoven,(1770–1827),http://operabase.com/visual.cgi??lang=en&is=opera&by=Beethoven,Symphony 9 
465,Beethoven,Ludwig van Beethoven,(1770–1827),http://operabase.com/visual.cgi??lang=en&is=opera&by=Beethoven,Missa Solemnis 
466,Beethoven,Ludwig van Beethoven,(1770–1827),http://operabase.com/visual.cgi??lang=en&is=opera&by=Beethoven,Leonore 
467,Beethoven,Ludwig van Beethoven,(1770–1827),http://operabase.com/visual.cgi??lang=en&is=opera&by=Beethoven,Fidelio (reduction) 
468,Beethoven,Ludwig van Beethoven,(1770–1827),http://operabase.com/visual.cgi??lang=en&is=opera&by=Beethoven,Egmont 
469,Beethoven,Ludwig van Beethoven,(1770–1827),http://operabase.com/visual.cgi??lang=en&is=opera&by=Beethoven,Christus am Olberge 
470,Poulenc,Francis Poulenc,(1899–1963),http://operabase.com/visual.cgi??lang=en&is=opera&by=Poulenc,La Voix humaine 
471,Poulenc,Francis Poulenc,(1899–1963),http://operabase.com/visual.cgi??lang=en&is=opera&by=Poulenc,Dialogues des Carmelites 
472,Poulenc,Francis Poulenc,(1899–1963),http://operabase.com/visual.cgi??lang=en&is=opera&by=Poulenc,Les mamelles de Tiresias 
473,Poulenc,Francis Poulenc,(1899–1963),http://operabase.com/visual.cgi??lang=en&is=opera&by=Poulenc,La Dame de Monte-Carlo 
474,Poulenc,Francis Poulenc,(1899–1963),http://operabase.com/visual.cgi??lang=en&is=opera&by=Poulenc,L'Histoire de Babar 
475,Poulenc,Francis Poulenc,(1899–1963),http://operabase.com/visual.cgi??lang=en&is=opera&by=Poulenc,Gloria 
476,Musorgsky,Modest Petrovich Musorgsky,(1839–1881),http://operabase.com/visual.cgi??lang=en&is=opera&by=Musorgsky,Boris Godunov 
477,Musorgsky,Modest Petrovich Musorgsky,(1839–1881),http://operabase.com/visual.cgi??lang=en&is=opera&by=Musorgsky,Khovanshchina 
478,Musorgsky,Modest Petrovich Musorgsky,(1839–1881),http://operabase.com/visual.cgi??lang=en&is=opera&by=Musorgsky,The Marriage 
479,Musorgsky,Modest Petrovich Musorgsky,(1839–1881),http://operabase.com/visual.cgi??lang=en&is=opera&by=Musorgsky,Sorochinskaya yarmarka 
480,Musorgsky,Modest Petrovich Musorgsky,(1839–1881),http://operabase.com/visual.cgi??lang=en&is=opera&by=Musorgsky,Una notte sul Monte Calvo 
481,Musorgsky,Modest Petrovich Musorgsky,(1839–1881),http://operabase.com/visual.cgi??lang=en&is=opera&by=Musorgsky,Songs and Dances of Death 
482,Musorgsky,Modest Petrovich Musorgsky,(1839–1881),http://operabase.com/visual.cgi??lang=en&is=opera&by=Musorgsky,Salammbo 
483,"Dvorak,A",Antonín Dvořák,(1841–1904),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Dvorak,A",Rusalka 
484,"Dvorak,A",Antonín Dvořák,(1841–1904),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Dvorak,A",Cert a Kaca 
485,"Dvorak,A",Antonín Dvořák,(1841–1904),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Dvorak,A",Jakobin 
486,"Dvorak,A",Antonín Dvořák,(1841–1904),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Dvorak,A",Rusalka (adaptation) 
487,"Dvorak,A",Antonín Dvořák,(1841–1904),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Dvorak,A",Vanda 
488,"Dvorak,A",Antonín Dvořák,(1841–1904),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Dvorak,A",Armida 
489,"Dvorak,A",Antonín Dvořák,(1841–1904),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Dvorak,A",Dimitrij 
490,Weill,Kurt Weill,(1900–1950),http://operabase.com/visual.cgi??lang=en&is=opera&by=Weill,Aufstieg und Fall der Stadt Mahagonny 
491,Weill,Kurt Weill,(1900–1950),http://operabase.com/visual.cgi??lang=en&is=opera&by=Weill,Die Dreigroschenoper 
492,Weill,Kurt Weill,(1900–1950),http://operabase.com/visual.cgi??lang=en&is=opera&by=Weill,Die sieben Todsunden 
493,Weill,Kurt Weill,(1900–1950),http://operabase.com/visual.cgi??lang=en&is=opera&by=Weill,Street Scene 
494,Weill,Kurt Weill,(1900–1950),http://operabase.com/visual.cgi??lang=en&is=opera&by=Weill,Mahagonny Songspiel 
495,Weill,Kurt Weill,(1900–1950),http://operabase.com/visual.cgi??lang=en&is=opera&by=Weill,Lost in the stars 
496,Weill,Kurt Weill,(1900–1950),http://operabase.com/visual.cgi??lang=en&is=opera&by=Weill,Der Jasager 
497,Weill,Kurt Weill,(1900–1950),http://operabase.com/visual.cgi??lang=en&is=opera&by=Weill,Der Silbersee 
498,Weill,Kurt Weill,(1900–1950),http://operabase.com/visual.cgi??lang=en&is=opera&by=Weill,Lady in the Dark 
499,Weill,Kurt Weill,(1900–1950),http://operabase.com/visual.cgi??lang=en&is=opera&by=Weill,Royal Palace 
500,Weill,Kurt Weill,(1900–1950),http://operabase.com/visual.cgi??lang=en&is=opera&by=Weill,Un Train pour Johannesburg! 
501,Weill,Kurt Weill,(1900–1950),http://operabase.com/visual.cgi??lang=en&is=opera&by=Weill,Der Zar lasst sich photographieren 
502,Weill,Kurt Weill,(1900–1950),http://operabase.com/visual.cgi??lang=en&is=opera&by=Weill,A Kingdom for a Cow 
503,Weill,Kurt Weill,(1900–1950),http://operabase.com/visual.cgi??lang=en&is=opera&by=Weill,The Eternal Road 
504,Weill,Kurt Weill,(1900–1950),http://operabase.com/visual.cgi??lang=en&is=opera&by=Weill,Das Berliner Requiem 
505,Weill,Kurt Weill,(1900–1950),http://operabase.com/visual.cgi??lang=en&is=opera&by=Weill,Un Train pour Johannesburg 
506,Stravinsky,Igor Stravinsky,(1882–1971),http://operabase.com/visual.cgi??lang=en&is=opera&by=Stravinsky,The Rake's Progress 
507,Stravinsky,Igor Stravinsky,(1882–1971),http://operabase.com/visual.cgi??lang=en&is=opera&by=Stravinsky,Le Rossignol 
508,Stravinsky,Igor Stravinsky,(1882–1971),http://operabase.com/visual.cgi??lang=en&is=opera&by=Stravinsky,Oedipus rex 
509,Stravinsky,Igor Stravinsky,(1882–1971),http://operabase.com/visual.cgi??lang=en&is=opera&by=Stravinsky,Mavra 
510,Stravinsky,Igor Stravinsky,(1882–1971),http://operabase.com/visual.cgi??lang=en&is=opera&by=Stravinsky,L'histoire du Soldat 
511,Stravinsky,Igor Stravinsky,(1882–1971),http://operabase.com/visual.cgi??lang=en&is=opera&by=Stravinsky,Persephone 
512,Stravinsky,Igor Stravinsky,(1882–1971),http://operabase.com/visual.cgi??lang=en&is=opera&by=Stravinsky,Pulcinella 
513,Stravinsky,Igor Stravinsky,(1882–1971),http://operabase.com/visual.cgi??lang=en&is=opera&by=Stravinsky,Renard 
514,Smetana,Bedřich Smetana,(1824–1884),http://operabase.com/visual.cgi??lang=en&is=opera&by=Smetana,Prodana nevesta 
515,Smetana,Bedřich Smetana,(1824–1884),http://operabase.com/visual.cgi??lang=en&is=opera&by=Smetana,The Kiss 
516,Smetana,Bedřich Smetana,(1824–1884),http://operabase.com/visual.cgi??lang=en&is=opera&by=Smetana,The Two Widows 
517,Smetana,Bedřich Smetana,(1824–1884),http://operabase.com/visual.cgi??lang=en&is=opera&by=Smetana,Libuse 
518,Smetana,Bedřich Smetana,(1824–1884),http://operabase.com/visual.cgi??lang=en&is=opera&by=Smetana,Tajemstvi 
519,Smetana,Bedřich Smetana,(1824–1884),http://operabase.com/visual.cgi??lang=en&is=opera&by=Smetana,Certova stena 
520,Smetana,Bedřich Smetana,(1824–1884),http://operabase.com/visual.cgi??lang=en&is=opera&by=Smetana,The Brandenburgers in Bohemia 
521,Smetana,Bedřich Smetana,(1824–1884),http://operabase.com/visual.cgi??lang=en&is=opera&by=Smetana,Dalibor 
522,Berlioz,Hector Berlioz,(1803–1869),http://operabase.com/visual.cgi??lang=en&is=opera&by=Berlioz,La Damnation de Faust 
523,Berlioz,Hector Berlioz,(1803–1869),http://operabase.com/visual.cgi??lang=en&is=opera&by=Berlioz,Les troyens 
524,Berlioz,Hector Berlioz,(1803–1869),http://operabase.com/visual.cgi??lang=en&is=opera&by=Berlioz,Beatrice et Benedict 
525,Berlioz,Hector Berlioz,(1803–1869),http://operabase.com/visual.cgi??lang=en&is=opera&by=Berlioz,Romeo et Juliette 
526,Berlioz,Hector Berlioz,(1803–1869),http://operabase.com/visual.cgi??lang=en&is=opera&by=Berlioz,Benvenuto Cellini 
527,Berlioz,Hector Berlioz,(1803–1869),http://operabase.com/visual.cgi??lang=en&is=opera&by=Berlioz,L'enfance du Christ 
528,Berlioz,Hector Berlioz,(1803–1869),http://operabase.com/visual.cgi??lang=en&is=opera&by=Berlioz,La mort de Cleopatre 
529,Berlioz,Hector Berlioz,(1803–1869),http://operabase.com/visual.cgi??lang=en&is=opera&by=Berlioz,Les nuits d'ete 
530,Berlioz,Hector Berlioz,(1803–1869),http://operabase.com/visual.cgi??lang=en&is=opera&by=Berlioz,La Prise de Troie 
531,Berlioz,Hector Berlioz,(1803–1869),http://operabase.com/visual.cgi??lang=en&is=opera&by=Berlioz,Les Troyens a Carthage 
532,Weber,Carl Maria  von Weber,(1786–1826),http://operabase.com/visual.cgi??lang=en&is=opera&by=Weber,Der Freischutz 
533,Weber,Carl Maria  von Weber,(1786–1826),http://operabase.com/visual.cgi??lang=en&is=opera&by=Weber,Oberon 
534,Weber,Carl Maria  von Weber,(1786–1826),http://operabase.com/visual.cgi??lang=en&is=opera&by=Weber,Der Freischutz (reduction) 
535,Weber,Carl Maria  von Weber,(1786–1826),http://operabase.com/visual.cgi??lang=en&is=opera&by=Weber,Die drei Pintos 
536,Weber,Carl Maria  von Weber,(1786–1826),http://operabase.com/visual.cgi??lang=en&is=opera&by=Weber,Abu Hassan 
537,Weber,Carl Maria  von Weber,(1786–1826),http://operabase.com/visual.cgi??lang=en&is=opera&by=Weber,Euryanthe 
538,Weber,Carl Maria  von Weber,(1786–1826),http://operabase.com/visual.cgi??lang=en&is=opera&by=Weber,Das Waldmadchen 
539,Weber,Carl Maria  von Weber,(1786–1826),http://operabase.com/visual.cgi??lang=en&is=opera&by=Weber,Die Wolfsschlucht 
540,Borodin,Alexander Porfir'yevich Borodin,(1833–1887),http://operabase.com/visual.cgi??lang=en&is=opera&by=Borodin,Prince Igor 
541,Rameau,Jean-Philippe Rameau,(1683–1764),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rameau,Platee 
542,Rameau,Jean-Philippe Rameau,(1683–1764),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rameau,Castor et Pollux 
543,Rameau,Jean-Philippe Rameau,(1683–1764),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rameau,Les Indes galantes 
544,Rameau,Jean-Philippe Rameau,(1683–1764),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rameau,Hippolyte et Aricie 
545,Rameau,Jean-Philippe Rameau,(1683–1764),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rameau,Pigmalion 
546,Rameau,Jean-Philippe Rameau,(1683–1764),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rameau,Zoroastre 
547,Rameau,Jean-Philippe Rameau,(1683–1764),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rameau,Les Fetes de l'hymen et de l'amour 
548,Rameau,Jean-Philippe Rameau,(1683–1764),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rameau,Zais 
549,Rameau,Jean-Philippe Rameau,(1683–1764),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rameau,Anacreon 
550,Rameau,Jean-Philippe Rameau,(1683–1764),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rameau,Daphnis et Egle 
551,Rameau,Jean-Philippe Rameau,(1683–1764),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rameau,La Naissance d'Osiris 
552,Rameau,Jean-Philippe Rameau,(1683–1764),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rameau,Dardanus 
553,Rameau,Jean-Philippe Rameau,(1683–1764),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rameau,Les Boreades 
554,Rameau,Jean-Philippe Rameau,(1683–1764),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rameau,Les Fetes d'Hebe 
555,Rameau,Jean-Philippe Rameau,(1683–1764),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rameau,Nais 
556,Rameau,Jean-Philippe Rameau,(1683–1764),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rameau,La Princesse de Navarre 
557,Rameau,Jean-Philippe Rameau,(1683–1764),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rameau,Le Temple de la Gloire 
558,Rameau,Jean-Philippe Rameau,(1683–1764),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rameau,Les Fetes de Polymnie 
559,Rameau,Jean-Philippe Rameau,(1683–1764),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rameau,Les Surprises de l'Amour 
560,Rameau,Jean-Philippe Rameau,(1683–1764),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rameau,Nelee et Myrthis 
561,Orff,Carl Orff,(1895–1982),http://operabase.com/visual.cgi??lang=en&is=opera&by=Orff,Carmina Burana 
562,Orff,Carl Orff,(1895–1982),http://operabase.com/visual.cgi??lang=en&is=opera&by=Orff,Die Kluge 
563,Orff,Carl Orff,(1895–1982),http://operabase.com/visual.cgi??lang=en&is=opera&by=Orff,Der Mond 
564,Orff,Carl Orff,(1895–1982),http://operabase.com/visual.cgi??lang=en&is=opera&by=Orff,Astutuli 
565,Orff,Carl Orff,(1895–1982),http://operabase.com/visual.cgi??lang=en&is=opera&by=Orff,Die Bernauerin 
566,Orff,Carl Orff,(1895–1982),http://operabase.com/visual.cgi??lang=en&is=opera&by=Orff,Prometheus 
567,Haydn,Joseph Haydn,(1732–1809),http://operabase.com/visual.cgi??lang=en&is=opera&by=Haydn,Die Schopfung 
568,Haydn,Joseph Haydn,(1732–1809),http://operabase.com/visual.cgi??lang=en&is=opera&by=Haydn,Il mondo della luna 
569,Haydn,Joseph Haydn,(1732–1809),http://operabase.com/visual.cgi??lang=en&is=opera&by=Haydn,Armida 
570,Haydn,Joseph Haydn,(1732–1809),http://operabase.com/visual.cgi??lang=en&is=opera&by=Haydn,Orlando paladino 
571,Haydn,Joseph Haydn,(1732–1809),http://operabase.com/visual.cgi??lang=en&is=opera&by=Haydn,Lo speziale 
572,Haydn,Joseph Haydn,(1732–1809),http://operabase.com/visual.cgi??lang=en&is=opera&by=Haydn,L'isola disabitata 
573,Haydn,Joseph Haydn,(1732–1809),http://operabase.com/visual.cgi??lang=en&is=opera&by=Haydn,Philemon und Baucis 
574,Haydn,Joseph Haydn,(1732–1809),http://operabase.com/visual.cgi??lang=en&is=opera&by=Haydn,La canterina 
575,Haydn,Joseph Haydn,(1732–1809),http://operabase.com/visual.cgi??lang=en&is=opera&by=Haydn,Die Jahreszeiten 
576,Haydn,Joseph Haydn,(1732–1809),http://operabase.com/visual.cgi??lang=en&is=opera&by=Haydn,Die Feuersbrunst 
577,Haydn,Joseph Haydn,(1732–1809),http://operabase.com/visual.cgi??lang=en&is=opera&by=Haydn,La fedelta premiata 
578,Haydn,Joseph Haydn,(1732–1809),http://operabase.com/visual.cgi??lang=en&is=opera&by=Haydn,La vera costanza 
579,Haydn,Joseph Haydn,(1732–1809),http://operabase.com/visual.cgi??lang=en&is=opera&by=Haydn,Die sieben letzten Worte unseres Erlosers am Kreuze 
580,Haydn,Joseph Haydn,(1732–1809),http://operabase.com/visual.cgi??lang=en&is=opera&by=Haydn,Die Erwahlung eines Kapellmeister 
581,Glass,Philip Glass,(b.1937),http://operabase.com/visual.cgi??lang=en&is=opera&by=Glass,The Trial 
582,Glass,Philip Glass,(b.1937),http://operabase.com/visual.cgi??lang=en&is=opera&by=Glass,Akhnaten 
583,Glass,Philip Glass,(b.1937),http://operabase.com/visual.cgi??lang=en&is=opera&by=Glass,The Fall of the House of Usher 
584,Glass,Philip Glass,(b.1937),http://operabase.com/visual.cgi??lang=en&is=opera&by=Glass,Satyagraha 
585,Glass,Philip Glass,(b.1937),http://operabase.com/visual.cgi??lang=en&is=opera&by=Glass,Einstein on the Beach 
586,Glass,Philip Glass,(b.1937),http://operabase.com/visual.cgi??lang=en&is=opera&by=Glass,The Perfect American 
587,Glass,Philip Glass,(b.1937),http://operabase.com/visual.cgi??lang=en&is=opera&by=Glass,Hydrogen Jukebox 
588,Glass,Philip Glass,(b.1937),http://operabase.com/visual.cgi??lang=en&is=opera&by=Glass,Les Enfants Terribles 
589,Glass,Philip Glass,(b.1937),http://operabase.com/visual.cgi??lang=en&is=opera&by=Glass,In the Penal Colony 
590,Glass,Philip Glass,(b.1937),http://operabase.com/visual.cgi??lang=en&is=opera&by=Glass,Galileo Galilei 
591,Glass,Philip Glass,(b.1937),http://operabase.com/visual.cgi??lang=en&is=opera&by=Glass,Spuren der Verirrten 
592,Glass,Philip Glass,(b.1937),http://operabase.com/visual.cgi??lang=en&is=opera&by=Glass,Appomattox 
593,Glass,Philip Glass,(b.1937),http://operabase.com/visual.cgi??lang=en&is=opera&by=Glass,Le streghe di Venezia 
594,Glass,Philip Glass,(b.1937),http://operabase.com/visual.cgi??lang=en&is=opera&by=Glass,Orphee 
595,Glass,Philip Glass,(b.1937),http://operabase.com/visual.cgi??lang=en&is=opera&by=Glass,The Juniper Tree 
596,Glass,Philip Glass,(b.1937),http://operabase.com/visual.cgi??lang=en&is=opera&by=Glass,The Witches of Venice [c]
597,Glass,Philip Glass,(b.1937),http://operabase.com/visual.cgi??lang=en&is=opera&by=Glass,La belle et la bete 
598,Glass,Philip Glass,(b.1937),http://operabase.com/visual.cgi??lang=en&is=opera&by=Glass,The Civil Wars 
599,Debussy,Claude Debussy,(1862–1918),http://operabase.com/visual.cgi??lang=en&is=opera&by=Debussy,Pelleas et Melisande 
600,Debussy,Claude Debussy,(1862–1918),http://operabase.com/visual.cgi??lang=en&is=opera&by=Debussy,La Chute de la maison Usher 
601,Debussy,Claude Debussy,(1862–1918),http://operabase.com/visual.cgi??lang=en&is=opera&by=Debussy,L'Enfant prodigue 
602,Debussy,Claude Debussy,(1862–1918),http://operabase.com/visual.cgi??lang=en&is=opera&by=Debussy,La Damoiselle elue 
603,Debussy,Claude Debussy,(1862–1918),http://operabase.com/visual.cgi??lang=en&is=opera&by=Debussy,Le Martyre de Saint Sebastien 
604,Shostakovich,Dmitry Shostakovich,(1906–1975),http://operabase.com/visual.cgi??lang=en&is=opera&by=Shostakovich,Lady Macbeth of Mtsensk 
605,Shostakovich,Dmitry Shostakovich,(1906–1975),http://operabase.com/visual.cgi??lang=en&is=opera&by=Shostakovich,Nos 
606,Shostakovich,Dmitry Shostakovich,(1906–1975),http://operabase.com/visual.cgi??lang=en&is=opera&by=Shostakovich,Orango 
607,Shostakovich,Dmitry Shostakovich,(1906–1975),http://operabase.com/visual.cgi??lang=en&is=opera&by=Shostakovich,Katerina Izmaylova 
608,Shostakovich,Dmitry Shostakovich,(1906–1975),http://operabase.com/visual.cgi??lang=en&is=opera&by=Shostakovich,Cheryomushki 
609,Shostakovich,Dmitry Shostakovich,(1906–1975),http://operabase.com/visual.cgi??lang=en&is=opera&by=Shostakovich,The Gamblers 
610,Shostakovich,Dmitry Shostakovich,(1906–1975),http://operabase.com/visual.cgi??lang=en&is=opera&by=Shostakovich,Anti-Formalist Rayok 
611,Giordano,Umberto Giordano,(1867–1948),http://operabase.com/visual.cgi??lang=en&is=opera&by=Giordano,Andrea Chenier 
612,Giordano,Umberto Giordano,(1867–1948),http://operabase.com/visual.cgi??lang=en&is=opera&by=Giordano,Fedora 
613,Giordano,Umberto Giordano,(1867–1948),http://operabase.com/visual.cgi??lang=en&is=opera&by=Giordano,Siberia 
614,Giordano,Umberto Giordano,(1867–1948),http://operabase.com/visual.cgi??lang=en&is=opera&by=Giordano,La cena delle beffe 
615,Giordano,Umberto Giordano,(1867–1948),http://operabase.com/visual.cgi??lang=en&is=opera&by=Giordano,Mese Mariano 
616,Giordano,Umberto Giordano,(1867–1948),http://operabase.com/visual.cgi??lang=en&is=opera&by=Giordano,Madame Sans-Gene 
617,"Bach,JS",Johann Sebastian Bach,(1685–1750),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Bach,JS",Johannes-Passion 
618,"Bach,JS",Johann Sebastian Bach,(1685–1750),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Bach,JS",Matthaus-Passion 
619,"Bach,JS",Johann Sebastian Bach,(1685–1750),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Bach,JS",Kaffee-Kantate 
620,"Bach,JS",Johann Sebastian Bach,(1685–1750),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Bach,JS",Kantaten 
621,"Bach,JS",Johann Sebastian Bach,(1685–1750),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Bach,JS",Bauernkantate 
622,"Bach,JS",Johann Sebastian Bach,(1685–1750),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Bach,JS",Weihnachts-Oratorium 
623,"Bach,JS",Johann Sebastian Bach,(1685–1750),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Bach,JS",Messe en si mineur 
624,"Bach,JS",Johann Sebastian Bach,(1685–1750),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Bach,JS",Der Triumph der Liebe 
