,composer,complete_name,dates,uri,work
0,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,La traviata 
1,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,Rigoletto 
2,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,Aida 
3,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,Nabucco 
4,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,Il trovatore 
5,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,Otello 
6,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,Un ballo in maschera 
7,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,Macbeth 
8,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,Falstaff 
9,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,Don Carlos 
10,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,Simon Boccanegra 
11,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,La forza del destino 
12,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,Attila 
13,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,Requiem 
14,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,Luisa Miller 
15,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,I vespri siciliani 
16,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,Ernani 
17,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,I due Foscari 
18,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,Giovanna d'Arco 
19,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,Stiffelio 
20,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,I masnadieri 
21,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,Un giorno di regno 
22,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,Jerusalem 
23,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,La battaglia di Legnano 
24,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,Oberto 
25,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,I lombardi alla prima crociata 
26,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,Il corsaro 
27,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,Macbeth (adaptation) 
28,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,Aroldo 
29,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,Rigoletto (reduction) 
30,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,Le notti delle streghe 
31,Verdi,Giuseppe Verdi,(1813–1901),http://operabase.com/visual.cgi??lang=en&is=opera&by=Verdi,Alzira 
32,Puccini,Giacomo Puccini,(1858–1924),http://operabase.com/visual.cgi??lang=en&is=opera&by=Puccini,La boheme 
33,Puccini,Giacomo Puccini,(1858–1924),http://operabase.com/visual.cgi??lang=en&is=opera&by=Puccini,Tosca 
34,Puccini,Giacomo Puccini,(1858–1924),http://operabase.com/visual.cgi??lang=en&is=opera&by=Puccini,Madama Butterfly 
35,Puccini,Giacomo Puccini,(1858–1924),http://operabase.com/visual.cgi??lang=en&is=opera&by=Puccini,Turandot 
36,Puccini,Giacomo Puccini,(1858–1924),http://operabase.com/visual.cgi??lang=en&is=opera&by=Puccini,Gianni Schicchi 
37,Puccini,Giacomo Puccini,(1858–1924),http://operabase.com/visual.cgi??lang=en&is=opera&by=Puccini,Manon Lescaut 
38,Puccini,Giacomo Puccini,(1858–1924),http://operabase.com/visual.cgi??lang=en&is=opera&by=Puccini,Suor Angelica 
39,Puccini,Giacomo Puccini,(1858–1924),http://operabase.com/visual.cgi??lang=en&is=opera&by=Puccini,Il tabarro 
40,Puccini,Giacomo Puccini,(1858–1924),http://operabase.com/visual.cgi??lang=en&is=opera&by=Puccini,La fanciulla del West 
41,Puccini,Giacomo Puccini,(1858–1924),http://operabase.com/visual.cgi??lang=en&is=opera&by=Puccini,La rondine 
42,Puccini,Giacomo Puccini,(1858–1924),http://operabase.com/visual.cgi??lang=en&is=opera&by=Puccini,Le Villi 
43,Puccini,Giacomo Puccini,(1858–1924),http://operabase.com/visual.cgi??lang=en&is=opera&by=Puccini,Edgar 
44,Puccini,Giacomo Puccini,(1858–1924),http://operabase.com/visual.cgi??lang=en&is=opera&by=Puccini,Turandot (reduction) 
45,Puccini,Giacomo Puccini,(1858–1924),http://operabase.com/visual.cgi??lang=en&is=opera&by=Puccini,Tosca (reduction) 
46,Puccini,Giacomo Puccini,(1858–1924),http://operabase.com/visual.cgi??lang=en&is=opera&by=Puccini,La boheme (reduction) 
47,Puccini,Giacomo Puccini,(1858–1924),http://operabase.com/visual.cgi??lang=en&is=opera&by=Puccini,La Signora Doria 
48,Puccini,Giacomo Puccini,(1858–1924),http://operabase.com/visual.cgi??lang=en&is=opera&by=Puccini,"La boheme, i ragazzi e l'amore "
49,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,Le nozze di Figaro 
50,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,Die Zauberflote 
51,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,Don Giovanni 
52,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,Cosi fan tutte 
53,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,Die Entfuhrung aus dem Serail 
54,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,La clemenza di Tito 
55,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,Idomeneo re di Creta 
56,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,Die Zauberflote (reduction) [c]
57,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,La finta giardiniera 
58,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,Der Schauspieldirektor 
59,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,Bastien und Bastienne 
60,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,Lucio Silla 
61,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,Il re pastore 
62,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,La finta semplice 
63,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,"Mitridate, re di Ponto "
64,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,Apollo et Hyacinthus 
65,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,Koningin van de Nacht 
66,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,Zaide 
67,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,L'oca del Cairo 
68,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,Cosi fan tutte (adaptation) 
69,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,Betulia liberata 
70,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,Lo sposo deluso 
71,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,Ascanio in Alba 
72,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,Grande Messe en ut mineur 
73,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,Messe c-Moll 
74,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,Zaide (adaptation) 
75,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,Mozart-Pasticcio 
76,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,Figaros HAARem 
77,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,Don Giovanni (reduction) 
78,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,Die Entfuhrung aus dem Serail (reduction) 
79,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,Marrying Mozart 
80,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,Don Giovanni (adaptation) 
81,Mozart,Wolfgang Amadeus Mozart,(1756–1791),http://operabase.com/visual.cgi??lang=en&is=opera&by=Mozart,Die Schuldigkeit des ersten Gebots 
82,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,Il barbiere di Siviglia 
83,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,La cenerentola 
84,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,L'italiana in Algeri 
85,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,Il turco in Italia 
86,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,Guillaume Tell 
87,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,Le comte Ory 
88,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,Il viaggio a Reims 
89,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,La petite messe solennelle 
90,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,La cambiale di matrimonio 
91,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,La scala di seta 
92,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,Tancredi 
93,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,Semiramide 
94,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,Otello 
95,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,L'occasione fa il ladro 
96,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,Il barbiere di Siviglia (reduction) 
97,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,La gazza ladra 
98,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,La cenerentola (reduction) 
99,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,Il signor Bruschino 
100,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,Mose in Egitto 
101,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,La donna del lago 
102,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,La gazzetta 
103,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,Maometto II 
104,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,La pietra del paragone 
105,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,Armida 
106,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,L'inganno felice 
107,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,"Elisabetta, regina d'Inghilterra "
108,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,Ermione 
109,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,Zelmira 
110,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,Aureliano in Palmira 
111,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,Demetrio e Polibio 
112,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,L'italiana in Algeri (adpatation) 
113,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,Ciro in Babilonia 
114,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,Le siege de Corinthe 
115,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,Moise et Pharaon 
116,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,Torvaldo e Dorliska 
117,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,Adelaide di Borgogna 
118,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,Bianca e Falliero 
119,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,L'equivoco stravagante 
120,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,Sigismondo 
121,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,Eduardo e Cristina 
122,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,Ricciardo e Zoraide 
123,Rossini,Gioachino Rossini,(1792–1868),http://operabase.com/visual.cgi??lang=en&is=opera&by=Rossini,Le nozze di Teti e di Peleo 
124,"Wagner,R",Richard Wagner,(1813–1883),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Wagner,Richard",Der fliegende Hollander 
125,"Wagner,R",Richard Wagner,(1813–1883),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Wagner,Richard",Tristan und Isolde 
126,"Wagner,R",Richard Wagner,(1813–1883),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Wagner,Richard",Das Rheingold 
127,"Wagner,R",Richard Wagner,(1813–1883),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Wagner,Richard",Die Walkure 
128,"Wagner,R",Richard Wagner,(1813–1883),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Wagner,Richard",Tannhauser 
129,"Wagner,R",Richard Wagner,(1813–1883),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Wagner,Richard",Lohengrin 
130,"Wagner,R",Richard Wagner,(1813–1883),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Wagner,Richard",Siegfried 
131,"Wagner,R",Richard Wagner,(1813–1883),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Wagner,Richard",Gotterdammerung 
132,"Wagner,R",Richard Wagner,(1813–1883),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Wagner,Richard",Parsifal 
133,"Wagner,R",Richard Wagner,(1813–1883),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Wagner,Richard",Die Meistersinger von Nurnberg 
134,"Wagner,R",Richard Wagner,(1813–1883),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Wagner,Richard",Das Liebesverbot 
135,"Wagner,R",Richard Wagner,(1813–1883),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Wagner,Richard","Rienzi, der letzte der Tribunen "
136,"Wagner,R",Richard Wagner,(1813–1883),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Wagner,Richard",Der Ring an 1 Abend 
137,"Wagner,R",Richard Wagner,(1813–1883),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Wagner,Richard",Der Ring (reduction) 
138,"Wagner,R",Richard Wagner,(1813–1883),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Wagner,Richard",Die Feen 
139,"Wagner,R",Richard Wagner,(1813–1883),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Wagner,Richard",Der fliegende Hollander (reduction) 
140,"Wagner,R",Richard Wagner,(1813–1883),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Wagner,Richard",Tannhauser (reduction) [c]
141,"Wagner,R",Richard Wagner,(1813–1883),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Wagner,Richard",Parsifal (adaptation) 
142,"Wagner,R",Richard Wagner,(1813–1883),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Wagner,Richard",Tristan und Isolde (reduction) 
143,"Wagner,R",Richard Wagner,(1813–1883),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Wagner,Richard",Wesendonck Lieder 
144,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,L'elisir d'amore 
145,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,Lucia di Lammermoor 
146,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,Don Pasquale 
147,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,Maria Stuarda 
148,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,La Fille du regiment 
149,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,Anna Bolena 
150,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,Lucrezia Borgia 
151,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,Roberto Devereux 
152,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,L'assedio di Calais 
153,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,Le convenienze ed inconvenienze teatrali 
154,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,La favorite 
155,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,Rita 
156,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,Il furioso nell'isola di San Domingo 
157,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,Il campanello di notte 
158,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,Pia de'Tolomei 
159,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,Poliuto 
160,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,Pietro il Grande 
161,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,Betly 
162,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,I pazzi per progetto 
163,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,Maria di Rohan 
164,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,Linda di Chamounix 
165,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,Il giovedi grasso 
166,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,Maria de Rudenz 
167,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,Rosmonda d'Inghilterra 
168,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,Caterina Cornaro 
169,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,Francesca di Foix 
170,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,Il Duca d'Alba 
171,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,Olivo e Pasquale 
172,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,Belisario 
173,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,Olivo e Pasquale (reduction) 
174,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,Torquato Tasso 
175,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,Messa da Requiem in memoria Vincenzo Bellini 
176,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,Les Martyrs 
177,Donizetti,Gaetano Donizetti,(1797–1848),http://operabase.com/visual.cgi??lang=en&is=opera&by=Donizetti,Parisina 
178,Bizet,Georges Bizet,(1838–1875),http://operabase.com/visual.cgi??lang=en&is=opera&by=Bizet,Carmen 
179,Bizet,Georges Bizet,(1838–1875),http://operabase.com/visual.cgi??lang=en&is=opera&by=Bizet,Les Pecheurs de perles 
180,Bizet,Georges Bizet,(1838–1875),http://operabase.com/visual.cgi??lang=en&is=opera&by=Bizet,Carmen (adaptation) 
181,Bizet,Georges Bizet,(1838–1875),http://operabase.com/visual.cgi??lang=en&is=opera&by=Bizet,Djamileh 
182,Bizet,Georges Bizet,(1838–1875),http://operabase.com/visual.cgi??lang=en&is=opera&by=Bizet,Le Docteur Miracle 
183,"Tchaikovsky,P",Pyotr Il'yich Tchaikovsky,(1840–1893),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Tchaikovsky,P",Eugene Onegin 
184,"Tchaikovsky,P",Pyotr Il'yich Tchaikovsky,(1840–1893),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Tchaikovsky,P",Pikovaya Dama 
185,"Tchaikovsky,P",Pyotr Il'yich Tchaikovsky,(1840–1893),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Tchaikovsky,P",Iolanta 
186,"Tchaikovsky,P",Pyotr Il'yich Tchaikovsky,(1840–1893),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Tchaikovsky,P",Mazepa 
187,"Tchaikovsky,P",Pyotr Il'yich Tchaikovsky,(1840–1893),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Tchaikovsky,P",Cherevichki 
188,"Tchaikovsky,P",Pyotr Il'yich Tchaikovsky,(1840–1893),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Tchaikovsky,P",Orleanskaya Deva 
189,"Tchaikovsky,P",Pyotr Il'yich Tchaikovsky,(1840–1893),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Tchaikovsky,P",Charodeyka 
190,"Tchaikovsky,P",Pyotr Il'yich Tchaikovsky,(1840–1893),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Tchaikovsky,P",Oprichnik 
191,"Strauss,J",Johann Strauss,(1825–1899),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Strauss,J",Die Fledermaus 
192,"Strauss,J",Johann Strauss,(1825–1899),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Strauss,J",Der Zigeunerbaron 
193,"Strauss,J",Johann Strauss,(1825–1899),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Strauss,J",Eine Nacht in Venedig 
194,"Strauss,J",Johann Strauss,(1825–1899),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Strauss,J",Wiener Blut 
195,"Strauss,J",Johann Strauss,(1825–1899),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Strauss,J",Walzer aus Wien 
196,"Strauss,J",Johann Strauss,(1825–1899),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Strauss,J",Indigo 
197,"Strauss,J",Johann Strauss,(1825–1899),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Strauss,J",Cagliostro in Wien 
198,"Strauss,J",Johann Strauss,(1825–1899),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Strauss,J",Prinz Methusalem 
199,"Strauss,J",Johann Strauss,(1825–1899),"http://operabase.com/visual.cgi??lang=en&is=opera&by=Strauss,J",Der Carneval in Rom 
