,clean_name,other_names,year_of_birth,year_of_death,place_of_birth,gender,source,operabase_name,stanford_name
2467,"Kókai, Rezso","Kókai, Rezso",1906.0,,Hungary,,opera.stanford,,"Kókai, Rezso"
2468,"Kósa, György","Kósa, György",1897.0,,Hungary,,opera.stanford,,"Kósa, György"
2469,"Küchler, Johann","Küchler [Kücheler, Kichler, Kiechler], Johann",1738.0,1790.0,Germany,,opera.stanford,,"Küchler [Kücheler, Kichler, Kiechler], Johann"
2470,"Kücken, Friedrich Wilhelm","Kücken, Friedrich Wilhelm",1810.0,1882.0,Germany,,opera.stanford,,"Kücken, Friedrich Wilhelm"
2471,"Kühner, Basil","Kühner, Basil",1840.0,1911.0,Germany,,opera.stanford,,"Kühner, Basil"
2472,"Künnecke, Eduard","Künnecke, Eduard",1885.0,1953.0,Germany,,opera.stanford,,"Künnecke, Eduard"
2473,"Kürzinger, Paul Ignaz","Kürzinger, Paul Ignaz",1750.0,1820.0,Germany,,opera.stanford,,"Kürzinger, Paul Ignaz"
2474,"Kaan, Jindrich z Albestu","Kaan (Kaan-Albest), Jindrich z Albestu (Heinrich)",1852.0,1926.0,Ukraine,,opera.stanford,,"Kaan (Kaan-Albest), Jindrich z Albestu (Heinrich)"
2475,"Kabalevsky, Dmitry","Kabalevsky, Dmitry (Borisovich)",1904.0,1987.0,Russia,,opera.stanford,,"Kabalevsky, Dmitry (Borisovich)"
2476,"Kacsóh, Pongrác","Kacsóh, Pongrác",1873.0,,Hungary,,opera.stanford,,"Kacsóh, Pongrác"
2477,"Kacsoh, ",Kacsoh,1873.0,1923.0,Hungary,Male,operabase,Kacsoh,
2478,"Kaderabek, ",Kaderabek,1978.0,,Czechia,Male,operabase,Kaderabek,
2479,"Kadosa, Pál","Kadosa, Pál",1903.0,1983.0,Slovakia,,opera.stanford,,"Kadosa, Pál"
2480,"Kaempfert, Max","Kaempfert, Max",1871.0,1941.0,Germany,,opera.stanford,,"Kaempfert, Max"
2481,"Kaffka, Johann Christoph","Kaffka [Kawka, Engelmann], Johann Christoph",1754.0,1815.0,Germany,,opera.stanford,,"Kaffka [Kawka, Engelmann], Johann Christoph"
2482,"Kagel, Mauricio","Kagel, Mauricio [Maurizio] (Raúl)",1931.0,,Argentina,,opera.stanford,Kagel,"Kagel, Mauricio [Maurizio] (Raúl)"
2483,"Kagen, Sergius","Kagen, Sergius",1909.0,1964.0,United States,,opera.stanford,,"Kagen, Sergius"
2484,"Kaipainen, Jouni","Kaipainen, Jouni (Hari)",1956.0,,Finland,,opera.stanford,,"Kaipainen, Jouni (Hari)"
2485,"Kaiser, Alfred","Kaiser, (Henri) Alfred",1872.0,1917.0,Belgium,,opera.stanford,,"Kaiser, (Henri) Alfred"
2486,"Kalafati, Vasily Pavlovich","Kalafati, Vasily Pavlovich",1869.0,1942.0,Ukraine,,opera.stanford,,"Kalafati, Vasily Pavlovich"
2487,"Kalas, Julius","Kalas [Kassal], Julius [Luis]",1902.0,1967.0,Czechia,,opera.stanford,,"Kalas [Kassal], Julius [Luis]"
2488,"Kalcher, Johann Nepomuk","Kalcher [Kalchner], Johann Nepomuk",1764.0,1827.0,Germany,,opera.stanford,,"Kalcher [Kalchner], Johann Nepomuk"
2489,"Kalhauge, Sophus Viggo Harald","Kalhauge, Sophus Viggo Harald",1840.0,1905.0,Denmark,,opera.stanford,,"Kalhauge, Sophus Viggo Harald"
2490,"Kalinnikov, Vasily Sergeyevich","Kalinnikov, Vasily Sergeyevich",1866.0,1901.0,Ukraine,,opera.stanford,,"Kalinnikov, Vasily Sergeyevich"
2491,"Kalitzke, ",Kalitzke,1959.0,,Germany,Male,operabase,Kalitzke,
2492,"Kalkbrenner, Christian","Kalkbrenner, Christian",1755.0,1806.0,France,,opera.stanford,,"Kalkbrenner, Christian"
2493,"Kallenberg, Siegfried Garibaldi","Kallenberg, Siegfried Garibaldi",1867.0,1944.0,Germany,,opera.stanford,,"Kallenberg, Siegfried Garibaldi"
2494,"Kalliwoda, Johann Wenzel","Kalliwoda [Kalivoda], Johann Wenzel [Jan Krtitel Václav]",1801.0,1866.0,Czechia,,opera.stanford,,"Kalliwoda [Kalivoda], Johann Wenzel [Jan Krtitel Václav]"
2495,"Kalnins, Alfreds","Kalnins, Alfreds",1879.0,1951.0,Latvia,,opera.stanford,,"Kalnins, Alfreds"
2496,"Kalnins, Imants","Kalnins, Imants",1941.0,,Latvia,,opera.stanford,,"Kalnins, Imants"
2497,"Kalnins, Janis","Kalnins, Janis",1904.0,,Latvia,,opera.stanford,,"Kalnins, Janis"
2498,"Kalomiris, Manolis","Kalomiris, Manolis",1883.0,1962.0,Turkey,,opera.stanford,,"Kalomiris, Manolis"
2499,"Kamalova, Zulya",Kamalova Zulya,1982.0,,Australia,Female,operabase,Kamalova,
2500,"Kamienski, Lucian","Kamienski, Lucian",1885.0,1964.0,Poland,,opera.stanford,,"Kamienski, Lucian"
2501,"Kamienski, Maciej","Kamienski, Maciej",1734.0,1821.0,Hungary,,opera.stanford,,"Kamienski, Maciej"
2502,"Kaminski, Heinrich","Kaminski, Heinrich",1886.0,1946.0,Austria,,opera.stanford,,"Kaminski, Heinrich"
2503,"Kaminsky, ",Kaminsky,1956.0,,United States,Female,operabase,Kaminsky,
2504,"Kampe, ",Kampe,1976.0,,Germany,Male,operabase,Kampe,
2505,"Kancheli, Giya","Kancheli, Giya (Alexandovich)",1935.0,,Georgia,,opera.stanford,Kancheli,"Kancheli, Giya (Alexandovich)"
2506,"Kang, Sukhi","Kang, Sukhi",1934.0,,South Korea,,opera.stanford,,"Kang, Sukhi"
2507,"Kania, Emanuel","Kania, Emanuel",1827.0,1887.0,Poland,,opera.stanford,,"Kania, Emanuel"
2508,"Kanitz, Ernest","Kanitz, Ernest [Ernst]",1894.0,1978.0,Austria,,opera.stanford,,"Kanitz, Ernest [Ernst]"
2509,"Kanne, Friedrich August","Kanne, Friedrich August",1778.0,1833.0,Germany,,opera.stanford,,"Kanne, Friedrich August"
2510,"Kapp, Eugen","Kapp, Eugen (Arturovich)",1908.0,1996.0,Russia,,opera.stanford,,"Kapp, Eugen (Arturovich)"
2511,"Kapp, Villem","Kapp, Villem",1913.0,1964.0,Estonia,,opera.stanford,,"Kapp, Villem"
2512,"Kapr, Jan","Kapr, Jan",1914.0,1988.0,Czechia,,opera.stanford,,"Kapr, Jan"
2513,"Karastayanov, Assen",Karastoyanov,1893.0,1976.0,Bulgaria,Male,operabase,Karastoyanov,"Karastayanov, Assen"
2514,"Karayev, Kara","Karayev, Kara (Abulfazogli)",1918.0,1982.0,Azerbaijan,,opera.stanford,,"Karayev, Kara (Abulfazogli)"
2515,"Kardos, István","Kardos, István",1891.0,1975.0,Hungary,,opera.stanford,,"Kardos, István"
2516,"Karel, Rudolf","Karel, Rudolf",1880.0,1945.0,Czechia,,opera.stanford,,"Karel, Rudolf"
2517,"Karoussos, Panayoti","Karoussos, Panayoti",1967.0,,Greece,,opera.stanford,,"Karoussos, Panayoti"
2518,"Karrer, Paul","Karrer [Karreres], Paul [Paulos]",1829.0,1896.0,Greece,,opera.stanford,,"Karrer [Karreres], Paul [Paulos]"
2519,"Kartsev, Alexander","Kartsev, Alexander",1883.0,1953.0,Russia,,opera.stanford,,"Kartsev, Alexander"
2520,"Karyotakis, Theodore","Karyotakis, Theodore",1903.0,1978.0,Greece,,opera.stanford,,"Karyotakis, Theodore"
2521,"Kashin, Daniil Nikitich","Kashin, Daniil Nikitich",1769.0,1841.0,Russia,,opera.stanford,,"Kashin, Daniil Nikitich"
2522,"Kashperov, Vladimir","Kashperov, Vladimir (Nikitich)",1826.0,1894.0,Russia,,opera.stanford,,"Kashperov, Vladimir (Nikitich)"
2523,"Kasianov, Alexander","Kasianov, Alexander",1891.0,1982.0,Russia,,opera.stanford,,"Kasianov, Alexander"
2524,"Kaskel, Karl von","Kaskel, Karl von",1866.0,1943.0,Germany,,opera.stanford,,"Kaskel, Karl von"
2525,"Kaslik, Václav","Kaslik, Václav",1917.0,1989.0,Czechia,,opera.stanford,Kaslik,"Kaslik, Václav"
2526,"b'Kassel, Andr\x8e'",b'Kassel Andr\x8e',1963.0,,Germany,Male,operabase,Kassel,
2527,"Kassern, Tadeusz","Kassern, Tadeusz (Zygfrid)",1904.0,1957.0,Ukraine,,opera.stanford,Kassern,"Kassern, Tadeusz (Zygfrid)"
2528,"Kastalski, Alexander","Kastalski, Alexander (Dimitrievich)",1856.0,1926.0,Russia,,opera.stanford,,"Kastalski, Alexander (Dimitrievich)"
2529,"Kastle, Leonard","Kastle, Leonard (Gregory)",,,United States,,opera.stanford,,"Kastle, Leonard (Gregory)"
2530,"Kastner, Jean-Georges","Kastner, Jean-Georges [Johann Georg]",1810.0,1867.0,France,,opera.stanford,,"Kastner, Jean-Georges [Johann Georg]"
2531,"Kats-Chernin, ",Kats-Chernin,1957.0,,Uzbekistan,Female,operabase,Kats-Chernin,
2532,"Katski, Antoni","Katski [de Kontski], Antoni [Antoine]",1817.0,1899.0,Poland,,opera.stanford,,"Katski [de Kontski], Antoni [Antoine]"
2533,"Kattnigg, Rudolf","Kattnigg, Rudolf",1895.0,1955.0,Austria,,opera.stanford,,"Kattnigg, Rudolf"
2534,"Katzer, Georg","Katzer, Georg",1935.0,,Germany,,opera.stanford,,"Katzer, Georg"
2535,"Kauer, Ferdinand","Kauer, Ferdinand",1751.0,1831.0,Austria,,opera.stanford,,"Kauer, Ferdinand"
2536,"Kauffmann, Fritz","Kauffmann, Fritz",1855.0,1934.0,Germany,,opera.stanford,,"Kauffmann, Fritz"
2537,"Kauffmann, Leo Justinus","Kauffmann, Leo Justinus",1901.0,1944.0,France,,opera.stanford,,"Kauffmann, Leo Justinus"
2538,"Kaufmann, Walter","Kaufmann, Walter",1907.0,1984.0,Czechia,,opera.stanford,,"Kaufmann, Walter"
2539,"Kaun, Hugo","Kaun, Hugo",1863.0,1932.0,Germany,,opera.stanford,,"Kaun, Hugo"
2540,"Kay, Ulysses","Kay, Ulysses (Simpson)",1917.0,1995.0,United States,,opera.stanford,,"Kay, Ulysses (Simpson)"
2541,"Kayser, Philipp Christoph","Kayser, Philipp Christoph",1755.0,1823.0,Germany,,opera.stanford,,"Kayser, Philipp Christoph"
2542,"Kazachenko, Grigori","Kazachenko, Grigori",1858.0,1938.0,Russia,,opera.stanford,,"Kazachenko, Grigori"
2543,"Kazanly, Nikolai","Kazanly, Nikolai (Ivanovich)",1869.0,1916.0,Moldova,,opera.stanford,,"Kazanly, Nikolai (Ivanovich)"
2544,"Kazuro, Stanislaw","Kazuro, Stanislaw",1881.0,1961.0,Poland,,opera.stanford,,"Kazuro, Stanislaw"
2545,"Kazynski, Wiktor","Kazynski, Wiktor",1812.0,1867.0,Lithuania,,opera.stanford,,"Kazynski, Wiktor"
2546,"Kearns, William Henry","Kearns, William Henry",1794.0,1846.0,Ireland,,opera.stanford,,"Kearns, William Henry"
2547,"Keil, Alfredo","Keil, Alfredo",1850.0,1907.0,Portugal,,opera.stanford,,"Keil, Alfredo"
2548,"Keiser, ",Keiser,1674.0,1739.0,Germany,Male,operabase,Keiser,"Keiser [Cesare], Reinhard [Renato]"
2549,"Keldorfer, Robert","Keldorfer, Robert",1901.0,1980.0,Austria,,opera.stanford,,"Keldorfer, Robert"
2550,"Kelemen, Milko","Kelemen, Milko",1924.0,,Croatia,,opera.stanford,,"Kelemen, Milko"
2551,"Keller, Walter","Keller, Walter",1873.0,1940.0,United States,,opera.stanford,,"Keller, Walter"
2552,"Kelley, Edgar Stillman","Kelley, Edgar Stillman",1857.0,,Greece,,opera.stanford,,"Kelley, Edgar Stillman"
2553,"Kellner, Johann Christoph","Kellner, Johann Christoph",1736.0,1803.0,Germany,,opera.stanford,,"Kellner, Johann Christoph"
2554,"Kelly, Bryan","Kelly, Bryan",1934.0,,United Kingdom,,opera.stanford,,"Kelly, Bryan"
2555,"Kelly, Michael","Kelly, Michael",1762.0,1826.0,Ireland,,opera.stanford,,"Kelly, Michael"
2556,"Kelly, Robert","Kelly, Robert",1916.0,,United States,,opera.stanford,,"Kelly, Robert"
2557,"Kelterborn, Rudolf","Kelterborn, Rudolf",1931.0,,Switzerland,,opera.stanford,,"Kelterborn, Rudolf"
2558,"Kemp, Joseph","Kemp, Joseph",1778.0,1824.0,United Kingdom,,opera.stanford,,"Kemp, Joseph"
2559,"Kenessey, Jenö","Kenessey, Jenö",1905.0,,Hungary,,opera.stanford,,"Kenessey, Jenö"
2560,"Kepitis, Janis","Kepitis, Janis",1908.0,1990.0,Latvia,,opera.stanford,,"Kepitis, Janis"
2561,"Kerek, ",Kerek,1971.0,,Hungary,Male,operabase,Kerek,
2562,"Kerer, ",Kerer,1980.0,,Italy,Female,operabase,Kerer,
2563,"Kerger, ",Kerger,1957.0,,Luxembourg,Male,operabase,Kerger,
2564,"Kerker, Gustave Adolph","Kerker, Gustave Adolph",1857.0,1923.0,Germany,,opera.stanford,Kerker,"Kerker, Gustave Adolph"
2565,"Kerpen,","Kerpen, ",,,Germany,,opera.stanford,,"Kerpen, "
2566,"Kerr, Harrison","Kerr, Harrison",1897.0,1978.0,United States,,opera.stanford,,"Kerr, Harrison"
2567,"Kersters, Willem","Kersters, Willem",1929.0,,Belgium,,opera.stanford,,"Kersters, Willem"
2568,"Kersting, ",Kersting,1976.0,,Germany,Male,operabase,Kersting,
2569,"Kessner, Daniel","Kessner, Daniel (Aaron)",1946.0,,United States,,opera.stanford,,"Kessner, Daniel (Aaron)"
2570,"Ketèlbey, Albert","Ketèlbey, Albert (William)",1875.0,1959.0,United Kingdom,,opera.stanford,,"Ketèlbey, Albert (William)"
2571,"Kettenus, Aloys","Kettenus, Aloys",1823.0,1870.0,Belgium,,opera.stanford,,"Kettenus, Aloys"
2572,"Ketting, Otto","Ketting, Otto",1935.0,,Netherlands,,opera.stanford,,"Ketting, Otto"
2573,"Keurvels, Edward","Keurvels, Edward (Hubertus Joannes)",1853.0,1916.0,Belgium,,opera.stanford,,"Keurvels, Edward (Hubertus Joannes)"
2574,"Khachaturian, Karen","Khachaturian, Karen (Surenovich)",1920.0,,Russia,,opera.stanford,,"Khachaturian, Karen (Surenovich)"
2575,"Khodzha-Einatov, Leon","Khodzha-Einatov, Leon",1904.0,1954.0,Georgia,,opera.stanford,,"Khodzha-Einatov, Leon"
2576,"Kholminov, Alexander Nikolayevich","Kholminov, Alexander Nikolayevich",1925.0,,Russia,,opera.stanford,,"Kholminov, Alexander Nikolayevich"
2577,"Khrennikov, Tikhon Nikolayevich","Khrennikov, Tikhon Nikolayevich",1913.0,2007.0,Russia,,opera.stanford,,"Khrennikov, Tikhon Nikolayevich"
2578,"Kienlen, Johann Christoph","Kienlen, Johann Christoph",1783.0,1829.0,Germany,,opera.stanford,,"Kienlen, Johann Christoph"
2579,"Kienzl, Wilhelm","Kienzl, Wilhelm",1857.0,1941.0,Austria,,opera.stanford,,"Kienzl, Wilhelm"
2580,"Kiesewetter, Tomasz","Kiesewetter, Tomasz",1911.0,,Poland,,opera.stanford,,"Kiesewetter, Tomasz"
2581,"Kiladze, Grigori","Kiladze, Grigori",1902.0,1962.0,Georgia,,opera.stanford,,"Kiladze, Grigori"
2582,"Kilenyi, Edward","Kilenyi, Edward",1910.0,2000.0,United States,,opera.stanford,,"Kilenyi, Edward"
2583,"Killmayr, Wilhelm","Killmayr, Wilhelm",1927.0,,Germany,,opera.stanford,,"Killmayr, Wilhelm"
2584,"Kilpatrick, Jack","Kilpatrick, Jack (Frederick)",1915.0,1967.0,United States,,opera.stanford,,"Kilpatrick, Jack (Frederick)"
2585,"Kim, Earl","Kim, Earl [Eul]",1920.0,1998.0,Jamaica,,opera.stanford,,"Kim, Earl [Eul]"
2586,"Kimmerling, Robert","Kimmerling, Robert [Johannes Evangelist]",1737.0,1799.0,Austria,,opera.stanford,,"Kimmerling, Robert [Johannes Evangelist]"
2587,"King, Matthew Peter","King, Matthew Peter",1773.0,1823.0,United Kingdom,,opera.stanford,,"King, Matthew Peter"
2588,Kinkel,Kinkel [,,,France,,opera.stanford,,Kinkel [
2589,"Király, Ernö","Király, Ernö",1919.0,,Serbia,,opera.stanford,,"Király, Ernö"
2590,"Kirchner, Leon","Kirchner, Leon",1919.0,2009.0,United States,,opera.stanford,Kirchner,"Kirchner, Leon"
2591,"Kistler, Cyrill","Kistler, Cyrill",1848.0,1907.0,Germany,,opera.stanford,,"Kistler, Cyrill"
2592,"Kittl, Jan Bedrich","Kittl, Jan Bedrich [Johann Friedrich]",1806.0,1868.0,Russia,,opera.stanford,,"Kittl, Jan Bedrich [Johann Friedrich]"
2593,"Kiurkchiysky, Krasimir","Kiurkchiysky, Krasimir",1936.0,,Bulgaria,,opera.stanford,,"Kiurkchiysky, Krasimir"
2594,"Klaus, Kenneth Blanchard","Klaus, Kenneth Blanchard",1923.0,1980.0,United States,,opera.stanford,,"Klaus, Kenneth Blanchard"
2595,"Klauwell, Otto","Klauwell, Otto (Adolf)",1851.0,1917.0,Germany,,opera.stanford,,"Klauwell, Otto (Adolf)"
2596,"Klebanov, Dmitri","Klebanov, Dmitri",1907.0,1989.0,Ukraine,,opera.stanford,,"Klebanov, Dmitri"
2597,"Klebe, Giselher","Klebe, Giselher (Wolfgang)",1925.0,,Germany,,opera.stanford,,"Klebe, Giselher (Wolfgang)"
2598,"Kleen, Johan Christoph","Kleen, Johan Christoph",,,Denmark,,opera.stanford,,"Kleen, Johan Christoph"
2599,"Kleffel, Arno","Kleffel, Arno",1840.0,1913.0,Germany,,opera.stanford,,"Kleffel, Arno"
2600,"Klein, Bernhard","Klein, Bernhard (Joseph)",1793.0,1832.0,Germany,,opera.stanford,,"Klein, Bernhard (Joseph)"
2601,"Klein, Bruno Oscar","Klein, Bruno Oscar",1858.0,1911.0,Germany,,opera.stanford,,"Klein, Bruno Oscar"
2602,"Klein, Fritz Heinrich","Klein, Fritz Heinrich",1892.0,,Hungary,,opera.stanford,,"Klein, Fritz Heinrich"
2603,"Klein, Josef","Klein, Josef",1802.0,1862.0,Germany,,opera.stanford,,"Klein, Josef"
2604,"Klein, Lothar","Klein, Lothar (Karl)",1932.0,2004.0,Germany,,opera.stanford,,"Klein, Lothar (Karl)"
2605,"Kleinheinz, Franz Xaver","Kleinheinz, Franz Xaver",1765.0,1832.0,Germany,,opera.stanford,,"Kleinheinz, Franz Xaver"
2606,"Kleinmichel, Richard","Kleinmichel, Richard",1846.0,1901.0,Poland,,opera.stanford,,"Kleinmichel, Richard"
2607,"Kleinsinger, George","Kleinsinger, George",1914.0,1982.0,Mali,,opera.stanford,,"Kleinsinger, George"
2608,"Klemmstein, ",Klemmstein,1941.0,,Germany,Male,operabase,Klemmstein,
2609,"Klemperer, Otto","Klemperer, Otto",1885.0,1973.0,Poland,,opera.stanford,,"Klemperer, Otto"
2610,"Klenau, Paul von","Klenau, Paul (August) von",1883.0,1946.0,Denmark,,opera.stanford,,"Klenau, Paul (August) von"
2611,"Klicka, Josef","Klicka, Josef",1855.0,1937.0,Czechia,,opera.stanford,,"Klicka, Josef"
2612,"Klinichev, Leonid",Klinichev Leonid,1938.0,,Russia,Male,operabase,Klinichev,
2613,"Klitsch, Karl Emanuel","Klitsch, Karl Emanuel",1812.0,1889.0,Germany,,opera.stanford,,"Klitsch, Karl Emanuel"
2614,"Klose, Friedrich","Klose, Friedrich (Karl Wilhelm)",1862.0,1942.0,Germany,,opera.stanford,,"Klose, Friedrich (Karl Wilhelm)"
2615,"Klughardt, August","Klughardt, August (Friedrich Martin)",1847.0,1902.0,Germany,,opera.stanford,,"Klughardt, August (Friedrich Martin)"
2616,"Klusák, Jan",Klusak,1934.0,,Czechia,Male,operabase,Klusak,"Klusák, Jan"
2617,"Klussmann, Ernst Gernot","Klussmann, Ernst Gernot",1901.0,1975.0,Germany,,opera.stanford,,"Klussmann, Ernst Gernot"
2618,"Knaifel, Alexander","Knaifel, Alexander",1943.0,,Uzbekistan,,opera.stanford,,"Knaifel, Alexander"
2619,"Knapik, ",Knapik,1951.0,,Poland,Male,operabase,Knapik,
2620,"Knecht, Justin Heinrich","Knecht, Justin Heinrich",1752.0,1817.0,Germany,,opera.stanford,,"Knecht, Justin Heinrich"
2621,"Kniese, Julius","Kniese, Julius",1848.0,1905.0,Germany,,opera.stanford,,"Kniese, Julius"
2622,"Knipper, Lev","Knipper, Lev (Konstantinovich)",1898.0,1974.0,Georgia,,opera.stanford,,"Knipper, Lev (Konstantinovich)"
2623,"Knorr, Iwan","Knorr, Iwan (Otto Armand)",1853.0,1916.0,Germany,,opera.stanford,,"Knorr, Iwan (Otto Armand)"
2624,"Knussen, ",Knussen ,1952.0,,United Kingdom,Male,operabase,Knussen,"Knussen, (Stuart) Oliver"
2625,"Kobekin, ",Kobekin,1947.0,,Russia,Male,operabase,Kobekin,
2626,"Kobelius, Johann Augustin","Kobelius, Johann Augustin",1674.0,1731.0,Germany,,opera.stanford,,"Kobelius, Johann Augustin"
2627,"Koch, Erland von","Koch, (Sigurd Christian) Erland von",1910.0,,Sweden,,opera.stanford,,"Koch, (Sigurd Christian) Erland von"
2628,"Koch, Friedrich E","Koch, Friedrich E(rnst)",1862.0,1927.0,Germany,,opera.stanford,,"Koch, Friedrich E(rnst)"
2629,"Kochan, Günter","Kochan, Günter",1930.0,,Germany,,opera.stanford,,"Kochan, Günter"
2630,"Kocher, Conrad","Kocher, Conrad",1786.0,1872.0,Germany,,opera.stanford,,"Kocher, Conrad"
2631,"Koczalski, Raoul","Koczalski, Raoul [Raul] (Armand Georg)",1884.0,1948.0,Poland,,opera.stanford,,"Koczalski, Raoul [Raul] (Armand Georg)"
2632,"Kodály, Zoltán","Kodály, Zoltán",1882.0,1967.0,Hungary,,opera.stanford,,"Kodály, Zoltán"
2633,"Kodalli, Nevit","Kodalli, Nevit",1924.0,,Turkey,,opera.stanford,,"Kodalli, Nevit"
2634,"Kodaly, ",Kodaly,1882.0,1967.0,Hungary,Male,operabase,Kodaly,
2635,"Koeberg, Frits Ehrhardt Adriaan","Koeberg, Frits Ehrhardt Adriaan",1876.0,1961.0,Netherlands,,opera.stanford,,"Koeberg, Frits Ehrhardt Adriaan"
2636,"Koerppen, Alfred","Koerppen, Alfred",1926.0,,Germany,,opera.stanford,,"Koerppen, Alfred"
2637,"Koessler, Hans","Koessler [Kössler], Hans",1853.0,1926.0,Germany,,opera.stanford,,"Koessler [Kössler], Hans"
2638,"Koetsier, Jan","Koetsier, Jan",1911.0,,Netherlands,,opera.stanford,,"Koetsier, Jan"
2639,"Kogoj, Marij","Kogoj, Marij",1895.0,1956.0,Italy,,opera.stanford,Kogoj,"Kogoj, Marij"
2640,"Kohaut, Josef","Kohaut [Kohault, Kohout], (Wenzel) Josef (Thomas)",1738.0,1793.0,Czechia,,opera.stanford,,"Kohaut [Kohault, Kohout], (Wenzel) Josef (Thomas)"
2641,"Kohoutek, Ctirad","Kohoutek, Ctirad",1929.0,,Czechia,,opera.stanford,,"Kohoutek, Ctirad"
2642,"Kohs, Ellis Bonoff","Kohs, Ellis Bonoff",1916.0,2000.0,United States,,opera.stanford,,"Kohs, Ellis Bonoff"
2643,"Kokkonen, Joonas","Kokkonen, Joonas",1921.0,1996.0,Finland,,opera.stanford,,"Kokkonen, Joonas"
2644,"Kolberg, Oskar","Kolberg, (Henryk) Oskar",1814.0,1890.0,Poland,,opera.stanford,,"Kolberg, (Henryk) Oskar"
2645,"Kollo, ",Kollo,1904.0,1988.0,Germany,Male,operabase,Kollo,
2646,"Kollo, Walter","Kollo [Kollodziewyski], (Elimar) Walter",1878.0,1940.0,Germany,,opera.stanford,,"Kollo [Kollodziewyski], (Elimar) Walter"
2647,"Kolmanovsky, ",Kolmanovsky,1923.0,1994.0,Russia,Male,operabase,Kolmanovsky,
2648,"Kolodub, Levko",Kolodub Levko,1930.0,,Ukraine,Male,operabase,Kolodub,
2649,"Kolonovits, ",Kolonovits,1952.0,,Austria,Male,operabase,Kolonovits,
2650,"Komorous, Rudolf","Komorous, Rudolf",1931.0,,Czechia,,opera.stanford,Komorous,"Komorous, Rudolf"
2651,"Komzák, Karel","Komzák, Karel",1850.0,1905.0,Czechia,,opera.stanford,,"Komzák, Karel"
2652,"Kondorossy, Leslie","Kondorossy, Leslie",1915.0,,Slovakia,,opera.stanford,,"Kondorossy, Leslie"
2653,"Kondracki, Michal","Kondracki, Michal",1902.0,,Ukraine,,opera.stanford,,"Kondracki, Michal"
2654,"Koning, David","Koning, David",1820.0,1876.0,Netherlands,,opera.stanford,,"Koning, David"
2655,"Konink, Servaas de","Konink [Koninck, Kooninck, Coning, Cooninck, Koning], Servaas de",,1717.0,Netherlands,,opera.stanford,,"Konink [Koninck, Kooninck, Coning, Cooninck, Koning], Servaas de"
2656,"Konjovic, Petar","Konjovic, Petar",1882.0,1970.0,Serbia,,opera.stanford,,"Konjovic, Petar"
2657,"Kono, Kristo","Kono, Kristo [Kristaq]",1907.0,1991.0,Albania,,opera.stanford,,"Kono, Kristo [Kristaq]"
2658,"Kont, Paul","Kont, Paul",1920.0,,Austria,,opera.stanford,,"Kont, Paul"
2659,"Kontz, ",Kontz,1976.0,,Luxembourg,Female,operabase,Kontz,
2660,"Koppel, Herman D","Koppel, Herman D(avid)",1908.0,1998.0,Denmark,,opera.stanford,,"Koppel, Herman D(avid)"
2661,"Koppel, Thomas Herman","Koppel, Thomas Herman",1944.0,,Denmark,,opera.stanford,,"Koppel, Thomas Herman"
2662,"Kopytman, Mark","Kopytman, Mark",1929.0,2011.0,Russia,,opera.stanford,,"Kopytman, Mark"
2663,"Korchmaryov, Klimenty","Korchmaryov [Korchmarev], Klimenty (Arkad'yevich)",1899.0,1958.0,Russia,,opera.stanford,,"Korchmaryov [Korchmarev], Klimenty (Arkad'yevich)"
2664,"Koreshchenko, Arseni","Koreshchenko, Arseni (Nikolaievich)",1870.0,1921.0,Russia,,opera.stanford,,"Koreshchenko, Arseni (Nikolaievich)"
2665,"Korn, Clara Anna","Korn, Clara Anna",1866.0,1940.0,Germany,,opera.stanford,,"Korn, Clara Anna"
2666,"Korn, Peter Jona","Korn, Peter Jona",1922.0,1998.0,Germany,,opera.stanford,,"Korn, Peter Jona"
2667,"Korndorf, Nikolai","Korndorf, Nikolai (Sergeevich)",1947.0,2001.0,Russia,,opera.stanford,,"Korndorf, Nikolai (Sergeevich)"
2668,"Korngold, Erich Wolfgang","Korngold, Erich Wolfgang",1897.0,1957.0,Czechia,,opera.stanford,Korngold,"Korngold, Erich Wolfgang"
2669,"Korte, ",Korte,1969.0,,Germany,Male,operabase,Korte,
2670,"Kortekangas, Olli","Kortekangas, Olli",1955.0,,Finland,,opera.stanford,,"Kortekangas, Olli"
