,genre,name,uri,composer,year,country
0,Opera,O 8,/catalog/10108337,Filippe Duarte,1896,Portugal
1,Opera,1999,/catalog/10114539,Eduard Holst,1897,United States
2,Opera,1814,/catalog/10117967,Xavier Leroux,1915,Monaco
3,Opera,1984,/catalog/19960001,Lorin Maazel,2005,United Kingdom
4,Opera,Le 66,/catalog/10122337,Jacques Offenbach,1856,France
5,Opera,Oedipus,/catalog/20100207,Wolfgang Rihm,1987,Germany
6,Opera,A'agita,/catalog/10112081,Janice Giteck,1983,United States
7,Opera,Aap verslaat de knekelgeest,/catalog/10128128,Peter Schat,1980,Netherlands
8,Opera,A 28-as,/catalog/10133470,Béla Zerkovitz,1921,Hungary
9,Opera,A. - A Shadow Opera,/catalog/19960066,Cecilie Ore,2013,United Kingdom
10,Opera,L'abadía del Rosario,/catalog/10118272,Antonio Llanos y Berete,1880,Spain
11,Opera,L'abandon d'Ariane,/catalog/10120638,Darius Milhaud,1928,Germany
12,Opera,Abandoned,/catalog/20100478,Kamran Ince,2014,United States
13,Opera,Abasso Carmelo Bene,/catalog/10121871,Gino Negri,1982,Italy
14,Opera,L'abate Collarone,/catalog/10110007,Domenico Fischietti,1749,Italy
15,Opera,"L'abate, ossia Il poeta moderno",/catalog/10125166,Tommaso Prota,1752,Malta
16,Opera,L'abbate del épée,/catalog/10121320,Giuseppe Mosca,1826,Italy
17,Opera,L'abbate Luigi,/catalog/10119588,Giovanni Mascetti,1891,Italy
18,Opera,L'abbate Taccarella,/catalog/10126038,Luigi Ricci,1825,Italy
19,Opera,"L'Abbé de l'Attaignant, oder Die Theaterprobe",/catalog/10107110,Franz Danzi,1820,Germany
20,Opera,Abbé Innocent,/catalog/10101297,Max Ast,1918,Austria
21,Opera,Abbé Mouret,/catalog/10122294,Max Oberleithner,1908,Germany
22,Opera,The Abbott of Drimock,/catalog/10121659,Thea Musgrave,1962,United Kingdom
23,Opera,Abdel-Rahman El-Nasser,/catalog/10107153,Sayed Darwish,1921,Egypt
24,Opera,"Abderamo, ossia L'assedio di Granata",/catalog/10133393,Filippo Zappata,1859,Italy
25,Opera,Abderkan,/catalog/10103392,Adrien Boieldieu,1805,Russia
26,Opera,Abdolomino,/catalog/10103595,Giovanni Bononcini,1709,Austria
27,Opera,Abdul Granatas rex,/catalog/10123412,Georg von Pasterwitz,1755,Austria
28,Opera,Abdul und Erinieh,/catalog/10106951,Karl Friedrich Curschmann,1836,Germany
29,Opera,Abel,/catalog/10116598,Rodolphe Kreutzer,1810,France
30,Opera,Abelard and Héloise,/catalog/10132518,Robert Ward,1982,United States
31,Opera,Abenamet e Zoraide,/catalog/10122064,Giuseppe Nicolini,1805,Italy
32,Opera,Az Abencerage,/catalog/10127664,Ferencz Sárosi,1887,Hungary
33,Opera,L'Abencérage,/catalog/10106293,Hippolyte Raymond Colet,1837,France
34,Opera,"Les Abencérages, ou L'étendard de Grenade",/catalog/10105704,Luigi Cherubini,1813,France
35,Opera,Abenddämmerung,/catalog/10120758,Erich Mirsch-Riccius,1920,Germany
36,Opera,Abendglocken,/catalog/10108930,Marie-Joseph Erb,1900,France
37,Opera,Der Abend im Walde,/catalog/10133100,Ernst Wilhelm Wolf,1773,Germany
38,Opera,Abends am Fluss,/catalog/19960067,Johannes Harneit,2015,Germany
39,Opera,Der Abend vor der Hochzeit,/catalog/10109975,Anton Josef Fischer,1806,Germany
40,Opera,Ein Abenteuer auf dem Friedhof,/catalog/19960753,Alfred Koerppen,1980,Germany
41,Opera,Die Abenteuer auf der Schlangenburg,/catalog/10132284,Franz Volkert,1814,Austria
42,Opera,Der Abenteuer auf Vorposten,/catalog/10101854,Carlo Emanuele Barbieri,1866,Austria
43,Opera,Ein Abenteuer Carl des Zweiten,/catalog/10125325,Johann Vesque von Püttlingen,1850,Austria
44,Opera,Abenteuer des Casanova,/catalog/10100688,Volkmar Andreae,1924,Germany
45,Opera,Abenteuer des Don Quichotte,/catalog/10115993,Robert Alfred Kirchner,1941,Germany
46,Opera,Die Abenteuer des Don Quijote,/catalog/10110221,Jean Kurt Forest,1940,
47,Opera,Ein Abenteuer des Don Quixotte,/catalog/10128644,Arthur Max Schweiger,1913,Czech Republic
48,Opera,Die Abenteuer einer Neujahrnacht,/catalog/10114212,Richard Heuberger,1886,Germany
49,Opera,Abenteuer im Opernhaus,/catalog/10123778,Hans Pero,1931,Czech Republic
50,Opera,Das Abenteuer im Walde,/catalog/10109989,Josef Fischer,1849,Czech Republic
51,Opera,Abenteuer in Kaschgar,/catalog/10115741,Leo Justinius Kauffmann,1924,
52,Opera,Abenteuer in Schottland,/catalog/10112873,Bernhard Grün,1928,Czech Republic
53,Opera,Abenteuer in Wien,/catalog/10120689,Carl Millöcker,1873,Austria
54,Opera,Die Abenteuernacht,/catalog/10108280,Joseph Drechsler,1826,Austria
55,Opera,Der Abenteurer,/catalog/10103101,Julius Bittner,1913,Germany
56,Opera,Der Abenteurer,/catalog/10129933,Karl Stix,1889,Germany
57,Opera,Aberfan,/catalog/10123192,Raymond Pannell,1977,Canada
58,Opera,Aber Herr Amtmann,/catalog/10126652,Rudolf Arthur Rösel,1912,Germany
59,Opera,Aber Otto,/catalog/10101586,Egon Baderle,1929,Czech Republic
60,Opera,Abesalom da Eteri (Absalom and Etery),/catalog/10123072,Zakhary Petrovich Paliashvili,1919,Georgia
61,Opera,"Der abgedankte Offizier, oder Joseph der Gute",/catalog/10117648,Joseph Lederer (1),1780,Germany
62,Opera,Abigail,/catalog/10101529,Pietro Giacomo Bacci,1691,Italy
63,Opera,Abinadi,/catalog/19960068,Meredith Ryan Taylor,2003,United States
64,Opera,Abisso,/catalog/10129268,Antonio Smareglia,1914,Italy
65,Opera,L'abitatore dell' bosco,/catalog/10101659,Melchiorre Balbi,1821,Italy
66,Opera,L'abîme de la maladetta,/catalog/10108497,Gilbert-Louis Duprez,1851,Belgium
67,Opera,L'Abracadabra,/catalog/10100630,Alberto Amelio,1882,Italy
68,Opera,Abracadabra,/catalog/10110458,Harry Freedman,1972,Canada
69,Opera,Abradate e Dircea,/catalog/10103516,Paolo Bonfichi,1817,Italy
70,Opera,Abradate e Dircea,/catalog/10122065,Giuseppe Nicolini,1811,Italy
71,Opera,Abraham,/catalog/10111858,Jacob Edvard Gille,1854,Sweden
72,Opera,Abrahams Opfer,/catalog/10119843,J. Michael Maurer,1829,Germany
73,Opera,Die Abreise,/catalog/10100307,Eugen d'Albert,1898,Germany
74,Opera,Abroad and at Home,/catalog/10129032,William Shield,1796,United Kingdom
75,Opera,Ça brule! gare aux doigts,/catalog/10103760,Hippolyte Borssat,1869,France
76,Opera,Absalon,/catalog/10104770,Achille de Campisiano,1875,France
77,Opera,"Der Abschied, die Wiederkunfft und Paarung",/catalog/10115791,Reinhard Keiser,2099,Germany
78,Opera,Abschiedswalzer,/catalog/10128293,Ludwig Schmidseder,1949,Austria
79,Opera,L'absence,/catalog/19961350,Sarah Nemtsov,2012,Germany
80,Opera,Les absents,/catalog/10124568,Ferdinand Poise,1864,France
81,Opera,Abstrakte Oper no. 1,/catalog/10103126,Boris Blacher,1953,Germany
82,Opera,Der abtrünnige Zar,/catalog/10103334,Eugen Bodart,1935,Germany
83,Opera,Der Abt von Fiecht,/catalog/10129665,Martin Spörr,1917,Germany
84,Opera,Der Abt von Sankt Gallen (Der drei Rätsel),/catalog/10113140,Franz Hermann Günther,1863,Germany
85,Opera,Abufar,/catalog/10100272,Léopold Aimon,1852,France
86,Opera,"Abufar, ossia La famiglia araba",/catalog/10104950,Michele Carafa,1823,Austria
87,Opera,"Abufar, ossia La famiglia araba",/catalog/10111012,Manuel García,1827,Mexico
88,Opera,Abu Hassan,/catalog/10132574,Carl Maria von Weber,1811,Germany
89,Opera,Abu Kara,/catalog/10108030,Heinrich Ludwig Egmont Dorn,1831,Germany
90,Opera,Abul,/catalog/10121914,Alberto Nepomuceno,1913,Argentina
91,Opera,"Abu Said, des Stammes Letzter",/catalog/10125783,Wilhelm Reif,1860,Germany
92,Opera,Abu Seid,/catalog/10117319,Gustav Láska,1918,Germany
93,Opera,Abu und Nu,/catalog/10114201,Ludwig Hess,1919,Poland
94,Opera,Academias e futricas,/catalog/10106734,Dias da Costa,1892,Portugal
95,Opera,A Cannareggio,/catalog/10128899,Carlo Sernagiotto,1893,Italy
96,Opera,Acante et Cidippe,/catalog/10112058,François-Joseph Giraud,1764,France
97,Opera,"Acante et Céphise, ou La sympathie",/catalog/10125521,Jean-Philippe Rameau,1751,France
98,Opera,L'accademia a Viareggio,/catalog/10127107,Ferdinando Rutini,1796,Italy
99,Opera,L'accademia del maestro Cisolfaut,/catalog/10132633,Joseph Weigl,1798,Austria
100,Opera,L'accademia di musica,/catalog/10119920,Simon Mayr,1799,Italy
101,Opera,Accidazzie,/catalog/10121241,Enrico Morlacchi,1897,Italy
102,Opera,Accidenti alla bruna!,/catalog/10103001,Alessandro Billi,1919,Italy
103,Opera,Gli accidenti della villa,/catalog/10108571,Pierre Dutillieu,1794,Austria
104,Opera,Gli accidenti inaspettati,/catalog/10119349,Gaetano Marinelli,1790,Italy
105,Opera,Gli accidenti inaspettati,/catalog/10124121,Luigi Piccinni,1792,Italy
106,Opera,Les accordailles,/catalog/10104501,Henri Büsser,1890,
107,Opera,L'accord parfait,/catalog/10102530,Paul Bernard,1863,France
108,Opera,L'accortezza materna,/catalog/10123467,Stefano Pavesi,1804,Italy
109,Opera,The Accused,/catalog/10130169,John Strauss,1961,United States
110,Opera,Acendi,/catalog/10111013,Manuel García,1828,Mexico
111,Opera,Achante e Scyllis,/catalog/10117506,Ernest Lavois,1873,France
112,Opera,Ach du lieber Salomon,/catalog/10128829,Peter Seeger,1952,Germany
113,Opera,L'Achemo imperatore della China,/catalog/10129718,Giovanni Statella,1751,Italy
114,Opera,A chi la giarrettiera?,/catalog/10117915,Ruggero Leoncavallo,1919,Italy
115,Opera,Achille,/catalog/10122868,Ferdinando Paer,1801,Austria
116,Opera,Achille all'assedio di Troia,/catalog/10101979,Francesco Basili,1798,Italy
117,Opera,Achille all'assedio di Troia,/catalog/10105940,Domenico Cimarosa,1797,Italy
118,Opera,Achille chez Chiron,/catalog/10101796,Frédéric-Étienne Barbier,1864,France
119,Opera,Achille et Polyxène,/catalog/10118647,Jean-Baptiste Lully,1687,France
120,Opera,Achille in Aulide,/catalog/10111690,Geminiano Giacomelli,1739,Italy
121,Opera,Achille in Sciro,/catalog/10100237,Johann Friedrich Agricola,1765,Germany
122,Opera,Achille in Sciro,/catalog/10100639,Antonio Amicone,1772,Italy
123,Opera,Achille in Sciro,/catalog/10100959,Giuseppe Arena,1738,Italy
124,Opera,Achille in Sciro,/catalog/10102546,Marcello Bernardini,1794,Italy
125,Opera,Achille in Sciro,/catalog/10102747,Ferdinando Bertoni,1764,Italy
126,Opera,Achille in Sciro,/catalog/10104616,Antonio Caldara,1736,Austria
127,Opera,Achille in Sciro,/catalog/10105744,Pietro Chiarini,1739,Italy
128,Opera,Achille in Sciro,/catalog/10106550,Antonio Coppola,1828,Italy
129,Opera,Achille in Sciro,/catalog/10106691,Francesco Corselli,1744,Spain
130,Opera,Achille in Sciro,/catalog/10108143,Antonio Draghi,1669,Austria
131,Opera,Achille in Sciro,/catalog/10111202,Florian Leopold Gassmann,1766,Italy
132,Opera,Achille in Sciro,/catalog/10113664,Johann Adolf Hasse,1759,Italy
133,Opera,Achille in Sciro,/catalog/10115313,Niccolò Jommelli,1749,Austria
134,Opera,Achille in Sciro,/catalog/10117716,Giovanni Legrenzi,1663,Italy
135,Opera,Achille in Sciro,/catalog/10117848,Leonardo Leo,1740,Italy
136,Opera,Achille in Sciro,/catalog/10119174,Gennaro Manna,1745,Italy
137,Opera,Achille in Sciro,/catalog/10121065,Carlo Monza,1764,Italy
138,Opera,Achille in Sciro,/catalog/10121813,Johann Gottlieb Naumann,1767,Italy
139,Opera,Achille in Sciro,/catalog/10122971,Giovanni Paisiello,1778,Russia
140,Opera,Achille in Sciro,/catalog/10125283,Gaetano Pugnani,1785,Italy
141,Opera,Achille in Sciro,/catalog/10127412,Pietro Pompeo Sales,1774,Germany
142,Opera,Achille in Sciro,/catalog/10127678,Domenico Natale Sarro,1737,Italy
143,Opera,Achille in Sciro,/catalog/10127717,Giuseppe Sarti,1759,Denmark
144,Opera,Achille in Sciro,/catalog/10131901,Giovanni Verocai,1746,Germany
145,Opera,Achille in Tessaglia,/catalog/10108144,Antonio Draghi,1681,Austria
146,Opera,Achille placato,/catalog/10118494,Antonio Lotti,1707,Italy
147,Opera,Achille riconosciuto,/catalog/10108145,Antonio Draghi,1668,Austria
148,Opera,Achilles,/catalog/10115792,Reinhard Keiser,1716,Germany
149,Opera,The Achilles Heel,/catalog/19962439,Craig Bohmler,1993,United States
150,Opera,Achilles in Petticoats,/catalog/10101033,Thomas Augustine Arne,1773,United Kingdom
151,Opera,Achille а Skyros,/catalog/10117450,Laurent de Rillé,1857,France
152,Opera,Achilleus,/catalog/19960069,Wim Henderickx,2003,Belgium
153,Opera,Achill unter den Mädchen,/catalog/20100479,Wolfgang-Andreas Schultz,1997,Germany
154,Opera,Achmed und Almeide,/catalog/10116177,Johann Augustin Kobelius,1721,Germany
155,Opera,Achmet et Almanzine,/catalog/10111869,Jean-Claude Gillier,1728,France
156,Opera,Achmet und Almanzine,/catalog/10128168,Johann Baptist Schenk,1795,Austria
157,Opera,Achmet und Zenaide,/catalog/10129609,Stanislaus Spindler,1796,Poland
158,Opera,Achtung Aufnahme!,/catalog/10112844,Wilhelm Grosz,1930,Germany
159,Opera,Acide,/catalog/10113808,Joseph Haydn,1763,Austria
160,Opera,Aci e Galatea (La vendetta di Polifemo),/catalog/10102857,Francesco Bianchi,1792,Italy
161,Opera,"Aci e Galatea, ossia I ciclopi amanti",/catalog/10121814,Johann Gottlieb Naumann,1801,Germany
162,Opera,Acis et Galatée,/catalog/10118648,Jean-Baptiste Lully,1686,France
163,Opera,Acis et Galathée,/catalog/10117952,__ Lépine,1786,France
164,Opera,Acis und Galathea,/catalog/10103234,Enoch Blinzig,1716,Germany
165,Opera,Acis und Galathea (Die triumphirende Liebe),/catalog/10130033,Gottfried Heinrich Stölzel,2099,Czech Republic
166,Opera,L'acomate (Elpinice),/catalog/10111978,Giuseppe Giordani,1783,Italy
167,Opera,Aconzio e Cidippe,/catalog/10109781,Vincenzio Fiocchi,1796,Italy
168,Opera,L'acqua cheta,/catalog/10124289,Giuseppe Pietri,1920,Italy
169,Opera,Acquanetta,/catalog/19960070,Michael Gordon,2005,Germany
170,Opera,L'acquila e le colombe,/catalog/10118682,Gaetano Luporini (1),1914,Italy
171,Opera,"L'acquisto per raggiro, ossia La casa da vendere",/catalog/10127500,Carlo Salvioni,1826,Italy
172,Opera,Acres of Sky,/catalog/10116560,Arthur Kreutz,1950,United States
173,Opera,Across Spoon River,/catalog/19960071,Marguerite Clarke,2002,United States
174,Opera,Acté,/catalog/10119131,Juan Manén,1903,Spain
175,Opera,Acté,/catalog/10132469,Karl Ferdinand Wallner,1892,Czech Republic
176,Opera,"Actäa, das Mädchen von Corinth",/catalog/10103802,Jean Joseph Bott,1862,Germany
177,Opera,"L'acte pantomine, ou La comédie sans paroles",/catalog/10111870,Jean-Claude Gillier,1732,France
178,Opera,L'acteur dans son ménage,/catalog/10127288,Louis Joseph Saint-Amans,1799,France
179,Opera,Actéon,/catalog/10101352,Daniel-François-Esprit Auber,1836,France
180,Opera,Actéon,/catalog/10105630,Marc-Antoine Charpentier,2099,
181,Opera,Actéon changé en biche,/catalog/10105631,Marc-Antoine Charpentier,2099,
182,Opera,"The Actress, or Doll in Pink Dress",/catalog/10116164,Paul Knudson,1976,United States
183,Opera,Ada,/catalog/10123185,Edoardo Pannain,1892,Italy
184,Opera,Adagio consolante,/catalog/10130292,Pompilio Sudessi,1904,France
185,Opera,L'Adalberto,/catalog/10108146,Antonio Draghi,1697,Austria
186,Opera,Adalgisa di Manzano,/catalog/10109660,Giovanni Ferrua,1876,Italy
187,Opera,Adaloaldo furioso,/catalog/10118755,Giacomo Maccari,1727,Italy
188,Opera,Adam,/catalog/20100386,Zach Redler,2017,United States
189,Opera,Adama,/catalog/20100454,Chaya Czernowin,2006,Austria
190,Opera,Adam and Eve,/catalog/10106819,Lou Crane,1984,United States
191,Opera,Adam and Eve,/catalog/10113942,Everett Helm,1951,Germany
192,Opera,Adam and Eve,/catalog/20100278,Cecilie Ore,2015,Norway
193,Opera,Adam and Eve,/catalog/19960072,Patrick Soluri,2008,United States
194,Opera,Adam and Eve and the Devil,/catalog/10118909,Karl Magnuson,1953,United States
195,Opera,Ada Mariscotti,/catalog/10128859,Prospero Selli,1867,Italy
196,Opera,Adam de la Halle,/catalog/10110426,Ernst Frank,1880,Germany
197,Opera,Adam et Eve,/catalog/10128907,Gaston Serpette,1886,France
198,Opera,Adam in Ballingschap (Adam in Exile),/catalog/19960073,Robert Zuidam,2009,Netherlands
199,Opera,Adam in der Klemme,/catalog/10107707,Anton Diabelli,1809,Austria
200,Opera,L'Adamiro,/catalog/10101967,Lorenzo Baseggio,1687,Italy
201,Opera,O Adam ke i Eva (Adam and Eve),/catalog/10113242,Nikolaos Hadjiapostolou,1923,Greece
202,Opera,An Adamless Eve,/catalog/10129254,Walter Slaughter,1882,United Kingdom
203,Opera,Adam und Eva,/catalog/10114651,Robert von Hornstein,1870,Germany
204,Opera,Adam und Eva,/catalog/10128645,Arthur Max Schweiger,1912,Austria
205,Opera,Adam und Eva,/catalog/10130875,Johann Theile,1678,Germany
206,Opera,Adam und Eva,/catalog/10132689,Carl Weinberger,1899,Austria
207,Opera,Adancile iubiri (Deep Loves),/catalog/10106374,Florin Comișel,1977,Romania
208,Opera,Ada (Revenge),/catalog/10120622,Minoru Miki,1979,United Kingdom
209,Opera,"Adda, regina di Caria",/catalog/10117422,Antonio Laudamo,1832,Italy
210,Opera,"Addina, ovvero Le nozze di Pasquella",/catalog/10104346,Vincenzo Bruti,1877,Italy
211,Opera,L'addio delle Muse,/catalog/10127892,Paolo Scalabrini,1747,Germany
212,Opera,Addio Garibaldi,/catalog/10101187,Girolamo Arrigo,1972,France
213,Opera,Addio giovinezza,/catalog/10124290,Giuseppe Pietri,1915,Italy
214,Opera,"Ade, du liebes Elternhaus",/catalog/10115201,Oskar Jascha,1928,Austria
215,Opera,Adela d'Asturia,/catalog/10120015,Gaetano Mazzoli,1877,Italy
216,Opera,L'Adelaide,/catalog/10104398,Giuseppe Maria Buini,1725,Italy
217,Opera,Adelaide,/catalog/10106132,Gioacchino Cocchi,1743,Italy
218,Opera,Adelaide,/catalog/10122598,Giuseppe Maria Orlandini,1729,Italy
219,Opera,Adelaide,/catalog/10124824,Nicola Porpora,1723,Italy
220,Opera,L'Adelaide,/catalog/10127783,Antonio Sartorio,1672,Italy
221,Opera,Adelaide,/catalog/10127893,Paolo Scalabrini,1744,Germany
222,Opera,Adelaide,/catalog/10131107,Pietro Torri,1722,Germany
223,Opera,L'Adelaide,/catalog/10132155,Antonio Vivaldi,1735,Italy
224,Opera,Adelaide,/catalog/10133012,Richard Winslow,1957,United States
225,Opera,Adelaide di Baviera,/catalog/10105025,Luigi Carlini,1821,Italy
226,Opera,Adelaide di Borgogna,/catalog/10111480,Pietro Generali,1819,Italy
227,Opera,Adelaide di Borgogna,/catalog/10126787,Gioachino Rossini,1817,Italy
228,Opera,Adelaide di Borgogna al castello di Canossa,/catalog/10110986,Alessandro Gandini,1841,Italy
229,Opera,Adelaide di Franconia,/catalog/10106365,Pietro Combi,1838,Italy
230,Opera,Adelaide di Gueselino,/catalog/10112212,Francesco Gnecco,1800,Italy
231,Opera,Adelaide di Gueselino,/catalog/10119921,Simon Mayr,1799,Italy
232,Opera,Adelaide e Comingio,/catalog/10122773,Giovanni Pacini,1817,Italy
233,Opera,Adelaide e Comingio,/catalog/10123214,Angelo Panzini,1940,Italy
234,Opera,Adelaide e Tebaldo,/catalog/10122565,Raffaele Orgitano,1801,Italy
235,Opera,Adelaide maritata,/catalog/10109792,Valentino Fioravanti,1812,Italy
236,Opera,"L'Adelaide, regina principessa di Susa",/catalog/10126825,Giulio Rossoni,1669,Germany
237,Opera,Adelasia,/catalog/10131817,Luigi Vecchiotti,1831,Italy
238,Opera,Adelasia e Aleramo,/catalog/10119922,Simon Mayr,1807,Italy
239,Opera,Adelchi,/catalog/10100894,Giuseppe Apolloni,1852,Italy
240,Opera,Adele de Foix,/catalog/10125826,Carl Gottlieb Reissiger,1841,Germany
241,Opera,Adele di Lusignano,/catalog/10104951,Michele Carafa,1817,Italy
242,Opera,Adele di Lusignano,/catalog/10105050,Ramón Carnicer,1819,Spain
243,Opera,Adele di Volfinga,/catalog/10112050,Alberto Giovannini,1880,Italy
244,Opera,Adele von Budoy (Cordelia),/catalog/10116563,Conradin Kreutzer,1821,Russia
245,Opera,Adelheid,/catalog/10116645,Johann Philipp Krieger,1710,Germany
246,Opera,"Adelheid, oder Die ungezwungene Liebe",/catalog/10130745,Georg Philipp Telemann,1725,Germany
247,Opera,Adelheid von Ponthieu,/catalog/10115915,Franz Hugo von Kerpen,1798,Germany
248,Opera,Adelheid von Ponthieu,/catalog/10117212,Josef Lange,1796,Germany
249,Opera,"Adelheid von Schroffeneck, oder Die Rückkehr",/catalog/10125797,Leopold Karl Reinecke,1806,Germany
250,Opera,Adelheid von Veltheim,/catalog/10121862,Christian Gottlob Neefe,1780,Germany
251,Opera,Adelheid von Veltheim,/catalog/10130861,Franz Teyber,1788,Germany
252,Opera,Adelia di Monferrato,/catalog/10121270,Luigi Moroni,1884,Italy
253,Opera,"Adelia, ossia La figlia dell'arciere",/catalog/10107930,Gaetano Donizetti,1841,Italy
254,Opera,Der adeliche Taglöhner,/catalog/10101930,Josef Bárta,1780,Austria
255,Opera,Die adelige Pächter,/catalog/10121558,Wenzel Müller,1785,Czech Republic
256,Opera,Adel i Mara,/catalog/10113750,Josip Hatze,1932,Slovenia
257,Opera,Adelina,/catalog/10111481,Pietro Generali,1810,Italy
258,Opera,Adelina,/catalog/10116367,Emil Koppel,1879,Austria
259,Opera,Adelina,/catalog/10121205,Giovanni Moretti,1846,Italy
260,Opera,Adelina,/catalog/10121895,Nino Neidhardt,1943,Germany
261,Opera,Adelina,/catalog/10129559,Luigi Sozzi,1864,Italy
262,Opera,"Adelina, o sia L'incostanza vinta",/catalog/10127108,Ferdinando Rutini,1798,Italy
263,Opera,"Adelina Senese, o sia L'amore secreto",/catalog/10129637,Gasparo Spontini,1797,Italy
264,Opera,Adelinda,/catalog/10120360,Agostino Mercuri,1872,San Marino
265,Opera,Adelisa,/catalog/10107321,Giocondo Degola,1837,Italy
266,Opera,Adello,/catalog/10118335,Luigi Logheder,1883,Italy
267,Opera,Adello,/catalog/10120361,Agostino Mercuri,1861,Italy
268,Opera,Adelma,/catalog/10132626,Heinrich Weidt,1873,Romania
269,Opera,Adelova pjesma (Adel's Song),/catalog/10123236,Ivo Parać,1941,Croatia
270,Opera,Adelson e Salvini,/catalog/10102236,Vincenzo Bellini,1825,Italy
271,Opera,Adelson e Salvini,/catalog/10109793,Valentino Fioravanti,1816,Italy
272,Opera,Adelstan und Röschen,/catalog/10110552,Joseph Friebert,1782,Austria
273,Opera,Adelstan und Röschen,/catalog/10122437,Johann Christian Ohlhorst,1782,Germany
274,Opera,Adelsucht und Eitelkeit,/catalog/10115503,Johann Mathias Kainersdorfer,1796,Austria
275,Opera,Ademira,/catalog/10112951,Pietro Alessandro Guglielmi,1789,Italy
276,Opera,Ademira,/catalog/10118586,Andrea Lucchesi,1784,Italy
277,Opera,Ademira,/catalog/10130611,Angelo Tarchi,1783,Italy
278,Opera,Adieu Mimi,/catalog/10102265,Ralph Benatzky,1926,Austria
279,Opera,Les adieux,/catalog/10117191,Marcel Landowski,1959,France
280,Opera,Les adieux aux Fillette,/catalog/10117016,J. A. M. Laflèche,1831,France
281,Opera,Adils och Elisiv,/catalog/10123923,Wilhelm Peterson-Berger,1927,Sweden
282,Opera,Adina,/catalog/10111803,Giovanni Battista Gilardi,1873,Italy
283,Opera,Adina,/catalog/10126788,Gioachino Rossini,1826,Portugal
284,Opera,Adina,/catalog/10133723,Giovanni Zoboli,1866,Italy
285,Opera,Adiós a la bohemia,/catalog/10129525,Pablo Sorozábal,1933,Spain
286,Opera,Adismano nella Scizia,/catalog/10129499,Luigi Somma,1833,Italy
287,Opera,The Adjudicator,/catalog/10118279,Jonathan Lloyd,1986,United Kingdom
288,Opera,Der Adjutant,/catalog/10132690,Carl Weinberger,1889,Austria
289,Opera,Ihr Adjutant,/catalog/20100749,Robert Winterberg,1911,Austria
290,Opera,Adélaide et Ferdinand,/catalog/10132040,Aldé de Villebichot,1880,France
291,Opera,"Adélaide et Mirval, ou La vengeance paternelle",/catalog/10131323,Armand-Emmanuel Trial,1791,France
292,Opera,Adèle de Ponthieu,/catalog/10124132,Niccolò Piccinni,1781,France
293,Opera,Adèle de Ponthieu,/catalog/10133181,André Wormser,1887,France
294,Opera,Adèle et Didier,/catalog/10107566,Prosper-Didier Deshayes,1790,France
295,Opera,Adèle et Didier,/catalog/10107861,Joseph Denis Doche,1791,France
296,Opera,Adèle et Dorsan,/catalog/10106992,Nicolas-Marie Dalayrac,1795,France
297,Opera,Adèle et Edwin,/catalog/10104719,Giuseppe Maria Cambini,1790,France
298,Opera,Adèle et Fulbert,/catalog/10107149,Henri Darondeau,1800,France
299,Opera,Des Adlers Horst,/catalog/10112108,Franz Gläser,1832,Germany
300,Opera,Admeto,/catalog/10112952,Pietro Alessandro Guglielmi,1794,Italy
301,Opera,"Admeto, re di Tessaglia",/catalog/10113473,George Frideric Handel,1727,United Kingdom
302,Opera,"Admeto, re di Tessaglia",/catalog/10118901,Paolo Magni,1702,Italy
303,Opera,"Der Admiral, oder Der gewonnene Prozess",/catalog/10132257,Georg Joseph Vogler,1811,Germany
304,Opera,L'adolescenza coronata dal senno,/catalog/10113912,Maximilian Joseph Hellmann,1733,Austria
305,Opera,Adolfo,/catalog/10122066,Giuseppe Nicolini,1815,Italy
306,Opera,Adolfo e Lesbina,/catalog/10127933,Alessandro Scarlatti,1700,Italy
307,Opera,Adolfo e Virginia,/catalog/10130575,Giuseppe Tamburini,1835,Italy
308,Opera,Adolf und Clara,/catalog/10110440,Ferdinand Fränzl,1800,Germany
309,Opera,Adolf Wöllfli,/catalog/10113215,Georg Friedrich Haas,1981,Austria
310,Opera,"Adolphe de Halden, ou L'orpheline du château",/catalog/10117543,__ Leblanc,1813,France
311,Opera,"Adolphe et Clara, ou Les deux prisonniers",/catalog/10106993,Nicolas-Marie Dalayrac,1799,France
312,Opera,Adone,/catalog/10103032,Antonio Bioni,1731,Czech Republic
313,Opera,Adone,/catalog/10106016,Francesco Cirillo,1656,Italy
314,Opera,L'Adone,/catalog/10119122,Francesco Manelli,1639,Italy
315,Opera,Adone e Venere,/catalog/10125284,Gaetano Pugnani,1784,Italy
316,Opera,Adone in Cipro,/catalog/10117717,Giovanni Legrenzi,1676,Italy
317,Opera,"Adone, re di Cipro",/catalog/10110709,Michele Gabellone,1730,Italy
318,Opera,Adonis,/catalog/10117070,Michel-Richard de Lalande,1696,France
319,Opera,Adoniás,/catalog/10124368,Alejandro Pinto,1989,Argentina
320,Opera,Adonis,/catalog/10126081,Edward Everett Rice,1884,United States
321,Opera,Adonis,/catalog/10130746,Georg Philipp Telemann,1708,Germany
322,Opera,Adonis (Der geliebte Adonis),/catalog/10115793,Reinhard Keiser,1697,Germany
323,Opera,Das Adoptivkind,/catalog/10129830,Arthur Steinke,1913,Germany
324,Opera,Die Adoptivkinder,/catalog/10116538,Hans Krenn,1884,Austria
325,Opera,L'adorable Bel'-Boul',/catalog/10119691,Jules Massenet,1874,France
