,genre,name,uri,composer,year,country
19650,Opera,The Lib: 393 B.C.,/catalog/10116000,Theron Kirk,1972,United States
19651,Opera,Libella,/catalog/10125829,Carl Gottlieb Reissiger,1829,Germany
19652,Opera,La libellula (Kacji pastir),/catalog/10120389,Pavle Merkù,1976,Italy
19653,Opera,La liberalitа di Numa Pompilio,/catalog/10106512,Ignazio Maria Conti,1735,Austria
19654,Opera,La liberalitа di Numa Pompilio,/catalog/10126292,Giovanni Alberto Ristori,1746,Germany
19655,Opera,La liberazione di Ruggiero dall'isola d'Alcina,/catalog/10104553,Francesca Caccini,1625,Italy
19656,Opera,La liberazione di Ruggiero dall'isola di Alcina,/catalog/19961413,Ada Gentile,1994,Germany
19657,Opera,La liberta chiama la liberta,/catalog/19961414,Eugeniusz Knapik,2010,Poland
19658,Opera,La libertа contenta,/catalog/10129766,Agostino Steffani,1693,Germany
19659,Opera,La libertа nociva,/catalog/10126234,Rinaldo di Capua,1740,Italy
19660,Opera,Liberty Hall,/catalog/10107748,Charles Dibdin,1785,United Kingdom
19661,Opera,The Libretto,/catalog/10111953,Don Gillis,1961,United States
19662,Opera,Il libretto alla moda,/catalog/10104286,Antonio Brunetti,1808,Italy
19663,Opera,Il libro dei reclami,/catalog/10105536,Luciano Chailly,1975,Austria
19664,Opera,Libuše,/catalog/10129287,Bedřich Smetana,1881,Czech Republic
19665,Opera,Libusin snatek (Libussa's Wedding),/catalog/10129238,František Jan Škroup,1835,Czech Republic
19666,Opera,La Libussa,/catalog/10102535,Bartolomeo Bernardi,1703,Czech Republic
19667,Opera,Libussa,/catalog/10116346,Paul Kont,1972,Austria
19668,Opera,Libussa,/catalog/10116586,Conradin Kreutzer,1822,Austria
19669,Opera,La Libussa,/catalog/10120873,Clemente Monari,1692,Germany
19670,Opera,"Libussa, Königin von Böhmen und Mähren",/catalog/10117240,Eduard von Lannoy,1819,Czech Republic
19671,Opera,La Licasta,/catalog/10119127,Francesco Manelli,1664,Italy
19672,Opera,License to Marry,/catalog/19961546,Seymour Barab,2005,United States
19673,Opera,Das Licht,/catalog/10120761,Erich Mirsch-Riccius,1935,Germany
19674,Opera,Lichtenstein,/catalog/10118188,Peter Joseph von Lindpaintner,1846,Germany
19675,Opera,Lichtenstein,/catalog/10128224,Ferdinand Schilling,1892,Germany
19676,Opera,Lichtenstein,/catalog/10131336,Bernhard Triebel,1894,Germany
19677,Opera,"Licht und Schatten, oder Moritz und Ismael",/catalog/10117651,Joseph Lederer (1),1778,Germany
19678,Opera,Licida e Mopso,/catalog/10106312,Giuseppe Colla,1769,Italy
19679,Opera,Licinio imperatore,/catalog/10123096,Carlo Pallavicino,1684,Italy
19680,Opera,Il Licurgo,/catalog/10127612,Antonio de Santis,1806,Italy
19681,Opera,"Il Licurgo, overo Il cieco d'acuta vista",/catalog/10124700,Carlo Francesco Pollarolo,1686,Italy
19682,Opera,Lida da Carcano,/catalog/10130488,Antonio Taddei,1857,Italy
19683,Opera,Lida Wilson,/catalog/10103490,Ferdinando Bonamici,1878,Italy
19684,Opera,"Lidda, ou La jeune servante",/catalog/10100130,Adolphe Adam,1828,France
19685,Opera,Liden Kirsten (Little Christine),/catalog/10113630,Johan Peter Emilius Hartmann,1846,Denmark
19686,Opera,Lide ta Ixidor,/catalog/10114951,Santo Intxausti,1910,Spain
19687,Opera,Lidia,/catalog/10100912,Dante Aragno,1907,Italy
19688,Opera,Lidia,/catalog/10131294,Vittorio Trento,1800,Italy
19689,Opera,Lidia di Brabante,/catalog/10122814,Giovanni Pacini,1853,Italy
19690,Opera,Lidia di Bruxelles,/catalog/10122815,Giovanni Pacini,1858,Italy
19691,Opera,Lidia ed Ircano,/catalog/10104661,Antonio Caldara,1725,Austria
19692,Opera,Lidwina,/catalog/10107642,Josef Dessauer,1836,Czech Republic
19693,Opera,Lidé z Pokerflatu (The Outcasts of Poker Flat),/catalog/10132717,Jaromír Weinberger,1932,Czech Republic
19694,Opera,Das Liebchen am Dache,/catalog/10116336,Karl Ferdinand Konradin,1861,Austria
19695,Opera,Das Liebchen am Dache,/catalog/10129943,Petar Stojanovic,1917,Austria
19696,Opera,Die Liebe auf dem Lande,/catalog/10114304,Johann Adam Hiller,1768,Germany
19697,Opera,Die Liebe auf dem Lande,/catalog/10130379,Franz Xaver Süssmayr,1785,
19698,Opera,Liebe auf den ersten Blick!,/catalog/10125517,Robert Rakowianu,1920,Austria
19699,Opera,Die Liebe auf der Probe,/catalog/10113366,Johann August Halbe,1781,Latvia
19700,Opera,Der liebe Augustin,/catalog/10104006,Johann Brandl (2),1887,Austria
19701,Opera,Der liebe Augustin,/catalog/10105692,Hans Chemin-Petit,1906,Germany
19702,Opera,Die Liebe der Bersagliere,/catalog/10132912,Max Wiese,1915,Germany
19703,Opera,Die Liebe der Danae,/catalog/10130187,Richard Strauss,1952,Austria
19704,Opera,Die Liebe der Dona Ines,/catalog/10115231,Walter Jentsch,1940,Germany
19705,Opera,Die Liebe für das Vaterland,/catalog/10118593,Andrea Lucchesi,1783,Germany
19706,Opera,Die Liebe für den Kaiser,/catalog/10129867,Johann Georg Steudle,1790,Germany
19707,Opera,"Die Liebe für den König, oder Karl Stuart",/catalog/10130380,Franz Xaver Süssmayr,1785,Austria
19708,Opera,Die Liebe geht um!,/catalog/10129997,Robert Stolz,1922,Austria
19709,Opera,Der Liebe goldene Zeit,/catalog/10128204,Edgar Schick,1919,Germany
19710,Opera,Liebe im Eckhaus,/catalog/10118484,Mark Lothar,1966,Italy
19711,Opera,Die Liebe im Narrenhause,/catalog/10107839,Carl Ditters von Dittersdorf,1787,Austria
19712,Opera,Liebe im Park,/catalog/10115745,Leo Justinius Kauffmann,1937,
19713,Opera,Liebe im Rokoko,/catalog/10105826,Ludwig Roman Chmel,1935,Austria
19714,Opera,Liebe im Schnee,/catalog/10102290,Ralph Benatzky,1916,Austria
19715,Opera,Liebe in der Mädchenschule,/catalog/10103289,Carl Blum,1830,Germany
19716,Opera,Die Liebe in der Ukraine,/catalog/10129615,Stanislaus Spindler,1786,Austria
19717,Opera,Die Liebe ist sinnreich,/catalog/10111636,Friedrich Christoph Gestewitz,1781,Germany
19718,Opera,Liebe ist teuer,/catalog/10104063,Hans Brehme,1950,Germany
19719,Opera,Liebe krönt Eintracht,/catalog/10124561,David Pohle,1669,
19720,Opera,Liebelei,/catalog/10121996,Franz Neumann,1910,Germany
19721,Opera,Der Liebe Macht,/catalog/10103290,Carl Blum,1827,Germany
19722,Opera,Die Liebenden,/catalog/10101582,Lotte Backes,1948,Germany
19723,Opera,Die Liebenden von Kandahar,/catalog/10125780,Leopold Reichwein,1907,Poland
19724,Opera,Lieber reich - aber glücklich,/catalog/10116266,Walter Kollo,1934,Austria
19725,Opera,Liebesabenteuer,/catalog/10102969,Gottlob Benedict Bierey,1817,Poland
19726,Opera,Das Liebesabenteuer,/catalog/10111443,Heinrich Geissler,1830,Russia
19727,Opera,Liebesbarometer,/catalog/10108789,Julius Einödshofer,1911,Germany
19728,Opera,Liebesbriefe,/catalog/10108068,Nico Dostal,1955,Austria
19729,Opera,Die Liebesbriefe,/catalog/10108773,Joseph Eidens,1925,Germany
19730,Opera,Der Liebesbrunnen,/catalog/10120433,Paul Mestrozzi,1889,Austria
19731,Opera,Der liebe Schatz,/catalog/10125807,Heinrich Reinhardt,1902,Austria
19732,Opera,Der Liebesdiplomat,/catalog/10107724,Karl Dibbern,1888,Germany
19733,Opera,Der Liebesdiplomat,/catalog/10107878,Franz Doelle,1921,Germany
19734,Opera,Die Liebesdoktor,/catalog/10120832,Theodor Mohr,1862,Germany
19735,Opera,Die Liebesfahrt,/catalog/10102800,Max Bertuch,1915,Germany
19736,Opera,Das Liebesfieber,/catalog/10122140,Willy Nieveling,1914,Germany
19737,Opera,Die Liebesgaben,/catalog/10100862,Anton Prinz von Sachsen,1819,Germany
19738,Opera,Die Liebesgeige (The Hunchback of Cremona),/catalog/10118817,Alick Maclean,1906,Germany
19739,Opera,Das Liebesgrab,/catalog/10128676,Friedrich Schwindl,1779,France
19740,Opera,Die Liebesgöttin,/catalog/10108544,A. Düringer,1926,Austria
19741,Opera,Der Liebeshof,/catalog/10121517,Adolf Müller (jr.),1888,Austria
19742,Opera,Die Liebesinsel,/catalog/10132700,Carl Weinberger,1928,Austria
19743,Opera,Der Liebeskampf,/catalog/10120460,Erik Meyer-Helmund,1892,Germany
19744,Opera,Die Liebeskette,/catalog/10117769,Franz Lehner,1962,Germany
19745,Opera,Liebesketten,/catalog/10100315,Eugen d'Albert,1912,Austria
19746,Opera,Der Liebeskommissar,/catalog/10111398,Adolfo Gazzera,1851,Germany
19747,Opera,Der Liebeskompass,/catalog/10108661,Karl Friedrich Ebers,1797,Germany
19748,Opera,Der Liebeskrug,/catalog/10111792,Ewald Giehl,1913,Germany
19749,Opera,Die Liebeskutsche,/catalog/10124073,Ludwig Philipp,1927,Czech Republic
19750,Opera,Der Liebeslehrer,/catalog/10115203,Oskar Jascha,1909,Germany
19751,Opera,Der Liebeslehrling,/catalog/10112279,Franz Goetze,1913,Germany
19752,Opera,Liebesmacht,/catalog/10118449,Alfred Lorentz,1922,Germany
19753,Opera,Eine Liebesnacht,/catalog/10113779,Karl Haupt,1909,Austria
19754,Opera,Liebesnacht,/catalog/10118444,Peter Lordmann,1918,Lithuania
19755,Opera,Das Liebesnest,/catalog/10113862,Noray Hédas,1913,France
19756,Opera,Der Liebesopfer,/catalog/10109200,Philipp Fahrbach,1844,Austria
19757,Opera,Das Liebespfand,/catalog/10114261,Paul Hielscher,1891,Poland
19758,Opera,Der Liebespostillon,/catalog/10119628,Ernst Masek,1866,Germany
19759,Opera,Die Liebesprobe,/catalog/19960635,Iván Eröd,2002,Austria
19760,Opera,Die Liebesprobe,/catalog/10119863,Alphonse Maurice,1892,Germany
19761,Opera,Liebesprobe,/catalog/10120448,Josef Metzler,1908,Austria
19762,Opera,"Die Liebesprobe, oder Der Löwe von Salamanka",/catalog/10101556,Otto Bach,1867,Germany
19763,Opera,"Die Liebesprobe, oder Liebe muss zanken",/catalog/10130925,Georg Thomas,1852,Germany
19764,Opera,Der Liebesprozess,/catalog/10104372,Hermann Büchel,1903,Germany
19765,Opera,Liebesreigen,/catalog/10102291,Ralph Benatzky,1919,Germany
19766,Opera,Der Liebesring,/catalog/10108045,Gustav Dörstling,1861,Germany
19767,Opera,Der Liebesring,/catalog/10111466,Richard Genée,1860,
19768,Opera,Der Liebesring,/catalog/10129245,Jan Nepomuk Škroup,1861,Czech Republic
19769,Opera,Der Liebesring,/catalog/10128277,August Gotthold Schliebner,1879,Switzerland
19770,Opera,Der Liebesring,/catalog/10128447,Albert Schröder,1871,Germany
19771,Opera,Der Liebesring,/catalog/10129248,František Zdeněk Skuherský,1861,Austria
19772,Opera,Der Liebesring,/catalog/10129670,A. Springer,1863,Germany
19773,Opera,Das Liebesschlössel,/catalog/10128275,Otto Schlesinger,1912,Czech Republic
19774,Opera,Liebesschule,/catalog/10102292,Ralph Benatzky,1950,Austria
19775,Opera,Das Liebesspiel,/catalog/10126677,Richard Rosenberg,1929,Germany
19776,Opera,Liebessport,/catalog/10108761,Karl Eibenschütz,1917,Germany
19777,Opera,Liebesstürme,/catalog/10130284,Walter Subak,1913,Czech Republic
19778,Opera,Der Liebesteufel,/catalog/10103099,Julius Bistron,1919,Austria
19779,Opera,Liebestod,/catalog/10100892,Georges Aperghis,1982,France
19780,Opera,Ein Liebestraum,/catalog/10116292,Károly Komjáti,1933,Austria
19781,Opera,Ein Liebestraum,/catalog/10118167,Paul Lincke,1940,Germany
19782,Opera,Liebestreu und Grausamkeit,/catalog/10113523,Eduard Hanisch,1957,Germany
19783,Opera,Liebestreu und Grausamkeit,/catalog/20100515,Wilfried Hiller,1981,Germany
19784,Opera,Das Liebesverbot,/catalog/10102831,Hermann Beutten,1921,Germany
19785,Opera,"Das Liebesverbot, oder Die Novize von Palermo",/catalog/10132404,Richard Wagner,1836,Germany
19786,Opera,Der Liebeswalzer,/catalog/10133633,Carl Michael Ziehrer,1908,Austria
19787,Opera,Liebeswogen (Das Seegespenst),/catalog/10111591,Theodor Gerlach,1903,Germany
19788,Opera,Liebeszauber,/catalog/10122174,Christian Friedrich Nohr,1837,Germany
19789,Opera,Liebeszauber,/catalog/10125328,Johann Vesque von Püttlingen,1845,Austria
19790,Opera,Liebeszauber,/catalog/10130128,Oscar Straus,1916,Austria
19791,Opera,Liebeszauber,/catalog/10133707,Rudolf Zingel,1908,Germany
19792,Opera,Die Liebeszauberin,/catalog/10112772,Johann Grill,1835,Hungary
19793,Opera,"Der Liebeszauber, oder Barbier und Pächterin",/catalog/10121502,Adolf Müller,1856,Austria
19794,Opera,Liebe um Gloria,/catalog/10115746,Leo Justinius Kauffmann,1924,Austria
19795,Opera,"Liebe um Liebe, oder Die Flucht nach Asien",/catalog/10108467,Franz Dunkel,1796,Germany
19796,Opera,Liebe und Eifersucht,/catalog/19961548,Ernst Theodor Amadeus Hoffmann,2008,Germany
19797,Opera,Die liebe Unschuld,/catalog/10118222,[Władysław Lubomirski] W. Lirsky,1912,Austria
19798,Opera,Die Liebe zum Vaterland,/catalog/10101574,Anton Bachschmidt,1766,Germany
19799,Opera,Der Liebhaber als Automat,/catalog/10100683,Johann André,1782,Germany
19800,Opera,Der Liebhaber als Kontrebande,/catalog/10112900,Franz Xaver Grutsch,1837,Austria
19801,Opera,Der Liebhaber im Schlafrock,/catalog/10129616,Stanislaus Spindler,1791,Czech Republic
19802,Opera,Das Liebhaberkonzert,/catalog/10108665,Carl Eberwein,1815,Germany
19803,Opera,Der Liebling von London,/catalog/10113904,Hans Heller,1924,Austria
19804,Opera,Lieb so lang du lieben kannst,/catalog/10109011,Heinrich Erzinger,1920,Germany
19805,Opera,Liebster Vater,/catalog/19961549,Stanley Walden,1996,Germany
19806,Opera,Ein Lied als Verräther,/catalog/10129344,Eduard Sobolewski,1852,Russia
19807,Opera,Ein Lied aus der Vorstadt,/catalog/10129998,Robert Stolz,1948,Austria
19808,Opera,Das Lied der Nacht,/catalog/10110817,Hans Gál,1926,Poland
19809,Opera,Die Lieder der Mirza Schaffy,/catalog/10126852,Louis Roth,1887,Germany
19810,Opera,Die Lieder des Euripides,/catalog/10129104,Botho Sigwart zu Eulenburg,1915,Germany
19811,Opera,Liederik de rentmeester,/catalog/10120398,Joseph Mertens,1875,Belgium
19812,Opera,Liederlig Kleeblatt,/catalog/10113770,Hans Haug,1938,Switzerland
19813,Opera,Das Lied im Volke,/catalog/10121518,Adolf Müller (jr.),1900,Austria
19814,Opera,Een Liedje van moeder,/catalog/10118396,Joseph van Loo,1866,Belgium
19815,Opera,Het Lied van Margot,/catalog/10100088,Jan van den Acker,1859,Belgium
19816,Opera,Liefde's listen en lagen,/catalog/10101617,Henk Badings,1948,Netherlands
19817,Opera,Lieran poika (Son of Liera),/catalog/10118204,Jukka Linkola,1993,Finland
19818,Opera,Lieto 893 (The Year 893),/catalog/10113277,Parashkev Hadjiev,1973,Bulgaria
19819,Opera,Lietuviskas Milionierius,/catalog/10123953,Mikas Petrauskas,1915,
19820,Opera,Le lieutenant Cupidon,/catalog/10119833,André de Mauprey,1909,France
19821,Opera,Life,/catalog/10104077,Domenico Brescia,1919,United States
19822,Opera,The Life and Death of Marina Abramovic,/catalog/19962622,Antony Hegarty,2011,United Kingdom
19823,Opera,The Life and Death(s) of Alan Turing,/catalog/20100422,Justine F. Chen,2017,United States
19824,Opera,The Life and Love of Joe Coogan,/catalog/19962623,Paul Salerni,2010,United States
19825,Opera,Lifeboat,/catalog/20100117,Matthew Peterson,2017,United States
19826,Opera,"The Life, Death, and Renovation of Tom Thumb",/catalog/10107749,Charles Dibdin,1785,United Kingdom
19827,Opera,Life Is a Dream,/catalog/19961551,Jonathan Dove,2012,United Kingdom
19828,Opera,Life Is a Dream,/catalog/19961550,Lewis Spratlan,2010,United States
19829,Opera,Life on a String,/catalog/19961552,Qu Xiao-song,1998,Belgium
19830,Opera,The Life Work of Juan Diaz,/catalog/10125598,Lawrence Rapchak,1990,United States
19831,Opera,Lifkronan,/catalog/10119275,Ulderico Marcelli,1937,United States
19832,Opera,Ligazón,/catalog/10131460,José Luis Turina,1982,Spain
19833,Opera,Ligea,/catalog/10122850,Tadeusz Paciorkiewicz,1967,Poland
19834,Opera,Ligeia,/catalog/10106950,Russell Currie,1987,United States
19835,Opera,Ligeia,/catalog/10116953,Lionel Lackey,1980,United States
19836,Opera,Ligeia,/catalog/10130923,Augusta Read Thomas,1994,France
19837,Opera,Ligeoi egagy,/catalog/10113434,Jean-Noël Hamal,1757,Belgium
19838,Opera,Light and Power,/catalog/19961553,Isaac Schankler,2011,United States
19839,Opera,A Light from St. Agnes,/catalog/10113585,William Franke Harling,1925,United States
19840,Opera,The Lighthouse,/catalog/10107210,Peter Maxwell Davies,1980,United Kingdom
19841,Opera,The Lightning Rod Man,/catalog/19962624,Martin Dixon,2009,United Kingdom
19842,Opera,The Light of the Harem,/catalog/10130921,Arthur Goring Thomas,1879,United Kingdom
19843,Opera,The Light Princess,/catalog/10118697,Sally Lutyens,1979,United States
19844,Opera,Li-I-Lan,/catalog/10101936,Wolfgang von Bartels,1918,Germany
19845,Opera,Like a Window,/catalog/10118695,Elisabeth Lutyens,1977,United Kingdom
19846,Opera,I Like it to Be a Play,/catalog/10129026,Charles Shere,1989,United States
19847,Opera,"Like This, Like That",/catalog/19961555,Timothy Kraemer,1976,United Kingdom
19848,Opera,Lik till salu,/catalog/19961554,Thomas Lindahl,2003,Sweden
19849,Opera,Lila,/catalog/10128825,Karl Siegmund Seckendorff,1777,Germany
19850,Opera,Der lila Domino,/catalog/10106960,Charles Cuvillier,1911,Germany
19851,Opera,Das lila Separée,/catalog/10125132,Anton Profes,1923,Poland
19852,Opera,Lili,/catalog/10114156,[Florimond Ronger] Hervé,1882,France
19853,Opera,Lili,/catalog/10119761,Riccardo Matini,1891,Italy
19854,Opera,Lilia,/catalog/10110766,Henri Gadenne,1904,France
19855,Opera,Lilia,/catalog/10125048,Francesco Balilla Pratella,1905,Italy
19856,Opera,Liliana,/catalog/10112529,Enrique Granados,1911,Spain
19857,Opera,Lili Baróno (Baroness Lili),/catalog/10114859,Jenő Huszka,1919,Hungary
19858,Opera,Lili chce śpiewać (Lili Wants to Sing),/catalog/10126931,Ludomir Różycki,1933,Poland
19859,Opera,Lili Merveille,/catalog/10127281,Louis Saguer,1964,France
19860,Opera,Liline et Valentin,/catalog/10117622,Charles Lecocq,1864,France
19861,Opera,Liliom,/catalog/20100364,Johanna Doderer,2016,Germany
19862,Opera,Liliom,/catalog/10126017,Antal Ribári,1960,
19863,Opera,Liliputi herczegnö,/catalog/10113872,Béla Hegyi,1899,Hungary
19864,Opera,Lilith,/catalog/19961558,Dimitar Bodurov,2012,Netherlands
19865,Opera,Lilith,/catalog/19961557,Anthony Davis,2009,United States
19866,Opera,Lilith,/catalog/19961556,Deborah Dratell,2001,United States
19867,Opera,Lilith,/catalog/10120862,Henry Mollicone,1985,United States
19868,Opera,Lilith,/catalog/10130499,Anthony Taffs,1967,United States
19869,Opera,Lilith,/catalog/10132761,Hugo Weisgall,1934,
19870,Opera,Lilla,/catalog/10103984,Antonio Brancaccio,1848,Italy
19871,Opera,Lilla,/catalog/10123190,Francesco Pannaria,1898,Italy
19872,Opera,Den lilla slafvinnan (The Little Slave Girl),/catalog/10106889,Bernhard Henrik Crusell,1824,Sweden
19873,Opera,Den lille pige med svovlstikkerne,/catalog/10108923,August Enna,1897,Denmark
19874,Opera,Lillian Alling,/catalog/19961559,John Estacio,2010,Canada
19875,Opera,Lilliput,/catalog/10101111,Samuel Arnold,1777,United Kingdom
19876,Opera,Lillo e Lella,/catalog/10131638,Giovanni Valente,1877,Italy
19877,Opera,Lilly,/catalog/10129145,Charles Simar,1882,Belgium
19878,Opera,Lilly der Scheidungsgrund,/catalog/10127045,Theo Rupprecht,1920,Germany
19879,Opera,Lily,/catalog/10115992,Leon Kirchner,1977,United States
19880,Opera,Lilya,/catalog/10109265,Roberto Fancelli,1912,Italy
19881,Opera,The Lily Maid,/catalog/10103843,Rutland Boughton,1934,United Kingdom
19882,Opera,The Lily of Killarney,/catalog/10102357,Julius Benedict,1862,United Kingdom
19883,Opera,Lima Beans,/catalog/10131171,Douglas Townsend,1956,United States
19884,Opera,Limbus-Limbo,/catalog/19961560,Stefano Gervasoni,2012,France
19885,Opera,Limonádé ezredes,/catalog/10132120,Zsigmond Vincze,1912,Hungary
19886,Opera,Limonen aus Sizilien (Lemons from Sicily),/catalog/19961561,Manfred Trojahn,2003,Germany
19887,Opera,Lina,/catalog/10113326,Léon van der Hagen,1912,Belgium
19888,Opera,Lina,/catalog/10123583,Carlo Pedrotti,1840,Italy
19889,Opera,Lina,/catalog/10124452,Emilio Pizzi,1884,Italy
19890,Opera,Lina di Monfiorito,/catalog/10126400,Pietro Agostino Roche,1890,Italy
19891,Opera,"Lina, ou Le mystère",/catalog/10107007,Nicolas-Marie Dalayrac,1807,France
19892,Opera,Lin Calel,/catalog/10109030,Arnaldo d'Espósito,1941,Argentina
19893,Opera,Lincoln's Happiest Night,/catalog/19961562,Lionel Lackey,2003,United States
19894,Opera,Linda di Chamounix,/catalog/10107969,Gaetano Donizetti,1842,Austria
19895,Opera,Linda d'Ispahan,/catalog/10118993,Francesco Malipiero,1871,Italy
19896,Opera,Lindamire,/catalog/10102533,Antonio Bernardi,1862,Belgium
19897,Opera,Lindane e Dalmiro,/catalog/10129122,João Cordeiro da Silva,1789,Portugal
19898,Opera,"Das Lindenfest, oder Das Fest der Freundschaft",/catalog/10133037,Peter Winter,1790,
19899,Opera,Lindoro,/catalog/10114080,Louise Heritte-Viardot,1879,Germany
19900,Opera,Lindor und Ismene,/catalog/10128353,Joseph Aloys Schmittbaur,1771,Germany
19901,Opera,Lindy,/catalog/19961563,Moya Henderson,1997,Australia
19902,Opera,La linea del cuore,/catalog/10104948,Ezio Carabella,1924,Italy
19903,Opera,La lingerie Ricoquais,/catalog/10109263,Edmond Famechon,1888,France
19904,Opera,La linguaggio dei fiori,/catalog/10126717,Renzo Rossellini,1963,Italy
19905,Opera,Linkerhand,/catalog/19961564,Moritz Eggert,2009,Germany
19906,Opera,Linna vedessä (The Castle in the Water),/catalog/20100409,Aulis Sallinen,2017,Finland
19907,Opera,"Linnée, ou La mine de Suède",/catalog/10108127,Victor Dourlen,1808,France
19908,Opera,Il lino generoso,/catalog/10120720,Francesco Minissari,1699,Italy
19909,Opera,Linotte,/catalog/10106539,Ernesto Coop,1917,Italy
19910,Opera,Les linottes,/catalog/20100622,Édouard Mathé,1923,France
19911,Opera,Das Linzer Schiff,/catalog/10132293,Franz Volkert,1814,Austria
19912,Opera,Liolа,/catalog/10121487,Giuseppe Mulè,1935,Italy
19913,Opera,The Lion,/catalog/10110367,Arnold Franchetti,1950,United States
19914,Opera,Le lion amoureux,/catalog/10111285,Paul Gautier,1922,France
19915,Opera,The Lion and Androcles,/catalog/10108637,John Charles Eaton,1974,United States
19916,Opera,The Lion and the Wood Nymph,/catalog/19962625,Jonathan Price,2007,United States
19917,Opera,Lionardo,/catalog/10132832,Lars Johan Werle,1988,Sweden
19918,Opera,Le lion de St-Marc,/catalog/10117702,Isidore-Édouard Legouix,1864,France
19919,Opera,Le lion devenu vieux,/catalog/20100563,Gaston Becquié de Peyreville,1875,France
19920,Opera,Lionella,/catalog/10127506,Spyridon Samaras,1891,Italy
19921,Opera,Le lion en cage,/catalog/10132055,Aldé de Villebichot,1865,France
19922,Opera,La Lionora,/catalog/10105888,Vincenzo Ciampi,1742,Italy
19923,Opera,The Lion's Face,/catalog/19962627,Elena Langer,2010,United Kingdom
19924,Opera,"The Lion, the Unicorn, and Me",/catalog/19962626,Jeanine Tesori,2013,United States
19925,Opera,"The Lion, the Witch and the Wardrobe",/catalog/10120042,John McCabe,1969,United Kingdom
19926,Opera,"Lips Tullian, oder Die Ente",/catalog/10125329,Johann Vesque von Püttlingen,1855,Germany
19927,Opera,La liqueur d'or,/catalog/10117460,Laurent de Rillé,1873,France
19928,Opera,La lira d'Orfeo,/catalog/10108196,Antonio Draghi,1683,Austria
19929,Opera,Liretta e Giannino,/catalog/10109843,Valentino Fioravanti,1795,Italy
19930,Opera,Lisa,/catalog/19961565,Omar Daniel,2002,Canada
19931,Opera,"Élisabeth, ou L'héroïsme filial",/catalog/10117244,J. Lanusse,1806,France
19932,Opera,Lisa de' Lapi,/catalog/10107520,Giovanni Denina,1860,Italy
19933,Opera,Lisa di Beaumont,/catalog/10128680,Salvatore Sciarra,1889,Italy
19934,Opera,Lisa e Fifilot,/catalog/10125445,Vincenzo Raffaelli,1922,Italy
19935,Opera,Lisandro,/catalog/10114995,Gaetano Isola,1790,Italy
19936,Opera,"Lisa, oder Die Sprache des Herzens",/catalog/10120404,Eduard Mertke,1872,Germany
19937,Opera,"Élisa, ou Le triomphe des femmes",/catalog/10117548,__ Leblanc,1802,France
19938,Opera,Lisa pontegliosa,/catalog/10107897,Gianpaolo di Domenico,1719,Italy
19939,Opera,Lisbeth,/catalog/10112732,André-Ernest-Modeste Grétry,1797,France
19940,Opera,Lise et Colin,/catalog/10111301,Pierre Gaveaux,1796,France
19941,Opera,Lise et Lucas,/catalog/10133148,Albert Wolff,1916,France
19942,Opera,Lise og Peter,/catalog/10132609,Søren Wedel,1793,Denmark
19943,Opera,Lisetta,/catalog/10100861,Gaetano Antolisei,1875,Italy
19944,Opera,Lisetta,/catalog/10122159,Icilio Nini-Bellucci,1898,Italy
19945,Opera,Lisetta e Astrobolo,/catalog/10104662,Antonio Caldara,1717,Austria
19946,Opera,Lisetta e Astrobolo,/catalog/10111158,Francesco Gasparini,1707,Italy
19947,Opera,Lisetta e Delfo,/catalog/10122619,Giuseppe Maria Orlandini,1713,Italy
19948,Opera,Lisette,/catalog/10122671,Eugène Ortolan,1855,France
19949,Opera,Lisez Plutarque,/catalog/10124481,Charles-Henri Plantade,1800,France
19950,Opera,Lisia,/catalog/10111191,Jole Gasparini,1905,Italy
19951,Opera,Lisia,/catalog/10128689,Étienne Scio,1793,France
19952,Opera,Lisidore et Monrose,/catalog/10128690,Étienne Scio,1792,France
19953,Opera,Lisimaco,/catalog/10122943,Giovanni Maria Pagliardi,1673,Italy
19954,Opera,Il Lisimaco,/catalog/10123402,Bernardo Pasquini,1681,Italy
19955,Opera,Lisimaco riamato da Alessandro,/catalog/10117727,Giovanni Legrenzi,1682,Italy
19956,Opera,Lisinga,/catalog/10122934,Ercole Paganini,1808,Italy
19957,Opera,Lisinka,/catalog/10119041,Jørgen Malling,1887,Austria
19958,Opera,L'élisir du docteur Cornelius,/catalog/10108535,Émile Durand,1868,France
19959,Opera,Liso e Perletta,/catalog/10124855,Nicola Porpora,1711,Italy
19960,Opera,Lisova pisnya (Forest Song),/catalog/10116887,Vitaly Kyreyko,1958,Ukraine
19961,Opera,Listen to the Earth,/catalog/19961566,Steve Gray,1992,United Kingdom
19962,Opera,List gegen List,/catalog/10102159,Ignaz von Beecke,1785,
19963,Opera,List gegen List,/catalog/10102422,Siegfried Benzon,1820,Germany
19964,Opera,List gegen List,/catalog/10102481,August Bergt,1797,Germany
19965,Opera,List gegen List,/catalog/10113237,Benedikt Hacker,1801,Austria
19966,Opera,The Lists of Infinity,/catalog/19962628,Martin Smolka,2014,Czech Republic
19967,Opera,List und List,/catalog/10128233,Adolf Schimon,1858,Germany
19968,Opera,List und Phlegma,/catalog/10125927,Wilhelm Reuling,1832,Austria
19969,Opera,"List und Ungefähr, oder Der glückliche Zufall",/catalog/10117209,[Georg Ernst Lüderwald] Ernst Lange,1792,Latvia
19970,Opera,Lisu,/catalog/10113227,Alfred Habermehl,1908,Austria
