,work,date,language,work_url
14415,Fidelio,1961-10-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/5820
14416,Così fan tutte,1961-10-17,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/905
14417,La Bohème (Puccini),1961-10-17,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/7811
14418,Die Walküre,1961-10-18,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/10719
14419,Die Entführung aus dem Serail,1961-10-19,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2378
14420,Madama Butterfly,1961-10-19,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/8076
14421,Dido und Aeneas,1961-10-20,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9798
14422,Ariadne auf Naxos,1961-10-20,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/11396
14423,L' histoire du soldat,1961-10-20,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/13503
14424,Turandot,1961-10-21,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/2988
14425,Elektra,1961-10-22,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/8997
14426,La forza del destino,1961-10-23,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/8830
14427,Aida,1961-10-24,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/374
14428,Le nozze di Figaro,1961-10-25,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6121
14429,Don Giovanni,1961-10-26,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/1145
14430,Die Entführung aus dem Serail,1961-10-26,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2379
14431,Die Walküre,1961-10-27,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/10721
14432,La forza del destino,1961-10-28,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/8831
14433,Der Rosenkavalier,1961-10-29,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2629
14434,Fidelio,1961-10-30,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/5821
14435,Le nozze di Figaro,1961-10-30,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6122
14436,Pagliacci,1961-10-31,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/4394
14437,Cavalleria rusticana,1961-10-31,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/7731
14438,Le nozze di Figaro,1961-11-01,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6123
14439,La Bohème (Puccini),1961-11-01,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/7814
14440,Die Zauberflöte,1961-11-02,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/3607
14441,Die Walküre,1961-11-03,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/10722
14442,Pagliacci,1961-11-04,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/4395
14443,Cavalleria rusticana,1961-11-04,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/7733
14444,Die Meistersinger von Nürnberg,1961-11-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/1295
14445,La forza del destino,1961-11-06,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/8832
14446,Die Entführung aus dem Serail,1961-11-07,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2380
14447,La Bohème (Puccini),1961-11-07,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/7816
14448,Dialogues des Carmélites,1961-11-08,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/13538
14449,Elektra,1961-11-09,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/8998
14450,Le nozze di Figaro,1961-11-10,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6127
14451,La Bohème (Puccini),1961-11-10,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/7817
14452,Die Entführung aus dem Serail,1961-11-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2382
14453,Madama Butterfly,1961-11-11,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/8077
14454,Die Meistersinger von Nürnberg,1961-11-12,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/1296
14455,Le nozze di Figaro,1961-11-13,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6129
14456,Madama Butterfly,1961-11-13,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/8078
14457,Die Entführung aus dem Serail,1961-11-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2385
14458,Così fan tutte,1961-11-15,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/906
14459,La Bohème (Puccini),1961-11-15,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/7819
14460,Oedipus der Tyrann,1961-11-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/1889
14461,Dido und Aeneas,1961-11-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9799
14462,L' histoire du soldat,1961-11-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/13504
14463,Die Zauberflöte,1961-11-17,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/3610
14464,Salome,1961-11-18,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9347
14465,Tosca,1961-11-19,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/4210
14466,Così fan tutte,1961-11-20,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/909
14467,Don Giovanni,1961-11-20,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/1147
14468,Die Meistersinger von Nürnberg,1961-11-21,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/1297
14469,Die weiße Rose,1961-11-22,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/42938
14470,Le nozze di Figaro,1961-11-23,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6132
14471,La Bohème (Puccini),1961-11-23,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/7821
14472,La forza del destino,1961-11-24,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/8833
14473,Le nozze di Figaro,1961-11-25,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6133
14474,La forza del destino,1961-11-27,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/8834
14475,La traviata,1961-11-28,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6327
14476,Otello,1961-11-29,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/1882
14477,Die weiße Rose,1961-11-30,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/42957
14478,Das Rheingold,1961-12-01,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/11113
14479,Don Carlo (Ital.),1961-12-02,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/10167
14480,Die Zauberflöte,1961-12-03,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/3611
14481,Die weiße Rose,1961-12-04,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/42968
14482,Die Zauberflöte,1961-12-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/3615
14483,Salome,1961-12-06,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9348
14484,Don Carlo (Ital.),1961-12-07,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/10168
14485,Die Fledermaus,1961-12-08,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/8153
14486,Die Zauberflöte,1961-12-09,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/3619
14487,Carmen,1961-12-10,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/12109
14488,Elektra,1961-12-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/8999
14489,Madama Butterfly,1961-12-12,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/8079
14490,La Bohème (Puccini),1961-12-13,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/7823
14491,Così fan tutte,1961-12-15,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/910
14492,Carmen,1961-12-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/12113
14493,Fidelio,1961-12-17,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/5823
14494,Elektra,1961-12-18,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9000
14495,Tosca,1961-12-19,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/4212
14496,Capriccio,1961-12-20,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/8546
14497,Ariadne auf Naxos,1961-12-21,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/11397
14498,La traviata,1961-12-22,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6329
14499,Fidelio,1961-12-23,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/5825
14500,Der Rosenkavalier,1961-12-25,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2632
14501,Die Fledermaus,1961-12-26,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/8154
14502,Tosca,1961-12-27,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/4221
14503,Die Zauberflöte,1961-12-28,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/3620
14504,Don Carlo (Ital.),1961-12-29,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/10169
14505,Tosca,1961-12-30,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/4223
14506,Die Fledermaus,1961-12-31,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/8155
14507,Così fan tutte,1962-01-01,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/911
14508,Salome,1962-01-03,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9349
14509,Così fan tutte,1962-01-05,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/912
14510,Pelléas et Mélisande,1962-01-06,in französischer Sprache,https://archiv.wiener-staatsoper.at/performances/12613
14511,Der Rosenkavalier,1962-01-07,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2635
14512,Pelléas et Mélisande,1962-01-08,in französischer Sprache,https://archiv.wiener-staatsoper.at/performances/15133
14513,Così fan tutte,1962-01-09,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/913
14514,Otello,1962-01-10,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/1883
14515,Salome,1962-01-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9350
14516,Die weiße Rose,1962-01-12,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/42981
14517,Carmen,1962-01-13,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/12122
14518,Fidelio,1962-01-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/5827
14519,La traviata,1962-01-15,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6331
14520,Die Zauberflöte,1962-01-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/3621
14521,Madama Butterfly,1962-01-17,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/8080
14522,Die weiße Rose,1962-01-18,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/42983
14523,La Bohème (Puccini),1962-01-19,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/7825
14524,Carmen,1962-01-20,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/12186
14525,Ariadne auf Naxos,1962-01-21,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/11399
14526,Così fan tutte,1962-01-22,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/914
14527,Salome,1962-01-23,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9351
14528,Der fliegende Holländer,1962-01-24,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/3662
14529,Die Zauberflöte,1962-01-25,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/3622
14530,Otello,1962-01-26,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/1886
14531,Die Zauberflöte,1962-01-27,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/3623
14532,Le nozze di Figaro,1962-01-28,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6136
14533,Tosca,1962-01-29,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/4224
14534,Così fan tutte,1962-01-30,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/915
14535,Pagliacci,1962-01-31,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/4396
14536,La traviata,1962-02-02,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6332
14537,Rigoletto,1962-02-03,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/3418
14538,Don Giovanni,1962-02-04,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/1148
14539,Fidelio,1962-02-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/5829
14540,Der Rosenkavalier,1962-02-06,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2639
14541,Elektra,1962-02-07,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9001
14542,Un ballo in maschera,1962-02-08,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6647
14543,Der fliegende Holländer,1962-02-09,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/3663
14544,Rigoletto,1962-02-10,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/3419
14545,Die Walküre,1962-02-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/10723
14546,Pagliacci,1962-02-12,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/4397
14547,Cavalleria rusticana,1962-02-12,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/7734
14548,Der fliegende Holländer,1962-02-13,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/3664
14549,Rigoletto,1962-02-14,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/3420
14550,Die Zauberflöte,1962-02-15,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/3625
14551,Der Rosenkavalier,1962-02-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2704
14552,Le nozze di Figaro,1962-02-17,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6139
14553,La Bohème (Puccini),1962-02-17,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/7828
14554,Elektra,1962-02-18,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9002
14555,Rigoletto,1962-02-19,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/3421
14556,Don Giovanni,1962-02-20,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/1149
14557,Die Entführung aus dem Serail,1962-02-20,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2387
14558,La traviata,1962-02-21,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6334
14559,Le nozze di Figaro,1962-02-22,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6146
14560,La Bohème (Puccini),1962-02-22,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/7830
14561,Die Zauberflöte,1962-02-23,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/3626
14562,Die weiße Rose,1962-02-24,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/42988
14563,Fidelio,1962-02-25,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/5832
14564,Rigoletto,1962-02-26,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/3423
14565,Le nozze di Figaro,1962-02-26,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6245
14566,Salome,1962-02-27,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9352
14567,Così fan tutte,1962-02-28,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/916
14568,Elektra,1962-03-02,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9003
14569,Fidelio,1962-03-03,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/5834
14570,Aida,1962-03-04,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/375
14571,Der Wildschütz,1962-03-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/13090
14572,Un ballo in maschera,1962-03-06,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6651
14573,Die Zauberflöte,1962-03-07,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/3627
14574,Andrea Chénier,1962-03-08,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/344
14575,Die Entführung aus dem Serail,1962-03-09,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2388
14576,Le nozze di Figaro,1962-03-09,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6246
14577,Un ballo in maschera,1962-03-10,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6654
14578,Don Giovanni,1962-03-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/1150
14579,Die Entführung aus dem Serail,1962-03-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2390
14580,Fidelio,1962-03-12,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/5836
14581,Rigoletto,1962-03-13,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/3425
14582,Le nozze di Figaro,1962-03-14,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6249
14583,Elektra,1962-03-15,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9004
14584,Die Zauberflöte,1962-03-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/3628
14585,Andrea Chénier,1962-03-17,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/345
14586,Le nozze di Figaro,1962-03-17,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6252
14587,Don Carlo (Ital.),1962-03-18,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/10121
14588,Un ballo in maschera,1962-03-19,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6655
14589,Aida,1962-03-20,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/593
14590,Don Giovanni,1962-03-21,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/1151
14591,Tosca,1962-03-22,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/4226
14592,Le nozze di Figaro,1962-03-28,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6256
14593,Der Türke in Italien,1962-04-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/15014
14594,Der Türke in Italien,1962-04-06,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/15022
14595,Bluthochzeit,1962-04-07,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/15006
14596,Der Türke in Italien,1962-04-08,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/15024
14597,Bluthochzeit,1962-04-09,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/14988
14598,Der fliegende Holländer,1962-04-10,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/3665
14599,Pagliacci,1962-04-11,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/4398
14600,Cavalleria rusticana,1962-04-11,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/7739
14601,Rigoletto,1962-04-12,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/3426
14602,Die verkaufte Braut,1962-04-13,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/10871
14603,Der Rosenkavalier,1962-04-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2708
14604,Così fan tutte,1962-04-15,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/917
14605,Tosca,1962-04-15,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/4228
14606,Der Wildschütz,1962-04-15,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/13091
14607,Die Walküre,1962-04-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/10725
14608,Le nozze di Figaro,1962-04-17,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6258
14609,Ariadne auf Naxos,1962-04-17,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/11400
14610,Die weiße Rose,1962-04-18,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/43004
14611,Otello,1962-04-19,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/1888
14612,Pagliacci,1962-04-21,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/4399
14613,Cavalleria rusticana,1962-04-21,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/7740
14614,Der Rosenkavalier,1962-04-22,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2714
14615,La forza del destino,1962-04-23,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/8835
14616,Le nozze di Figaro,1962-04-24,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6259
14617,La Bohème (Puccini),1962-04-24,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9104
14618,Die Walküre,1962-04-25,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/10726
14619,Die Zauberflöte,1962-04-26,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/3629
14620,Don Carlo (Ital.),1962-04-27,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/10122
14621,Carmen,1962-04-28,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/12188
14622,Le nozze di Figaro,1962-04-29,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6262
14623,La cenerentola,1962-04-29,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/12147
14624,Der fliegende Holländer,1962-04-30,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/3667
14625,Aida,1962-05-01,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/594
14626,Le nozze di Figaro,1962-05-02,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6264
14627,La traviata,1962-05-02,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6338
14628,Der fliegende Holländer,1962-05-03,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/3668
14629,La Bohème (Puccini),1962-05-04,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9105
14630,Carmen,1962-05-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/12190
14631,Così fan tutte,1962-05-06,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/918
14632,Tosca,1962-05-06,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/4230
14633,Madama Butterfly,1962-05-06,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/8081
14634,Die verkaufte Braut,1962-05-07,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/10874
14635,Der Rosenkavalier,1962-05-08,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2717
14636,Don Giovanni,1962-05-09,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/1152
14637,Le nozze di Figaro,1962-05-09,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6267
14638,Aida,1962-05-10,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/595
14639,Die Walküre,1962-05-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/10727
14640,Così fan tutte,1962-05-12,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/919
14641,La Bohème (Puccini),1962-05-12,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9106
14642,La cenerentola,1962-05-12,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/18312
14643,Der fliegende Holländer,1962-05-13,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/3669
14644,La Bohème (Puccini),1962-05-13,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9110
14645,Così fan tutte,1962-05-14,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/920
14646,Un ballo in maschera,1962-05-15,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6659
14647,Pagliacci,1962-05-16,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/4400
14648,Cavalleria rusticana,1962-05-16,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/7741
14649,Don Giovanni,1962-05-17,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/1153
14650,Andrea Chénier,1962-05-18,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/346
14651,Die Entführung aus dem Serail,1962-05-19,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2391
14652,Le nozze di Figaro,1962-05-19,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6274
14653,Der fliegende Holländer,1962-05-20,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/3670
14654,Don Carlo (Ital.),1962-05-21,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/10170
14655,Die Entführung aus dem Serail,1962-05-22,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2392
14656,Rigoletto,1962-05-23,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/3428
14657,Dialogues des Carmélites,1962-05-24,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/13544
14658,Fidelio,1962-05-25,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/5840
14659,Don Carlo (Ital.),1962-05-26,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/10171
14660,Turandot,1962-05-27,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/2989
14661,Tosca,1962-05-28,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/4232
14662,La forza del destino,1962-05-29,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/8836
14663,Die Zauberflöte,1962-05-30,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/3630
14664,La Bohème (Puccini),1962-05-30,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9108
14665,Das Rheingold,1962-05-31,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/11118
14666,Die Walküre,1962-06-01,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/10743
14667,Così fan tutte,1962-06-02,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/921
14668,Le nozze di Figaro,1962-06-02,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/6277
14669,Capriccio,1962-06-02,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/8548
14670,Siegfried,1962-06-03,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/11930
14671,Così fan tutte,1962-06-04,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/922
14672,Ariadne auf Naxos,1962-06-04,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/11401
14673,Don Carlo (Ital.),1962-06-05,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/10172
14674,Götterdämmerung,1962-06-06,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/12000
14675,Der Rosenkavalier,1962-06-07,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2719
14676,Die Zauberflöte,1962-06-08,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/4063
14677,Capriccio,1962-06-08,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/16095
