,composer,composer_info,work
2264,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",La vergine del sole
2265,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ","Mesenzio, re d'Etruria"
2266,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",La Zemira
2267,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",L'orfano cinese
2268,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Artaserse
2269,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Pizzarro
2270,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Scipione africano
2271,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Il ritratto
2272,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Calto
2273,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",La morte di Cesare
2274,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Il nuovo Don Chischiotte
2275,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",La fedeltà tra le selve
2276,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ","L'ape musicale,"
2277,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Nitteti
2278,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Daliso e Delmita
2279,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Il gatto
2280,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",La calamità dei cuori
2281,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Il finto astrologo
2282,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",L'Arminio
2283,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ","La vendetta di Nino,"
2284,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ","La vendetta di Nino,"
2285,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Caio Ostilio
2286,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",La dama bizzarra
2287,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Deifile
2288,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",La sposa in equivoco
2289,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ","Seleuco, re di Siria"
2290,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Aci e Galatea
2291,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ","Tarara,"
2292,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Pirro
2293,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Il cinese in Italia
2294,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Il difensore
2295,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",La secchia rapita
2296,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Ines de Castro
2297,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",La capricciosa ravveduta
2298,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Aci e Galatea
2299,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Antigone
2300,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",La secchia rapita
2301,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Il consiglio imprudente
2302,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Merope
2303,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Zenobia
2304,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Cinna
2305,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",La serva riconoscente
2306,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Telemaco
2307,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Alzira
2308,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",La morte di Cleopatra
2309,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Armida
2310,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Vonima e Mitridate
2311,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",L'avaro
2312,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Blaisot e Pasquin
2313,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Le Maître de chapelle
2314,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ","Corali,"
2315,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ","L'Eau et le feu,"
2316,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ","Le Contrat signé d'avance,"
2317,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ","Le Gascon, gascon malgré lui"
2318,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Amour et coquetterie
2319,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Le Livre des destins
2320,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ","La Famille venitienne,"
2321,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ","Monsieur Jugolo,"
2322,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Le Château mystérieux
2323,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Le Triomphe d'Alcide à Athènes
2324,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ","La Soeur officieuse,"
2325,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ","Almeria,"
2326,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ","Les Illustres infortunés,"
2327,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Le Pied de boeuf et la queue du chat
2328,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Sofonisba
2329,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Cenobia
2330,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Don Pomponio
2331,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Gengis-Kan
2332,"Bibalo [Bibalitsch], Antonio (Gino)"," (18.1.1922 Trieste - )
  ",Sorrisi ai piedi d'una scala
2333,"Bibalo [Bibalitsch], Antonio (Gino)"," (18.1.1922 Trieste - )
  ",Frøken Julie
2334,"Biber, Heinrich (Ignaz Franz von)"," (12.8.1644 Wartenberg, c. Liberec - 3.5.1704 Salzburg)
  ",Chi la dura la vince
2335,"Biber, Heinrich (Ignaz Franz von)"," (12.8.1644 Wartenberg, c. Liberec - 3.5.1704 Salzburg)
  ",Alessandro in Pietra
2336,"Biber, Heinrich (Ignaz Franz von)"," (12.8.1644 Wartenberg, c. Liberec - 3.5.1704 Salzburg)
  ",Tratenimento musicale del'Ossequio di Salisburgo
2337,"Biechteler, Ignatius"," (1701 Obergünzburg, c. Kempten - 26.11.1767 Wiblingen, c. Ulm)
  ","Theodorus I, König von Korsika"
2338,"Biego, Paolo"," (? - ?)
  ",Ottone il grande
2339,"Biego, Paolo"," (? - ?)
  ",La fortuna tra le disgratie
2340,"Biego, Paolo"," (? - ?)
  ",Il Pertinace
2341,"Bierey, Gottlob Benedikt"," (25.7.1772 Dresden - 5.5.1840 Wroclaw)
  ",Das Blumenmädchen
2342,"Bierey, Gottlob Benedikt"," (25.7.1772 Dresden - 5.5.1840 Wroclaw)
  ","Clara, Herzogin von Bretannien"
2343,"Bierey, Gottlob Benedikt"," (25.7.1772 Dresden - 5.5.1840 Wroclaw)
  ",Jery und Bätely
2344,"Bierey, Gottlob Benedikt"," (25.7.1772 Dresden - 5.5.1840 Wroclaw)
  ","Rosette, das schweizer Hirtenmädchen"
2345,"Bierey, Gottlob Benedikt"," (25.7.1772 Dresden - 5.5.1840 Wroclaw)
  ","Wladimir, Fürst von Nowgorod"
2346,"Bijvanck, Henk"," (6.11.1909 Kudus, Java - 5.9.1969 Heemsted, c. Haarlem)
  ",Joseph en zijn broers
2347,"Bimboni, Alberto"," (24.8.1882 Firenze - 18.6.1960 New York)
  ",Winona
2348,"Bimboni, Alberto"," (24.8.1882 Firenze - 18.6.1960 New York)
  ",Karin
2349,"Bimboni, Alberto"," (24.8.1882 Firenze - 18.6.1960 New York)
  ",Il cancelleto d'oro
2350,"Bimboni, Alberto"," (24.8.1882 Firenze - 18.6.1960 New York)
  ",In the Name of Culture
2351,"Binder, Abraham Wolfe"," (13.1.1895 New York - 10.10.1966 New York)
  ",A Goat in Chelm
2352,"Binder, Karl [Carl]"," (29.11.1816 Wien - 5.11.1860 Wien)
  ",Der Wiener Schusterhut
2353,"Binder, Karl [Carl]"," (29.11.1816 Wien - 5.11.1860 Wien)
  ",Die Tochter des Räubers
2354,"Binder, Karl [Carl]"," (29.11.1816 Wien - 5.11.1860 Wien)
  ",Die drei Wittfrauen
2355,"Binder, Karl [Carl]"," (29.11.1816 Wien - 5.11.1860 Wien)
  ",Purzel
2356,"Binder, Karl [Carl]"," (29.11.1816 Wien - 5.11.1860 Wien)
  ",Der letzte Zwanziger
2357,"Binder, Karl [Carl]"," (29.11.1816 Wien - 5.11.1860 Wien)
  ",Verrechnet
2358,"Binder, Karl [Carl]"," (29.11.1816 Wien - 5.11.1860 Wien)
  ",Kampl
2359,"Binder, Karl [Carl]"," (29.11.1816 Wien - 5.11.1860 Wien)
  ",Die Frau Wirtin
2360,"Binder, Karl [Carl]"," (29.11.1816 Wien - 5.11.1860 Wien)
  ",Umsonst
2361,"Binder, Karl [Carl]"," (29.11.1816 Wien - 5.11.1860 Wien)
  ",Tannhäuser
2362,"Binder, Karl [Carl]"," (29.11.1816 Wien - 5.11.1860 Wien)
  ",Ein gebildeter Hausknecht
2363,"Bingham, Seth (Daniels)"," (16.4.1882 Bloomfield, N.J. - 21.6.1972 New York)
  ",La Charelzenn
2364,"Binicki, Stanislav"," (27.7.1872 Jasika, c. Krusevca - 15.2.1942 Beograd)
  ",Na uranku
2365,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Climene
2366,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Mitridate
2367,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Cajo Mario
2368,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Udine
2369,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Orlando furioso
2370,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Armida abbandonata
2371,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Armida al campo
2372,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Endimione
2373,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Lucio Vero
2374,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Attalo ed Arsinoe
2375,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Ariodante
2376,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Filindo
2377,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Artabano re di Parti
2378,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Griselda
2379,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Nissa ed Elpino
2380,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Merope
2381,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Arsinoe
2382,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",La fede tradita e vendicata
2383,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Engelberta
2384,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Andromaca
2385,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Il ritorno del figlio con l'abito più approvato
2386,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Ercole su'l Termodonte
2387,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Adone
2388,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Silvia
2389,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Siroe
2390,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Lucio Papirio
2391,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",La verità conosciuta
2392,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Demetrio
2393,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Issipile
2394,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",L'Odio placato
2395,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Artaserse
2396,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Alessandro Severo
2397,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Alessandro nell'Indie
2398,"Bioni, Antonio"," (1698 Venezia - > 1739)
  ",Girita
2399,"Bird, Arthur"," (23.7.1856 Belmont, Mass. - 22.12.1923 Berlin)
  ",Daphne
2400,"Biriukov, Yuri"," (1.4.1908 Moskva - 1.11.1976 Moskva)
  ",Peasant Gentlewoman
2401,"Biriukov, Yuri"," (1.4.1908 Moskva - 1.11.1976 Moskva)
  ",Knight of the Golden Star
2402,"Birtwistle,"," (15.7.1934 Accrington, Lancs.)
  ",Punch and Judy
2403,"Birtwistle,"," (15.7.1934 Accrington, Lancs.)
  ",Monodrama
2404,"Birtwistle,"," (15.7.1934 Accrington, Lancs.)
  ",Down by the Greenwood Side
2405,"Birtwistle,"," (15.7.1934 Accrington, Lancs.)
  ",Punch and Judy
2406,"Birtwistle,"," (15.7.1934 Accrington, Lancs.)
  ",The Mask of Orpheus
2407,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",Angelina
2408,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Czar of Muscovy
2409,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Circassian Bride
2410,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Vintagers
2411,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ","The Maniac,"
2412,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Exile
2413,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Knight of Snowdoun
2414,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Virgin of the Sun
2415,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ","The Aethiop,"
2416,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Lord of the Manor
2417,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",Midas
2418,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",Haroun-al-Rashid
2419,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",Poor Vulcan
2420,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Brazen Bust
2421,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",Harry-le-Roy
2422,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",Artaxerxes
2423,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",Selima and Azor
2424,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Miller and his Men
2425,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",Epicedium
2426,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ","For England, Ho!"
2427,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Farmer's Wife
2428,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ","The Wandering Boys,"
2429,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ","Sadak and Kalasrade,"
2430,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",Lionel and Clarissa
2431,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ","The Dog of Montargis,"
2432,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Maid of the Mill
2433,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",John of Paris
2434,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",Brother and Sister
2435,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Noble Outlaw
2436,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",Comus
2437,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",Telemachus
2438,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Magpie or the Maid?
2439,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ","John du Bart,"
2440,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",Cymon
2441,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",Who Wants a Wife?
2442,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",Lodoiska
2443,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Slave
2444,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Conquest of Taranto
2445,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ","The Heir of Virony,"
2446,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Father and his Children
2447,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Castle of Andalusia
2448,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Gentle Shepherd
2449,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ","The Illustrious Traveller,"
2450,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ","Zuma,"
2451,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",December and May
2452,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ","The Burgomaster of Sardaam,"
2453,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Barber of Seville
2454,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Marriage of Figaro
2455,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ","Fortunatus and his Sons,"
2456,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Heart of Mid-Lothian
2457,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",A Roland for an Oliver
2458,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ","Swedish Patriotism,"
2459,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ","The Gnome-king,"
2460,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ","Henri Quatre,"
2461,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ","Montoni,"
2462,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Battle of Bothwell Brigg
2463,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ","Don John,"
2464,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ","Montrose,"
2465,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Law of Java
2466,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ","Maid Marian,"
2467,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ","Clari,"
2468,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Beacon of Liberty
2469,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ","Cortez,"
2470,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ","Native Land,"
2471,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Fall of Algiers
2472,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",Aladdin
2473,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ","The Knights of the Cross,"
2474,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",Englishmen in India
2475,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ","The Rencontre,"
2476,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ","Yelva,"
2477,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ","Home, Sweet Home,"
2478,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Night before the Wedding and the Wedding Night
2479,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",Shakespeare's Early Days
2480,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ","Under the Oak,"
2481,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ","Adelaide,"
2482,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Romance of a Day
2483,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Tyrolese Peasant
2484,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ","The Magic Fan,"
2485,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Battle of Champagne
2486,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Sedan Chair
2487,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Doom-kiss
2488,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",Rural Felicity
2489,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",Manfred
2490,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Captain and the Colonel
2491,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",The Beggar's Opera
2492,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ","The Fortunate Isles,"
2493,"Bishop,"," (18.11.1786 London - 30.4.1855 London)
  ",Alcestis
2494,"Bisquertt, Prospero"," (8.6.1881 Santiago - 2.8.1959 Santiago)
  ",Sayeda
2495,"Bitti, Martino"," (1655/6 Genova - 2.2.1743 Firenze)
  ",Il martirio di S Agata
2496,"Bitti, Martino"," (1655/6 Genova - 2.2.1743 Firenze)
  ",I trionfi di Giosuè
2497,"Bitti, Martino"," (1655/6 Genova - 2.2.1743 Firenze)
  ",Sara in Egitto
2498,"Bittner, Julius"," (9.4.1874 Wien - 9.1.1939 Wien)
  ",Die rote Gred
2499,"Bittner, Julius"," (9.4.1874 Wien - 9.1.1939 Wien)
  ",Der Musikant
2500,"Bittner, Julius"," (9.4.1874 Wien - 9.1.1939 Wien)
  ",Der Bergsee
2501,"Bittner, Julius"," (9.4.1874 Wien - 9.1.1939 Wien)
  ",Die armen Narren
2502,"Bittner, Julius"," (9.4.1874 Wien - 9.1.1939 Wien)
  ",Der Abenteuer
2503,"Bittner, Julius"," (9.4.1874 Wien - 9.1.1939 Wien)
  ",Das höllisch Gold
2504,"Bittner, Julius"," (9.4.1874 Wien - 9.1.1939 Wien)
  ",Die unsterbliche Kanzlei
2505,"Bittner, Julius"," (9.4.1874 Wien - 9.1.1939 Wien)
  ",Die Kohlhaymerin
2506,"Bittner, Julius"," (9.4.1874 Wien - 9.1.1939 Wien)
  ",Das Rosengärtlein
2507,"Bittner, Julius"," (9.4.1874 Wien - 9.1.1939 Wien)
  ",Die silberne Tänzerin
2508,"Bittner, Julius"," (9.4.1874 Wien - 9.1.1939 Wien)
  ",Général d'amour
2509,"Bittner, Julius"," (9.4.1874 Wien - 9.1.1939 Wien)
  ",Mondnacht
2510,"Bittner, Julius"," (9.4.1874 Wien - 9.1.1939 Wien)
  ",Das Veilchen
2511,"Bittner, Julius"," (9.4.1874 Wien - 9.1.1939 Wien)
  ",Der Bergsee
2512,"Bizet, [Alexandre-César-Léopold] Georges"," (25.10.1838 Paris - 3.6.1875 Bougival)
  ",La Maison du docteur
2513,"Bizet, [Alexandre-César-Léopold] Georges"," (25.10.1838 Paris - 3.6.1875 Bougival)
  ",Le Docteur Miracle
2514,"Bizet, [Alexandre-César-Léopold] Georges"," (25.10.1838 Paris - 3.6.1875 Bougival)
  ",Don Procopio
2515,"Bizet, [Alexandre-César-Léopold] Georges"," (25.10.1838 Paris - 3.6.1875 Bougival)
  ",La Guzla de l'Émir
2516,"Bizet, [Alexandre-César-Léopold] Georges"," (25.10.1838 Paris - 3.6.1875 Bougival)
  ",Ivan IV
2517,"Bizet, [Alexandre-César-Léopold] Georges"," (25.10.1838 Paris - 3.6.1875 Bougival)
  ",Les Pêcheurs de perles
2518,"Bizet, [Alexandre-César-Léopold] Georges"," (25.10.1838 Paris - 3.6.1875 Bougival)
  ",La Jolie fille de Perth
2519,"Bizet, [Alexandre-César-Léopold] Georges"," (25.10.1838 Paris - 3.6.1875 Bougival)
  ",Malbrough s'en va-t-en-guerre
2520,"Bizet, [Alexandre-César-Léopold] Georges"," (25.10.1838 Paris - 3.6.1875 Bougival)
  ",La Coupe du roi de Thulé
