,name,uri,composer
1220,Sade,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=166,E. Scott Wilkinson
1221,Safe Word,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1586,Robert Paterson
1222,Saga of the Hidden Sun,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1060,Edward C. Garza
1223,Salsipuedes,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=268,Daniel   Catán
1224,Salt,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1609,Missy Mazzoli
1225,Sanctuary,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=726,James Callahan
1226,Sanctuary Song,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=676,Abigail  Richardson
1227,"Santa Claus, A Morality",https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=905,Leland Smith
1228,Sara McKinnon,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=217,Randall  Shinn
1229,Sarah and Hagar,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=236,Gerald Cohen
1230,Satan's Bride: Maren of Vardø,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1654,Jeff Myers
1231,Saturnalia,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1117,Susie   Ibarra 
1232,Satyagraha,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=595,Philip   Glass
1233,Say Cheese,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=906,Seymour Barab
1234,"Say It Ain't So, Joe",https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1388,Curtis K.  Hughes
1235,Scalia/Ginsburg,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1665,Derrick Wang
1236,Scenes in Wonderland,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=907,Seymour Barab
1237,Schoenberg in Hollywood,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1859,Tod Machover
1238,Scourge of Hyacinths,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=908,Tania  León
1239,Screen Test,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=803,Tim Brady
1240,Séance on a Wet Afternoon,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=690,Stephen    Schwartz
1241,Seasons in Hell — A Life of Rimbaud,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=110,Harold  Blumenfeld
1242,Second Nature,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1730,Matthew Aucoin
1243,Second Nature,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1540,Matthew  Aucoin
1244,Seijo,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=297,Stan Hoffman
1245,Sekidera Komachi,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1336,Alice  Shields
1246,Selkie: A Sea Tale,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1656,Elliot Cole
1247,Semmelweis,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1075,Raymond J Lustig
1248,Send (who are you? I love you),https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1256,Michael John     LaChiusa
1249,Serena in X-Tremis — A musical fable,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=741,Stephanie Robinson
1250,Serenade at Noon,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=909,Peter Paul Fuchs
1251,Serendip,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=197,Simeon Westbrooke
1252,Sergej Krikalow,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=51,Jerome Hatley
1253,Sextet,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=415,Lawrence Hurwit
1254,Sganarelle,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=998,Violet Archer
1255,Shadowboxer,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1030,Frank   Proto
1256,Shadows Among Us,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1292,Ezra  Laderman
1257,Shak - An Irreverent Day of WM. Shakespeare,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=318,Karen K. Shirer
1258,Shalimar the Clown,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1624,Jack Perla
1259,Sharon's Grave,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=658,Richard   Wargo
1260,Shazaam,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1674,
1261,She Never Lost a Passenger: the story of Harriet Tubman and the Underground Railroad,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1132,Susan    Kander
1262,She Stoops to Conquer,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=5,Marjorie M. Rusche
1263,She Told Me This...,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1287,Stewart    Wallace
1264,Shelter,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1206,Michael   Gordon David Lang
1265,Shelter,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=791,Juliet Palmer
1266,Shine!,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=414,Roger Anderson
1267,Shining Brow,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=601,Daron     Hagen
1268,Shining Brow at Fallingwater,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1526,Daron Hagen
1269,Shot! - An Opera,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1394,Persis Anne  Vehar
1270,Siddhartha,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1375,Christopher   Theofanidis
1271,Signor Deluso,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=910,Thomas   Pasatieri
1272,Silent Night,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1076,Kevin  Puts
1273,Simeon,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=911,Dwight   Gustafson
1274,Simón Bolivar,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=512,Thea Musgrave
1275,Singers Glen,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=999,Alice Parker
1276,Singers of Bremen,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=66,Milton Barnes
1277,Sir Gawain and the Green Night,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=408,Richard Peaslee
1278,Sister Beatrice,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=442,Elaine Fine
1279,Sister Carrie,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1480,Robert Aldridge
1280,Sive,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=205,Richard Wargo
1281,Six Characters in Search of an Author,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=602,Hugo    Weisgall
1282,Skellig,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1183,Tod    Machover
1283,Sky on Swings,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1863,Lembit Beecher
1284,Slain in the Spirit — The Promis of Jim Jones,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=86,Taj Mahal
1285,Slaying the Dragon,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1324,Michael    Ching
1286,Sleeping Beauty,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=912,Seymour  Barab
1287,Slow Dusk,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=603,Carlisle    Floyd
1288,Snow Leopard,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=604,William  Harper
1289,Snow White and the Seven Dwarves,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1225,Seymour   Barab
1290,So This Duck Walks Into a Psychiatrists Office,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=832,George   Maurer
1291,Socrates,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=460,Alejandro R.   Feo
1292,Sodom,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1062,George  Addison
1293,Soldier Songs,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1613,David T. Little
1294,Solomon and Balkis,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1420,Randall  Thompson
1295,Somebody's Children,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1184,Susan   Kander
1296,SomersFest,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=793,Harry Somers
1297,Something to Live For,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1490,Ronnie Reshef
1298,Song from the Uproar: The Lives and Deaths of Isabelle Eberhardt ,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1429,Missy   Mazzoli 
1299,Song of Houston,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=711,Christopher   Theofanidis
1300,Song of Majnun,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=605,Bright   Sheng
1301,Songs From the F Train,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1340,Gilda    Lyons
1302,Songs from the Uproar,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1778,Missy Mazzoli 
1303,"Sorry, Wrong Number",https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1127,Jack  Beeson
1304,Soyazhe,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1726,Garland Anderson
1305,Speed Dating Tonight!,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1815,Michael Ching
1306,Spinoza,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1000,Julius Drossin
1307,Sredni Vashtar,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=90,Alastair Cassels-Brown
1308,St. Joan of Arc,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=323,Rubyana T. Carilli
1309,Star Thoughts,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=219,Robert Ceely
1310,Starbird,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=738,Henry  Mollicone
1311,Steal a pencil for me,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1841,Gerald Cohen
1312,"Sterlingman, or Generosity Rewarded",https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=913,Klaus George Roy
1313,Stickboy,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1641,Neil Weisensel
1314,Stinney,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1696,Frances Pollock
1315,Stitch,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1380,Juliet  Palmer
1316,Stomping Grounds,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1768,Victor Simonson
1317,Stone Soup,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=914,Daniel   Dorff
1318,Storm at Sea,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1001,Paul Csonka
1319,Strange Fruit,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=351,Chandler   Carter
1320,Street Scene,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=607,Kurt Weill
1321,Styria,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1532,Sara M.  Hutchings
1322,Sub Pontio Pilato,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=360,Erling    Wold
1323,Sumeida's Song,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1614,Mohammed Fairouz
1324,Summer,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=169,Stephen    Paulus
1325,Summer and Smoke,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=608,Lee     Hoiby
1326,Suor Isabella,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=719,Robert Xavier  Rodriguez
1327,Supermax,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1769,Stewart Wallace
1328,Supper at Emmaus (Adapted from a Biblical Episode),https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=170,Chandler Carter
1329,Suppose a Wedding,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=915,Leonard Lehrman
1330,Surrender Road,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=769,Marcus  Hummon
1331,Susanna and the Elders,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=387,Myron Fink
1332,Susannah,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=790,Carlisle  Floyd
1333,Susannah Martin,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=198,Catherine Reid
1334,Svadba,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=781,Ana Sokolovic
1335,Sweat,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=291,Brian Hulse
1336,Sweeney Todd,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=811,Stephen    Sondheim
1337,Sweet Dreams,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1606,Waundell Saavedra
1338,The Sailing of Nancy Belle,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1194,Allen G. Davis
1339,The Sailor-Boy and the Falcon,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=639,Paul Siskind
1340,The Saint of Bleecker Street,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1091,Gian Carlo      Menotti
1341,The Sandman,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=451,Thomas Cabaniss
1342,The Satin Cloak — A Chamber Opera in Two Acts,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=167,Martin Halpern
1343,The Scarecrow,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=635,Joseph  Turrin
1344,The Scarf,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1118,Lee  Hoiby
1345,The Scarlet Ibis,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1474,Stefan Weisman
1346,The Scarlet Letter,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1242,Margaret      Garwood
1347,The Scarlet Letter,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1240,Robert  DiDomenica
1348,The Scarlet Letter,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=668,Lori  Laitman
1349,The Scarlet Princess,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=24,Alexina Louie
1350,The Scrimshaw Violin,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=699,Bruce Saylor
1351,The Seagull,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=596,Thomas   Pasatieri
1352,The Second Hurricane,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=597,Aaron   Copland
1353,The Second Violinist,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1770,Donnacha Dennehy
1354,The Secret Agent,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=475,Michael   Dellaira
1355,The Secret Cave,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=248,Judith Lane
1356,The Secret Garden,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1621,Nolan Gasser
1357,The Seduction of a Lady,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=598,Richard     Wargo
1358,The Servant of Two Masters,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=600,Vittorio  Giannini
1359,The Shadow,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=682,Omar      Daniel
1360,The Shepherdess and the Chimneysweep,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=941,Julia Smith
1361,The Shepherds' Christmas,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=693,William Russo
1362,The Shining,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1685,Paul Moravec
1363,The Shivaree,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1061,John  Beckwith
1364,The Shoemakers' Holiday,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1114,Dominick   Argento
1365,The Shot,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1035,Gamma   Skupinsky
1366,The Shoulder,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=168,Dan Moses Schreier
1367,The Sibyl,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=942,Vincent Persichetti
1368,The Silent Prince,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1406,Somtow   Sucharitkul
1369,The Silver River,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1332,Bright   Sheng
1370,The Silver Tassie,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=223,Mark-Anthony  Turnage
1371,The Singing,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=9,Daniel Levy
1372,The Singing Child,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1092,Gian Carlo    Menotti
1373,The Sleeping Beauty,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1477,Benjamin Perry Wenzelberg
1374,The Snow Dragon,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1713,
1375,The Snow Globe,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1077,Skip   Ewing
1376,The Snow Queen,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=443,Elaine Fine
1377,The Sojourner and Mollie Sinclair,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1137,Carlisle    Floyd
1378,The Song of Eddie,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=700,Harold Faberman
1379,The Sorrows of Frederick,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1853,Scott Wheeler
1380,The Sound of a Voice,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=766,Philip   Glass
1381,The Source,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1589,Ted Hearne
1382,The Splendid Splinter,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=101,Stanley Silverman
1383,The Spurt of Blood,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=207,Andrew Toovey
1384,The Spy,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=6,Lionel Lackey
1385,The Stoned Guest,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=606,P.D.Q.   Bach; Edited by Peter Sch
1386,The Story of Harriet Tubman,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1307,Thea  Musgrave
1387,The Stranger's Tale,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=413,Curtis Tucker
1388,The Stronger,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=943,Hugo  Weisgall
1389,The Student from Salamanca,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1002,Jan   Bach
1390,The Suburbs,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1763,Ted Hearne
1391,The Summer King,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=659,Daniel Sonenberg
1392,The Sweet Bye and Bye,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1128,Jack   Beeson
1393,27,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1505,Ricky Ian Gordon
1394,A Tale of the Roly Poly Pudding (Children's One-Act),https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=162,Karen Griebling
1395,A Tango for Monsieur Lautrec,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=238,Jorge Zulueta
1396,"A Tree, A Rock, A Cloud (TRC)",https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=222,J. Mark  Scearce
1397,Das Treffen in Teltge (Meeting at Teltge),https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=171,Eckehard Mayer
1398,Tale for a Deaf Ear,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1350,Mark  Bucci
1399,Tales of Malamud,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=916,Marc  Blitzstein and L. Lehrman
1400,Tamar,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1003,David Ward-Steinman
1401,Taming of the Shrew,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1351,Vittorio  Giannini
1402,Tamu-Tamu (The Guests),https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1093,Gian Carlo     Menotti
1403,Tango,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=721,Robert Xavier   Rodriguez
1404,Tania,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1233,Anthony   Davis
1405,Tartuffe,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=610,Kirke   Mechem
1406,Tawawa House,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1486,Zenobia Powell Perry
1407,Tea: A Mirror of Soul,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=764,Tan    Dun
1408,Tess,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=85,Matthew Harris
1409,Thanksgiving,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1004,Paul Alan Levi
1410,That Pig of a Molette,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=917,Thomas Z. Shepard
1411,The Classical Style,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1554,Steven Stucky
1412,The Clever Artifice of Harriet and Margaret,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1531,Leanna  Kirchoff
1413,The Fall of the House of Usher,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1721,
1414,The Falling and the Rising,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1861,Zach Redler
1415,The Fix,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1864,Joel Puckett
1416,The Flood,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1860,Korine Fujiwara
1417,The Fox and the Pomegranate,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1545,Matt Frey
1418,The Hubble Cantata,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1788,Paola Prestini
1419,The Life and Death(s) of Alan Turing (The Turing Project),https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1594,Justine F. Chen
1420,The Little Blue One – A Chamber Opera in Three Acts,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1491,Dominick DiOrio
1421,The Mortal Thoughts of Lady Macbeth,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1544,Veronika Krausas
1422,The Pillar,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1561,Luna Pearl Wolf
1423,The Place Where You Started,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1842,Mark Lanz  Weiser
1424,The Property: A Klezmer Opera,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1539,Wlad  Marhulets
1425,The Red Silk Thread,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1512,Stella  Stung
1426,The Secret of Luca,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1672,Evan Mack
1427,The Snow Dragon,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1570,Somtow Sucharitkul
1428,The Tailor of Gloucester,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=654,Janis Dunson Wilson
1429,The Tale of Genji,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=226,Minoru Miki
1430,The Telephone or l’Amour a Trois,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1094,Gian Carlo      Menotti
1431,The Tell-Tale Heart,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1063,Bruce  Adolphe
1432,The Tell-Tale Heart,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1281,Robert W.     Butts
1433,The Tempest,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1249,John    Eaton
1434,The Tempest,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=611,Lee     Hoiby
1435,The Tender Land,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=612,Aaron     Copland
1436,The Tenor,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=944,Hugo Weisgall
1437,The Theory of Everything,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=712,John David  Earnest
1438,The Thief of Love,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=649,Sheila  Silver
1439,The Thirteenth Child,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1855,Poul Ruders
1440,The Three Astronauts,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1472,Xiaogang Ye and Alexander Tchaykov
1441,The Three Fat Women of Antibes,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1395,Mona  Lyn  Reese
1442,The Three Feathers,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1636,Lori Laitman
1443,The Three Stories,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=634,Alan Stringer
1444,The Thunder of Horses,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=613,Cary John  Franklin
1445,The Tibetan Book of the Dead,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=614,Ricky Ian  Gordon
1446,The Tinker of Tivoli,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=477,Michael Jacobsen
1447,The Toy Shop,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1226,Seymour   Barab
1448,The Transposed Heads,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1252,Peggy  Glanville-Hicks
1449,The Trial,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1759,Philip Glass
1450,The Trial of Lucullus,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=945,Roger   Sessions
1451,The Trial of Mary Lincoln,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=946,Thomas Pasatieri
1452,The Trials of Patricia Isasa,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1760,Kristin Norderval
1453,The Triumph of Punch,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=947,Ashley Vernon
1454,The Triumph of St. Joan,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1355,Dello    Joio
1455,The True Last Words of Dutch Schultz,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=559,Eric   Salzman
1456,The True Story of the Three Little Pigs,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1701,Wallace DePue
1457,The Tyrant,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=768,Paul   Dresher
1458,The Very Last Green Thing,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1510,Cary John Franklin 
1459,Theotakie,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1581,Jonathan Berger
1460,Thérèse Raquin,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1558,Tobias  Picker
1461,Thérèse Raquin,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=224,Tobias   Picker
1462,This Is the Rill Speaking,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1352,Lee  Hoiby
1463,Thomas,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1530,Rick Bassett
1464,Three Decembers,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=754,Jake      Heggie
1465,Three Sisters,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=949,Thomas Pasatieri
